date,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,annualNetIncome,annualTotalRevenue,annualCostOfRevenue,annualAccountsReceivable,annualPurchaseOfInvestment,annualOtherCurrentAssets,annualCashDividendsPaid,annualPretaxIncome,annualAccountsPayable,annualTaxProvision,annualInvestingCashFlow,annualTotalAssets,annualEndCashPosition,annualOperatingIncome,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualBasicEPS,annualStockholdersEquity,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualSaleOfInvestment,annualCurrentAssets,annualOperatingCashFlow,annualBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,annualNetPPE,annualOtherNonCurrentAssets,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualCapitalStock,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualNetIncomeContinuousOperations,annualDilutedAverageShares,annualOperatingExpense,annualNetOtherFinancingCharges,annualCurrentDebt,annualPurchaseOfBusiness,annualInterestExpense,annualResearchAndDevelopment,annualGrossProfit,annualChangeInInventory,annualInventory,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,annualGoodwill,annualOtherIncomeExpense,annualStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInAccountPayable,annualIncomeTaxPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue
2004-12-31,-1114179000.0,781000.0,2061850000.0,0.0,,718313000.0,-240453000.0,231237000,13356903000,12150105000,175537000.0,,0.0,-193081000.0,266569000,453831000.0,32783000,-518779000.0,11382534000.0,347951000.0,515039000,,190000000.0,0.03854,9268155000.0,358986000.0,952376000.0,3000000.0,2599545000.0,290175000.0,,190000000.0,261017000.0,358986000.0,1871850000.0,8460057000.0,0.0,52529000.0,1304792000,-5308725000.0,8460057000.0,231237000,200000000.0,-880779000.0,1228730000.0,4000000000.0,-530628000.0,646211000,8782989000.0,74434000.0,233786000,,691759000,0.0,309726000.0,,85847000,,1206798000,-661959000.0,1626564000.0,,0.03854,,,,,,,,,,,,,,
2005-12-31,-63455000.0,15544000.0,1709196000.0,0.0,4336443000.0,-335966000.0,432581000.0,-954279000,15800953000,15246152000,189407000.0,-16316000.0,0.0,-164004000.0,-997249000,513230000.0,-42485000,-15198000.0,9984875000.0,398533000.0,-88648000,,50000000.0,-0.159047,8223575000.0,398533000.0,857100000.0,64292000.0,2825816000.0,646261000.0,,62834000.0,247655000.0,398533000.0,1646362000.0,6765494000.0,0.0,52104000.0,-80020000,-4991078000.0,6765494000.0,-954279000,97431000.0,50582000.0,347951000.0,4000000000.0,-213680000.0,604894000,7159059000.0,55840000.0,-954764000,,643449000,4397101000.0,82591000.0,,60129000,,554801000,326290000.0,1287936000.0,,-0.159047,,,,,,,,,,,,,,
2006-12-31,185102000.0,-1209000.0,1793690000.0,0.0,,-298551000.0,705397000.0,37415000,17026523000,16450738000,302635000.0,,0.0,-14406000.0,60742000,1144022000.0,22912000,25575000.0,10115603000.0,1059263000.0,42811000,,0.0,0.006236,8274261000.0,1059263000.0,695325000.0,93193000.0,3876044000.0,792608000.0,,6755000.0,168925000.0,1059263000.0,1786935000.0,5996988000.0,0.0,47652000.0,758790000,-294700000.0,5996988000.0,37415000,6079000.0,660730000.0,398533000.0,4000000000.0,-87211000.0,501804000,6239559000.0,35761000.0,37830000,,532974000,32044000.0,82500000.0,,2723000,,575785000,,1383553000.0,,0.006236,,,,,,,,,,,,,,
2007-12-31,-726471000.0,33152000.0,1568544000.0,,,-254491000.0,-164838000.0,17817000,17175656000,16275270000,199910000.0,,0.0,-6243000.0,4657000,1279510000.0,-14104000,52182000.0,9877221000.0,1034747000.0,24831000,,,0.002667,8308677000.0,1034747000.0,651765000.0,,4268260000.0,-62106000.0,6681375000.0,4460000.0,436102000.0,1034747000.0,1564084000.0,4921226000.0,0.0,0.0,684473000,-329000000.0,4921226000.0,17817000,0.0,-16406000.0,1051153000.0,4000000000.0,-102732000.0,831414000,5608961000.0,-26909000.0,18761000,6681375000.0,875555000,0.0,,,28051000,,900386000,65513000.0,1257187000.0,4460000.0,0.002667,,,,,,,,,,,,,,
2008-12-31,302653000.0,41123000.0,1753892000.0,,,-1899776000.0,-177778000.0,-1645285000,15224524000,15294088000,190378000.0,,195245000.0,-3594000.0,-1554592000,1119018000.0,90693000,-76816000.0,8417284000.0,906294000.0,-947454000,,,-0.274,6663392000.0,1203755000.0,616864000.0,,3842986000.0,-48043000.0,6004689781.0,20198000.0,405774000.0,1203755000.0,1733694000.0,4142721000.0,0.0,20198000.0,-934134000,-741000000.0,4142721000.0,-1645285000,0.0,-128453000.0,1034747000.0,4000000000.0,-129735000.0,848535000,4574298000.0,-22529000.0,-1645285000,6004689781.0,877890000,0.0,115000000.0,,3594000,,-69564000,387341000.0,831453000.0,,-0.274,,,,,,,,,,,,,,
2009-12-31,283109000.0,-671104000.0,2100403000.0,,,-61754000.0,1116321000.0,382018000,13225029000,11801291000,123022000.0,,242750000.0,-8656000.0,382018000,1421716000.0,0,-871797000.0,9145813000.0,1334367000.0,503819000,,,0.064,7045410000.0,1334367000.0,543717000.0,,4047903000.0,1308860000.0,5969031250.0,21256000.0,376270000.0,1334367000.0,2079147000.0,4021640000.0,0.0,21256000.0,934391000,-334000.0,4021640000.0,382018000,5198000.0,428073000.0,906294000.0,4000000000.0,-192539000.0,888269000,5097910000.0,-13985000.0,382018000,5969031250.0,919919000,0.0,240000000.0,-18414000.0,8656000,,1423738000,-384477000.0,1308019000.0,,0.064,,,,,,,,,,,,,,
2010-12-31,-119756000.0,-368244000.0,2218865000.0,699713000.0,,1047945000.0,1043149000.0,1226542000,16348366000,13949852000,74917000.0,,62443000.0,,1139588000,1343835000.0,-86954000,-207544000.0,10531202000.0,2767258000.0,1368447000,20244000.0,,0.204667,8312337000.0,2469388000.0,493534000.0,700873000.0,6076393000.0,1600805000.0,5992876221.0,20244000.0,346766000.0,3169101000.0,2198621000.0,3911152000.0,0.0,20244000.0,1633680000,,3911152000.0,1226542000,0.0,1432891000.0,1334367000.0,4000000000.0,-557656000.0,988411000,4454809000.0,-33330000.0,1226542000,5992876221.0,1030067000,39630000.0,0.0,,558000,,2398514000,-28489000.0,1318769000.0,,0.204667,,,,,,,,,,,,,,
2011-12-31,-1480370000.0,53722000.0,2418974000.0,,,1683448000.0,-1106494000.0,839043000,20179768000,18206234000,104668000.0,-700000000.0,419924000.0,-120000000.0,1042001000,1605443000.0,202958000,-835190000.0,11449599000.0,1541821000.0,905231000,,,0.14,9030625000.0,1541821000.0,397496000.0,918090000.0,6130656000.0,-270247000.0,5993164286.0,16315000.0,325285000.0,1541821000.0,2402659000.0,4568033000.0,0.0,16315000.0,1302727000,,4568033000.0,839043000,0.0,-1225437000.0,2767258000.0,4000000000.0,-836247000.0,1028789000,5318943000.0,-53722000.0,839043000,5993164286.0,1068303000,0.0,,-303089000.0,56887000,,1973534000,-439994000.0,1756664000.0,,0.14,,,,,,,,,,,,,,
2012-12-31,-781737000.0,31521000.0,2588866000.0,,,1202081000.0,-1656619000.0,-361367000,16987916000,16572824000,142501000.0,-200000000.0,390137000.0,-120119000.0,-539538000,1535245000.0,-178171000,-696956000.0,11138204000.0,162027000.0,-624424000,,,-0.06,8549338000.0,162027000.0,436459000.0,406751000.0,4578490000.0,-967719000.0,6022783333.0,19248000.0,296425000.0,162027000.0,2569618000.0,5366431000.0,0.0,19248000.0,-102567000,,5366431000.0,-361367000,0.0,-1379794000.0,1541821000.0,4000000000.0,-688900000.0,1038603000,6559714000.0,-26219000.0,-361367000,6022783333.0,1039516000,0.0,405000000.0,-278251000.0,512000,,415092000,39675000.0,1735734000.0,,-0.06,,,,,,,,,,,,,,
2013-12-31,-417671000.0,-5184000.0,3532816000.0,,,-252136000.0,-1222690000.0,-1454217000,17677171000,17765544000,140540000.0,0.0,158465000.0,-56314000.0,-1215667000,1200758000.0,238550000,-151997000.0,10629304000.0,85797000.0,-1163639000,,,-0.242,7096488000.0,105797000.0,461612000.0,0.0,4320215000.0,-1073285000.0,6009161157.0,28309000.0,271143000.0,105797000.0,3504507000.0,5243810000.0,0.0,28309000.0,-694012000,-2687669000.0,5243810000.0,-1454217000,0.0,-76230000.0,162027000.0,6000000000.0,-149405000.0,1075116000,6309089000.0,72398000.0,-1454217000,6009161157.0,1075266000,0.0,1602907000.0,0.0,60043000,,-88373000,408236000.0,1320644000.0,,-0.242,,,,,,,,,,,,,,
2014-12-31,-2149815000.0,-40820000.0,62599570000.0,,,1116809000.0,2562760000.0,1229753000,94481041000,85261101000,28064935000.0,-851349000.0,1518818000.0,-668121000.0,2206680000,30913607000.0,974713000,-3979282000.0,81295708000.0,1201754000.0,2559022000,43951000.0,498723000.0,0.08,18697120000.0,1213897000.0,4382338000.0,1031917000.0,45824701000.0,6746135000.0,15371912500.0,661656000.0,92351000.0,1213897000.0,61937914000.0,31083605000.0,0.0,43951000.0,7217667000,-81851284000.0,31083605000.0,1229753000,125870000.0,-492340000.0,1694094000.0,12809328000.0,-4183375000.0,5680270000,35471007000.0,3230215000.0,1231967000,15371912500.0,6660918000,1191179000.0,11889709000.0,,628649000,,9219940000,812934000.0,11932142000.0,46895000.0,0.08,,,,,,,,,,,,,,
2015-12-31,-4487809000.0,3007000.0,60670824000.0,,5954000000.0,1141287000.0,-1278016000.0,24478000,60349334000,54568960000,27121127000.0,-1217392000.0,2575092000.0,-333053000.0,505740000,30193846000.0,481421000,-5041812000.0,85307777000.0,1993209000.0,962821000,59008000.0,618969000.0,0.002,24638094000.0,2011590000.0,3941448000.0,3007000.0,49511042000.0,2575929000.0,12239000000.0,767351000.0,182203000.0,2011590000.0,59903473000.0,31722390000.0,0.0,59008000.0,4755628000,-56227818000.0,31722390000.0,24478000,87360000.0,791455000.0,1201754000.0,14142661000.0,-3853945000.0,4105460000,35796735000.0,2990988000.0,24319000,12239000000.0,4817553000,4186793000.0,12070312000.0,,308440000,,5780374000,-2833004000.0,14769275000.0,31251000.0,0.002,,,,,,,,,,,,,,
2016-12-31,5504237000.0,28055000.0,66051574000.0,,,-14973476000.0,-5135475000.0,-16114763000,42923500000,53516744000,23907534000.0,-4000000.0,1427704000.0,-431845000.0,-15803702000,30310227000.0,311196000,-235956000.0,74493166000.0,2446923000.0,-14809382000,112171000.0,763070000.0,-1.139,8442868000.0,2449935000.0,3346811000.0,979055000.0,41130578000.0,-3907318000.0,14148167691.0,960162000.0,185325000.0,2449935000.0,65091412000.0,29676169000.0,0.0,112171000.0,-11981826000,-47074937000.0,29676169000.0,-16114763000,236175000.0,453714000.0,1993209000.0,14142661000.0,-1228157000.0,3814587000,33362588000.0,2640097000.0,-16114898000,14148167691.0,4216138000,-48942000.0,17033731000.0,,475065000,,-10593244000,5439242000.0,9318377000.0,27280000.0,-1.139,,,,,,,,,,,,,,
2017-12-31,2325230000.0,1178000.0,64046629000.0,,,-25556017000.0,-755945000.0,-10582541000,48485788000,50976270000,16961936000.0,,885473000.0,-709622000.0,-10344082000,29487875000.0,238555000,-1011597000.0,61942629000.0,2523356000.0,-6694913000,136312000.0,455826000.0,-0.748,-2102628000.0,2537894000.0,3368097000.0,1178000.0,31822355000.0,419456000.0,14147782086.0,683550000.0,281534000.0,2537894000.0,63363079000.0,25821791000.0,0.0,136312000.0,-6341328000,-36256236000.0,25821791000.0,-10582541000,40588000.0,76433000.0,2446923000.0,14142661000.0,-1175401000.0,4193988000,30120274000.0,2642328000.0,-10582637000,14147782086.0,4204431000,460025000.0,17510830000.0,,634657000,,-2490482000,1197808000.0,7803074000.0,23879000.0,-0.748,,,,,,,,,,,,,,
2018-12-31,-8416180000.0,,55126305000.0,,7639698000.0,-25429361000.0,-4212202000.0,142056000,58409078000,53320296000,15630004000.0,,10130216000.0,-613895000.0,515637000,27059504000.0,373581000,-1174471000.0,60904715000.0,2173580000.0,1303452000,139594000.0,536291000.0,0.008,5778410000.0,2203441000.0,3143708000.0,1306000.0,32013819000.0,-2939789000.0,17757000000.0,2162957000.0,237275000.0,2203441000.0,52963348000.0,24208181000.0,39011000.0,595742000.0,4321788000,-35608897000.0,24208181000.0,142056000,4547769000.0,-359857000.0,2533437000.0,18984340000.0,-1272413000.0,3303333000,28890896000.0,2098095000.0,142056000,17757000000.0,3785330000,4255927000.0,17606082000.0,-7388000.0,662443000,928586000.0,5088782000,6582590000.0,1411638000.0,22658000.0,0.008,,,,,,,,,,,,,,
