date,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualBasicEPS,annualCurrentDebt,annualCurrentDeferredRevenue,annualOperatingExpense,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualOtherShortTermInvestments,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,annualDilutedEPS,annualRetainedEarnings,annualDilutedAverageShares,annualCashDividendsPaid,annualBeginningCashPosition,annualAccountsReceivable,annualTaxProvision,annualTotalAssets,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualCurrentLiabilities,annualStockholdersEquity,annualDepreciationAndAmortization,annualChangeInInventory,annualSaleOfInvestment,annualIncomeTaxPayable,annualPurchaseOfBusiness,annualCapitalStock,annualOperatingCashFlow,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,annualInventory,annualNetPPE,annualEbitda,annualNetOtherInvestingChanges,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentLiabilities,annualTotalRevenue,annualPurchaseOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOperatingIncome,annualOtherIncomeExpense,annualBasicAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation
2006-12-31,8301725071212.54,10986873320428.83,3469802337628.33,-2066253370224.78,,10932.255171,5354294701480.01,2034312669401.43,22167367485511.16,7483009886648.23,18313144662530.41,,,84348607406.36,-45414016193442.6,,1543027853361.83,2067978437611.02,-950592992351.97,13897169817727.35,10986873320428.83,38813980251496.12,10986873320428.83,10047556159169.21,,10932.255171,22067915553749.23,1007760020,-5361985626910.33,5365561547846.39,3710961367389.1,7027978439897.58,75008221058837.55,13004600185689.64,61111051241110.2,10014905664994.23,604887691204.28,6810422285.26,20500835588965.71,28021051225855.71,9965004496956.85,6927223722.87,68526504973.19,,,5031446543200.0,26649874226122.07,43723935330129.78,8386073678618.9,,2660871519645.35,212964959666.91,55138948812481.05,31521572341575.47,38706199478.76,100552965005923.66,2936163523366.15,2736217431629.77,4429074575267.32,1284168913440.16,,800772686802.22,5420628933316.52,51206945216778.01,-98724168958.36,6906208448826.17,-16602318066952.86,-16433162631115.67,21956253379394.07,,-7370287514628.61,8301725071212.54,21556567844618.62,1029982031022.89,1004996055,,
2007-12-31,10138978121703.73,12854729039008.87,2740584203691.1,-3692476756128.42,,12881.375043,5403512729682.08,2413515545666.03,23372518093586.48,9588879502059.52,18327510107229.7,,,238179769085.31,-54694853041539.49,,1524269748219.01,14867577729932.59,-1224185217193.51,15975241861307.56,12854729039008.87,38998431505365.67,12854729039008.87,12668197621601.47,,12881.375043,28909824380215.61,998605178,-6046351088272.95,8314360857580.7,3360890393583.06,7926411200178.25,82044059406397.8,13829219506364.73,66068817545090.23,7891640842311.07,,0.0,20670921398135.97,33742537823387.12,,,11806142582.13,,,5039100218907.17,27722306768941.46,49840499699792.62,10377157890789.04,,3033558750679.47,211402273061.72,61158025769949.55,36011280193427.89,-64224664261.42,115852878811489.05,1824617264123.03,3209608342214.43,3386522026921.67,1435906829036.29,,896693904899.39,7200347519852.89,59429379201852.14,-84427538322.01,6903700576882.33,-15054109147339.99,-15136151037121.14,17664675505554.22,,-10955085945970.92,10138978121703.73,26467981606206.14,40443317389.54,997931432,,
2008-12-31,6889945000000.0,14673113000000.0,4093632000000.0,0.0,169253000000.0,10754.6,7100233000000.0,2742123000000.0,26164624000000.0,12217685000000.0,20260248000000.0,448113000000.0,5639696000000.0,267044000000.0,-62167040000000.0,-480629000000.0,2210538000000.0,-1019845000000.0,-2087462000000.0,14622310000000.0,10619470000000.0,47258399000000.0,10619470000000.0,8085570000000.0,,10754.6,31499963000000.0,990721646,-11765912000000.0,10140791000000.0,3618643000000.0,5639695000000.0,91256250000000.0,15095049000000.0,76633940000000.0,11444575000000.0,14673113000000.0,83407000000.0,26998151000000.0,34314071000000.0,11069575000000.0,-307207000000.0,39835000000.0,,,5040000000000.0,24316297000000.0,48472099000000.0,7156989000000.0,3081264000000.0,2904873000000.0,511950000000.0,71066244000000.0,32964201000000.0,-108490000000.0,133233284000000.0,-3577866000000.0,141132000000.0,106544000000.0,1581818000000.0,-5982297000000.0,219253000000.0,0.0,60689784000000.0,-186831000000.0,12181343000000.0,-16230727000000.0,-16545727000000.0,20312808000000.0,299324000000.0,-11348436000000.0,6889945000000.0,22307475000000.0,-1084683000000.0,987450000,,
2009-12-31,7805460000000.0,15976212000000.0,4103964000000.0,0.0,2385841000000.0,11522.6,7673145000000.0,2827156000000.0,27411209000000.0,17511545000000.0,20919098000000.0,258382000000.0,6373076000000.0,359507000000.0,-72716079000000.0,-841077000000.0,44114000000.0,-2008130000000.0,0.0,16186024000000.0,11332140000000.0,47636512000000.0,11332140000000.0,8572412000000.0,,11522.6,36467205000000.0,983471239,-9195921000000.0,6889945000000.0,3789684000000.0,6373076000000.0,97559606000000.0,14845281000000.0,81373582000000.0,14180798000000.0,16324233000000.0,791833000000.0,26717414000000.0,38989747000000.0,13956386000000.0,64164000000.0,24820000000.0,,,5040000000000.0,29715574000000.0,50014350000000.0,8164967000000.0,2321736000000.0,3343201000000.0,435244000000.0,76419897000000.0,36915239000000.0,-624161000000.0,149135976000000.0,1234031000000.0,111356000000.0,106544000000.0,2000023000000.0,-7180974000000.0,1112726000000.0,176856000000.0,67525895000000.0,-98841000000.0,9843667000000.0,-21143162000000.0,-21828879000000.0,22349288000000.0,187544000000.0,-6652664000000.0,7805460000000.0,22603141000000.0,1284001000000.0,983471239,,
2010-12-31,9119849000000.0,15870312000000.0,3409260000000.0,-3624089000000.0,253850000000.0,11730.8,5359467000000.0,3181188000000.0,30091647000000.0,16046414000000.0,22870766000000.0,220356000000.0,,370433000000.0,-83712378000000.0,-1142681000000.0,3094357000000.0,-3719098000000.0,,18730627000000.0,11536999000000.0,43343664000000.0,11536999000000.0,11442603000000.0,,11730.8,41907443000000.0,983471239,-5417952000000.0,7805460000000.0,90140000000.0,5546039000000.0,99758447000000.0,15480189000000.0,81027820000000.0,13505584000000.0,475647000000.0,3564841000000.0,20472898000000.0,44418742000000.0,14592820000000.0,-95638000000.0,26304000000.0,,-116503000000.0,5040000000000.0,27758763000000.0,52582767000000.0,9490282000000.0,1621995000000.0,4073814000000.0,515536000000.0,75832408000000.0,37955844000000.0,-2618000000.0,159544786000000.0,1420881000000.0,0.0,162530000000.0,1928035000000.0,-9097739000000.0,668668000000.0,2741303000000.0,68629181000000.0,-121029000000.0,6356921000000.0,-16316160000000.0,-16518304000000.0,21416351000000.0,312029000000.0,-9819578000000.0,9119849000000.0,22491120000000.0,431912000000.0,983471239,,
2011-12-31,9634000000000.0,15350000000000.0,3890000000000.0,-3033000000000.0,235000000000.0,11074.0,4913000000000.0,3092000000000.0,33262000000000.0,16453000000000.0,21507000000000.0,,,361000000000.0,-88789000000000.0,,3817000000000.0,,-2059000000000.0,21401000000000.0,10848000000000.0,43696000000000.0,10848000000000.0,15919000000000.0,,11074.0,45865000000000.0,979600000,-6069000000000.0,9120000000000.0,5393000000000.0,5385000000000.0,102722000000000.0,18439000000000.0,81321000000000.0,12958000000000.0,,12000000000.0,22189000000000.0,45711000000000.0,,,59000000000.0,729000000000.0,0.0,5040000000000.0,30462000000000.0,55451000000000.0,9995000000000.0,1620000000000.0,3448000000000.0,758000000000.0,74638000000000.0,37220000000000.0,47000000000.0,163427000000000.0,509000000000.0,0.0,171000000000.0,1662000000000.0,-7967000000000.0,56000000000.0,0.0,71904000000000.0,-33000000000.0,8355000000000.0,-14543000000000.0,-14414000000000.0,20735000000000.0,242000000000.0,-15539000000000.0,9634000000000.0,22189000000000.0,-412000000000.0,979600000,,
2012-12-31,13118000000000.0,18362000000000.0,5464000000000.0,-3487000000000.0,275000000000.0,13398.4,5148000000000.0,2986000000000.0,29871000000000.0,20470000000000.0,20284000000000.0,,,4338000000000.0,-97275000000000.0,,-3144000000000.0,,-1744000000000.0,27973000000000.0,18362000000000.0,44391000000000.0,18362000000000.0,18796000000000.0,71910000000000.0,13398.4,52777000000000.0,960113155,-7127000000000.0,9634000000000.0,7198000000000.0,5866000000000.0,111369000000000.0,15880000000000.0,83396000000000.0,11803000000000.0,,396000000000.0,24107000000000.0,51541000000000.0,,,53000000000.0,1280000000000.0,-263000000000.0,5040000000000.0,27941000000000.0,56673000000000.0,17456000000000.0,4570000000000.0,3059000000000.0,183000000000.0,77047000000000.0,40739000000000.0,1741000000000.0,174322000000000.0,3316000000000.0,5621000000000.0,517000000000.0,2055000000000.0,-5843000000000.0,362000000000.0,334000000000.0,77143000000000.0,-4057000000000.0,7280000000000.0,-9145000000000.0,-11311000000000.0,24228000000000.0,,-13314000000000.0,13118000000000.0,26802000000000.0,-1115000000000.0,960113155,,
2013-12-31,14696000000000.0,20290000000000.0,5264000000000.0,-4640000000000.0,304000000000.0,14577.0,4877000000000.0,3962000000000.0,30123000000000.0,23160000000000.0,22090000000000.0,,,6560000000000.0,-101362000000000.0,,682000000000.0,,,33075000000000.0,14205000000000.0,50527000000000.0,14205000000000.0,15518000000000.0,2368000000000.0,14577.0,58628000000000.0,963586608,-8354000000000.0,13118000000000.0,6026000000000.0,6859000000000.0,127951000000000.0,16406000000000.0,94876000000000.0,10410000000000.0,,2330000000000.0,28437000000000.0,60542000000000.0,,,202000000000.0,942000000000.0,-201000000000.0,5040000000000.0,36574000000000.0,59807000000000.0,21256000000000.0,1267000000000.0,3004000000000.0,509000000000.0,86761000000000.0,44433000000000.0,-731000000000.0,188123000000000.0,545000000000.0,5093000000000.0,241000000000.0,1504000000000.0,-6239000000000.0,478000000000.0,472000000000.0,82967000000000.0,-2308000000000.0,11600000000000.0,-21056000000000.0,-22702000000000.0,27149000000000.0,,-13327000000000.0,14696000000000.0,29684000000000.0,-1874000000000.0,963586608,,
2014-12-31,17672000000000.0,21446000000000.0,5211000000000.0,-5411000000000.0,1767000000000.0,14778.0,7138000000000.0,4546000000000.0,33778000000000.0,25743000000000.0,22984000000000.0,,,364000000000.0,-114909000000000.0,,692000000000.0,,,33762000000000.0,14638000000000.0,54770000000000.0,14638000000000.0,9802000000000.0,2541000000000.0,14778.0,63323000000000.0,976957851,-9943000000000.0,14696000000000.0,6465000000000.0,7338000000000.0,140895000000000.0,17067000000000.0,107133000000000.0,11525000000000.0,,2699000000000.0,31786000000000.0,67807000000000.0,,,6199000000000.0,1501000000000.0,-110000000000.0,5040000000000.0,37736000000000.0,63953000000000.0,18036000000000.0,2170000000000.0,2743000000000.0,474000000000.0,94809000000000.0,47729000000000.0,-1917000000000.0,209718000000000.0,2905000000000.0,5899000000000.0,293000000000.0,1814000000000.0,-7724000000000.0,503000000000.0,394000000000.0,89696000000000.0,-1487000000000.0,11830000000000.0,-27934000000000.0,-24748000000000.0,28784000000000.0,,-10083000000000.0,17672000000000.0,30175000000000.0,-815000000000.0,976957851,,
2015-12-31,28117000000000.0,23317000000000.0,8247000000000.0,-7826000000000.0,1807000000000.0,15738.0,3803000000000.0,5165000000000.0,38322000000000.0,30674000000000.0,37332000000000.0,,,697000000000.0,-128973000000000.0,,598000000000.0,,,47912000000000.0,15489000000000.0,72745000000000.0,15489000000000.0,15664000000000.0,68000000000.0,15738.0,70457000000000.0,981765276,-8783000000000.0,17672000000000.0,7517000000000.0,8025000000000.0,166173000000000.0,19357000000000.0,118261000000000.0,26229000000000.0,,2935000000000.0,35413000000000.0,75136000000000.0,,,,1802000000000.0,-114000000000.0,5040000000000.0,43669000000000.0,71796000000000.0,28814000000000.0,2749000000000.0,2110000000000.0,528000000000.0,103700000000000.0,52357000000000.0,155000000000.0,232673000000000.0,9841000000000.0,0.0,307000000000.0,2481000000000.0,-10427000000000.0,630000000000.0,382000000000.0,102470000000000.0,-208000000000.0,13994000000000.0,-28005000000000.0,-27421000000000.0,31342000000000.0,,-6407000000000.0,28117000000000.0,33474000000000.0,-1058000000000.0,981765276,,
2016-12-31,29767000000000.0,29172000000000.0,11283000000000.0,-6875000000000.0,1847000000000.0,14813.0,4774000000000.0,6403000000000.0,42983000000000.0,33360000000000.0,34305000000000.0,,,1234000000000.0,-133601000000000.0,,418000000000.0,,,47701000000000.0,19352000000000.0,74067000000000.0,19352000000000.0,18008000000000.0,3259000000000.0,14813.0,76615000000000.0,986385015,-11213000000000.0,28117000000000.0,7363000000000.0,9017000000000.0,179611000000000.0,22571000000000.0,131910000000000.0,23015000000000.0,,3056000000000.0,39762000000000.0,84384000000000.0,,,2159000000000.0,1236000000000.0,-275000000000.0,5040000000000.0,47231000000000.0,82973000000000.0,31001000000000.0,2669000000000.0,745000000000.0,584000000000.0,114498000000000.0,59531000000000.0,20000000000.0,248099000000000.0,1769000000000.0,0.0,420000000000.0,2810000000000.0,-10555000000000.0,178000000000.0,29000000000.0,116333000000000.0,-1026000000000.0,13518000000000.0,-29223000000000.0,-27557000000000.0,38189000000000.0,425000000000.0,-17905000000000.0,29767000000000.0,39990000000000.0,-707000000000.0,986385015,,
2017-12-31,25145000000000.0,32701000000000.0,12630000000000.0,-12305000000000.0,2148000000000.0,22330.0,6704000000000.0,6667000000000.0,44659000000000.0,38221000000000.0,40978000000000.0,,,1762000000000.0,-137080000000000.0,,2346000000000.0,,,47561000000000.0,22145000000000.0,86354000000000.0,22145000000000.0,16113000000000.0,0.0,22330.0,84896000000000.0,990622166,-11627000000000.0,29767000000000.0,12870000000000.0,9958000000000.0,198484000000000.0,23600000000000.0,150923000000000.0,24964000000000.0,,4416000000000.0,45376000000000.0,92713000000000.0,,,0.0,801000000000.0,-243000000000.0,5040000000000.0,49405000000000.0,90035000000000.0,26907000000000.0,2879000000000.0,933000000000.0,631000000000.0,130171000000000.0,65874000000000.0,78000000000.0,267251000000000.0,-4654000000000.0,0.0,651000000000.0,2769000000000.0,-9289000000000.0,230000000000.0,594000000000.0,128256000000000.0,-945000000000.0,15574000000000.0,-33292000000000.0,-33007000000000.0,42659000000000.0,524000000000.0,-21052000000000.0,25145000000000.0,45376000000000.0,-1382000000000.0,990622166,,
2018-12-31,17435000000000.0,26979000000000.0,12769000000000.0,-10134000000000.0,2875000000000.0,17971.0,9532000000000.0,6820000000000.0,48593000000000.0,46103000000000.0,42632000000000.0,,,1161000000000.0,-137532000000000.0,,2153000000000.0,,,43268000000000.0,18032000000000.0,88893000000000.0,18032000000000.0,45671000000000.0,34000000000.0,17971.0,91488000000000.0,990622166,-16609000000000.0,25145000000000.0,9301000000000.0,9426000000000.0,206196000000000.0,27269000000000.0,162928000000000.0,31405000000000.0,,3865000000000.0,46261000000000.0,98910000000000.0,,,171000000000.0,404000000000.0,-420000000000.0,4953000000000.0,,84681000000000.0,18596000000000.0,3987000000000.0,1197000000000.0,717000000000.0,142912000000000.0,61318000000000.0,-308000000000.0,280444000000000.0,-7877000000000.0,,1045000000000.0,3507000000000.0,-27113000000000.0,321000000000.0,573000000000.0,130784000000000.0,-337000000000.0,14766000000000.0,-34834000000000.0,-35090000000000.0,36405000000000.0,652000000000.0,-18458000000000.0,17439000000000.0,36088000000000.0,-3327000000000.0,990622166,,
