date,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,annualCapitalExpenditure,annualTotalNonCurrentAssets,annualCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,annualDilutedAverageShares,annualOtherIncomeExpense,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualChangeInInventory,annualBasicAverageShares,annualCurrentDebt,annualOperatingExpense,annualCurrentDeferredRevenue,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualGrossProfit,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,annualInventory,annualAccumulatedDepreciation,annualChangeInWorkingCapital,annualChangesInAccountReceivables,annualNetOtherInvestingChanges,annualRetainedEarnings,annualNetIncome,annualPretaxIncome,annualGoodwill,annualCommonStockIssuance,annualFreeCashFlow,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsReceivable,annualTotalRevenue,annualPurchaseOfInvestment,annualAccountsPayable,annualInvestingCashFlow,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,annualEndCashPosition,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualDilutedEPS,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,annualNetPPE,annualBasicEPS,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualResearchAndDevelopment,annualStockBasedCompensation,annualDeferredIncomeTax
2005-12-31,109304670229.5,409520214,6257059382,4873786259.5,1427192962.5,,2239225592.5,168405136.5,-13847949772.5,87412252763,7087548033,4533399426,395833804,956556353.5,4873786259.5,245054945.5,-831958028,395833804,14691105745,10703612168.5,,12060315402.5,,22377473346.5,17715446918.5,53317305191.5,1158248530.5,2312298841,-30275067928.5,-1779439767.5,,329051639.5,13463094101,4873786259.5,6594903063,672070434,,-5106303059.5,-3023331986,5538655131.5,6024889742.5,40092920265,,1970733276.5,-15419674532,,1044727047,99480359093,2648745806.5,28874057326.5,40053844525,257536576.5,21854964.5,7011834750,12.312709,2648745806.5,6266408495,23116594198,197695794.5,,,9994993,30200710993.5,8741646713,,79029602301,12.312709,2656181.5,2651401988,1680450584,5966025854,13278243245,,12068106330,,,
2006-12-31,126628780040,644393197.5,8027713390,6062447085,1588748422.5,,2558196002.5,309490572.5,-15975627165,100230335992.5,4973214310,4953619192.5,301375000,996044852.5,6062447085,73241917.5,187787192.5,301375000,16209965432.5,11663141815,,12038092400,,23880740462.5,20209279790,62901590370,1077349385,2118448192.5,-36314275277.5,-99254377.5,,48126170,15936967160,6062447085,8005272185,670834520,,-4411731930,-3009523100,6444041140,6967487315,44090020252.5,,2033533417.5,-15892716347.5,,1126075962.5,113437694707.5,3202589200,35048273177.5,43395177230,-15852317.5,0,8546137975,19.980626,3202589200,6827943255,26466477235,195264995,,,2651150,36435113135,11563895235,,90314504762.5,19.980626,100034127.5,3302623327.5,2010593172.5,7136116050,15374081230,,13207358715,,,
2007-12-31,132097725114.6,4312400571.32,1572688757.96,6161535471.72,2132265191.04,,3000342457.6,423146759,-14593431366.8,105752012535.24,11011553405.64,5155815887.8,301994658,1475684600.64,6161535471.72,533270.84,-190341164.48,301994658,20955973419.8,12382256701.6,,12056172540.56,,29326250965.08,20305090791.8,72221227810.12,1092613510.52,2319443255.88,-41965880245.24,-1799007441.44,,-1541079676.8,18114867096.04,6161535471.72,7319785126.04,555302961.28,,-5034120560.08,-3809964474,7771056443.04,7876834001.44,49631341756.88,-449488877.48,8849958318.4,-16258463641.04,,838330980.8,124304293211.52,7312743028.92,39326847044.44,46931661781.92,-616409955.48,562491.16,7922834090.2,20.402796,7312743028.92,7349312259.4,31378620496.16,,,,603443438.48,40842607313.96,9559310806.72,,90131844869.36,20.402796,,7312743028.92,2269359627.4,12583840384.2,15272146349.6,,18552280676.28,,,
2008-12-31,172497130000,-1515881000,542442000,-3937688000,4064779000,-54738208000,7312265000,620922000,-27969570000,145899581000,41255291000,4866887000,301375000,445650000,-3937688000,-4563315000,-2159007000,301375000,40386844000,16177076000,,12055383000,-22054317000,52536303000,14921127000,123357805000,1371572000,5169847000,-55759932000,-1294116000,566249000,631238000,10569653000,-4551833000,-4791556000,11108096000,,-22783677000,-3871996000,-534433000,7794500000,67457430000,-213860000,10867480000,-47957065000,,-239723000,165917758000,5566625000,68861869000,36829320000,-1493559000,15479000,-1255949000,-13.2,5765873000,7908735000,52486200000,,10282251000,,0,70871605000,5185893000,,116737198000,-13.2,,5765873000,6707265000,748072000,7181958000,,20018177000,,,
2009-12-31,210012537000,-339643000,2670243000,4929544000,4260400000,-71568853000,5566625000,750369000,-22593533000,173697414000,9503886000,3595340000,301384575,730276000,5110189000,-4989115000,1328674000,301384575,44081524000,17001169000,932625000,12055383000,-2904262000,50688024000,26174872000,147239059000,1839362000,4083986000,-69235201000,-3043647000,-2361918000,578262000,14293564000,4929544000,5703976000,11610998000,,-7612543000,-1495604000,-362067000,9717681000,76862896000,0,4386461000,-24880261000,,593787000,197887179000,5226982000,85066870000,42124183000,-34323000,0,9173703000,16.4,5226982000,8749715000,59581608000,736286000,12124548000,292509000,,87657451000,14980990000,542386000,140777336000,16.4,141886000,5368868000,8144914000,155130000,18714091000,,24189765000,,,
2010-12-31,239547234000,4199455000,86612000,3347985000,5282549000,-71293460000,5226982000,797558000,-20731717000,196382064000,13063323000,4067420000,302685950,728622000,3321415000,236303000,-1031869000,302685950,62899981000,19649933000,,14055383000,-6794607000,75891555000,28426565000,165512741000,1966387000,5190435000,-84322637000,-39532000,-650910000,46354000,14250969000,3347985000,4164090000,12640904000,10280169000,-2664993000,-2528050000,93405000,10909136000,104318120000,-12113000,19555321000,-26980538000,,842675000,227938213000,9426437000,79016053000,53789133000,8301085000,0,8776632000,11.2,9547908000,10559727000,83636880000,271062000,14197030000,,,81875861000,18066724000,955293000,155224597000,11.2,132632000,9680540000,8164014000,5391566000,19893660000,,31556149000,,,
2011-12-31,237577510000,-873655000,35549000,1180512000,7736186000,-89894385000,9426437000,989357000,-16788659000,220998536000,69648000,4762438000,351384575,872768000,1181440000,-7848592000,-1807503000,351384575,69377605000,22500842000,,14055383000,-5416783000,101688306000,31248444000,197858121000,1993155000,7525621000,-59609509000,533905000,-4194500000,415765000,19582024000,1180512000,2050367000,13890179000,0,4160496000,-2927214000,-570973000,15377843000,132936750000,-310000000,25767999000,-21664831000,,868927000,257415874000,8552782000,97699791000,50882929000,482344000,147455000,8747602000,3.2,8670015000,11995170000,96597620000,230283000,15889179000,,,101260501000,20949155000,4155406000,177968001000,3.2,96154000,8766169000,10168285000,2540104000,21781723000,-600000000,36417338000,,,
2012-12-31,288188448000,1952605000,1967467000,5512454000,8897097000,-108316273000,8552782000,129928000,-15555996000,223014111000,-9816900000,5112484000,351384575,641540000,6366415000,509098000,479071000,351384575,71948542000,24565100000,990355000,14055383000,-1096622000,92444619000,41522040000,193140030000,2011729000,7022384000,-106877638000,-175854000,303586000,164791000,17306157000,5512454000,8876785000,14417543000,0,11372086000,-702867000,7049517000,14953794000,133966659000,-500000000,7354260000,-15309604000,1021650000,2510370000,259100372000,10505387000,95449512000,56130134000,8721695000,55268000,16956940000,15.6,10505387000,11254163000,93594320000,1036201000,17649593000,788623000,,99545710000,26928082000,-3222999000,181310810000,15.6,93753000,10599140000,6422685000,587144000,29028045000,0,36086261000,,,
2013-12-31,301870773000,-1163715000,2286605000,10426024000,7787472000,-88758368000,10505387000,85305000,-17697329000,228045849000,-22240088000,5762884000,351384575,928399000,12900018000,-79831000,517837000,351384575,71559676000,26960670000,705938000,14055383000,-2017853000,82761166000,51071709000,187039786000,2032417000,6469026000,-115964307000,6777910000,-846214000,140725000,24780003000,10426024000,17422689000,12758031000,,22542100000,-2951631000,6268211000,14812913000,133832875000,-200000000,12277872000,-19054250000,1203607000,4522671000,262232760000,9341672000,84240221000,62450665000,7616749000,649398000,24111039000,29.6,9307184000,11545515000,98978845000,1248987000,19789858000,783816000,102784000,88060941000,40239429000,4598219000,185906466000,29.6,0,9307184000,6225935000,659752000,36755676000,0,34186911000,,,
2014-12-31,320805822000,2896695000,3082981000,10757317000,7814114000,-94119153000,9341672000,441595000,-20358316000,237306484000,-10894180000,6259588000,352145000,1429502000,13562372000,-400045000,-195853000,352145000,74187003000,26443546000,649431000,14420383000,-284868000,73688667000,51718188000,190389062000,1810755000,6702274000,-127472921000,-226180000,466878000,32516000,30085379000,10757317000,19049580000,11725555000,2453986000,12961751000,-5341046000,6001530000,14087378000,125406855000,0,11685285000,-19470813000,1022625000,5487208000,275171768000,12238367000,80363993000,70129491000,7436735000,17648000,25274642000,30.4,12238367000,11879280000,104846121000,1229487000,21960287000,751349000,0,85542941000,33320067000,-1417668000,193332901000,30.4,0,12238367000,6095723000,850390000,38742974000,,37865284000,,,
2015-12-31,227986836000,-4760117000,4043437000,13651933000,7945734000,-98400674000,12238367000,3122455000,-24327330000,275300951000,-14140659000,7751551000,362134575,1600135000,17259107000,-2533061000,2106821000,362134575,93063061000,32240931000,472886000,15200383000,-9777662000,67521016000,61383857000,207172665000,2494143000,5422732000,-154564785000,1013467000,-175429000,43778000,37313885000,13651933000,22958050000,11677182000,4684314000,18035378000,-5535655000,6812191000,14401665000,128904873000,0,9403088000,-33015012000,1257877000,5698943000,308866354000,7478250000,77289345000,84141948000,7695679000,139468000,29142926000,37.6,7537813000,14717613000,123836633000,1039211000,24823055000,1054246000,0,83336032000,42362708000,-2932761000,227986836000,37.6,0,7537813000,5325446000,4378997000,45315416000,,33565403000,,,
2016-12-31,231518156000,332251000,3733566000,8520427000,6817526000,-135106910000,7478250000,2819498000,-20234333000,277873123000,-13601850000,8043406000,380009575,2105861000,10347987000,-2794176000,-1270582000,380009575,97835598000,31271152000,365887000,15200383000,-276118000,64165344000,49648892000,212653002000,2262752000,6879143000,-170193133000,1050309000,-838272000,27095000,38690132000,8520427000,13813138000,12135729000,0,11276491000,-7206220000,7352149000,14050096000,113814236000,,12059004000,-17649646000,1296622000,3465151000,314839739000,7810501000,77173332000,86002995000,6457374000,278602000,18377740000,22.4,7881630000,15162715000,130196251000,816936000,23038145000,440791000,1474301000,82456751000,31510824000,1811681000,231518156000,22.4,0,7881630000,5495470000,4321945000,35446284000,,36966616000,,,
2017-12-31,485552135000,1471889000,4578230000,1511236000,9749004000,-164764055000,7810501000,904691000,-26011937000,348051801000,4013180000,10590084000,380009575,3168441000,1584207000,4151176000,714045000,380009575,113415196000,42308101000,1504926000,15200383000,-11119023000,100967953000,51491491000,288974907000,4566680000,7385411000,-189959257000,-718218000,-6201149000,964551000,35793257000,1579836000,2801733000,15484120000,0,3185426000,-4352973000,7464976000,21948753000,152459444000,-5600000,15496475000,-31748825000,3250650000,1217526000,396589511000,9282390000,123024791000,87641566000,9721709000,615013000,9183390000,4,9282390000,20635833000,155950488000,947302000,21122616000,430703000,2186758000,133024419000,29197363000,2414376000,295592878000,4,0,9282390000,6260401000,1904381000,33186570000,,48537710000,,,
2018-12-31,540981769000,6135292000,6219387000,392086000,10486412000,-176752357000,9282390000,965156000,-20707998000,358104242000,-2243070000,11845280000,382083375,2110690000,1329974000,3907658000,-1996075000,382083375,97194554000,44531699000,1976647000,15698093000,-1138104000,114904660000,54645964000,303781641000,3866159000,9543691000,-247470463000,-2391540000,-3273058000,724896000,34665305000,734435000,1973147000,15572227000,3245330000,8019980000,-1520038000,7799693000,24804671000,169550624000,-450000,14683707000,-20375882000,3863854000,643173000,419903311000,15417682000,155532824000,94435418000,10053762000,550832000,10114265000,1.2,15402578000,20916114000,138206214000,1152767000,21637383000,231299000,0,165575427000,28727978000,349703000,293511306000,1.2,,15402578000,6224699000,2769078000,33375673000,,61799069000,,,
2019-12-31,304368484000,,6225253000,80423000,10762718000,,,4780770000,,367468662000,,13514752000,392452325,1239893000,1108205000,,,392452325,97602825000,54092055000,2706529000,15698093000,,107539615000,66469786000,297871017000,3137791000,8883183000,,,,,33677466000,766345000,3119460000,15934955000,,,,8085218000,26911837000,174009401000,,15850958000,,,2011255000,428250063000,,143851713000,108803735000,,,12377731000,0.4,13306139000,,141620410000,1276703000,21562477000,,,156250607000,,,304368484000,0.4,,,4934062000,1659573000,35747081000,,60781401000,,,
