date,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualCurrentAssets,annualDilutedAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualCommonStockIssuance,annualFreeCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualTotalAssets,annualNetIncome,annualBasicAverageShares,annualCostOfRevenue,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualOtherNonCashItems,annualPurchaseOfInvestment,annualStockholdersEquity,annualLongTermDebt,annualInvestingCashFlow,annualBasicEPS,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualGoodwill,annualStockBasedCompensation,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,annualCapitalStock,annualAccountsReceivable,annualOperatingCashFlow,annualSaleOfInvestment,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualOperatingIncome,annualNetPPE,annualEbitda,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualGrossPPE,annualOtherNonCurrentLiabilities,annualAccountsPayable,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,annualNonCurrentDeferredRevenue
1989-12-31,-2539923000.0,2332447500.0,,,72682500.0,2804223000,745986750,2947605750,,,,6392756250,4032142857,,1754291250,,,745986750,255710250,,,,0,3854154750,5267499000,,0.0,303284250,5400970500,11660255250,745986750,4032142857,3764953500,0,,1809794250,,,6259284750,1563995250.0,0,0.18501,,,,,,3646679250,1327446750,4057665750,,,0,,55503000,256371000,1049931750,5139313500,1521707250,,7619108250,,,1836885000,0,,2947605750,0.18501,7679236500.0,190296000.0,,1049271000,,,,,
1990-12-31,-2488878400.0,2633856000.0,-1171372800.0,,69312000.0,3154273600,760121600,4338353600,,212556800.0,,6637201600,3133333333,,1303065600,,-26569600.0,760121600,302662400,,154219200.0,,332697600,4206660800,5862640000,294576000.0,0.0,377750400,5471027200,12499841600,760121600,3133333333,4125219200,4125796800,,1719515200,17328000.0,,7028236800,1140760000.0,-1710851200,0.242592,140934400.0,,520417600.0,,,4167961600,1185812800,4836822400,,,1504070400,,79708800,387569600,1052387200,5713619200,1572804800,,8331880000,,-539478400.0,1795180800,0,418760000.0,4338353600,0.242592,8202497600.0,162305600.0,653265600.0,1137872000,,,,,
1991-12-31,-3519715200.0,3038356300.0,-1350052050.0,,107034350.0,3630297650,930193550,6035909450,,1686530200.0,,8487646550,2912962963,,1914199950,,117087300.0,930193550,397387200,,278525850.0,1724376600.0,-163803950,5034162550,6784558550,-587210550.0,0.0,532215000,5770393300,15272205100,930193550,2912962963,4795257150,4349379250,,1357148250,591350.0,,9501220450,1713732300.0,-1777006750,0.319329,-208155200.0,,591941350.0,,,3856193350,1396768700,6127568700,,,1186248100,,150202900,452974100,1403864900,6527321300,1995806250,,9829419700,,-426954700.0,1759266250,0,2277288850.0,6035909450,0.319329,10047036500.0,200467650.0,739778850.0,1462408550,,,,,
1992-12-31,-3962965500.0,6291944750.0,-1952002000.0,,-2078079250.0,6985683250,1272690250,5818998250,,-190684000.0,,10578571250,3757407407,,2796280500,,-144267500.0,1272690250,526262750,,233964250.0,17563000.0,-624113750,8144214000,6197230000,-654221750.0,0.0,400185500,6219811000,16775801250,1272690250,3757407407,2526563000,6009055000,,996700250,627250.0,,10555363000,2586779000.0,-2387940750,0.338715,-276617250.0,,693738500.0,,,3423530500,1667230500,7164449500,,,1327888250,,158694250,1039980500,1158530750,8116615000,1852269250,,10670777000,,-435938750.0,272853750,0,870623000.0,5818998250,0.338715,12079580500.0,209501500.0,2153976500.0,1672875750,,,,,
1993-12-31,-799092000.0,3994780500.0,-2399314500.0,,222196500.0,4793872500,1430347500,5706441000,,-147451500.0,,9201109500,3758928571,,3594555000,,53001000.0,1430347500,550395000,,4756500.0,205209000.0,-487201500,6737922000,10038933000,-542241000.0,0.0,441675000,7285599000,19240042500,1430347500,3758928571,6407685000,5853892500,,960133500,214042500.0,,11953764000,3343819500.0,-2936119500,0.38052,-380520000.0,,799092000.0,,,3691044000,2057526000,8542674000,,,1912113000,,188901000,479047500,1944049500,9627835500,2743141500,,13145607000,,-536805000.0,1804072500,0,877234500.0,5706441000,0.38052,10426927500.0,250735500.0,926838000.0,1872022500,,,,,
1994-12-31,-5221060740.0,6789324850.0,-1737313130.0,,-2399523140.0,7844361000,1431443860,6684733370,,999091870.0,,13204066260,3736507937,,3417465800,,-210399140.0,1431443860,384312880,,0.0,,925512980,9684441340,7925236970,44390570.0,0.0,499849980,7996383500,21129303230,1431443860,3736507937,3833399360,5685641500,,1455159370,,,13131703550,3107339900.0,-2254797720,0.383097,-125874630.0,,1055036150.0,,,4578917700,2479182930,9733088540,,,2662826110,,189115990,474310200,1840080340,10135644120,2895116490,,13517840700,,-517484590.0,2094261960,0,591063480.0,6684733370,0.383097,15356704860.0,310125900.0,1029496370.0,1931293840,,,,,
1995-12-31,-5917747600.0,6872080000.0,-1497448400.0,,231655600.0,8010961000,1561735600,2999884600,,67612400.0,,9634212800,3757333333,,1787849200,,592439800.0,1561735600,118044600,,0.0,,1032474600,9883602800,10510957200,54865800.0,0.0,592439800,5724886000,20145170000,1561735600,3757333333,3829522000,2932272200,-185657000.0,725447800,554200.0,,14409200000,1321212800.0,-1011969200,0.41565,106960600.0,,1138881000.0,,,3937036800,2272220000,11013062400,,,2529923000,,154621800,399578200,1872641800,10124679800,3011522800,,13713124800,,-1108400.0,489358600,0,-1343380800.0,2999884600,0.41565,16042427400.0,466636400.0,2722230400.0,2154175400,,,,,
1996-12-31,-6084285734.0,7689050348.0,-2047951278.0,,265673726.0,8756510700,1802530706,1572002159,,-1436186891.0,,9753085013,3735802469,,1349813146,,,1802530706,347877704,,0.0,,-126284372,10736554344,11293516079,-802977988.0,0.0,726730820,5023377873,21046601092,1802530706,3735802469,4167384276,3008189050,-186448153.0,117944838,,,16014883685,945941428.0,-1991957264,0.482502,-229337185.0,,1067460352.0,,,3673564727,2510199734,12609375408,,,1921666906,,220401970,894117181,1980043644,10807440383,3047503996,,14903938620,,0.0,2774086417,0,-1241399204.0,1572002159,0.482502,16891726117.0,403871718.0,781533472.0,2529261526,,,,,
1997-12-31,-12335591232.0,6016476474.0,-2610084024.0,,254024442.0,9928179000,2219119182,1122911280,,208149408.0,,12842270712,3768604651,2769619590.0,2197208718,,-143102718.0,2219119182,331395768,,0.0,,421776432,12262328118,12843640116,-237591594.0,4234197168.0,952420482,7511865642,25685910828,2219119182,3768604651,4721704992,914761872,-279358416.0,1339961814,,,18118584324,1763107650.0,-3295470726,0.588844,-115714638.0,,1142082936.0,,,5314656924,2715528132,14593053726,,,3031860456,,256763250,1168786314,2334149118,12332852424,3476232054,,16984033110,,-849030480.0,3393383112,0,447110406.0,1122911280,0.588844,24668443656.0,434101068.0,581311998.0,3171539664,,,,,
1998-12-31,-7745365222.0,6588751190.0,-2138716916.0,-1969937886.0,210177660.0,11455956274,2408763364,798675108,,-938156646.0,,13062860020,3707843137,3398509072.0,3818864392,,,2408763364,182153972,,19743962.0,29934394.0,1336857298,13522703264,14277432134,-236290642.0,1917711922.0,1336857298,9304501318,27340292154,2408763364,3707843137,4386980976,2788993858,-427998144.0,922870998,636902.0,,17970826832,1834914662.0,-2141901426,0.64964,-154767186.0,1554040880.0,1468696012.0,,,5485636926,4641741776,14457038498,754091968.0,,3475574214,,236927544,1443219932,2066746990,13830326930,3535443002,,17909684240,194892012.0,-122285184.0,3794662116,1850837212,-2271829434.0,798675108,0.64964,21575692152.0,429908850.0,768103812.0,3745620662,,,,,
1999-12-31,-8849432970.0,7496512140.0,-1929575610.0,-1449029960.0,229183310.0,12279789610,2410121260,1973933670,,1567318120.0,,15931936550,3575432850,3356426540.0,5847870910,,,2410121260,147860200,,110895150.0,7393010.0,1700392300,15894971500,15111312440,-170039230.0,2543195440.0,1545139090,12412863790,31043248990,2410121260,3575432850,5049425830,1855645510,-561868760.0,1145916550,,,18556455100,3733470050.0,-1863038520,0.672764,-192218260.0,1589497150.0,1426850930.0,,,6564992880,4886779610,14689910870,754087020.0,6528027830.0,3629967910,,177432240,236576320,3615181890,14704696890,5042032820,,20944397330,547082740.0,-29572040.0,4413626970,3422963630,-192218260.0,1973933670,0.672764,23554129860.0,524903710.0,1005449360.0,3955260350,,,,,
2000-12-31,-5871518400.0,7932966800.0,-2366254000.0,-2470529600.0,1139010400.0,12192224000,3088162000,1275370800,,561484000.0,,12529114400,3491933700,3224522400.0,2438444800,,,3088162000,168445200,,810141200.0,192508800.0,2895653200,16435438800,12071906000,914416800.0,2574805200.0,1756642800,8855404800,24601020400,3088162000,3491933700,4379575200,2494593200,-689823200.0,818162400,,,15745615600,946501600.0,-2542720400,0.898374,-376996400.0,970565200.0,1034734800.0,,,6416960000,3970494000,12352648000,753992800.0,4708444400.0,5261907200,,32084800,368975200,4243214800,10900810800,5277949600,,20815014000,64169600.0,-401060000.0,4620211200,3072119600,-2149681600.0,1275370800,0.898374,16772329200.0,521378000.0,978586400.0,4844804800,,,,,
2001-12-31,-6432587700.0,9055746840.0,-3934738710.0,-25062030.0,1395119670.0,12155084550,3851198610,1654093980,,-785276940.0,,13825886550,3468048068,3959800740.0,2756823300,,,3851198610,133664160,1395119670.0,0.0,33416040.0,375930450,17752271250,15003801960,-1453597740.0,0.0,2163688590,8746648470,28829688510,3851198610,3443232964,5964763140,3065921670,-910587090.0,827046990,8354010.0,-300744360.0,20083040040,860463030.0,-4126880940,1.118483,-843755010.0,1353349620.0,1077667290.0,,,5989825170,4745077680,16415629650,710090850.0,3876260640.0,4310669160,16708020.0,16708020,918941100,5597186700,13591974270,6674853990,,23717034390,400992480.0,-8354010.0,4193713020,2280644730,-944003130.0,3049213650,1.11048,20024561970.0,543010650.0,969065160.0,6014887200,,,,,
2002-12-31,-7360797600.0,9420405390.0,-3949351020.0,-382195260.0,1281061890.0,12555822060,4090904820,1422615690,,-1054575810.0,1323528030.0,13751951670,3490884142,4133370960.0,2597512230,,,4090904820,99087660,318496050.0,0.0,42466140.0,927177390,18529392420,17701302690,-714846690.0,997954290.0,2201161590,8556927210,31453254360,4090904820,3464280748,6624717840,2286093870,-1160741160.0,566215200,7077690.0,,22896327150,821012040.0,-4381090110,1.180881,-1132430400.0,1118275020.0,1330605720.0,,,5959414980,5909871150,19024830720,707769000.0,3800719530.0,4876528410,,240641460,1252751130,5973570360,16179599340,7304176080,,25154110260,608681340.0,-84932280.0,3206193570,1231518060,-1521703350.0,1741111740,1.171882,23540396940.0,658225170.0,863478180.0,6292066410,,,,,
2003-12-31,-8431510200.0,9673177200.0,-2512897500.0,-1625992500.0,1093849500.0,12753693900,4872064800,1265317800,,1436786100.0,810039900.0,16301313900,3440025617,4203929700.0,2548373700,,,4872064800,177381000,1832937000.0,0.0,17738100.0,3665874000,19151235300,18187465200,-1271230500.0,1915714800.0,2530635600,9194248500,34488779100,4872064800,3415868283,7461827400,1235754300,-1247579700.0,975595500,,,25294530600,756825600.0,-2317778400,1.426303,-573531900.0,1164801900.0,1625992500.0,,,6645874800,6551271600,21149727900,709524000.0,3819604200.0,6178771500,,218769900,2016230700,6397541400,16874845800,8023533900,,26613062700,863254200.0,-11825400.0,3849167700,2678453100,-2400556200.0,3098254800,1.416287,25306356000.0,626746200.0,1011071700.0,7580081400,,,,,
2004-12-31,-8967081540.0,10295131560.0,-3160978560.0,-1997562840.0,1048171710.0,14098183890,5048785200,3457320300,,2134758090.0,109756200.0,17873797170,3394974257,4384760190.0,3676832700,,,5048785200,307317360,532317570.0,0.0,87804960.0,4483540770,21128068500,19821969720,109756200.0,1640855190.0,2458538880,11008546860,37695766890,5048785200,3381293801,8105495370,845122740,-1498172130.0,510366330,-2771344050.0,,26687220030,1196342580.0,-2014026270,1.493152,-625610340.0,1865855400.0,1904270070.0,,,7331714160,7210982340,22829289600,713415300.0,4088418450.0,7644519330,1317074400.0,318292980,460976040,7029884610,17681723820,8934154680,,29233563870,609146910.0,-312805170.0,5641468680,2985368640,-3473783730.0,3989637870,1.487135,26648805360.0,614634720.0,1070122950.0,7507324080,,,,,
2005-12-31,-10420478940.0,11794746580.0,-3895859640.0,-3013302440.0,1090588540.0,16472299740,5856397420,3296981540,,-479102480.0,,19529730040,3294719972,5074703900.0,3738260140,,,5856397420,668221880,1720986540.0,-6303980.0,208031340.0,4803632760,24547698120,22366521040,-390846760.0,94559700.0,2363992500,14303730620,41896251080,5856397420,3283669453,9165986920,2956566620,-1588602960.0,1443611420,-2212696980.0,-1027548740.0,27592520460,1248188040.0,-4904496440,1.783492,-617790040.0,1840762160.0,1929017880.0,,,10565470480,7772807340,26924298580,706045760.0,4784720820.0,8699492400,,485406460,718653720,8075398380,19914272820,10004416260,,33713685040,25215920.0,132383580.0,7621511820,2477464140,-4431697940.0,5017968080,1.77751,30334751760.0,649309940.0,1500347240.0,8220389920,,,,,
2006-12-31,-11640236000.0,13996536200.0,-3316902200.0,-3000468600.0,954951400.0,20042678200,6452985200,3271697400,,502903400.0,,20839412800,3229534803,6317370800.0,4407468000,,,6452985200,293831200,1830794400.0,0.0,209072200.0,4424419800,29162746600,23856833200,-1028409200.0,5650600.0,2712288000,14567246800,44696246000,6452985200,3211861048,9589068200,2480613400,-1943806400.0,339036000,954951400.0,,30128999200,1175324800.0,-2520167600,2.009111,-683722600.0,2000312400.0,2141577400.0,16951800.0,,10159778800,8396791600,28812409400,672421400.0,5164648400.0,7741322000,514204600.0,621566000,242975800,9120068400,20353461200,11261645800,,38751814800,678072000.0,-5650600.0,8108611000,2983516800,-4757805200.0,5102491800,1.998116,31993697200.0,1231830800.0,1712131800.0,9165273200,,,,,
2007-12-31,-13020244000.0,14897082000.0,-2429150000.0,-4842958000.0,634136000.0,23125508000,8535266000,4827616000,,1636480000.0,122736000.0,24332412000,3178485784,8550608000.0,4914554000,,,8535266000,322182000,2557000000.0,5114000.0,240358000.0,7568720000,32085236000,23463032000,-1027914000.0,0.0,2454720000,15572130000,47795444000,8535266000,3154923571,9803538000,2986576000,-2224590000.0,404006000,761986000.0,-542084000.0,32223314000,961432000.0,-1518858000,2.70538,-618794000.0,2347326000.0,3012146000.0,66482000.0,,10657576000,9031324000,30699342000,649478000.0,6101002000.0,9997870000,,603452000,2352440000,8959728000,19632646000,11971874000,,41888774000,900064000.0,1472832000.0,8182400000,4623056000,-6842532000.0,7384616000,2.685325,32652890000.0,1605796000.0,1948434000.0,10984872000,,,,,
2008-12-31,-13784888400.0,15822933600.0,-2043394400.0,-4728692800.0,411888400.0,23124591600,9666004400,8804783200,,4118884000.0,80238000.0,29137092400,3113209173,7874022400.0,4680550000,,,9666004400,246063200,1380093600.0,5349200.0,294206000.0,10853526800,35534735600,21589371200,-561666000.0,0.0,3059742400,17668407600,50726463600,9666004400,3089352556,10131384800,4627058000,-2802980800.0,1337300000,1438934800.0,,33058056000,984252800.0,-1385442800,3.128812,-652602400.0,2412489200.0,2449933600.0,,,12987857600,9633909200,33512738000,636554800.0,6595563600.0,12896921200,465380400.0,791681600,502824800,12410144000,18684755600,14860077600,,45666120400,-1064490800.0,176523600.0,9286211200,8745942000,-7387245200.0,10184876800,3.104836,32469644000.0,1283808000.0,2284108400.0,12725746800,,,,,
2009-12-31,,18184000000.0,-3065000000.0,-6512000000.0,182000000.0,26048000000,10768000000,11296000000,-740000000.0,2308000000.0,,32666000000,3021324355,7864000000.0,5593000000,921000000.0,,10768000000,1265000000,1530000000.0,-3533000000.0,,12313000000,40640000000,22076000000,-224000000.0,1962000000.0,3220000000,19008000000,54742000000,10768000000,2996104619,10438000000,8726000000,,418000000,2283000000.0,,35734000000,970000000.0,-3046000000,3.594,-405000000.0,3010000000.0,2551000000.0,,,13415000000,10016000000,35146000000,620000000.0,7063000000.0,15378000000,,1037000000,-396000000,14592000000,19226000000,17804000000,0.0,51078000000,,18000000.0,10054000000,11034000000,-10045000000.0,12826000000,3.564,,1157000000.0,2242000000.0,13988000000,176000000.0,,,,
2010-12-31,-17711000000.0,21260000000.0,-3897000000.0,-9498000000.0,254000000.0,29548000000,14403000000,12017000000,-1878000000.0,880000000.0,,37293000000,2927439024,9602000000.0,5961000000,1805000000.0,,14403000000,2057000000,4034000000.0,0.0,678000000.0,15782000000,49096000000,24109000000,297000000.0,2403000000.0,3883000000,24437000000,61402000000,14403000000,2902660218,11680000000,11034000000,-4400000000.0,1720000000,20385000000.0,-2913000000.0,36965000000,504000000.0,-5579000000,4.962,327000000.0,2865000000.0,2467000000.0,70000000.0,,18476000000,9689000000,36097000000,600000000.0,8500000000.0,19679000000,,1388000000,413000000,19548000000,20507000000,22810000000,0.0,60776000000,,8000000.0,7954000000,11960000000,-13220000000.0,16051000000,4.92,38218000000.0,0.0,2906000000.0,18286000000,43000000.0,,,,
2011-12-31,-19409000000.0,22249000000.0,-3332000000.0,-10595000000.0,234000000.0,31877000000,17097000000,13408000000,-849000000.0,1113000000.0,,39591000000,2850660000,9628000000.0,6471000000,385000000.0,,17097000000,959000000,4094000000.0,0.0,,18042000000,53757000000,25107000000,434000000.0,48000000.0,4828000000,27250000000,64698000000,17097000000,2827165000,12589000000,11960000000,-5700000000.0,351000000,9117000000.0,,37448000000,502000000.0,-3459000000,6.048,256000000.0,3206000000.0,,,,20779000000,9433000000,37111000000,580000000.0,9349000000.0,21374000000,,1489000000,490000000,21880000000,20931000000,22884000000,-507000000.0,66346000000,,0.0,10026000000,13057000000,-16802000000.0,17502000000,5.998,40340000000.0,0.0,3291000000.0,21925000000,39000000.0,,,,
2012-12-31,-21065000000.0,24856000000.0,-3622000000.0,-11896000000.0,228000000.0,35087000000,21432000000,11553000000,-290000000.0,-1996000000.0,3697000000.0,40163000000,2758340000,10897000000.0,3399000000,568000000.0,6379000000.0,21432000000,1788000000,4552000000.0,0.0,,18592000000,64561000000,25506000000,274000000.0,931000000.0,6379000000,25037000000,65669000000,21432000000,2741690000,13465000000,13057000000,-7742000000.0,500000000,673000000.0,-501000000.0,40632000000,0.0,-4070000000,7.818,-110000000.0,732000000.0,2693000000.0,,308000000.0,21638000000,9543000000,39001000000,0.0,9639000000.0,22214000000,,1495000000,-666000000,29474000000,21539000000,32292000000,-502000000.0,78026000000,1088000000.0,0.0,48000000,11053000000,-20140000000.0,16105000000,7.77,42604000000.0,0.0,3859000000.0,27811000000,228000000.0,,,,
2013-12-31,-22155000000.0,26888000000.0,-3644000000.0,-13924000000.0,0.0,37939000000,25184000000,10728000000,-1268000000.0,-470000000.0,3685000000.0,42058000000,2693625000,11733000000.0,3543000000,233000000.0,7355000000.0,25184000000,55000000,3741000000.0,0.0,,22298000000,69432000000,28279000000,-265000000.0,1521000000.0,7355000000,27768000000,70337000000,25184000000,2679362000,14140000000,11053000000,-9715000000.0,215000000,-1000000.0,,42569000000,,-2773000000,9.4,-9000000.0,672000000.0,2799000000.0,,409000000.0,24225000000,9552000000,41137000000,0.0,10907000000.0,25942000000,840000000.0,1615000000,332000000,31493000000,21882000000,35393000000,0.0,83572000000,903000000.0,0.0,9386000000,10513000000,-23639000000.0,14469000000,9.35,44037000000.0,0.0,4092000000.0,32539000000,551000000.0,,,,
2014-12-31,-24348000000.0,26760000000.0,-4335000000.0,-14667000000.0,0.0,39752000000,26481000000,14396000000,-2134000000.0,3095000000.0,3684000000.0,46293000000,2629692155,13762000000.0,3079000000,858000000.0,7615000000.0,26481000000,39000000,1509000000.0,0.0,,27357000000,74244000000,30769000000,-2148000000.0,251000000.0,7615000000,36768000000,77062000000,26481000000,2621881188,14562000000,10513000000,-11866000000.0,720000000,121000000.0,,40294000000,,-2064000000,10.1,-1805000000.0,7000000.0,3435000000.0,,371000000.0,33689000000,11357000000,41277000000,0.0,13041000000.0,31692000000,2267000000.0,1378000000,-347000000,34492000000,23136000000,37570000000,0.0,88806000000,-1502000000.0,0.0,2607000000,13676000000,-26533000000.0,15905000000,10.07,47484000000.0,0.0,4950000000.0,34096000000,856000000.0,,,,
