date,annualNetIncome,annualDilutedEPS,annualRetainedEarnings,annualAccountsReceivable,annualCashDividendsPaid,annualPretaxIncome,annualCommonStockIssuance,annualOperatingIncome,annualAccountsPayable,annualBasicAverageShares,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,annualStockholdersEquity,annualLongTermDebt,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualNetPPE,annualRepurchaseOfCapitalStock,annualDilutedAverageShares,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualInterestExpense,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualTotalNonCurrentAssets,annualRepaymentOfDebt,annualOtherIncomeExpense,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualStockBasedCompensation,annualInventory,annualOtherNonCashItems,annualCapitalStock,annualCostOfRevenue,annualCurrentDebt,annualNetOtherFinancingCharges,annualBasicEPS,annualFreeCashFlow,annualGrossProfit,annualAccumulatedDepreciation,annualChangeInWorkingCapital,annualOperatingExpense,annualNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualGoodwill,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,annualNonCurrentDeferredRevenue
1989-12-31,595000000.0,0.7025,3971000000.0,,-235000000.0,893000000.0,,1458000000.0,365000000.0,843971631.0,6492000000.0,330000000,-100000000.0,3911000000,3837000000,-1243000000.0,,298000000.0,603000000.0,12459000000,,1868000000,6680000000,13000000.0,,,,,187000000,1486000000.0,9245000000,-972000000.0,846975089.0,1483000000.0,473000000,2061000000.0,,1255000000,187000000,31000000.0,-252000000.0,13358000000,770000000,439000000.0,369000000.0,197000000.0,595000000.0,2473000000.0,-1174000000.0,11204000000,-323000000.0,98000000.0,1304000000,-492000000.0,,262000000.0,1150000000.0,,2105000000.0,199000000,-257000000.0,0.705,309000000.0,4387000000.0,-4113000000.0,168000000.0,2929000000.0,595000000.0,236000000.0,5000000.0,2073000000,8548000000,,,,,
1990-12-31,618000000.0,0.77,4353000000.0,,-232000000.0,952000000.0,,1601000000.0,343000000.0,800000000.0,6964000000.0,298000000,-91000000.0,4277000000,3883000000,-1274000000.0,,334000000.0,697000000.0,13078000000,,1814000000,6987000000,-27000000.0,,,,,169000000,1585000000.0,9751000000,-62000000.0,802597403.0,1467000000.0,487000000,2298000000.0,,1255000000,169000000,,-18000000.0,14356000000,847000000,187000000.0,380000000.0,161000000.0,618000000.0,2545000000.0,-1206000000.0,11823000000,-697000000.0,95000000.0,1270000000,-211000000.0,,243000000.0,1458000000.0,,2303000000.0,201000000,21000000.0,0.7725,261000000.0,4661000000.0,-4605000000.0,-72000000.0,3060000000.0,618000000.0,-69000000.0,19000000.0,2257000000,8801000000,,,,,
1991-12-31,64000000.0,0.0775,3899000000.0,,-257000000.0,112000000.0,,1644000000.0,394000000.0,800000000.0,7029000000.0,286000000,,4163000000,3913000000,-1137000000.0,,48000000.0,748000000.0,13326000000,,1868000000,7295000000,64000000.0,,,,,144000000,1556000000.0,10051000000,,825806452.0,1392000000.0,551000000,2392000000.0,,1168000000,144000000,,-25000000.0,15333000000,1252000000,169000000.0,388000000.0,-58000000.0,64000000.0,2517000000.0,-1231000000.0,12158000000,-373000000.0,-748000000.0,1337000000,-280000000.0,,222000000.0,2018000000.0,,2318000000.0,137000000,-23000000.0,0.08,161000000.0,4711000000.0,-5282000000.0,116000000.0,3067000000.0,64000000.0,29000000.0,21000000.0,2130000000,9163000000,,,,,
1992-12-31,728000000.0,0.8925,4338000000.0,,-282000000.0,1101000000.0,,1631000000.0,523000000.0,813407821.0,7294000000.0,317000000,-71000000.0,4639000000,3989000000,-1347000000.0,,373000000.0,909000000.0,14098000000,,2084000000,7375000000,143000000.0,,,,,245000000,1513000000.0,10600000000,-5000000.0,815686275.0,1660000000.0,604000000,2540000000.0,,1381000000,245000000,291000000.0,101000000.0,16385000000,1010000000,144000000.0,360000000.0,217000000.0,728000000.0,2606000000.0,-1567000000.0,12717000000,-677000000.0,146000000.0,1451000000,-212000000.0,,244000000.0,1520000000.0,,2306000000.0,110000000,70000000.0,0.895,93000000.0,4988000000.0,-5785000000.0,104000000.0,3357000000.0,728000000.0,-59000000.0,-22000000.0,2376000000,9459000000,,,,,
1993-12-31,530000000.0,0.645,4529000000.0,,-309000000.0,1155000000.0,,1390000000.0,477000000.0,818532819.0,7561000000.0,366000000,-75000000.0,4885000000,4069000000,-1553000000.0,,450000000.0,949000000.0,15001000000,,2089000000,8027000000,-35000000.0,,,,,113000000,1553000000.0,11441000000,-10000000.0,821705426.0,1563000000.0,625000000,2339000000.0,,1382000000,113000000,,-132000000.0,17860000000,1282000000,245000000.0,324000000.0,320000000.0,530000000.0,2634000000.0,-1574000000.0,13619000000,-753000000.0,89000000.0,1497000000,-142000000.0,,252000000.0,1615000000.0,,2588000000.0,115000000,167000000.0,0.6475,-11000000.0,4973000000.0,-6419000000.0,-128000000.0,3583000000.0,705000000.0,-76000000.0,-8000000.0,2676000000,10116000000,,,,,
1994-12-31,546000000.0,0.665,4734000000.0,,-334000000.0,1419000000.0,,1642000000.0,463000000.0,821052632.0,7798000000.0,447000000,-725000000.0,5131000000,4090000000,-1961000000.0,121000000.0,461000000.0,1005000000.0,15942000000,,2505000000,8306000000,,,,,,121000000,939000000.0,12271000000,-1000000.0,821052632.0,1909000000.0,910000000,2647000000.0,,1822000000,121000000,,8000000.0,18885000000,757000000,113000000.0,336000000.0,349000000.0,546000000.0,745000000.0,-1597000000.0,14120000000,-338000000.0,259000000.0,1374000000,60000000.0,,315000000.0,1988000000.0,580000000.0,3282000000.0,470000000,733000000.0,0.665,312000000.0,4516000000.0,-6614000000.0,-58000000.0,2874000000.0,958000000.0,,,2856000000,10811000000,,,,,
1995-12-31,946000000.0,1.15,5327000000.0,349000000.0,-353000000.0,933000000.0,844000000.0,2298000000.0,145000000.0,822608696.0,7486000000.0,90000000,-2146000000.0,6364000000,6232000000,-2569000000.0,230000000.0,314000000.0,642000000.0,19446000000,476000000.0,1899000000,10967000000,80000000.0,1447000000.0,,,,230000000,,14105000000,,822712934.0,1454000000.0,2215000000,2025000000.0,,1679000000,230000000,635000000.0,115000000.0,18748000000,649000000,115000000.0,450000000.0,151000000.0,946000000.0,2826000000.0,-1058000000.0,17767000000,-1531000000.0,-915000000.0,765000000,1230000000.0,,238000000.0,31000000.0,581000000.0,1720000000.0,132000000,2270000000.0,1.15,396000000.0,5766000000.0,-4643000000.0,-316000000.0,3468000000.0,619000000.0,47000000.0,19000000.0,3498000000,12866000000,,,,,
1996-12-31,904000000.0,1.035,5262000000.0,494000000.0,-353000000.0,1113000000.0,0.0,2129000000.0,705000000.0,873429952.0,8786000000.0,345000000,-539000000.0,8225000000,7900000000,-1094000000.0,191000000.0,380000000.0,762000000.0,27914000000,759000000.0,3056000000,16633000000,4000000.0,613000000.0,,,,191000000,,25044000000,,873429952.0,1657000000.0,923000000,2376000000.0,,1334000000,191000000,764000000.0,-39000000.0,30097000000,1344000000,230000000.0,501000000.0,166000000.0,904000000.0,3260000000.0,-1360000000.0,26580000000,-2047000000.0,-515000000.0,922000000,-602000000.0,,304000000.0,-743000000.0,686000000.0,2635000000.0,127000000,1798000000.0,1.035,297000000.0,6151000000.0,-5053000000.0,568000000.0,4022000000.0,733000000.0,14000000.0,12000000.0,5939000000,19689000000,,,,,
1997-12-31,432000000.0,0.435,5271000000.0,631000000.0,-422000000.0,676000000.0,0.0,2186000000.0,758000000.0,982800000.0,11079000000.0,398000000,0.0,8225000000,8285000000,-1772000000.0,90000000.0,244000000.0,1043000000.0,28764000000,333000000.0,3247000000,17292000000,47000000.0,624000000.0,,,,90000000,,25977000000,,992400000.0,1600000000.0,748000000,2324000000.0,,1415000000,90000000,329000000.0,-101000000.0,31514000000,1232000000,191000000.0,605000000.0,300000000.0,432000000.0,4166000000.0,-2101000000.0,27349000000,-572000000.0,-905000000.0,939000000,71000000.0,,296000000.0,-196000000.0,690000000.0,3684000000.0,233000000,1065000000.0,0.44,-501000000.0,7395000000.0,-5537000000.0,21000000.0,5209000000.0,432000000.0,-124000000.0,8000000.0,6252000000,20539000000,,,,,
1998-12-31,-633000000.0,-0.6425,4441000000.0,643000000.0,-255000000.0,-696000000.0,,2301000000.0,586000000.0,984000000.0,10553000000.0,96000000,,7393000000,8511000000,-1898000000.0,176000000.0,-63000000.0,1070000000.0,29374000000,400000000.0,2932000000,17549000000,-183000000.0,691000000.0,301000000.0,,,176000000,,26939000000,,984000000.0,565000000.0,242000000,1088000000.0,,1502000000,176000000,213000000.0,86000000.0,33145000000,932000000,90000000.0,714000000.0,-74000000.0,-633000000.0,4348000000.0,-2111000000.0,27872000000,-1789000000.0,-2283000000.0,765000000,1419000000.0,,343000000.0,-29000000.0,691000000.0,2834000000.0,181000000,3463000000.0,-0.6425,-1546000000.0,7719000000.0,-6206000000.0,-316000000.0,5418000000.0,-633000000.0,84000000.0,-47000000.0,6308000000,20481000000,,,,,
1999-12-31,810000000.0,0.805,5053000000.0,581000000.0,-198000000.0,1202000000.0,,3147000000.0,598000000.0,986400000.0,11273000000.0,110000000,,8001000000,8426000000,-1614000000.0,175000000.0,419000000.0,1083000000.0,29888000000,385000000.0,2885000000,19002000000,11000000.0,753000000.0,256000000.0,,,175000000,,27519000000,,1079200000.0,1869000000.0,302000000,3018000000.0,-6000000.0,1314000000,175000000,220000000.0,-1000000.0,34370000000,636000000,176000000.0,733000000.0,529000000.0,810000000.0,4285000000.0,-1834000000.0,28574000000,-692000000.0,-1212000000.0,733000000,-256000000.0,,337000000.0,-666000000.0,691000000.0,2758000000.0,214000000,634000000.0,0.82,35000000.0,8515000000.0,-6851000000.0,140000000.0,5368000000.0,783000000.0,62000000.0,6000000.0,6715000000,21887000000,,,,,
2000-12-31,842000000.0,0.835,5699000000.0,597000000.0,-199000000.0,1310000000.0,,3203000000.0,658000000.0,986000000.0,11878000000.0,134000000,,8662000000,8144000000,-1542000000.0,105000000.0,468000000.0,1140000000.0,30499000000,409000000.0,2962000000,18875000000,73000000.0,740000000.0,,,,105000000,,28196000000,,1078000000.0,1958000000.0,278000000,3173000000.0,0.0,1285000000,105000000,241000000.0,-70000000.0,35458000000,509000000,175000000.0,723000000.0,447000000.0,842000000.0,4311000000.0,-1783000000.0,29214000000,-796000000.0,-1170000000.0,767000000,-486000000.0,,360000000.0,-507000000.0,688000000.0,3224000000.0,207000000,509000000.0,0.855,175000000.0,8654000000.0,-7262000000.0,36000000.0,5451000000.0,842000000.0,-16000000.0,-23000000.0,7143000000,21837000000,,,,,
2001-12-31,966000000.0,0.9425,6466000000.0,604000000.0,-198000000.0,1533000000.0,,3363000000.0,567000000.0,992000000.0,11973000000.0,160000000,-1736000000.0,9575000000,7886000000,-1544000000.0,113000000.0,567000000.0,1174000000.0,31551000000,792000000.0,2692000000,19284000000,-112000000.0,786000000.0,,,,113000000,,28792000000,,1087600000.0,1992000000.0,431000000,3408000000.0,-11000000.0,1542000000,113000000,192000000.0,8000000.0,36436000000,454000000,105000000.0,701000000.0,424000000.0,966000000.0,4276000000.0,,30009000000,-1219000000.0,-1129000000.0,598000000,-440000000.0,,265000000.0,-452000000.0,689000000.0,3160000000.0,194000000,977000000.0,0.975,1992000000.0,8813000000.0,-7644000000.0,-120000000.0,5450000000.0,966000000.0,10000000.0,96000000.0,7882000000,21976000000,,,,,
2002-12-31,1341000000.0,1.2625,7597000000.0,696000000.0,-201000000.0,2016000000.0,,2738000000.0,483000000.0,1008400000.0,12491000000.0,242000000,,10651000000,7428000000,-1521000000.0,369000000.0,675000000.0,1206000000.0,32764000000,873000000.0,2701000000,19412000000,-66000000.0,699000000.0,,,,369000000,,29505000000,,1107200000.0,2250000000.0,408000000,3855000000.0,-234000000.0,2152000000,369000000,-51000000.0,256000000.0,37838000000,1886000000,113000000.0,633000000.0,573000000.0,1341000000.0,4501000000.0,-1887000000.0,30612000000,-1197000000.0,-89000000.0,580000000,-473000000.0,,288000000.0,-546000000.0,689000000.0,4046000000.0,276000000,775000000.0,1.33,363000000.0,8445000000.0,-8333000000.0,-324000000.0,5707000000.0,1341000000.0,-92000000.0,-23000000.0,8478000000,22113000000,,,,,
2003-12-31,1585000000.0,1.51,8930000000.0,498000000.0,-234000000.0,1637000000.0,,2549000000.0,511000000.0,1017600000.0,11551000000.0,279000000,,12354000000,7822000000,-856000000.0,527000000.0,581000000.0,1067000000.0,33460000000,394000000.0,2456000000,18650000000,79000000.0,726000000.0,,,,527000000,,30283000000,,1072000000.0,2422000000.0,362000000,3278000000.0,-124000000.0,2089000000,527000000,126000000.0,160000000.0,38320000000,386000000,367000000.0,574000000.0,494000000.0,1585000000.0,3892000000.0,-1752000000.0,31371000000,-2117000000.0,-338000000.0,550000000,-1406000000.0,,267000000.0,-225000000.0,689000000.0,4043000000.0,167000000,729000000.0,1.5575,670000000.0,7508000000.0,-8037000000.0,30000000.0,4959000000.0,1056000000.0,59000000.0,10000000.0,9169000000,21106000000,,,,,
2004-12-31,604000000.0,0.575,9222000000.0,538000000.0,-310000000.0,856000000.0,,1989000000.0,590000000.0,1036400000.0,12215000000.0,178000000,,12655000000,7981000000,-1712000000.0,977000000.0,252000000.0,1111000000.0,34589000000,549000000.0,2516000000,19418000000,100000000.0,767000000.0,,,,977000000,,31014000000,,1048800000.0,2237000000.0,518000000,2494000000.0,-237000000.0,2290000000,977000000,19000000.0,450000000.0,39907000000,480000000,527000000.0,527000000.0,359000000.0,604000000.0,4167000000.0,-1876000000.0,32299000000,-588000000.0,-606000000.0,379000000,-75000000.0,,309000000.0,67000000.0,689000000.0,4948000000.0,150000000,721000000.0,0.5825,361000000.0,7267000000.0,-8893000000.0,96000000.0,5278000000.0,604000000.0,-40000000.0,-42000000.0,9180000000,21934000000,,,,,
2005-12-31,1026000000.0,0.9625,9932000000.0,747000000.0,-314000000.0,1436000000.0,,2206000000.0,783000000.0,1053600000.0,13578000000.0,170000000,,13707000000,6760000000,-2047000000.0,773000000.0,410000000.0,1175000000.0,35620000000,608000000.0,3384000000,18529000000,224000000.0,806000000.0,,,,773000000,,31975000000,,1066000000.0,2595000000.0,514000000,3115000000.0,-230000000.0,2325000000,773000000,-63000000.0,-204000000.0,41697000000,556000000,977000000.0,504000000.0,320000000.0,1026000000.0,4375000000.0,-2169000000.0,33295000000,-699000000.0,-266000000.0,458000000,-752000000.0,,331000000.0,58000000.0,689000000.0,5822000000.0,656000000,261000000.0,0.9725,426000000.0,7756000000.0,-9722000000.0,151000000.0,5550000000.0,1026000000.0,-201000000.0,-22000000.0,9482000000,21913000000,,,,,
2006-12-31,1606000000.0,1.4775,11215000000.0,679000000.0,-322000000.0,2525000000.0,,3294000000.0,684000000.0,1077600000.0,15578000000.0,191000000,,15312000000,6000000000,-2042000000.0,827000000.0,919000000.0,1237000000.0,36515000000,517000000.0,3539000000,17664000000,-102000000.0,877000000.0,,,,827000000,,32873000000,,1088000000.0,2880000000.0,354000000,4239000000.0,-142000000.0,2411000000,827000000,603000000.0,54000000.0,43448000000,596000000,773000000.0,477000000.0,235000000.0,1606000000.0,4599000000.0,-2778000000.0,34104000000,-657000000.0,-292000000.0,629000000,-784000000.0,35000000.0,395000000.0,35000000.0,690000000.0,6448000000.0,780000000,195000000.0,1.49,102000000.0,9130000000.0,-10575000000.0,14000000.0,5836000000.0,1606000000.0,68000000.0,-64000000.0,9696000000,21203000000,,,,,
2007-12-31,1855000000.0,1.7275,12667000000.0,632000000.0,-364000000.0,3009000000.0,,3696000000.0,732000000.0,1063600000.0,16283000000.0,295000000,,15585000000,7543000000,-2426000000.0,878000000.0,1154000000.0,1321000000.0,38033000000,474000000.0,3041000000,19407000000,30000000.0,923000000.0,,,,878000000,,34158000000,-1375000000.0,1073600000.0,3277000000.0,358000000,4812000000.0,-74000000.0,2594000000,878000000,569000000.0,51000000.0,45654000000,553000000,827000000.0,482000000.0,332000000.0,1855000000.0,4591000000.0,-3117000000.0,35439000000,-792000000.0,-205000000.0,675000000,-800000000.0,44000000.0,453000000.0,44000000.0,690000000.0,6675000000.0,139000000,150000000.0,1.7425,160000000.0,9608000000.0,-11496000000.0,28000000.0,5912000000.0,1855000000.0,47000000.0,-58000000.0,10050000000,22448000000,,,,,
2008-12-31,2338000000.0,2.27,13813000000.0,594000000.0,-481000000.0,3656000000.0,,5401000000.0,629000000.0,1021200000.0,17970000000.0,244000000,-2780000000.0,15447000000,8607000000,-2764000000.0,1249000000.0,1318000000.0,1387000000.0,39722000000,850000000.0,2880000000,21395000000,,974000000.0,,,,1249000000,,35701000000,-1609000000.0,1030000000.0,4070000000.0,234000000,5554000000.0,-704000000.0,2813000000,1249000000,16000000.0,371000000.0,47915000000,2506000000,878000000.0,511000000.0,547000000.0,2338000000.0,5783000000.0,-3168000000.0,36909000000,-1208000000.0,92000000.0,546000000,-935000000.0,65000000.0,450000000.0,-202000000.0,1382000000.0,7211000000.0,320000000,106000000.0,2.29,4070000000.0,10759000000.0,-12214000000.0,-250000000.0,12569000000.0,2338000000.0,38000000.0,3000000.0,10282000000,24275000000,,,,,
2009-12-31,1890000000.0,1.87,15027000000.0,666000000.0,-544000000.0,2974000000.0,,5739000000.0,612000000.0,1006000000.0,14143000000.0,350000000,-2354000000.0,16801000000,9636000000,-2145000000.0,1850000000.0,1084000000.0,1427000000.0,42184000000,718000000.0,2682000000,22701000000,-90000000.0,1036000000.0,,,,1850000000,,37202000000,0.0,1011600000.0,3204000000.0,266000000,5001000000.0,-654000000.0,3680000000,1850000000,309000000.0,601000000.0,50210000000,2021000000,1249000000.0,600000000.0,718000000.0,1890000000.0,4063000000.0,-100000000.0,38504000000,-871000000.0,190000000.0,480000000,-458000000.0,,475000000.0,-376000000.0,1384000000.0,2227000000.0,212000000,114000000.0,1.88,3104000000.0,11916000000.0,-13008000000.0,-293000000.0,6177000000.0,1890000000.0,-72000000.0,-25000000.0,11044000000,25383000000,,,,,
2010-12-31,2780000000.0,2.765,17154000000.0,1184000000.0,-602000000.0,4433000000.0,,7265000000.0,677000000.0,996400000.0,16965000000.0,2346000000,-2482000000.0,17763000000,9003000000,-2488000000.0,1086000000.0,1653000000.0,1487000000.0,43088000000,740000000.0,2952000000,22373000000,,1137000000.0,86000000.0,,,1086000000,,38253000000,-1249000000.0,1005800000.0,4105000000.0,266000000,6522000000.0,-734000000.0,3432000000,1086000000,-6000000.0,-764000000.0,51908000000,1813000000,1850000000.0,602000000.0,672000000.0,2780000000.0,4314000000.0,-2482000000.0,39656000000,-1412000000.0,54000000.0,2713000000,-2381000000.0,,534000000.0,-834000000.0,1385000000.0,3180000000.0,239000000,-12000000.0,2.79,4105000000.0,13785000000.0,-13655000000.0,-351000000.0,6520000000.0,2780000000.0,-518000000.0,-59000000.0,11557000000,25325000000,,,,,
2011-12-31,3292000000.0,3.36,19508000000.0,1401000000.0,-837000000.0,5264000000.0,,5724000000.0,819000000.0,971400000.0,19557000000.0,2510000000,-3176000000.0,18578000000,8697000000,-3119000000.0,1217000000.0,1972000000.0,1617000000.0,45096000000,899000000.0,3300000000,23218000000,,1175000000.0,,,,1217000000,,39934000000,-1418000000.0,979600000.0,5873000000.0,260000000,7453000000.0,-1054000000.0,3727000000,1217000000,57000000.0,131000000.0,54444000000,2136000000,1086000000.0,572000000.0,1003000000.0,3292000000.0,4681000000.0,-3261000000.0,41369000000,-690000000.0,112000000.0,3091000000,-2623000000.0,,614000000.0,3253000000.0,1386000000.0,6753000000.0,209000000,-164000000.0,3.39,5873000000.0,12804000000.0,-14510000000.0,276000000.0,7080000000.0,3292000000.0,-217000000.0,-80000000.0,12385000000,26518000000,,,,,
