date,annualInventory,annualStockBasedCompensation,annualCapitalStock,annualOperatingCashFlow,annualCurrentLiabilities,annualOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,annualGrossProfit,annualEbitda,annualNetPPE,annualPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,annualGoodwill,annualChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,annualOtherNonCurrentLiabilities,annualGrossPPE,annualInterestExpense,annualPretaxIncome,annualDeferredIncomeTax,annualRepaymentOfDebt,annualOperatingIncome,annualOtherIncomeExpense,annualPurchaseOfInvestment,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualCurrentDebt,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,annualBasicAverageShares,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,annualInvestmentsAndAdvances,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualOperatingExpense,annualRepurchaseOfCapitalStock,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualTotalAssets,annualNetIncome,annualDilutedAverageShares,annualRetainedEarnings,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,annualCashDividendsPaid,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedEPS,annualTaxProvision,annualDepreciationAndAmortization,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable
1999-06-30,6600000.0,,700000.0,54600000,74000000,37800000,2100000.0,201000000,79900000,135200000,,52600000,-1300000.0,,0.0,,9300000.0,216000000,300000,63100000,-4500000.0,,62100000,100000,,-44800000.0,44900000.0,-44800000,-9700000.0,31800000,,,,69285714,5500000.0,218400000,419400000,,29100000.0,11400000,20800000.0,0.0,-80800000,,9800000,400000.0,8800000,-18000000.0,138900000,,38800000,0.0,31800000,85400000,0.56,260700000,38800000,70545455,113200000,,31900000,,78900000,,38800000,,300000.0,121100000,181800000,200000.0,175300000,0.55,24300000,17800000.0,,,
2000-06-30,6371000.0,,697000.0,71334000,89185000,74134000,,244685000,103242000,158801000,,25851000,304000.0,,-5997000.0,,,260194000,1409000,78074000,-3159000.0,,77991000,0,,-40797000.0,57358000.0,-79384000,2067000.0,25851000,,,,69247826,24380000.0,260647000,505332000,,31827000.0,12755000,,0.0,-101393000,,30537000,434000.0,12180000,-22758000.0,166694000,,47781000,0.0,25851000,101940000,0.69,327079000,47781000,70266176,160996000,,31848000,,81964000,,47781000,,2067000.0,141443000,245115000,,225139000,0.68,30293000,25251000.0,,,
2001-06-30,4899000.0,,698000.0,85218000,94382000,78852000,,263645000,128351000,205084000,,29213000,1492000.0,,3362000.0,,,330880000,400000,95915000,-4321000.0,,96315000,-1170000,,-74552000.0,14179000.0,-83124000,982000.0,29213000,,34673000.0,10957000.0,69609639,0.0,304532000,568177000,,34573000.0,12622000,,0.0,-125796000,,10666000,720000.0,14454000,-30073000.0,167330000,,57776000,0.0,29213000,107004000,0.83,391675000,57776000,70458537,218772000,,25851000,25664000.0,88627000,,57776000,,982000.0,167330000,303048000,,284671000,0.82,38139000,32036000.0,,,
2002-06-30,4907000.0,,700000.0,115323000,103692000,78083000,,299595000,144419000,257627000,,59685000,-8000.0,,30472000.0,,,408013000,807000,110629000,2630000.0,,110883000,0,,-85873000.0,15883000.0,-85873000,1068000.0,59685000,,39238000.0,12287000.0,69848958,0.0,347986000,647581000,,36284000.0,10390000,,0.0,-150386000,,29450000,674000.0,12290000,-22335000.0,188712000,,67055000,0.0,59685000,114082000,0.96,467628000,67055000,70584211,285827000,,29213000,26054000.0,117827000,,67055000,,1068000.0,188712000,349801000,,353546000,0.95,43574000,33536000.0,,,
2003-06-30,4315000.0,,701000.0,98251000,138511000,384309000,13049000.0,313504000,128069000,285354000,,108699000,592000.0,,49014000.0,,14417000.0,468275000,1280000,86457000,8940000.0,,87737000,-443000,,-43762000.0,10568000.0,-339670000,290404000.0,108699000,15000000.0,62558000.0,16291000.0,70285057,0.0,366075000,679579000,,34094000.0,302466000,,0.0,-182921000,,54489000,703000.0,17294000,-46933000.0,225767000,,61148000,0.0,108699000,440977000,0.87,856644000,61148000,70285057,346975000,275000000.0,59685000,24275000.0,169687000,,61148000,,404000.0,225767000,686957000,,415667000,0.87,25309000,40332000.0,,,
2004-06-30,3281000.0,,704000.0,134427000,156649000,370743000,17660000.0,364777000,144774000,286887000,,146227000,1034000.0,,52756000.0,,16566000.0,497019000,7834000,81356000,5472000.0,,89190000,-166000,,-42808000.0,16819000.0,-44301000,-37369000.0,146227000,35000000.0,55651000.0,21830000.0,69953012,0.0,420108000,784885000,,27349000.0,249226000,,0.0,-210132000,,91619000,720000.0,17627000,-20622000.0,275587000,,58061000,0.0,146227000,405875000,0.83,884132000,58061000,70806098,405036000,215000000.0,93471000,28150000.0,208875000,,58061000,,2631000.0,275587000,675257000,-2000.0,478257000,0.82,23295000,55584000.0,,,
2005-06-30,164000.0,,706000.0,87558000,186722000,363007000,21408000.0,343959000,101360000,286767000,,161823000,3131000.0,,15596000.0,,18981000.0,530455000,9047000,34747000,-5775000.0,,43794000,-642000,,-42909000.0,14685000.0,-47770000,-23909000.0,161823000,50000000.0,68533000.0,22823000.0,69619512,0.0,437345000,781304000,,30681000.0,215389000,,1000.0,-243688000,,44649000,266000.0,17923000,-37101000.0,300165000,,26734000,0.0,161823000,402111000,0.41,910035000,28544000,71360000,433580000,175000000.0,146227000,39226000.0,242338000,,28544000,,1090000.0,300165000,667697000,1000.0,507924000,0.4,8013000,57566000.0,,,
2006-06-30,133000.0,,708000.0,90822000,211269000,63762000,12564000.0,390683000,115781000,272926000,,130583000,45000.0,291113000.0,-31240000.0,,19042000.0,544232000,10190000,57483000,-475000.0,,67673000,-3785000,,-25265000.0,16584000.0,-25997000,-95534000.0,130583000,60000000.0,63239000.0,31769000.0,70578689,0.0,452615000,843298000,,39677000.0,96606000,,532000.0,-271306000,,65557000,-424000.0,16608000,-51214000.0,323010000,,43053000,0.0,130583000,307875000,0.61,872482000,43053000,70578689,441893000,65000000.0,161823000,46567000.0,228073000,,43053000,,3934000.0,323010000,644409000,51610000.0,564607000,0.61,14430000,48108000.0,,,
2007-06-30,141000.0,,716000.0,125176000,165875000,56920000,18343000.0,446752000,152546000,259327000,,129155000,-2000.0,291113000.0,-1428000.0,,17929000.0,556069000,4784000,104940000,4592000.0,,108539000,14560000,,-38558000.0,14402000.0,-1916000,-124234000.0,129155000,,79830000.0,37348000.0,71203738,0.0,486721000,933473000,,34295000.0,36272000,,972000.0,-296742000,,86618000,-918000.0,17768000,-35827000.0,338213000,-10534000.0,76188000,0.0,129155000,202147000,1.07,844113000,76188000,71203738,510979000,,130583000,43084000.0,218985000,-3545000.0,76188000,,13873000.0,359025000,625128000,56668000.0,641966000,1.07,28752000,44007000.0,,,
2008-06-30,,,724000.0,198646000,210692000,62847000,22163000.0,588700000,202209000,239315000,,219507000,,308024000.0,88044000.0,,29512000.0,553921000,522000,172276000,3110000.0,,162335000,-3743000,-247013000.0,-62806000.0,16972000.0,-99997000,-11275000.0,217199000,,82475000.0,40877000.0,71277000,0.0,503133000,1091833000,,70368000.0,51675000,2308000.0,4201000.0,-314606000,,135840000,-2963000.0,82582000,-31357000.0,426365000,-24465000.0,125532000,0.0,217199000,262367000,1.76,1018356000,125532000,72406000,627064000,,129155000,55214000.0,325588000,-7840000.0,125532000,184854000.0,18724000.0,422622000,692768000,57605000.0,755989000,1.73,46744000,39874000.0,,,
2009-06-30,,7550000.0,729000.0,249526000,392017000,203195000,51895000.0,791780000,290577000,307571000,-315318000.0,225376000,,512568000.0,-51997000.0,-89249000.0,3188000.0,643460000,2775000,237352000,344000.0,-224348000.0,234833000,43000,-63000.0,-74044000.0,27642000.0,-389386000,86166000.0,165202000,104811000.0,113336000.0,74664000.0,71384914,0.0,669673000,1461453000,-3084000.0,71564000.0,115340000,60174000.0,3571000.0,-335889000,13450000.0,175482000,7157000.0,12069000,-50444000.0,556947000,-33684000.0,165652000,39000.0,165202000,507357000,2.32,1434299000,165613000,72637281,791677000,20000000.0,217199000,104413000.0,385446000,-10015000.0,165613000,0.0,2066000.0,548070000,1048853000,72395000.0,926942000,2.28,71700000,50450000.0,,,
2010-06-30,,10148000.0,734000.0,391548000,343854000,194195000,43368000.0,1089092000,476429000,388137000,0.0,323368000,,514864000.0,142500000.0,-102588000.0,0.0,722125000,1585000,412622000,-9549000.0,-195111000.0,410902000,1225000,-79000.0,-131009000.0,20930000.0,-85788000,-161840000.0,307702000,0.0,145933000.0,86627000.0,71405357,0.0,826089000,1915181000,18776000.0,90364000.0,99584000,15666000.0,4452000.0,-333988000,13450000.0,260539000,9896000.0,17533000,-38899000.0,678190000,-41683000.0,279983000,-700000.0,307702000,443438000,3.92,1627826000,279909000,72267000,1055591000,0.0,165202000,119210000.0,499647000,-12839000.0,279909000,46000000.0,,678190000,1128179000,88202000.0,1179381000,3.87,132639000,62222000.0,,,
2011-06-30,,14251000.0,738000.0,407990000,316431000,195462000,69029000.0,1256867000,560285000,468244000,-3027000.0,449720000,,523620000.0,139443000.0,-84940000.0,0.0,834167000,1282000,494432000,23966000.0,0.0,494175000,0,-101000.0,-135726000.0,22362000.0,-125986000,-140189000.0,447145000,,47097000.0,75532000.0,69852643,0.0,925504000,2182371000,-26808000.0,63611000.0,137801000,2575000.0,-2278000.0,-365923000,13450000.0,272264000,15729000.0,25077000,-116839000.0,762692000,-132940000.0,330830000,-627000.0,447145000,454232000,4.73,1850503000,330403000,70598932,1367972000,,307702000,114689000.0,624650000,-15529000.0,330403000,13495000.0,1460000.0,762692000,1225853000,14251000.0,1389516000,4.68,163602000,64571000.0,,,
2012-06-30,,18530000.0,741000.0,277423000,315209000,285220000,62276000.0,1114139000,297439000,558977000,-255369000.0,176708000,,549961000.0,-273069000.0,-90240000.0,0.0,946901000,2612000,206138000,-10160000.0,0.0,305739000,-97807000,-61000.0,-129055000.0,20580000.0,-380010000,-168019000.0,174076000,,76243000.0,77551000.0,67092417,0.0,975642000,2089781000,-1581000.0,63094000.0,158772000,2632000.0,594000.0,-387924000,13450000.0,148368000,-5889000.0,29894000,-144835000.0,808400000,-158093000.0,142381000,0.0,174076000,473981000,2.11,1838616000,141565000,67734450,1488988000,,447145000,113911000.0,401114000,-18369000.0,141565000,0.0,,808400000,1437502000,112930000.0,1356393000,2.09,63757000,88689000.0,,,
2013-06-30,,15493000.0,745000.0,263948000,298476000,281998000,57501000.0,1002152000,261830000,571657000,-39035000.0,199551000,,508937000.0,23068000.0,-124448000.0,854000.0,1005404000,3611000,164969000,-12462000.0,-3822000.0,245768000,-78840000,-93000.0,-111775000.0,713000.0,-152632000,-85004000.0,196576000,,145867000.0,97478000.0,64328916,0.0,962223000,1964375000,-6697000.0,55131000.0,144268000,2975000.0,-2443000.0,-433747000,13450000.0,152173000,-17101000.0,63122000,-96341000.0,756384000,-53886000.0,125742000,0.0,196576000,442744000,1.66,1839897000,106786000,64611000,1575006000,,174076000,139778000.0,414183000,-31529000.0,106786000,0.0,,756384000,1425714000,125739000.0,1397153000,1.65,39227000,93250000.0,,,
2014-06-30,,17685000.0,753000.0,262922000,308891000,294932000,47921000.0,939935000,272816000,555837000,-13570000.0,361636000,,519879000.0,161044000.0,-82262000.0,6393000.0,1038856000,3632000,179367000,-17115000.0,-6457000.0,212065000,-30797000,-124000.0,-79355000.0,0.0,-84322000,-16506000.0,358188000,,157471000.0,99160000.0,64130144,0.0,983436000,1923371000,-2883000.0,52260000.0,155352000,3448000.0,-6457000.0,-483019000,13450000.0,183567000,-15394000.0,49897000,-73606000.0,727870000,0.0,151668000,8727000.0,358188000,464243000,2.09,1997636000,134032000,64853000,1682071000,,197144000,132621000.0,577091000,-21903000.0,134032000,,1372000.0,727870000,1420545000,244000.0,1533393000,2.07,27699000,89817000.0,,,
2015-06-30,,17440000.0,760000.0,203107000,321909000,323731000,56092000.0,909888000,249529000,545874000,-73117000.0,356601000,,552329000.0,-5166000.0,-96534000.0,9620000.0,1093004000,5313000,153660000,3563000.0,-5978000.0,201603000,-44693000,-158000.0,-88707000.0,0.0,-155882000,-48613000.0,353022000,,168594000.0,90232000.0,64469585,0.0,1000055000,1909943000,10830000.0,63083000.0,167474000,3579000.0,-3519000.0,-547130000,13450000.0,114400000,-77114000.0,51202000,-141855000.0,708285000,-25918000.0,135123000,6100000.0,353022000,489383000,2.17,2074193000,139899000,65277000,1796361000,,358188000,139163000.0,601057000,-23230000.0,139899000,,1204000.0,708285000,1473136000,19220000.0,1584810000,2.14,18537000,90556000.0,,,
2016-06-30,,22368000.0,765000.0,231569000,361836000,342856000,29936000.0,856759000,74187000,521763000,-176978000.0,311773000,,588007000.0,-44858000.0,-91649000.0,5112000.0,1087806000,5934000,-17298000,-41648000.0,-11500000.0,202710000,-214853000,-105000.0,-69396000.0,0.0,-215407000,-65621000.0,308164000,,196707000.0,100442000.0,64036000,0.0,986778000,1843537000,-9612000.0,64687000.0,153073000,3609000.0,0.0,-566043000,13450000.0,162173000,-42467000.0,73657000,-68746000.0,654049000,-32634000.0,-2756000,31072000.0,308164000,514909000,-0.05,2096996000,-3166000,64371000,1771068000,,353022000,162389000.0,518105000,-22977000.0,-3166000,,1153000.0,654049000,1578891000,170028000.0,1582087000,-0.05,-14542000,85551000.0,,,
2017-06-30,,16600000.0,781000.0,227964000,377327000,413803000,34712000.0,847606000,227599000,488826000,-330567000.0,245992000,,851282000.0,-64251000.0,-100118000.0,6285000.0,1071748000,9144000,134394000,5600000.0,-406819000.0,229454000,-90841000,-93000.0,-48994000.0,0.0,-379654000,88799000.0,251096000,,195484000.0,117558000.0,63359067,0.0,962194000,1809800000,755000.0,64285000.0,267669000,4013000.0,-4819000.0,-582922000,13450000.0,178970000,-59119000.0,55145000,-103050000.0,618152000,-48508000.0,123280000,0.0,241979000,644996000,1.93,2314035000,122283000,64019000,1881397000,125000000.0,315347000,173362000.0,471207000,-11414000.0,122283000,,865000.0,618152000,1842828000,4764000.0,1669039000,1.91,10420000,84061000.0,,,
2018-06-30,,14499000.0,793000.0,239189000,365781000,362931000,29115000.0,585607000,266127000,388654000,-9041000.0,434945000,,813887000.0,193309000.0,-43294000.0,140490000.0,765182000,14620000,198683000,-10595000.0,-414413000.0,212543000,-5067000,-159000.0,-66530000.0,56439000.0,-71450000,37204000.0,431000000,3000000.0,152092000.0,106773000.0,61398182,,645604000,1231211000,9964000.0,47477000.0,459894000,4255000.0,-13979000.0,-376528000,,172659000,-142168000.0,52709000,-18093000.0,373064000,-137028000.0,114443000,,430690000,825675000,0.55,2344961000,33769000,62280000,1917373000,290073000.0,251096000,146726000.0,688000000,0.0,33769000,,,373064000,1656961000,2273000.0,1519286000,0.54,84102000,52824000.0,,,
2019-06-30,,13217000.0,801000.0,204858000,311631000,418097000,29426000.0,616147000,245553000,364683000,-118409000.0,308125000,,874451000.0,-143938000.0,-27706000.0,112015000.0,725713000,23631000,170181000,20761000.0,-30295000.0,215736000,-29900000,-6321000.0,-64751000.0,,-213836000,-137533000.0,300467000,3000000.0,151214000.0,99790000.0,58385276,,623540000,1239687000,9199000.0,57627000.0,539535000,8680000.0,-6801000.0,-361030000,,140107000,-137290000.0,62451000,-46445000.0,400411000,-252852000.0,136024000,25706000.0,299445000,851166000,1.63,2242696000,95168000,59330000,2012902000,398094000.0,444405000,157829000.0,504700000,0.0,95168000,1841000.0,,400411000,1737996000,-14005000.0,1391530000,1.6,34157000,51741000.0,,,
