date,annualDepreciationAndAmortization,annualStockholdersEquity,annualChangeInInventory,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingCashFlow,annualCapitalStock,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualInventory,annualGrossProfit,annualCurrentLiabilities,annualNetPPE,annualEbitda,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,annualGoodwill,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualOperatingIncome,annualInvestingCashFlow,annualBasicEPS,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualEndCashPosition,annualOtherIncomeExpense,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,annualTaxProvision,annualInvestmentsAndAdvances,annualCurrentDebt,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualTotalRevenue,annualDeferredIncomeTax,annualInterestExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,annualOtherNonCurrentAssets,annualCurrentAssets,annualChangeInWorkingCapital,annualNetIncomeCommonStockholders,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualBeginningCashPosition,annualRetainedEarnings,annualAccountsReceivable,annualBasicAverageShares,annualCostOfRevenue,annualCashDividendsPaid,annualFreeCashFlow,annualSellingGeneralAndAdministration,annualLongTermDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualIncomeTaxPayable,annualChangeInAccountPayable
1989-12-31,650000000,3803000000,-29000000,,68000000,,1211000000,,,231000000,,183000000,1173000000,3715000000,2751000000,3337000000,1426000000,5753000000,1175000000,-92000000,194000000,,36000000,,,-57000000,789000000,-1094000000,776000000,-1243000000,2.240002,646000000,,0,0,231000000,0,148000000,,787000000,,,498000000,2939000000,1132000000,,9620000000,-31000000,130000000,29000000,,,-2416000000,222321206,,2.240002,434000000,3915000000,94000000,498000000,7686000000,3883000000,498000000,195000000,2534000000,,222321206,5905000000,-99000000,117000000,2289000000,755000000,3771000000,828000000,,,
1990-12-31,790000000,4257000000,-72000000,,170000000,,1308000000,,,265000000,,203000000,1245000000,4003000000,3048000000,3778000000,1589000000,6559000000,1164000000,-117000000,442000000,,34000000,,,-110000000,889000000,-1256000000,799000000,-1444000000,2.240002,666000000,,0,0,265000000,0,167000000,,995000000,,,499000000,3204000000,1437000000,,10885000000,-62000000,133000000,55000000,,,-2781000000,222767634,,2.240002,512000000,4452000000,55000000,499000000,8742000000,4485000000,499000000,231000000,2933000000,,222767634,6882000000,-100000000,52000000,2414000000,792000000,4290000000,1085000000,26000000,,
1991-12-31,886000000,4630000000,3000000,,-89000000,,1358000000,,,302000000,81000000,196000000,1242000000,4096000000,3063000000,4194000000,1628000000,7389000000,1314000000,-52000000,532000000,,37000000,,,,897000000,-1317000000,742000000,-1232000000,2.030002,613000000,,0,0,302000000,0,159000000,,852000000,,,454000000,3354000000,1682000000,,11341000000,-5000000,129000000,19000000,,,-3195000000,223645097,,2.030002,694000000,4487000000,18000000,454000000,9375000000,4745000000,454000000,265000000,3287000000,,223645097,7245000000,-100000000,41000000,2468000000,954000000,4888000000,990000000,5000000,,
1992-12-31,1029000000,5144000000,-77000000,,-73000000,,1942000000,,,677000000,,230000000,1321000000,4824000000,3335000000,4576000000,1986000000,8179000000,1771000000,-117000000,662000000,,375000000,,,-22000000,1127000000,-1386000000,957000000,-1494000000,1.960002,800000000,,0,-123000000,677000000,0,224000000,,437000000,,,576000000,3867000000,2150000000,,13303000000,-23000000,157000000,167000000,,,-3603000000,231122218,,1.960002,835000000,5218000000,372000000,453000000,10629000000,5485000000,453000000,302000000,3634000000,,231122218,8479000000,-100000000,556000000,2838000000,1258000000,5411000000,931000000,-12000000,,
1993-12-31,1196000000,6409000000,-539000000,,402000000,,2314000000,836000000,,1244000000,,433000000,1864000000,6612000000,4389000000,5547000000,2862000000,9707000000,0,-408000000,907000000,,209000000,,,-105000000,1338000000,-2187000000,1666000000,-2507000000,4.130004,1525000000,,886000000,0,886000000,0,503000000,,555000000,2496000000,,1022000000,4946000000,2700000000,,16963000000,50000000,141000000,113000000,358000000,,-4160000000,250450178,,4.130004,1238000000,6713000000,55000000,1022000000,13498000000,7089000000,1022000000,677000000,4534000000,2476000000,250450178,10351000000,-120000000,127000000,3776000000,1360000000,6785000000,454000000,-9000000,,
1994-12-31,1547000000,9096000000,-806000000,,1271000000,,2552000000,1764000000,,741000000,40000000,509000000,2670000000,8485000000,5917000000,7073000000,4126000000,13730000000,0,-871000000,887000000,,-145000000,,,,1678000000,-3320000000,2579000000,-3968000000,6.184291,2437000000,,741000000,0,741000000,0,877000000,,916000000,3323000000,,1560000000,5906000000,2523000000,,22245000000,-177000000,142000000,1061000000,,,-6657000000,254014031,,6.18334,1538000000,8925000000,-369000000,1560000000,17536000000,8440000000,1560000000,886000000,5917000000,3739000000,252981318,13760000000,-149000000,-768000000,4381000000,1127000000,8611000000,1775000000,,,
1995-12-31,1931000000,11048000000,-856000000,,1276000000,,3287000000,,,1075000000,,968000000,3528000000,9492000000,7793000000,9356000000,4862000000,17466000000,0,-322000000,1043000000,,-16000000,,,-32000000,2018000000,-4225000000,2931000000,-4579000000,7.026828,2782000000,,725000000,0,725000000,0,1001000000,,1605000000,4170000000,,1781000000,6561000000,3960000000,,27037000000,-55000000,149000000,49000000,350000000,,-8110000000,262161880,,6.836674,2935000000,10510000000,-259000000,1781000000,22801000000,11753000000,1781000000,741000000,7461000000,4081000000,262161880,17545000000,-236000000,-938000000,4642000000,1949000000,12291000000,604000000,,,
1996-12-31,2316000000,11795000000,308000000,,-496000000,,4190000000,,,1811000000,52000000,1108000000,3220000000,8991000000,7995000000,9768000000,4276000000,19598000000,0,-227000000,1247000000,,788000000,,,,2050000000,-2973000000,1960000000,-2906000000,4.537692,1775000000,,1513000000,0,1513000000,0,621000000,,1382000000,4563000000,,1154000000,7031000000,4286000000,,27973000000,-160000000,185000000,7000000,298000000,,-9830000000,261303881,,4.433338,2989000000,11319000000,958000000,1154000000,24076000000,12281000000,1154000000,725000000,8343000000,4035000000,261303881,18982000000,-261000000,1217000000,4715000000,1931000000,12757000000,673000000,,,
1997-12-31,2339000000,13272000000,-880000000,,-39000000,,2596000000,,,1780000000,,1522000000,4096000000,9801000000,9055000000,9856000000,4286000000,21380000000,0,-38000000,1285000000,,-68000000,,,-37000000,2297000000,-2874000000,1947000000,-2625000000,4.620005,1816000000,,1445000000,0,1445000000,0,636000000,,1282000000,5476000000,,1180000000,7854000000,4951000000,,29794000000,-98000000,131000000,137000000,335000000,,-11524000000,262371166,,4.526671,4186000000,13236000000,-709000000,1180000000,27278000000,14006000000,1180000000,1513000000,9504000000,4847000000,255411000,19993000000,-286000000,-278000000,5515000000,2144000000,14042000000,787000000,,,
1998-12-31,2208000000,12222000000,254000000,,1918000000,,1021000000,,,1624000000,164000000,1188000000,3745000000,8523000000,11440000000,10049000000,3030000000,22888000000,0,-415000000,1245000000,,8000000,,,,2305000000,-3221000000,822000000,-2965000000,-3.75667,-1374000000,,1453000000,-1980000000,1453000000,0,-412000000,,2909000000,6226000000,,-962000000,7701000000,5066000000,,29398000000,-933000000,216000000,99000000,171000000,,-12839000000,256542600,,-3.75667,5148000000,13531000000,-1126000000,-962000000,28728000000,16506000000,-962000000,1445000000,8254000000,5057000000,256077827,20875000000,-288000000,-2200000000,5493000000,2633000000,15197000000,743000000,,,
1999-12-31,2193000000,16344000000,-661000000,,725000000,,1928000000,1838000000,,4044000000,,3481000000,3422000000,11773000000,12416000000,9246000000,3290000000,21848000000,0,1984000000,1513000000,,1892000000,,3154000000,-496000000,3015000000,-2684000000,1097000000,-728000000,3.150003,1168000000,,3345000000,226000000,3345000000,484000000,351000000,,2504000000,6897000000,,817000000,10676000000,8083000000,3438000000,30931000000,-415000000,155000000,481000000,699000000,,-12602000000,267728303,,3.05667,11578000000,16503000000,-1526000000,817000000,37327000000,20499000000,817000000,1453000000,8780000000,5125000000,259885454,19158000000,-291000000,-756000000,5045000000,3089000000,20824000000,750000000,,,
2000-12-31,2522000000,18612000000,-2305000000,,5119000000,,-1164000000,6574000000,,3655000000,345000000,1504000000,5242000000,13952000000,16257000000,11157000000,4544000000,25014000000,0,1433000000,1192000000,,-236000000,,1123000000,,3492000000,-4131000000,2022000000,-4091000000,4.270004,2231000000,,3301000000,457000000,3301000000,0,913000000,,6391000000,6374000000,,1318000000,11930000000,6989000000,4437000000,37580000000,239000000,494000000,383000000,354000000,,-13857000000,322371106,,4.060004,11301000000,19885000000,-5488000000,1318000000,42343000000,23246000000,1318000000,3537000000,9727000000,7092000000,310013975,23628000000,-333000000,-5295000000,5141000000,4293000000,22458000000,3896000000,,,
2001-12-31,2552000000,13691000000,1838000000,,-1820000000,,1976000000,6764000000,,6162000000,233000000,,2756000000,8559000000,9698000000,8913000000,733000000,22808000000,0,4063000000,1152000000,,2781000000,,-214000000,,2434000000,-1321000000,-1819000000,2477000000,-12.460012,-5511000000,,6082000000,-3255000000,6082000000,0,-1574000000,,870000000,6394000000,,-3937000000,10378000000,9524000000,4318000000,30004000000,-2273000000,645000000,362000000,80000000,,-13895000000,316185398,,-12.460012,6184000000,17149000000,1527000000,-3937000000,33398000000,19222000000,-3937000000,3301000000,5434000000,4583000000,316185398,21445000000,-356000000,655000000,3703000000,8372000000,16249000000,1015000000,,,
2002-12-31,2108000000,11239000000,-102000000,,-484000000,,1339000000,6947000000,,6566000000,23000000,,2869000000,8741000000,9810000000,6104000000,2069000000,20432000000,0,96000000,2429000000,,425000000,,-523000000,,2268000000,-607000000,-39000000,-439000000,-7.630008,-3446000000,,6507000000,-3874000000,6507000000,0,-961000000,,1629000000,5913000000,,-2485000000,8780000000,10103000000,3754000000,26679000000,-1570000000,356000000,401000000,59000000,,-14328000000,326042531,,-7.630008,4802000000,17134000000,-636000000,-2485000000,31152000000,19913000000,-2485000000,6082000000,2582000000,4437000000,326042531,17938000000,-364000000,732000000,4203000000,7189000000,14018000000,904000000,,,
2003-12-31,1667000000,12689000000,77000000,,-1466000000,,2771000000,7017000000,,8016000000,,,2792000000,8957000000,9433000000,5164000000,2837000000,18679000000,0,816000000,2815000000,,1370000000,,207000000,-82000000,2789000000,-655000000,1170000000,-23000000,2.660003,1293000000,,7877000000,475000000,7877000000,0,400000000,,896000000,5748000000,,893000000,7787000000,9976000000,3771000000,27058000000,1000000,295000000,159000000,139000000,,-13515000000,335885378,,2.660003,5678000000,17907000000,698000000,893000000,32098000000,19409000000,893000000,6507000000,3103000000,4436000000,331699668,18101000000,-372000000,2116000000,4073000000,6675000000,14191000000,985000000,,,
2004-12-31,659000000,13331000000,-433000000,,-237000000,,3066000000,7343000000,,10708000000,682000000,,2546000000,10497000000,10573000000,2332000000,3776000000,8381000000,0,0,2407000000,,2766000000,,-55000000,-13000000,3330000000,-494000000,3117000000,-163000000,4.550005,3252000000,,10556000000,223000000,10556000000,1282000000,1061000000,,717000000,6526000000,,2191000000,7380000000,6985000000,3060000000,31323000000,456000000,199000000,1680000000,152000000,,-6049000000,353142504,,4.480004,5122000000,21082000000,69000000,1532000000,30889000000,17558000000,1532000000,7790000000,1722000000,4492000000,337856805,20826000000,-378000000,2572000000,4209000000,4578000000,9807000000,1795000000,,,
2005-12-31,613000000,16673000000,23000000,,-1190000000,,4605000000,7508000000,2053000000,14785000000,1565000000,,2522000000,11777000000,12488000000,2271000000,5377000000,8072000000,0,0,2682000000,,928000000,,-1423000000,-3157000000,4406000000,-583000000,4764000000,-2384000000,12.950013,6520000000,,3774000000,2211000000,3774000000,0,1921000000,,448000000,7247000000,387000000,4599000000,7013000000,6488000000,3680000000,36843000000,1000000000,325000000,1199000000,11011000000,-874000000,-5801000000,360999639,,12.670013,2211000000,27869000000,45000000,4578000000,35649000000,18976000000,4578000000,2846000000,5897000000,5779000000,353042504,25066000000,-394000000,4022000000,3859000000,3806000000,7780000000,794000000,,,
2006-12-31,558000000,17142000000,-718000000,,-3138000000,,3499000000,7197000000,,15640000000,,,3162000000,12727000000,15425000000,2267000000,4650000000,7719000000,0,0,3322000000,,-562000000,,-1650000000,-1417000000,5056000000,-649000000,4092000000,-1048000000,10.500011,4610000000,,3212000000,167000000,3212000000,165000000,1349000000,,1693000000,8676000000,,3261000000,8635000000,6026000000,4106000000,42879000000,838000000,335000000,918000000,12428000000,-3826000000,-5452000000,357742499,,10.22001,4026000000,30975000000,-1442000000,3661000000,38593000000,21451000000,3661000000,3774000000,9086000000,7509000000,349471079,30152000000,-443000000,2850000000,4504000000,2704000000,7618000000,2933000000,325000000,,
2007-12-31,903000000,15447000000,556000000,,-3226000000,,710000000,6792000000,1624000000,3364000000,7308000000,,2836000000,9952000000,12500000000,2480000000,736000000,7813000000,0,0,2874000000,4499000000,-64000000,,-706000000,,4167000000,-527000000,-167000000,2379000000,-0.14,-390000000,,2752000000,-543000000,2752000000,50000000,-285000000,,332000000,6766000000,1235000000,-105000000,10119000000,6865000000,4429000000,36622000000,-747000000,365000000,440000000,612000000,-3035000000,-5333000000,330385383,,-0.14,1533000000,22222000000,256000000,-49000000,34812000000,19365000000,-49000000,2816000000,8579000000,6319000000,330385383,26670000000,-468000000,183000000,5092000000,3991000000,12590000000,6852000000,528000000,,
2008-12-31,831000000,9507000000,-54000000,,-645000000,,242000000,6831000000,,3289000000,1334000000,,2659000000,8395000000,10620000000,2442000000,-1252000000,7740000000,0,113000000,3650000000,2837000000,312000000,,-2205000000,-282000000,3188000000,-504000000,-2083000000,794000000,-13.090013,-2637000000,,3064000000,-2323000000,3064000000,69000000,1607000000,,92000000,7340000000,,-4244000000,10478000000,7742000000,4109000000,30146000000,1698000000,224000000,145000000,225000000,-138000000,-5298000000,323628247,,-13.090013,2799000000,17363000000,-757000000,-4244000000,27869000000,18362000000,-4244000000,2752000000,3878000000,3493000000,323628247,21751000000,-453000000,-262000000,4330000000,4092000000,10506000000,6830000000,2796000000,,
2009-12-31,751000000,9775000000,1349000000,296000000,-210000000,-50000000,629000000,23000000,,7963000000,223000000,,1308000000,7057000000,8261000000,2154000000,645000000,7137000000,0,0,4094000000,2823000000,-195000000,-218000000,-2286000000,-922000000,2429000000,-275000000,-106000000,-668000000,-0.14,-165000000,,2869000000,73000000,2869000000,0,-77000000,525000000,536000000,5296000000,,-88000000,7163000000,7459000000,3183000000,22044000000,50000000,213000000,116000000,5094000000,0,-4983000000,327942529,-10000000,-0.14,1785000000,16032000000,-263000000,-51000000,25603000000,15720000000,-51000000,3064000000,3827000000,3495000000,327942529,14987000000,-114000000,354000000,3381000000,3365000000,9571000000,2184000000,39000000,,
2010-12-31,572000000,10885000000,-267000000,273000000,-468000000,-170000000,1967000000,3000000,679000000,8863000000,452000000,,1364000000,6898000000,8710000000,1729000000,1380000000,5395000000,939000000,-58000000,3686000000,2825000000,1339000000,-1016000000,-2222000000,-6000000,2462000000,-335000000,1031000000,188000000,1.899802,677000000,,4208000000,-223000000,4208000000,369000000,406000000,380000000,605000000,4704000000,1071000000,271000000,5867000000,5880000000,2530000000,19282000000,346000000,131000000,179000000,4655000000,0,-3666000000,338116567,-311000000,1.869702,1870000000,17154000000,184000000,633000000,25577000000,14590000000,633000000,2869000000,4460000000,3268000000,333316332,12384000000,0,1632000000,3367000000,2194000000,8423000000,2321000000,-76000000,,
2011-12-31,366000000,5214000000,-14000000,168000000,-5528000000,-32000000,874000000,3000000,,5091000000,1515000000,,512000000,4146000000,3815000000,896000000,1224000000,2895000000,12000000,-8000000,3710000000,1428000000,-2327000000,-1219000000,-2876000000,0,677000000,-186000000,858000000,2418000000,3.47,738000000,,1881000000,-46000000,1881000000,-3319000000,-3000000,166000000,405000000,2721000000,774000000,741000000,3288000000,4840000000,1035000000,8203000000,63000000,132000000,192000000,3210000000,-1110000000,-1999000000,339700000,-250000000,3.41,296000000,8768000000,-584000000,1158000000,13929000000,8655000000,1158000000,4208000000,1016000000,1866000000,333800000,4057000000,-72000000,688000000,1912000000,1130000000,5161000000,676000000,775000000,,
2012-12-31,208000000,3265000000,-3000000,184000000,-2305000000,-109000000,1070000000,3000000,109000000,3603000000,1037000000,,513000000,4348000000,3335000000,839000000,1464000000,2709000000,0,0,4195000000,1510000000,-413000000,-413000000,-3300000000,-38000000,705000000,-187000000,1256000000,797000000,3.01,1215000000,304000000,1468000000,25000000,1468000000,-64000000,337000000,144000000,4000000,2626000000,1207000000,878000000,3092000000,6054000000,1075000000,8698000000,242000000,108000000,133000000,2135000000,-2438000000,-1870000000,297400000,81000000,2.96,369000000,7401000000,-422000000,881000000,12679000000,9389000000,881000000,1881000000,1625000000,1881000000,292100000,4350000000,-270000000,883000000,1963000000,1859000000,5278000000,800000000,11000000,,
2013-12-31,228000000,3659000000,-10000000,153000000,-1207000000,-65000000,944000000,3000000,87000000,3227000000,2200000000,,522000000,4241000000,3220000000,810000000,1443000000,2623000000,0,0,2485000000,1509000000,1757000000,-4000000,-2287000000,,814000000,-191000000,1215000000,2010000000,4.13,1145000000,302000000,3225000000,43000000,3225000000,25000000,40000000,251000000,4000000,2402000000,1073000000,1105000000,3026000000,4942000000,1055000000,8696000000,-231000000,132000000,165000000,2000000,-1694000000,-1813000000,270500000,-66000000,4.06,185000000,7020000000,-259000000,1099000000,11851000000,8162000000,1099000000,1468000000,2425000000,1920000000,266000000,4455000000,-292000000,753000000,1838000000,2457000000,4831000000,767000000,-12000000,,
2014-12-31,173000000,2735000000,-5000000,94000000,-1715000000,-47000000,-590000000,2000000,23000000,3954000000,3403000000,,345000000,2831000000,2250000000,549000000,-833000000,2249000000,0,0,2011000000,383000000,729000000,-465000000,-1855000000,,540000000,-181000000,-1006000000,3115000000,5.29,-1161000000,139000000,3954000000,-29000000,3954000000,104000000,-465000000,316000000,4000000,1706000000,713000000,-696000000,3837000000,5407000000,681000000,5881000000,-557000000,147000000,135000000,,-2546000000,-1700000000,245600000,-62000000,5.29,145000000,6879000000,-1593000000,1299000000,10423000000,7657000000,1299000000,3225000000,3410000000,1409000000,245600000,3050000000,-318000000,-771000000,1184000000,3396000000,3544000000,740000000,94000000,,
2015-12-31,150000000,-106000000,16000000,78000000,-2382000000,-586000000,1005000000,2000000,49000000,1980000000,230000000,,296000000,2719000000,2193000000,487000000,1144000000,2125000000,0,0,1904000000,420000000,-1974000000,-4000000,-1866000000,,518000000,-175000000,994000000,-528000000,3.06,917000000,113000000,1980000000,96000000,1980000000,5000000,274000000,268000000,4000000,1671000000,727000000,643000000,1725000000,6290000000,620000000,5695000000,160000000,186000000,100000000,401000000,-3177000000,-1638000000,201800000,21000000,3.02,352000000,4582000000,61000000,610000000,8387000000,8483000000,610000000,3954000000,1716000000,1362000000,199600000,2976000000,-277000000,830000000,1021000000,4386000000,3805000000,917000000,52000000,,
2016-12-31,295000000,-964000000,6000000,68000000,-1042000000,-1474000000,1165000000,2000000,821000000,1030000000,670000000,121000000,273000000,2869000000,2630000000,789000000,1362000000,2239000000,0,0,2355000000,728000000,-950000000,-686000000,-2317000000,,553000000,-271000000,1067000000,-1002000000,3.3,844000000,115000000,1030000000,-18000000,1030000000,0,282000000,238000000,4000000,2073000000,873000000,562000000,1802000000,6747000000,553000000,6038000000,213000000,225000000,93000000,46000000,-842000000,-1450000000,173100000,32000000,3.24,1021000000,3430000000,-61000000,560000000,8425000000,9377000000,560000000,1980000000,1148000000,1372000000,169600000,3169000000,-280000000,894000000,1000000000,4392000000,4995000000,755000000,54000000,,
2017-12-31,343000000,-1742000000,-46000000,66000000,-722000000,-404000000,1346000000,2000000,861000000,1205000000,183000000,115000000,327000000,3024000000,2931000000,856000000,1625000000,2449000000,0,,2585000000,938000000,238000000,-21000000,-2562000000,-404000000,593000000,-227000000,1282000000,-448000000,-0.95,1076000000,169000000,1268000000,-5000000,1205000000,-3000000,1227000000,247000000,52000000,2286000000,1041000000,-151000000,1742000000,7004000000,568000000,6380000000,1100000000,215000000,82000000,0,-483000000,-1593000000,162900000,-60000000,-0.95,333000000,3950000000,-89000000,-155000000,8208000000,9935000000,-155000000,1030000000,467000000,1523000000,162900000,3356000000,-307000000,1119000000,979000000,4419000000,4258000000,832000000,32000000,,
2018-12-31,360000000,-1293000000,71000000,73000000,220000000,-1164000000,1075000000,2000000,1230000000,1246000000,95000000,201000000,356000000,3480000000,3096000000,895000000,1615000000,2258000000,,,2300000000,1514000000,-11000000,-892000000,-2765000000,,592000000,-197000000,1255000000,-1266000000,5.95,1102000000,214000000,1257000000,69000000,1246000000,-77000000,133000000,169000000,31000000,1210000000,1263000000,969000000,2225000000,7589000000,637000000,7343000000,9000000,240000000,168000000,,-132000000,-1363000000,172000000,62000000,5.62,344000000,4272000000,-370000000,966000000,9409000000,10685000000,966000000,1268000000,1051000000,1293000000,162400000,3863000000,-337000000,878000000,1254000000,5289000000,5137000000,354000000,56000000,,
