date,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualCurrentDebt,annualCurrentDeferredRevenue,annualOperatingExpense,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualOtherShortTermInvestments,annualAccumulatedDepreciation,annualDilutedEPS,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,annualCashDividendsPaid,annualBasicAverageShares,annualBeginningCashPosition,annualAccountsReceivable,annualOtherCurrentAssets,annualTaxProvision,annualTotalAssets,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualLongTermDebt,annualOtherNonCashItems,annualStockholdersEquity,annualCurrentLiabilities,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,annualPurchaseOfBusiness,annualCapitalStock,annualOperatingCashFlow,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,annualInventory,annualEbitda,annualNetPPE,annualNetOtherInvestingChanges,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentLiabilities,annualTotalRevenue,annualPurchaseOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,annualPretaxIncome,annualBasicEPS,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOtherIncomeExpense,annualOperatingIncome,annualResearchAndDevelopment,annualIncomeTaxPayable,annualChangeInInventory
2002-12-31,886000000,-3205000000.0,2686000000.0,1014000000.0,240000000.0,0,,15883000000.0,1240000000.0,22148000000.0,,665000000.0,388000000.0,-5800000000.0,-53.55,,3264000000,-397000000.0,56169251.0,0.0,3379000000,-3212000000.0,26139000000,-3212000000.0,,-1296000000.0,-3417000000.0,-7000000.0,56169251.0,1688000000.0,,462000000.0,0.0,23656000000,,20277000000,700000000,835000000.0,-2483000000,3991000000,970000000.0,552000000.0,,0.0,1000000.0,-1139000000.0,13046000000.0,1274000000,412000000,249000000.0,310000000,-1867000000.0,16361000000,-688000000.0,22161000000,-802000000.0,1021000000,,590000000.0,-1558000000.0,-2663000000.0,16787000000.0,14286000000.0,,284000000,-157000000.0,71000000.0,-3205000000.0,-53.55,0.0,266000000.0,886000000.0,162000000.0,-2837000000.0,,,
2003-12-31,1640000000,-2808000000.0,3592000000.0,228000000.0,53000000.0,663000000,,14081000000.0,1003000000.0,21783000000.0,,0.0,78000000.0,-5687000000.0,-27.36,,1348000000,732000000.0,102631579.0,,4024000000,-2808000000.0,27895000000,-2808000000.0,,851000000.0,-6225000000.0,0.0,102631579.0,886000000.0,,679000000.0,0.0,21979000000,,17955000000,0,-669000000.0,-5916000000,6112000000,938000000.0,310000000.0,,0.0,1000000.0,1001000000.0,12721000000.0,1718000000,406000000,285000000.0,264000000,-392000000.0,16148000000,-12000000.0,21835000000,754000000.0,1330000000,,527000000.0,-816000000.0,-3288000000.0,15969000000.0,13724000000.0,,501000000,-150000000.0,271000000.0,-2808000000.0,-27.36,,-336000000.0,1640000000.0,-976000000.0,-1360000000.0,,,
2004-12-31,1223000000,-1721000000.0,3596000000.0,178000000.0,24000000.0,875000000,,16536000000.0,709000000.0,21924000000.0,,0.0,78000000.0,-6279000000.0,-15.25,,2194000000,311000000.0,112852459.0,,3914000000,-1721000000.0,28385000000,-1721000000.0,,-168000000.0,-7946000000.0,0.0,112852459.0,1640000000.0,,877000000.0,0.0,20705000000,,16791000000,154000000,-1086000000.0,-7680000000,6461000000,874000000.0,218000000.0,,,1000000.0,99000000.0,15682000000.0,1301000000,399000000,389000000.0,234000000,20000000.0,14174000000,-294000000.0,20453000000,-417000000.0,1361000000,,449000000.0,-737000000.0,-3332000000.0,19290000000.0,16391000000.0,,601000000,-267000000.0,-322000000.0,-1726000000.0,-15.25,,-46000000.0,1223000000.0,-448000000.0,-854000000.0,,,
2005-12-31,1761000000,-21176000000.0,2772000000.0,269000000.0,20000000.0,13000000,,16913000000.0,685000000.0,39668000000.0,,,77000000.0,-6845000000.0,-182.29,,1447000000,106000000.0,116166548.0,,4259000000,-21176000000.0,44902000000,-21176000000.0,,609000000.0,-29122000000.0,,116166548.0,1223000000.0,,643000000.0,0.0,19342000000,,15083000000,1298000000,181000000.0,-25560000000,5234000000,792000000.0,5000000.0,,,1000000.0,1079000000.0,16694000000.0,1838000000,388000000,428000000.0,193000000,637000000.0,13228000000,-156000000.0,20073000000,538000000.0,1833000000,,482000000.0,-379000000.0,-36000000.0,37745000000.0,17379000000.0,,596000000,-470000000.0,-291000000.0,-21180000000.0,-182.29,,-110000000.0,1761000000.0,-20517000000.0,-219000000.0,,,
2006-12-31,3832000000,22876000000.0,241000000.0,6000000.0,113000000.0,1687000000,3461000000.0,18214000000.0,679000000.0,15276000000.0,40000000.0,21000000.0,312000000.0,-584000000.0,196.75,131000000.0,1782000000,-1000000.0,116269377.0,-4000000.0,6273000000,22876000000.0,23221000000,22876000000.0,10000000.0,1200000000.0,16000000.0,,116269377.0,1761000000.0,820000000.0,0.0,21000000.0,25369000000,4267000000.0,19096000000,7453000000,1517000000.0,2148000000,7945000000,,56000000.0,,,1000000.0,1562000000.0,18661000000.0,4144000000,3028000000,688000000.0,218000000,1335000000.0,11463000000,142000000.0,12047000000,2071000000.0,984000000,2703000000.0,770000000.0,-2191000000.0,82000000.0,1131000000.0,19340000000.0,-125000000.0,667000000,-362000000.0,-250000000.0,22889000000.0,196.75,2569000000.0,782000000.0,3832000000.0,29000000.0,447000000.0,,,
2007-12-31,1259000000,403000000.0,1037000000.0,82000000.0,122000000.0,678000000,,20116000000.0,316000000.0,13823000000.0,200000000.0,310000000.0,2295000000.0,-1230000000.0,2.79,-59000000.0,1493000000,499000000.0,144444444.0,-11000000.0,6095000000,403000000.0,21802000000,403000000.0,35000000.0,1476000000.0,152000000.0,,120658683.0,3832000000.0,,325000000.0,297000000.0,24220000000,5543000000.0,18125000000,6415000000,1832000000.0,2418000000,7979000000,925000000.0,128000000.0,,,1000000.0,2134000000.0,19827000000.0,3554000000,2871000000,638000000.0,242000000,636000000.0,11359000000,-61000000.0,12589000000,-2573000000.0,4880000000,2280000000.0,661000000.0,-2947000000.0,141000000.0,3835000000.0,20143000000.0,-1988000000.0,877000000,-658000000.0,-2560000000.0,695000000.0,3.34,,-2147000000.0,1259000000.0,106000000.0,-289000000.0,,,
2008-12-31,2039000000,-5348000000.0,868000000.0,-702000000.0,81000000.0,782000000,2944000000.0,20812000000.0,999000000.0,14645000000.0,-48000000.0,-26000000.0,0.0,-1822000000.0,-42.21,,1514000000,-246000000.0,126800000.0,-11000000.0,4861000000,-5348000000.0,21926000000,-5348000000.0,107000000.0,-1654000000.0,-5199000000.0,-253000000.0,126800000.0,1259000000.0,,953000000.0,-25000000.0,19461000000,5582000000.0,14600000000,6007000000,765000000.0,-2465000000,7281000000,932000000.0,2295000000.0,31000000.0,,1000000.0,-1239000000.0,21193000000.0,2039000000,2693000000,799000000.0,237000000,-3924000000.0,10312000000,747000000.0,12134000000,780000000.0,828000000,0.0,523000000.0,-919000000.0,93000000.0,980000000.0,20194000000.0,0.0,829000000,-415000000.0,2721000000.0,-5379000000.0,-42.21,3855000000.0,-702000000.0,2039000000.0,-2807000000.0,381000000.0,,,
2009-12-31,3042000000,-655000000.0,701000000.0,-51000000.0,88000000.0,545000000,3007000000.0,9104000000.0,4516000000.0,15022000000.0,94000000.0,-16000000.0,,-2355000000.0,-4.32,,1196000000,-133000000.0,150700000.0,-2000000.0,5105000000,-651000000.0,21495000000,-651000000.0,222000000.0,649000000.0,-5956000000.0,0.0,150700000.0,2039000000.0,,303000000.0,-17000000.0,18684000000,7246000000.0,13579000000,6378000000,212000000.0,-2811000000,6473000000,902000000.0,10000000.0,21000000.0,,2000000.0,966000000.0,11819000000.0,3042000000,2455000000,551000000.0,197000000,807000000.0,9840000000,-26000000.0,12195000000,1003000000.0,991000000,,577000000.0,-984000000.0,35000000.0,1094000000.0,16335000000.0,0.0,803000000,-317000000.0,-80000000.0,-672000000.0,-4.32,3877000000.0,117000000.0,3042000000.0,-337000000.0,2715000000.0,,,
2010-12-31,8069000000,253000000.0,1470000000.0,203000000.0,103000000.0,2411000000,5580000000.0,10163000000.0,7807000000.0,25226000000.0,255000000.0,6000000.0,611000000.0,-3314000000.0,1.08,,1065000000,291000000.0,253000000.0,-3000000.0,12045000000,253000000.0,37871000000,253000000.0,0.0,1536000000.0,-5703000000.0,0.0,207000000.0,3042000000.0,,0.0,0.0,39598000000,5914000000.0,27553000000,11434000000,230000000.0,1727000000,12645000000,1079000000.0,,14000000.0,,3000000.0,1907000000.0,15422000000.0,8680000000,4917000000,1585000000.0,466000000,2127000000.0,16945000000,3727000000.0,20259000000,5027000000.0,1127000000,4523000000.0,798000000.0,-2507000000.0,387000000.0,2704000000.0,23229000000.0,,1805000000,-371000000.0,3320000000.0,250000000.0,1.22,4650000000.0,-200000000.0,8069000000.0,-627000000.0,5259000000.0,,,
2011-12-31,6246000000,840000000.0,1509000000.0,7000000.0,,1186000000,2405000000.0,17640000000.0,17056000000.0,24788000000.0,177000000.0,-6000000.0,1516000000.0,-4570000000.0,2.26,,1299000000,73000000.0,383000000.0,0.0,10997000000,840000000.0,36182000000,840000000.0,0.0,1708000000.0,-4863000000.0,,329000000.0,8069000000.0,1365000000.0,0.0,5000000.0,37988000000,11490000000.0,26991000000,10496000000,886000000.0,1806000000,11394000000,1547000000.0,,17000000.0,,3000000.0,2408000000.0,20054000000.0,7762000000,4750000000,1603000000.0,615000000,3309000000.0,16419000000,-324000000.0,20989000000,-1823000000.0,4171000000,4523000000.0,917000000.0,-2617000000.0,-417000000.0,4239000000.0,37110000000.0,-898000000.0,1998000000,-700000000.0,-1799000000.0,845000000.0,2.54,3253000000.0,-2432000000.0,6246000000.0,-672000000.0,2414000000.0,,,
2012-12-31,4770000000,-723000000.0,1763000000.0,-71000000.0,,1812000000,5724000000.0,6033000000.0,29757000000.0,24329000000.0,285000000.0,13000000.0,1773000000.0,-5719000000.0,-2.18,-21000000.0,1167000000,-151000000.0,331000000.0,-4000000.0,10049000000,-723000000.0,37147000000,-723000000.0,,-1081000000.0,-5586000000.0,,331000000.0,6246000000.0,1338000000.0,0.0,-1000000.0,37628000000,1352000000.0,27579000000,10440000000,260000000.0,481000000,12818000000,1522000000.0,,14000000.0,,3000000.0,935000000.0,7395000000.0,6543000000,4597000000,1543000000.0,695000000,74000000.0,17292000000,121000000.0,23011000000,-1476000000.0,1085000000,4523000000.0,798000000.0,-1517000000.0,-1046000000.0,2247000000.0,37152000000.0,-245000000.0,2312000000,-2016000000.0,-1957000000.0,-724000000.0,-2.18,4293000000.0,-454000000.0,4770000000.0,-1311000000.0,1362000000.0,,,
2013-12-31,3220000000,571000000.0,1696000000.0,-102000000.0,,1368000000,5774000000.0,6585000000.0,29925000000.0,21721000000.0,-265000000.0,-14000000.0,1901000000.0,-6929000000.0,1.53,-142000000.0,1104000000,-870000000.0,390000000.0,-3000000.0,8702000000,571000000.0,33828000000,571000000.0,,-720000000.0,-5015000000.0,,348000000.0,4770000000.0,1503000000.0,0.0,-32000000.0,36812000000,1390000000.0,28110000000,10171000000,15000000.0,2984000000,12107000000,1689000000.0,,11000000.0,,4000000.0,1444000000.0,8354000000.0,5121000000,4436000000,1662000000.0,667000000,1273000000.0,18047000000,110000000.0,24976000000,-1550000000.0,1065000000,4523000000.0,734000000.0,-2319000000.0,608000000.0,1909000000.0,38279000000.0,-120000000.0,2087000000,-2164000000.0,-2022000000.0,539000000.0,1.64,3873000000.0,-972000000.0,3220000000.0,-517000000.0,1769000000.0,,,
2014-12-31,2002000000,1132000000.0,1818000000.0,-146000000.0,,1313000000,5759000000.0,6516000000.0,29569000000.0,22449000000.0,-251000000.0,13000000.0,2382000000.0,-7965000000.0,2.93,209000000.0,941000000,-247000000.0,390000000.0,-312000000.0,8138000000,1132000000.0,34957000000,1132000000.0,,629000000.0,-3883000000.0,,371000000.0,3220000000.0,1146000000.0,0.0,-4000000.0,37353000000,1373000000.0,29215000000,10121000000,57000000.0,2396000000,12508000000,1679000000.0,584000000.0,,,4000000.0,2634000000.0,9332000000.0,4384000000,4284000000,1591000000.0,666000000,1811000000.0,19467000000,112000000.0,27432000000,-1218000000.0,1626000000,4523000000.0,683000000.0,-2630000000.0,-1079000000.0,1911000000.0,38901000000.0,-1041000000.0,1882000000,-2005000000.0,-2256000000.0,1128000000.0,3.05,4096000000.0,-1596000000.0,2002000000.0,-1027000000.0,2816000000.0,,,
2015-12-31,3006000000,7340000000.0,2350000000.0,-50000000.0,,1224000000,5870000000.0,6420000000.0,25952000000.0,19481000000.0,-77000000.0,-3177000000.0,2190000000.0,-9337000000.0,19.47,-15000000.0,757000000,-352000000.0,377000000.0,-1233000000.0,7828000000,7340000000.0,31895000000,7340000000.0,,3245000000.0,3457000000.0,,376000000.0,2002000000.0,1128000000.0,0.0,-3121000000.0,40861000000,1342000000.0,33033000000,9673000000,362000000.0,8966000000,12414000000,1819000000.0,2707000000.0,,,4000000.0,5992000000.0,11912000000.0,5196000000,4136000000,,738000000,4839000000.0,21580000000,-22000000.0,30917000000,1004000000.0,966000000,4523000000.0,620000000.0,-2301000000.0,-831000000.0,1875000000.0,37864000000.0,-2517000000.0,1869000000,-2747000000.0,-2493000000.0,4219000000.0,19.52,3836000000.0,-2495000000.0,3006000000.0,-678000000.0,5492000000.0,,,
2016-12-31,2179000000,2263000000.0,2307000000.0,-62000000.0,,849000000,5865000000.0,6724000000.0,24856000000.0,19195000000.0,239000000.0,1648000000.0,2249000000.0,-10916000000.0,6.85,-16000000.0,703000000,-846000000.0,330000000.0,-2614000000.0,7309000000,2263000000.0,31481000000,2263000000.0,,2319000000.0,3427000000.0,,314612744.0,3212000000.0,1176000000.0,0.0,1556000000.0,40140000000,1303000000.0,32831000000,9918000000,500000000.0,8659000000,12286000000,1977000000.0,2712000000.0,,,3000000.0,5542000000.0,11700000000.0,4428000000,3632000000,,873000000,4361000000.0,23318000000,13000000.0,34234000000,-909000000.0,1010000000,4523000000.0,542000000.0,-1351000000.0,-829000000.0,1804000000.0,36556000000.0,-2768000000.0,2139000000,-3223000000.0,-3238000000.0,3819000000.0,7.19297,3178000000.0,-3213000000.0,2303000000.0,-657000000.0,4976000000.0,,,
2017-12-31,1482000000,2131000000.0,2166000000.0,-93000000.0,852000000.0,1565000000,6052000000.0,7006000000.0,27056000000.0,20844000000.0,66000000.0,945000000.0,2316000000.0,-11936000000.0,7.02,-183000000.0,91000000,-1989000000.0,303600000.0,-1844000000.0,7113000000,2131000000.0,33520000000,2131000000.0,,-585000000.0,4621000000.0,,286973195.0,2303000000.0,1340000000.0,0.0,868000000.0,42326000000,1349000000.0,35213000000,11703000000,177000000.0,8806000000,12676000000,2149000000.0,3177000000.0,,,3000000.0,3413000000.0,10680000000.0,3798000000,3539000000,225000000.0,924000000,3558000000.0,26208000000,120000000.0,38144000000,-712000000.0,569000000,4523000000.0,559000000.0,-1025000000.0,-1147000000.0,1832000000.0,37736000000.0,-3241000000.0,2196000000,-3998000000.0,-3930000000.0,2999000000.0,7.425781,2565000000.0,-195000000.0,1591000000.0,-173000000.0,3674000000.0,,,
2018-12-31,1694000000,2129000000.0,2184000000.0,-54000000.0,966000000.0,1379000000,6667000000.0,7359000000.0,30165000000.0,21584000000.0,130000000.0,515000000.0,2256000000.0,-13414000000.0,7.7,-29000000.0,105000000,711000000.0,276700000.0,-1235000000.0,7194000000,2129000000.0,34777000000,2129000000.0,,2004000000.0,6668000000.0,,269914769.0,1591000000.0,1346000000.0,,529000000.0,44772000000,1558000000.0,37578000000,13349000000,586000000.0,9995000000,13193000000,2240000000.0,2616000000.0,,-139000000.0,3000000.0,6181000000.0,11138000000.0,3950000000,3159000000,814000000.0,985000000,3317000000.0,28329000000,-311000000.0,41743000000,208000000.0,600000000,4523000000.0,659000000.0,-1861000000.0,-803000000.0,1831000000.0,41303000000.0,-2552000000.0,2363000000,-4177000000.0,-4563000000.0,2658000000.0,7.887675,2719000000.0,-1410000000.0,1799000000.0,-563000000.0,3779000000.0,,,
2019-12-31,2762000000,,2271000000.0,,1180000000.0,1407000000,7259000000.0,,,26142000000.0,,,2182000000.0,,,,106000000,,,,8194000000,,41080000000,,,,,,,,1364000000.0,,,52611000000,,44417000000,13145000000,,11531000000,14938000000,,,,,,,,4944000000,3009000000,1736000000.0,1072000000,,34928000000,,34928000000,,566000000,4523000000.0,,,,1024000000.0,,,2703000000,,,,,2836000000.0,,,,,,,
