date,annualBasicEPS,annualAccountsPayable,annualTaxProvision,annualEndCashPosition,annualOperatingIncome,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualOperatingExpense,annualInvestmentsAndAdvances,annualBasicAverageShares,annualNetIncome,annualCashDividendsPaid,annualDilutedAverageShares,annualSellingGeneralAndAdministration,annualTotalAssets,annualDilutedEPS,annualStockholdersEquity,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualCommonStockIssuance,annualRetainedEarnings,annualSaleOfInvestment,annualOperatingCashFlow,annualOtherIntangibleAssets,annualChangeInInventory,annualNetPPE,annualOtherNonCashItems,annualGrossPPE,annualPurchaseOfBusiness,annualBeginningCashPosition,annualPurchaseOfInvestment,annualInterestExpense,annualPretaxIncome,annualCapitalExpenditure,annualInvestingCashFlow,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualGoodwill,annualTotalRevenue,annualCapitalStock,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,annualInventory,annualTotalNonCurrentAssets,annualStockBasedCompensation,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualCurrentDebt,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualChangesInAccountReceivables,annualGrossProfit,annualNonCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualEbitda,annualAccountsReceivable,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,annualOtherCurrentLiabilities,annualOtherShortTermInvestments,annualCurrentAssets,annualOtherIncomeExpense,annualChangeInAccountPayable,annualOtherCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualResearchAndDevelopment
2001-12-31,0.028491,,547960.87,34437559.74,29740899.55,34437559.74,28436532.96,-15964718.23,221875788.46,7853931.0,29887178.62,146056852.71,,26540039.84,-2729263.69,,26898112.91,475575362.18,0.028491,234623832.79,26540039.84,16201165.44,,19545912.27,902218.31,11702776.81,669454.0,-9240433.51,212487757.5,5057820.9,212487757.5,,47772642.1,-4540.0,,28984493.83,-3848845.81,-18708595.48,-19903777.44,-206409100.19,202809100.19,-13335082.36,,223197483.91,65244920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,0.026176,,965573.9,28867014.12,24255312.41,28867014.12,26205411.41,14485775.75,199871165.0,8360810.9,37979647.35,58711812.78,,24383588.69,-21464547.59,,29807595.69,485787960.92,0.026176,260565598.48,24383588.69,16080313.36,2940000.0,21858308.9,15468045.75,15570188.6,719770.55,919789.9,203516087.5,8424798.78,203516087.5,,34437559.74,-18832234.17,,27170985.31,-7209377.7,-10364937.4,7339188.6,-6375000.0,7063750.77,-5570545.62,,136457927.36,78293905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,0.068265,,1270812.9,96923638.21,69562699.16,96923638.21,70827133.12,4820094.3,223169664.4,40011990.64,37826209.65,216276575.13,,63589805.5,-23581564.43,,32344704.58,582178621.92,0.068265,325358922.98,63589805.5,14733302.92,,47610431.86,53335550.93,46505531.97,96634135.59,5846579.77,42491143.52,5224171.37,42491143.52,,28867014.12,-15884149.4,,72097946.02,-6493541.33,37933099.37,34490483.95,-101430000.0,1025000.0,68056624.09,,150447883.25,156587810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,0.178358,,3531995.02,140453717.04,193211558.31,140453717.04,189728615.63,80094705.39,226129268.57,-50329393.23,44055806.5,343866791.75,,166142242.57,-13109591.28,,38226696.19,777766999.55,0.178358,485021136.49,166142242.57,6995075.24,9058500.0,115280510.82,101913021.67,-19184729.54,99829432.35,-12701903.6,56535837.65,6281505.33,56535837.65,,96923638.21,-17469662.5,,193260610.65,-31144663.69,53494255.57,-31802077.82,-243000000.0,9058500.0,43530078.83,,171468196.28,250540496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,0.192775,,-187357.88,96151783.62,154402589.56,96151783.62,159035354.64,0.0,205753070.59,-8817232.95,55037298.58,504184080.36,,138132236.86,-5902199.04,,48980923.36,914425570.91,0.192775,619672805.66,138132236.86,6944752.74,2000000.0,200608538.39,75041038.7,5781285.49,97691421.34,-5723536.85,65732208.25,7343610.08,65732208.25,,140453717.04,-65988569.24,,158847996.76,-14598518.44,-5536345.24,-8341711.23,-152000000.0,-1944269.06,-44301933.42,,266553539.79,275594546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,0.226305,,4730707.24,171370598.43,198504549.39,171370598.43,185483359.84,2939212.28,290115085.66,-29074839.64,75904259.38,666775449.0,,162157735.11,-19389412.24,,67264039.46,1190817600.54,0.226305,774998391.3,162157735.11,18228759.54,,237928779.81,68276868.74,-20909509.58,109933092.09,-19607020.61,70332221.75,8522766.33,70332221.75,,96151783.62,,,190214067.08,-8165330.06,63129878.96,-26021192.44,-139100000.0,-2984598.87,75218814.81,,393243983.49,358272910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,0.79,,2233956633.71,83782228432.29,7324321254.57,86911437121.99,5560130959.59,676064017.89,58461539305.18,36579299620.07,3687500689.92,6625548771.0,6907242033.0,5456721206.06,-108391462.04,6907242033.0,3267599484.24,95345162921.41,0.79,36632307490.68,5456721206.06,103347820.08,26632709978.48,4120162985.0,384804688.02,36913947036.24,178853623.85,-2077186805.27,985400047.97,-202910157.15,985400047.97,,19953113545.69,-244493087.55,,7794087593.3,-334647416.17,481728202.19,32761367288.33,,26556303884.97,63829114886.6,,11185393541.58,4113910590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,0.4,480815351.7,312841831.49,58760294926.77,3664060484.26,60366895616.08,3385018990.71,23236477.13,36049024194.88,-23685068756.62,3290755757.59,12196435623.29,8254131662.0,3301652664.77,-412256812.42,8254131662.0,2952598541.26,74686018276.38,0.4,38361988009.28,3301652664.77,160865404.87,,4788338275.87,2092809699.58,-23391276118.82,195975043.11,,983848316.41,81965920.3,983848316.41,,83782228432.29,-2873011646.42,,3697860822.2,-293792637.8,-1050758107.51,-20331509641.03,,0.0,-25021933505.52,,6909002186.3,8227821180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,0.55,90186.58,1320086255.7,93758887336.36,5729991184.71,95616002219.31,4661740625.39,2796086770.79,76207917986.91,34512382022.16,4206626069.78,19777404533.43,8269500845.0,4548225464.54,-824745276.6,8269500845.0,3725203726.5,120726512858.68,0.55,43413960157.89,4548225464.54,183132199.48,,7218380173.65,3194198227.99,34753179542.48,275662077.2,,993401745.96,42135633.1,993401745.96,,58760294926.77,-5061600099.54,,5981826881.09,-240797520.32,687887378.92,33305551785.76,-936397076.4,0.0,34998592409.59,,9873754291.94,8227821180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,0.45,898423.3,1121531683.07,76551624840.3,4832929529.28,81200274325.59,3868157692.77,36349443.87,69796350116.9,-14845471984.24,4938535146.75,22485147176.08,8191698305.0,3686264237.25,-1645564236.0,8191698305.0,4511731466.48,115413097453.01,0.45,44467362905.0,3686264237.25,224919581.18,47558219.12,8234009304.54,4566003191.4,-14476628026.6,301275503.97,,988314020.2,183001189.66,988314020.2,,93758887336.36,-5875415678.59,281489448.99,4989689375.84,-368843957.64,-1641907000.96,-15913157034.08,,-1110713341.04,-17207262496.06,,9689571612.07,8227821180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,0.38,531547245.76,1018167098.6,53053972074.41,4167674650.7,57088953370.22,3281996820.74,28231682.52,52265735173.03,-18117536739.23,4617418906.29,30184471202.53,8165879431.0,3103034183.67,-1262281478.32,8165879431.0,4228444095.77,98876376715.93,0.38,45042374727.04,3103034183.67,220981783.13,368357714.6,9187634586.54,3790092372.83,-17751229786.8,319916657.6,,955001063.22,-288945792.69,955001063.22,,76551624840.3,-7313526905.87,459795642.2,4300163919.34,-366306952.43,-3861509802.95,-15562084335.56,-401590762.56,35977386.82,-23497652765.89,,9219817469.85,8227821180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,0.33,921515669.16,874979474.01,55036794196.66,3986787461.53,59422769859.34,3234492490.49,12709854.42,65915668958.51,-9387143300.55,4312689979.1,45361198349.04,9150837530.0,3019776384.79,-1260298705.37,9150837530.0,4011390364.31,126346265486.29,0.33,58679683158.2,3019776384.79,230071451.83,11358722890.93,10162729167.31,5158432324.34,-9156847299.09,304219086.03,,928702751.68,-823071562.42,928702751.68,,53053972074.41,-11311738706.56,704403724.05,4109471964.5,-230296001.46,-6369976883.29,-1609671498.91,,12783059370.81,1982822122.25,,9074827305.71,9584721180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,0.42,1513361064.27,1173754021.44,58338044527.57,5339680327.0,62422348265.08,4280993726.16,8521268.82,105018444803.34,-14848054141.03,5133160318.47,60129056975.2,9607200115.0,4035024048.18,-1259877168.52,9607200115.0,4552370925.42,169123603723.92,0.42,61506991499.42,4035024048.18,220727564.55,661153118.22,12009887336.98,11917734841.97,-14519579201.58,271279857.6,,1013414944.24,104476335.46,1013414944.24,,55050346175.12,-11038684069.31,1484370645.26,5454747747.6,-328474939.45,559097102.03,-9255308538.57,-5000000000.0,423585061.11,3287698352.45,623071965.37,10338014311.29,9584721180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,0.8,5320958178.03,2301371202.5,100469264938.38,10217793262.06,108447408332.92,8119023085.67,4682839.89,280357946063.62,8535577456.6,7337339211.78,76504795625.13,9638279497.0,7710623597.6,-3107864781.0,9638279497.0,6298773697.9,352622148668.9,0.8,68364431086.21,7710623597.6,210187192.37,646556935.73,16557451328.1,35341254716.32,8783946303.12,268429474.78,,1073663584.26,-349224960.64,1073663584.26,-3784037535.47,58338044527.57,-43607815430.08,,10420394288.17,-248368846.52,-12294284255.86,-251893901.47,-31641376815.93,728976152.19,42131220410.81,2600615523.61,17811140495.96,9584721180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,1.48,8109450709.44,4277552804.02,178023172588.34,20952477403.2,188502615765.44,16841315655.08,55658999.5,459521221374.63,15243925837.72,16042976772.3,163578263369.24,10701926282.0,15838850897.61,-8229010875.92,10701926282.0,11214057360.5,576448892328.27,1.48,107694544738.79,15838850897.61,232976994.77,29525628857.18,25319984185.0,42121576417.83,15582998300.08,419074742.13,,1204209343.85,-1023828262.62,1204209343.85,-2041640950.53,100469264938.38,-75896458647.17,,21118868459.1,-339072462.36,-35966393125.96,25930346736.55,-136135385782.08,28544721408.52,77553907649.96,3757596959.29,37604823070.22,11501700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,0.7,12476165392.67,2231208739.89,131153159354.26,10649016422.84,142874530097.35,8930518254.41,31535973.88,438907444778.41,-50630112160.0,15943156162.75,163144503463.02,11490477885.0,8043334519.3,-13338275455.1,11490477885.0,9563542327.78,560865846150.32,0.7,110130127286.66,8043334519.3,315455511.55,1278725615.87,26331639342.89,61471191161.25,-50177681468.5,468009610.75,,1468318205.4,-1355859365.4,1468318205.4,,178023172588.34,-92628094351.03,,11161726994.3,-452430691.5,-31577797907.4,-88486925270.8,-91760790933.36,960569424.21,-46870013234.08,4118734158.06,27811230415.6,11501700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,0.75,9818646835.3,3013794133.39,109642289836.26,12287084441.85,120986222660.84,9875602870.26,4941040.7,405012028902.49,-60642045697.12,14247924431.57,153837151653.05,11491231057.0,8618423293.06,-10877224246.02,11646517964.0,9755117004.73,534706332789.81,0.74,117755478685.09,8618423293.06,415540074.75,28311221.76,30297545652.24,87825523466.01,-58816601545.9,1316011591.12,,2705850562.8,-1616861970.85,2705850562.8,-746965847.51,131153159354.26,-50364101919.13,,12889397003.65,-1825444151.22,34893952588.85,-53062259436.91,-129450084497.92,-82452090.55,-21510869518.0,3863520199.48,27519962982.1,11501700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,0.45,5129235940.42,1799658397.81,106544822601.7,,115503050330.08,5770708488.48,2155208768.88,444437714999.05,-8974003505.72,15007972892.01,215341869148.82,11580207109.0,5211093198.87,-13327399477.37,11580207109.0,9382866155.81,574623634094.4,0.45,117858574664.96,5211093198.87,493053126.43,,31335629353.6,32042855409.02,-5015557534.07,1316862649.04,,5899303121.9,-1582114194.23,5899303121.9,,109642289836.26,-34866650276.79,13126493122.25,7570366886.29,-3958445971.65,-6771225905.14,26558080136.25,-149301670814.04,-216183891.62,-3097467234.56,4046190104.43,23740200855.92,11501700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
