date,annualOtherNonCurrentAssets,annualOperatingExpense,annualAccumulatedDepreciation,annualCapitalExpenditure,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,annualGrossProfit,annualTotalNonCurrentAssets,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualChangeInInventory,annualBeginningCashPosition,annualCashDividendsPaid,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,annualInvestingCashFlow,annualLongTermDebt,annualBasicEPS,annualStockholdersEquity,annualOtherNonCashItems,annualNonCurrentDeferredRevenue,annualRetainedEarnings,annualStockBasedCompensation,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualInventory,annualAccountsReceivable,annualCapitalStock,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualNetPPE,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualAccountsPayable,annualEbitda,annualDilutedEPS,annualDilutedAverageShares,annualEndCashPosition,annualOperatingIncome,annualGrossPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualPretaxIncome,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,annualPurchaseOfInvestment
1991-12-31,775500000,4017000000.0,-2809500000.0,-1128800000.0,64700000.0,3502800000.0,646000000,-109200000.0,,77400000.0,30900000.0,,439800000.0,840400000.0,626600000.0,,391400000.0,6695000000.0,5581700000.0,10703100000,294400000.0,6514000000,-15300000.0,108800000,400000.0,142800000.0,-148300000.0,,859600000.0,859600000.0,347400000.0,1113300000.0,1424406780.0,734200000.0,,,-939700000.0,4267400000,0.59,4835100000,,,5925200000.0,,,11349100000,-406100000.0,514200000.0,1287900000,42600000.0,,298200000.0,369100000.0,220200000,126100000.0,9558500000,100000000.0,,5226100000,,1423200000.0,313900000.0,2078900000.0,0.57,1474385965.0,0.0,1564700000.0,12368000000,220200000,-29300000.0,1299400000.0,,224500000,,,,
1992-12-31,829400000,4201800000.0,-3060600000.0,-1151000000.0,22400000.0,3646900000.0,864700000,-79700000.0,,216300000.0,59400000.0,,489500000.0,943900000.0,520900000.0,,373600000.0,7133300000.0,5999400000.0,10816500000,274900000.0,5788800000,-121700000.0,105100000,2200000.0,220200000.0,-160500000.0,,958600000.0,958600000.0,680400000.0,1133900000.0,1452153846.0,748600000.0,,,-998700000.0,3176400000,0.65,5892400000,11700000.0,,6727300000.0,,,11681200000,-210900000.0,554900000.0,1544600000,43500000.0,,680200000.0,389700000.0,436500000,24100000.0,9597400000,484900000.0,,4244200000,,1425900000.0,343300000.0,2352500000.0,0.64,1474843750.0,0.0,1797600000.0,12658000000,436500000,-24400000.0,1448100000.0,,319200000,,,,
1993-12-31,875300000,2800700000.0,-3377600000.0,-1316900000.0,52400000.0,2232300000.0,662800000,-620100000.0,,-250700000.0,62600000.0,,593200000.0,1035600000.0,483000000.0,,316100000.0,7408100000.0,4722700000.0,11372400000,362900000.0,5426700000,-23500000.0,118900000,-9600000.0,436500000.0,-201200000.0,,1082500000.0,1082500000.0,223300000.0,2685400000.0,1418630137.0,835300000.0,,,-1218000000.0,3489400000,0.73,6274100000,,,7612600000.0,,,12035200000,-712500000.0,568400000.0,1102000000,43500000.0,,677300000.0,415700000.0,185800000,69800000.0,10081400000,,,4324700000,,1679800000.0,395700000.0,2490400000.0,0.71,1458591549.0,0.0,1922000000.0,13459000000,185800000,-76900000.0,1675700000.0,,0,,,,
1994-12-31,1039700000,3170700000.0,-3856200000.0,-1538600000.0,-5600000.0,2542100000.0,740700000,-495600000.0,,-5900000.0,39400000.0,,662200000.0,1177200000.0,895000000.0,,305700000.0,8320800000.0,5328000000.0,12851200000,387600000.0,6283700000,108500000.0,131000000,-15000000.0,185800000.0,-215700000.0,,1224400000.0,1224400000.0,1046900000.0,2992800000.0,1401428571.0,840800000.0,,,-1505900000.0,2935400000,0.84,6885400000,-29700000.0,,8625900000.0,,,13591900000,-426200000.0,628600000.0,2451300000,50500000.0,,674200000.0,483100000.0,179900000,35000000.0,11328400000,,,3832400000,,1926200000.0,509400000.0,2785900000.0,0.84,1401428571.0,0.0,2157300000.0,15184600000,179900000,-184800000.0,1886600000.0,,56200000,,,,
1995-12-31,1112700000,3676200000.0,-4326300000.0,-2063700000.0,-4200000.0,2967200000.0,955800000,-314500000.0,,154900000.0,63600000.0,,741800000.0,1386800000.0,652400000.0,,340200000.0,9794500000.0,6171800000.0,14458800000,232500000.0,6888600000,154000000.0,149400000,-20400000.0,179900000.0,-226500000.0,,1427300000.0,1427300000.0,578200000.0,3622700000.0,1407918782.0,835900000.0,,,-2109000000.0,4257800000,0.985,7861300000,10100000.0,,9831300000.0,,,15414600000,-32300000.0,709000000.0,1794900000,58000000.0,,358000000.0,534800000.0,334800000,13700000.0,12811300000,,,5093700000,,2296200000.0,564300000.0,3204600000.0,0.985,1409178082.0,0.0,2495600000.0,17137600000,334800000,-263100000.0,2169100000.0,,0,,,,
1996-12-31,1184400000,4019100000.0,-4781800000.0,-2513000000.0,32900000.0,3276200000.0,1102500000,-599900000.0,,-4900000.0,157000000.0,,678400000.0,1545000000.0,804000000.0,,342500000.0,10686500000.0,6605900000.0,16283500000,-52000000.0,7941300000,69700000.0,207600000,-18700000.0,334800000.0,-232000000.0,,1572600000.0,1572600000.0,693300000.0,4080600000.0,1398190045.0,975900000.0,,,-2570300000.0,4830100000,1.105,8718200000,42900000.0,,11173000000.0,,,17386000000,104400000.0,742900000.0,2135300000,69600000.0,,358000000.0,747000000.0,329900000,6700000.0,14352100000,,,5806000000,,2461000000.0,638000000.0,3329700000.0,1.105,1436000000.0,0.0,2586800000.0,19133900000,329900000,-291600000.0,2251000000.0,,0,,,,
1997-12-31,1310300000,4269400000.0,-5126800000.0,-2224800000.0,-1100000.0,3475600000.0,1142300000,-1113100000.0,,11500000.0,145700000.0,,764800000.0,1617200000.0,704500000.0,,364400000.0,11408800000.0,6964200000.0,17099200000,217500000.0,9389900000,73000000.0,246900000,-34500000.0,329900000.0,-247700000.0,,1642500000.0,1642500000.0,1629400000.0,4444600000.0,1378600000.0,1063500000.0,,,-2217200000.0,4834100000,1.175,8851600000,-65900000.0,,12569000000.0,,,18241500000,-213600000.0,793800000.0,2984500000,70500000.0,,,827500000.0,341400000,76900000.0,14961400000,,,6405400000,,2442300000.0,650600000.0,3488600000.0,1.145,1410200000.0,0.0,2694800000.0,20088200000,341400000,-168800000.0,2407300000.0,,507800000,,,,
1998-12-31,2433400000,4559900000.0,-5716400000.0,-1997700000.0,35400000.0,3678800000.0,1309400000,-1089800000.0,,-42200000.0,207600000.0,,757300000.0,1550100000.0,1021000000.0,,413800000.0,12421400000.0,7583200000.0,18475000000,768600000.0,10319700000,276800000.0,323500000,-18100000.0,341400000.0,-240500000.0,,1550100000.0,1550100000.0,854800000.0,4838200000.0,1365300000.0,1081900000.0,,,-1948200000.0,6188600000,1.14,9464700000,22900000.0,,13879600000.0,,,19784400000,-860300000.0,881100000.0,2497100000,77300000.0,,,,299200000,-302100000.0,16041600000,,,7822600000,,2766300000.0,621300000.0,3904400000.0,1.1,1405700000.0,0.0,3023300000.0,21758000000,299200000,-142000000.0,2307400000.0,,552100000,,,,
1999-12-31,1824600000,4852200000.0,-6126300000.0,-2208500000.0,52900000.0,3895900000.0,1572300000,-891500000.0,,120300000.0,193000000.0,,936200000.0,1947900000.0,1068700000.0,,396300000.0,13259300000.0,8066600000.0,19410900000,800400000.0,11344100000,116900000.0,362000000,-47700000.0,299200000.0,-264700000.0,,1947900000.0,1947900000.0,1619900000.0,5192700000.0,1355300000.0,1173600000.0,,,-2261800000.0,5632400000,1.44,9639100000,-65100000.0,,15562800000.0,,,20983200000,-626800000.0,956300000.0,3274300000,82700000.0,708100000.0,16600000.0,1261800000.0,419500000,66000000.0,16324500000,,-1020100000.0,8069800000,,3008900000.0,585700000.0,4170700000.0,1.39,1404200000.0,419500000.0,3214400000.0,22450800000,419500000,-315700000.0,2884100000.0,,1263800000,,,,
2000-12-31,1530100000,4277500000.0,-6521400000.0,-2370600000.0,60500000.0,4277500000.0,1662400000,-2023400000.0,,2200000.0,88900000.0,,905000000.0,1977300000.0,1046000000.0,,429900000.0,14243000000.0,7410800000.0,20021100000,380900000.0,12479100000,-52900000.0,344900000,-29600000.0,419500000.0,-280700000.0,,1977300000.0,1977300000.0,630000000.0,6832200000.0,1323200000.0,1084900000.0,,,-2212600000.0,7843900000,1.49,9204400000,-244100000.0,,17259400000.0,,,21683500000,-536700000.0,1010700000.0,2360900000,99300000.0,796500000.0,16600000.0,1443400000.0,421700000,178900000.0,17047600000,,-1402300000.0,10118200000,,2751500000.0,684900000.0,4144000000.0,1.46,1356500000.0,421700000.0,3133300000.0,23569000000,421700000,-144800000.0,2882300000.0,,1189400000,,,,
2001-12-31,2005900000,4820300000.0,-6816500000.0,-2237800000.0,-87600000.0,4562900000.0,1819300000,-1068100000.0,,-3600000.0,204800000.0,995500000.0,693100000.0,1636600000.0,200800000.0,,452400000.0,14870000000.0,7517300000.0,20715200000,450500000.0,13046100000,2600000.0,0,-62900000.0,421700000.0,-287700000.0,,1636600000.0,1636600000.0,362500000.0,7352700000.0,1289700000.0,1112200000.0,,,-2068200000.0,8555500000,1.27,9488400000,50400000.0,,18608300000.0,,,22534500000,-623700000.0,1086300000.0,2248300000,105500000.0,881900000.0,16600000.0,1419800000.0,418100000,-172300000.0,17289500000,,-1815500000.0,10797800000,,2688300000.0,689500000.0,3783300000.0,1.25,1309300000.0,418100000.0,2697000000.0,24106000000,418100000,-206300000.0,2329700000.0,,1130100000,,,,
2002-12-31,2111900000,5624300000.0,-7635200000.0,-2552200000.0,-44600000.0,4791000000.0,1715400000,-670200000.0,,-87700000.0,310900000.0,1302600000.0,670000000.0,893500000.0,208100000.0,,374100000.0,15405700000.0,7737200000.0,22255100000,337900000.0,13689600000,400300000.0,0,-38100000.0,418100000.0,-297400000.0,,992100000.0,893500000.0,275800000.0,7668500000.0,1273100000.0,1003700000.0,,,-2466600000.0,9703600000,0.7,10280900000,491500000.0,,19204400000.0,,,23970500000,-511200000.0,1050800000.0,2422300000,111700000.0,855300000.0,16600000.0,1559800000.0,330400000,-910000000.0,18583400000,,-1699700000.0,11267300000,,2890100000.0,635800000.0,3163700000.0,0.7,1281500000.0,330400000.0,2112900000.0,26218600000,330400000,-283900000.0,1662100000.0,,560000000,,,,
2003-12-31,2049900000,5776000000.0,-8815500000.0,-1683200000.0,181400000.0,5244400000.0,1885400000,-391000000.0,,162400000.0,49300000.0,1226900000.0,838200000.0,1471400000.0,293500000.0,,388000000.0,17140500000.0,8608200000.0,23639700000,1585600000.0,13543200000,-191000000.0,0,-30200000.0,330400000.0,-503500000.0,,1508200000.0,1471400000.0,388000000.0,8532300000.0,1269800000.0,1015100000.0,,,-1369600000.0,9342500000,1.16,11981900000,622000000.0,,20172300000.0,,,25525100000,-1736800000.0,1148200000.0,2485800000,129400000.0,734500000.0,16600000.0,1665100000.0,492800000,-629400000.0,19924700000,,-726000000.0,11057400000,,3268800000.0,577400000.0,3980400000.0,1.15,1276500000.0,492800000.0,2832200000.0,28740200000,492800000,-77000000.0,2346400000.0,,699800000,,,,
2004-12-31,2448300000,6147500000.0,-9804700000.0,-1569000000.0,-171900000.0,5706300000.0,2857800000,-621000000.0,,887000000.0,-82500000.0,1367600000.0,923900000.0,2278500000.0,576400000.0,,358400000.0,19064700000.0,9688000000.0,24979700000,2334600000.0,13636000000,190300000.0,0,-14900000.0,492800000.0,-695000000.0,,2278500000.0,2278500000.0,862200000.0,9376700000.0,1259700000.0,781500000.0,,,-1383100000.0,8357300000,1.81,14201500000,405700000.0,,21755800000.0,,,27837500000,-1633500000.0,1201000000.0,3520500000,147500000.0,745500000.0,16600000.0,1828300000.0,1379800000,-420900000.0,20703100000,580500000.0,-178800000.0,10115500000,,3903600000.0,714300000.0,4741500000.0,1.79,1273700000.0,1379800000.0,3540500000.0,30507800000,1379800000,-120400000.0,3202400000.0,,976700000,,,,
2005-12-31,2280400000,2302600000.0,-9989200000.0,-1606800000.0,-38300000.0,2220600000.0,5849700000,-1202000000.0,,2880600000.0,25200000.0,1343100000.0,1099400000.0,2602200000.0,801100000.0,,356100000.0,20460200000.0,6324200000.0,24139100000,2730000000.0,14842700000,412300000.0,0,-29400000.0,1379800000.0,-842000000.0,,2602200000.0,2602200000.0,1202700000.0,14136000000.0,1260400000.0,976700000.0,,,-1817800000.0,8937400000,2.06,15146100000,289900000.0,,23516000000.0,,1950700000.0,29988800000,361600000.0,1249500000.0,4036300000,147000000.0,795900000.0,16600000.0,,4260400000,-45900000.0,19908000000,768100000.0,-810500000.0,10806400000,,4336800000.0,689400000.0,5271100000.0,2.04,1274200000.0,4260400000.0,4021600000.0,29897200000,4260400000,132500000.0,3701600000.0,,892300000,,,,
2006-12-31,2343600000,2577500000.0,-10964500000.0,-1741900000.0,28700000.0,2337900000.0,3625300000,-2959400000.0,,-2124200000.0,272600000.0,1654000000.0,1293400000.0,3544200000.0,502300000.0,,402000000.0,21586400000.0,6984300000.0,25398500000,2599600000.0,13565500000,-163200000.0,0,-1600000.0,4260600000.0,-1216500000.0,,2873000000.0,3544200000.0,17700000.0,14602100000.0,1234000000.0,1066000000.0,,,-1273400000.0,8416500000,2.87,15458300000,256700000.0,,25845600000.0,,2209200000.0,29023800000,-5192300000.0,1249900000.0,3008100000,149000000.0,904200000.0,16600000.0,,2136400000,-78000000.0,20845700000,975700000.0,-296700000.0,10557400000,,4341500000.0,834100000.0,5656700000.0,2.83,1251700000.0,2136400000.0,4406800000.0,31810200000,2136400000,109700000.0,4166400000.0,,1074900000,,,,
2007-12-31,2523800000,4115100000.0,-11219000000.0,-1946600000.0,-39100000.0,2367000000.0,3581900000,-3943000000.0,,-146800000.0,2100000.0,1635300000.0,1237100000.0,2395100000.0,248000000.0,,410100000.0,22786600000.0,7905200000.0,25809800000,2929700000.0,14111900000,-36200000.0,0,-29600000.0,2128100000.0,-1765600000.0,,2335000000.0,2395100000.0,1991100000.0,14881400000.0,1188300000.0,960900000.0,,,-1150100000.0,7310000000,2.02,15279800000,1496300000.0,,26461500000.0,,2301300000.0,29391700000,-3996300000.0,1214100000.0,4498500000,125300000.0,1053800000.0,16600000.0,,1981300000,-1556000000.0,20984700000,1137600000.0,1337400000.0,9613400000,,4876300000.0,624100000.0,5004200000.0,1.98,1211800000.0,1981300000.0,3790100000.0,32203700000,1981300000,466500000.0,3572100000.0,,1342500000,,,,
2008-12-31,1229700000,3426600000.0,-10897900000.0,-2135700000.0,101500000.0,2355500000.0,3517600000,-3919300000.0,16100000.0,82100000.0,34300000.0,1633000000.0,1844800000.0,4313200000.0,0.0,-2698500000.0,522600000.0,23522400000.0,9869500000.0,24943900000,3781500000.0,15078900000,245800000.0,0,-11000000.0,1981300000.0,-1823400000.0,-147000000.0,4313200000.0,4313200000.0,31800000.0,13652900000.0,1130300000.0,944900000.0,229400000.0,,-1624700000.0,10186000000,3.86992,13382600000,90500000.0,,28953900000.0,112500000.0,2237400000.0,28461500000,-4114500000.0,1207800000.0,2537900000,111500000.0,,16600000.0,,2063400000,-237700000.0,20254500000,,101300000.0,12541000000,-40100000.0,5917200000.0,620400000.0,6680600000.0,3.76,1146000000.0,2063400000.0,6442900000.0,31152400000,2063400000,-50200000.0,6158000000.0,1222300000.0,1410100000,,,,
2009-12-31,1639200000,2011900000.0,-11909000000.0,-1952100000.0,203000000.0,2234200000.0,3416300000,-2797400000.0,-42000000.0,-267400000.0,60500000.0,1854800000.0,1936000000.0,4551000000.0,0.0,-950000000.0,473200000.0,22744700000.0,8791800000.0,26808600000,3798900000.0,16191000000,171000000.0,0,1000000.0,2063400000.0,-2235500000.0,-145700000.0,4551000000.0,4551000000.0,18100000.0,13952900000.0,1097100000.0,1278900000.0,144900000.0,202400000.0,-1655300000.0,10560300000,4.226804,14033900000,-347100000.0,,31270800000.0,112900000.0,2425200000.0,30224900000,-4421000000.0,1216200000.0,2988700000,106200000.0,,16600000.0,,1796000000,180300000.0,21531500000,,747400000.0,13202300000,-2200000.0,5751000000.0,636000000.0,6960200000.0,4.11,1107400000.0,1796000000.0,6779900000.0,33440500000,1796000000,-108400000.0,6487000000.0,1212700000.0,1363100000,,,,
2010-12-31,1624700000,2135100000.0,-12421800000.0,-2135500000.0,-75700000.0,2333300000.0,4368500000,-2698500000.0,-50100000.0,591000000.0,127400000.0,1585600000.0,2054000000.0,4946300000.0,0.0,-1147500000.0,450900000.0,24074600000.0,9637300000.0,27606700000,4206100000.0,17341000000,-129000000.0,0,-50800000.0,1796000000.0,-2408100000.0,-183400000.0,4946300000.0,4946300000.0,8300000.0,14437300000.0,1053599999.0,1332400000.0,0.0,111300000.0,-2056000000.0,11497000000,4.694666,14634200000,211600000.0,,33811700000.0,83100000.0,2586100000.0,31975200000,-3728700000.0,1276200000.0,2924700000,109900000.0,,16600000.0,,2387000000,-51000000.0,22060600000,,752900000.0,14416300000,-39800000.0,6341600000.0,943900000.0,7451200000.0,4.58,1080300000.0,2387000000.0,7502200000.0,34482400000,2387000000,-115000000.0,7000300000.0,1335300000.0,1586900000,,,,
