date,annualOtherNonCurrentLiabilities,annualBasicEPS,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualSellingGeneralAndAdministration,annualOtherIncomeExpense,annualGrossPPE,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualDilutedAverageShares,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,annualCapitalExpenditure,annualOperatingExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,annualDilutedEPS,annualChangesInAccountReceivables,annualInterestExpense,annualAccumulatedDepreciation,annualGoodwill,annualInventory,annualDeferredIncomeTax,annualGrossProfit,annualChangeInWorkingCapital,annualTotalAssets,annualRetainedEarnings,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentAssets,annualLongTermDebt,annualCostOfRevenue,annualOperatingIncome,annualCurrentDebt,annualPretaxIncome,annualCashDividendsPaid,annualFreeCashFlow,annualEndCashPosition,annualIncomeTaxPayable,annualAccountsPayable,annualOtherNonCashItems,annualDepreciationAndAmortization,annualInvestmentsAndAdvances,annualStockholdersEquity,annualSaleOfInvestment,annualTaxProvision,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualAccountsReceivable,annualCommonStockIssuance,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualNetPPE,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNonCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue
1998-08-31,1100000.0,1.4,15604160,8600000.0,6200000.0,,-2300000.0,10900000,45900000.0,100000.0,7400000.0,21100000,21900000,,15664119,100000.0,,,1800000.0,-19400000.0,-6700000,-1300000.0,48100000.0,,-6100000.0,144400000,1.4,,,-3800000.0,,3700000.0,-300000.0,82200000,-500000.0,70900000,44300000.0,21900000,15900000,,100000.0,10500000.0,900000.0,62200000.0,34100000,800000.0,34300000.0,-20000000.0,22400000,0,,6900000.0,,2200000.0,,55000000,,12400000.0,,8600000.0,2000000.0,49800000,,1200000.0,,,12500000.0,3600000.0,21900000,13900000,,36300000,5000000.0,23700000,,,
1999-08-31,1300000.0,1.41,15599501,9700000.0,6600000.0,,1200000.0,8600000,46400000.0,200000.0,7700000.0,39900000,22100000,,15652004,-100000.0,,,-800000.0,-6000000.0,-18600000,-24600000.0,48800000.0,8900000.0,,146300000,1.41,,,-3800000.0,,8000000.0,-100000.0,82600000,1100000.0,92000000,46400000.0,22100000,35800000,300000.0,0.0,5800000.0,14100000.0,63700000.0,33800000,2500000.0,34200000.0,-20000000.0,1200000,9700000,,11300000.0,100000.0,2400000.0,,56200000,5900000.0,12100000.0,,9700000.0,15400000.0,52100000,,500000.0,,-1200000.0,30800000.0,3900000.0,22100000,20400000,,36200000,5200000.0,25800000,,,
2000-08-31,1380000.0,1.33,15477250,2619000.0,5415000.0,,-7122000.0,9741000,49271000.0,167000.0,8635000.0,38588000,20558000,,15479437,0.0,,,-1017000.0,-25782000.0,-1873000,-2233000.0,52680000.0,15000.0,,152698000,1.33,,662000.0,-3800000.0,,7000000.0,63000.0,84303000,-3363000.0,84950000,42507000.0,20558000,32158000,-342000.0,0.0,7199000.0,9531000.0,68395000.0,31623000,4497000.0,31128000.0,-19797000.0,18421000,2619000,,11335000.0,,3409000.0,,52792000,194000.0,10570000.0,,2619000.0,10911000.0,46362000,,104000.0,,-3591000.0,28254000.0,4835000.0,20558000,21247000,,35032000,5499000.0,20654000,,,
2001-08-31,1520000.0,1.02,15532285,4380000.0,2879000.0,,1761000.0,2619000,62982000.0,136000.0,11228000.0,110769000,16883000,,15542837,-9000.0,,,-3619000.0,46363000.0,-64366000,-1493000.0,66940000.0,16000.0,,174576000,1.02,,2644000.0,-4843000.0,,10535000.0,-34000.0,95029000,-1483000.0,166636000,40117000.0,15903000,111415000,-643000.0,0.0,7119000.0,75133000.0,79547000.0,28089000,4650000.0,25581000.0,-18293000.0,18314000,4380000,,14735000.0,108000.0,5320000.0,,55221000,,8698000.0,12498000.0,4380000.0,76653000.0,55867000,33833000.0,20000.0,,,86642000.0,6385000.0,15903000,34762000,,33409000,8194000.0,19807000,,,
2002-08-31,1605000.0,1.54,15978961,11091000.0,1495000.0,,6711000.0,4380000,65960000.0,268000.0,12187000.0,147382000,25368000,,16154984,0.0,,,5585000.0,5655000.0,-34564000,-1180000.0,66245000.0,16000.0,,216764000,1.53,,5791000.0,-5991000.0,,6143000.0,1753000.0,108611000,6339000.0,215045000,48699000.0,24676000,131867000,63000.0,1918000.0,6675000.0,95000000.0,108153000.0,42366000,299000.0,36843000.0,-16094000.0,34363000,11091000,,15871000.0,,1824000.0,,83178000,,11475000.0,17597000.0,11091000.0,96605000.0,67663000,43754000.0,6575000.0,,,129375000.0,6196000.0,24676000,35262000,,44190000,6409000.0,35543000,,,
2003-08-31,1781000.0,1.73,16581247,41971000.0,2780000.0,,30880000.0,11091000,71510000.0,-496000.0,12652000.0,141397000,28641000,,16758775,0.0,,,1533000.0,-7890000.0,-1313000,-2058000.0,72460000.0,17000.0,,238140000,1.71,,6955000.0,-6129000.0,,4709000.0,4787000.0,122212000,3009000.0,236658000,64068000.0,28641000,131454000,512000.0,618000.0,4269000.0,85000000.0,115928000.0,49752000,10000000.0,43395000.0,-13272000.0,37888000,41971000,,14772000.0,,1827000.0,,105204000,,14754000.0,17121000.0,41971000.0,86781000.0,95261000,41925000.0,5681000.0,,,127967000.0,6523000.0,28641000,44673000,,51579000,6265000.0,39946000,,,
2004-08-31,1969000.0,1.52,16905587,29433000.0,2613000.0,,-12538000.0,41971000,79850000.0,-209000.0,15071000.0,152546000,25643000,,17118829,0.0,4853000.0,,-1306000.0,-30671000.0,-13644000,-2358000.0,80074000.0,17000.0,,242467000,1.5,,6387000.0,-7990000.0,,6322000.0,4504000.0,125523000,-2126000.0,236775000,76152000.0,25643000,124357000,1659000.0,100000.0,5001000.0,75000000.0,116944000.0,45449000,10000000.0,38853000.0,-13559000.0,29133000,29433000,,13836000.0,,2369000.0,,112418000,,13210000.0,16086000.0,29433000.0,81822000.0,84229000,40643000.0,7914000.0,,-15026000.0,139260000.0,7081000.0,25643000,42535000,,47818000,6205000.0,31491000,,,
2005-08-31,1838000.0,1.67,16629057,37120000.0,2484000.0,,7687000.0,29433000,81422000.0,578000.0,17387000.0,153061000,27798000,,16807399,0.0,11363000.0,,-1655000.0,-21128000.0,-2889000,-3101000.0,81974000.0,17000.0,,263227000,1.65,,5133000.0,-9032000.0,,8041000.0,3474000.0,129394000,-2910000.0,254253000,89983000.0,27798000,124187000,2102000.0,50000.0,8598000.0,64286000.0,133833000.0,47420000,10714000.0,42865000.0,-13967000.0,28463000,37120000,,15616000.0,,3007000.0,,130066000,,15067000.0,17886000.0,37120000.0,77487000.0,101192000,44487000.0,2839000.0,,,138742000.0,8355000.0,27798000,46700000,,50427000,5964000.0,31564000,,,
2006-08-31,1895000.0,1.67,16784473,45206000.0,2040000.0,,8086000.0,37120000,91846000.0,339000.0,19724000.0,152935000,28112000,,16912355,503000.0,13611000.0,,-6889000.0,-17953000.0,-2555000,-2947000.0,92378000.0,17000.0,-31675000.0,286916000,1.66,,4897000.0,-10784000.0,96118000.0,15269000.0,1396000.0,138400000,-6213000.0,268475000,103335000.0,28112000,112744000,5083000.0,125000.0,4858000.0,53571000.0,148516000.0,46022000,10714000.0,42858000.0,-14760000.0,25250000,45206000,,11750000.0,1473000.0,3467000.0,,155731000,31675000.0,14746000.0,19163000.0,45206000.0,69077000.0,115540000,45876000.0,7018000.0,,,42722000.0,8940000.0,28112000,43667000,,49489000,5155000.0,28197000,,,
2007-08-31,2195000.0,1.85,17077870,61078000.0,97000.0,,15872000.0,45206000,99263000.0,177000.0,21532000.0,152615000,31534000,,17271242,741000.0,16005000.0,,2392000.0,-34148000.0,-2217000,-2561000.0,99846000.0,18000.0,-224675000.0,307816000,1.83,,4111000.0,-12721000.0,96409000.0,13208000.0,2336000.0,148862000,13020000.0,283186000,118260000.0,31534000,114914000,7504000.0,25000.0,0.0,42857000.0,158954000.0,49016000,10714000.0,47175000.0,-16609000.0,49090000,61078000,,23360000.0,1178000.0,3649000.0,,168272000,224675000.0,15641000.0,19686000.0,61078000.0,61057000.0,130571000,47204000.0,9754000.0,,-17320000.0,42543000.0,8811000.0,31534000,53857000,,52665000,4852000.0,51651000,,,
2008-08-31,3099000.0,1.66,16637740,41983000.0,1090000.0,,-19095000.0,61078000,103637000.0,-358000.0,24421000.0,151188000,27622000,,16815361,294000.0,16876000.0,,-5375000.0,-40623000.0,-5537000,-5752000.0,105574000.0,18000.0,-76175000.0,317118000,1.64,,1679000.0,-13112000.0,95909000.0,18280000.0,911000.0,148270000,-6981000.0,270673000,128627000.0,27622000,106681000,2766000.0,0.0,5906000.0,32143000.0,168848000.0,42696000,10714000.0,41999000.0,-16691000.0,23610000,41983000,,23532000.0,4024000.0,3827000.0,,163992000,76175000.0,14377000.0,19227000.0,41983000.0,52118000.0,119485000,49271000.0,4208000.0,,-17720000.0,39992000.0,11309000.0,27622000,54563000,,46523000,3978000.0,29362000,,,
2009-08-31,0.0,1.59,16503265,45956000.0,0.0,-10714000.0,3973000.0,41983000,97510000.0,-6167000.0,25240000.0,141840000,26287000,,16655699,101000.0,16868000.0,2688000.0,2034000.0,-25864000.0,-2753000,-3008000.0,97978000.0,18000.0,,292002000,1.58,-1349000.0,2492000.0,-14310000.0,95424000.0,15858000.0,-266000.0,144533000,-4639000.0,262617000,138367000.0,26287000,89670000,-2101000.0,0.0,6533000.0,21429000.0,147469000.0,46555000,10714000.0,38324000.0,-16547000.0,31620000,45956000,2570000.0,12529000.0,-297000.0,3727000.0,0.0,172947000,0.0,12037000.0,22401000.0,45956000.0,41456000.0,120777000,48061000.0,1296000.0,,,32205000.0,10930000.0,26287000,48214000,547000.0,44543000,3281000.0,34628000,,,
2010-08-31,0.0,2.17,16606000,75928000.0,0.0,-10714000.0,29972000.0,45956000,109384000.0,-89000.0,25298000.0,138700000,36095000,,16725000,224000.0,17414000.0,2864000.0,2702000.0,-23575000.0,-1553000,-1769000.0,110108000.0,18000.0,,321516000,2.15,-1723000.0,1726000.0,-15976000.0,95235000.0,13037000.0,-152000.0,165306000,12602000.0,289108000,157805000.0,36095000,92584000,-4334000.0,0.0,8850000.0,10715000.0,156210000.0,55198000,10714000.0,53557000.0,-16657000.0,54655000,75928000,1516000.0,18943000.0,1034000.0,4248000.0,,196524000,,17462000.0,28647000.0,75928000.0,32764000.0,150408000,47846000.0,3572000.0,,,31272000.0,9322000.0,36095000,59820000,0.0,59531000,2871000.0,56424000,,,
2011-08-31,0.0,2.16,16803000,56926000.0,0.0,-15714000.0,-19535000.0,75928000,112443000.0,247000.0,24751000.0,136621000,36433000,,16982000,1195000.0,21813000.0,3033000.0,-2654000.0,-48933000.0,-3220000,-2875000.0,113980000.0,19000.0,-515000.0,336409000,2.14,-9776000.0,1076000.0,-16269000.0,95452000.0,17604000.0,2831000.0,168112000,-16264000.0,279777000,176008000.0,36433000,78551000,-358000.0,0.0,4574000.0,0.0,168297000.0,54132000,10715000.0,53531000.0,-18230000.0,27134000,56393000,1413000.0,19373000.0,36902000.0,4386000.0,,201226000,,17098000.0,15258000.0,56393000.0,24321000.0,143156000,58324000.0,20215000.0,533000.0,-41399000.0,29933000.0,8482000.0,36433000,54230000,0.0,58993000,2754000.0,30009000,,,
2012-08-31,61000.0,2.22,15914000,70752000.0,3441000.0,-80265000.0,13326000.0,56393000,114620000.0,-348000.0,26407000.0,134753000,35485000,,16046000,671000.0,24007000.0,2769000.0,-12347000.0,-16082000.0,-3113000,-3765000.0,116753000.0,19000.0,-1029000.0,342784000,2.2,226000.0,729000.0,-17344000.0,95318000.0,29797000.0,367000.0,168482000,-10906000.0,300870000,193265000.0,35485000,115408000,-2727000.0,514000.0,4526000.0,,174302000.0,51729000,45000000.0,50913000.0,-18228000.0,30484000,69719000,807000.0,21242000.0,2098000.0,4869000.0,,185462000,514000.0,15428000.0,15981000.0,69719000.0,25963000.0,166117000,55491000.0,7030000.0,1033000.0,-39840000.0,27685000.0,9063000.0,35333000,89445000,3206000.0,56511000,2687000.0,34249000,,,
2013-08-31,110000.0,2.55,15517000,90950000.0,3356000.0,0.0,-16285000.0,69719000,129189000.0,-660000.0,26770000.0,130921000,39813000,,15619000,850000.0,24011000.0,2453000.0,-2829000.0,-26840000.0,-39534000,-2854000.0,131449000.0,19000.0,-38838000.0,368548000,2.54,-3800000.0,693000.0,-18235000.0,95236000.0,32433000.0,-1004000.0,189163000,3094000.0,323064000,214034000.0,39813000,143557000,-5043000.0,0.0,6210000.0,,179385000.0,57714000,63000000.0,56867000.0,-19044000.0,48715000,53434000,1146000.0,19693000.0,2680000.0,5359000.0,,179507000,2000000.0,17054000.0,26597000.0,53434000.0,25912000.0,192143000,56878000.0,4791000.0,37516000.0,-31437000.0,24292000.0,8535000.0,39617000,117645000,-886000.0,62919000,2858000.0,51569000,,,
2014-08-31,2101000.0,2.89,15072000,102853000.0,5117000.0,0.0,4369000.0,53434000,132499000.0,-372000.0,29355000.0,132026000,43746000,,15148000,831000.0,24253000.0,2263000.0,-2237000.0,-25842000.0,-10503000,-5884000.0,135116000.0,19000.0,-7710000.0,382997000,2.87,-5821000.0,1002000.0,-19653000.0,95499000.0,34989000.0,-736000.0,198853000,-11685000.0,347680000,237596000.0,43746000,178265000,1103000.0,0.0,8339000.0,,184144000.0,63737000,98000000.0,62959000.0,-20184000.0,32846000,57803000,1529000.0,18031000.0,1432000.0,5860000.0,,169415000,2760000.0,19213000.0,26222000.0,57803000.0,26354000.0,215654000,63618000.0,1284000.0,45050000.0,-42773000.0,23671000.0,9702000.0,43508000,151911000,-560000.0,69821000,3154000.0,38730000,,,
2015-08-31,2282000.0,3.05,14582000,102499000.0,3691000.0,,-3907000.0,57803000,131749000.0,-1659000.0,32469000.0,134005000,44807000,-4117000.0,14649000,1205000.0,23145000.0,2782000.0,2037000.0,-38663000.0,-16951000,-5784000.0,134788000.0,20000.0,-10575000.0,378150000,3.04,-314000.0,1205000.0,-21093000.0,96409000.0,32052000.0,-1334000.0,200178000,1233000.0,339257000,260683000.0,44807000,181399000,-8722000.0,0.0,6127000.0,108000000.0,177972000.0,65390000,0.0,63110000.0,-21720000.0,49280000,53896000,2287000.0,17128000.0,1577000.0,6464000.0,,157858000,3192000.0,18303000.0,22634000.0,53896000.0,133427000.0,205252000,58750000.0,2111000.0,48603000.0,-30259000.0,22961000.0,11376000.0,44536000,47972000,-2464000.0,70779000,3259000.0,55064000,,,
2016-08-31,2214000.0,3.65,14332000,108524000.0,3778000.0,,-3005000.0,53896000,140045000.0,2461000.0,33852000.0,130196000,52628000,0.0,14379000,2064000.0,16365000.0,3655000.0,-1001000.0,-38536000.0,-20920000,-4354000.0,143021000.0,20000.0,-24899000.0,380670000,3.64,-9936000.0,1703000.0,-22307000.0,95649000.0,31793000.0,-2227000.0,214369000,3156000.0,339668000,289642000.0,52628000,199273000,-27298000.0,0.0,4475000.0,122000000.0,166301000.0,71348000,,72789000.0,-23669000.0,56250000,50891000,3381000.0,18690000.0,1591000.0,6465000.0,,140395000,8032000.0,20161000.0,30147000.0,50891000.0,140579000.0,209472000,64680000.0,1200000.0,57633000.0,-32131000.0,19191000.0,11545000.0,52294000,58694000,2871000.0,80957000,3190000.0,60604000,,,
