date,annualChangesInAccountReceivables,annualBeginningCashPosition,annualCurrentAssets,annualInterestExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualGrossPPE,annualRepaymentOfDebt,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualCapitalExpenditure,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualTaxProvision,annualStockBasedCompensation,annualCurrentDebt,annualBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualTotalNonCurrentAssets,annualResearchAndDevelopment,annualInventory,annualChangeInWorkingCapital,annualPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,annualFreeCashFlow,annualOperatingExpense,annualChangeInInventory,annualNetIncomeContinuousOperations,annualCashDividendsPaid,annualPretaxIncome,annualLongTermDebt,annualPurchaseOfInvestment,annualAccountsReceivable,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,annualNetIncome,annualDilutedEPS,annualBasicAverageShares,annualOtherNonCashItems,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,annualInvestingCashFlow,annualDepreciationAndAmortization,annualRetainedEarnings,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIncomeExpense,annualOtherIntangibleAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualCurrentLiabilities,annualEbitda,annualOtherNonCurrentLiabilities,annualRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualDilutedAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCurrentDeferredRevenue
1997-12-31,,223200000.0,1424200000,85000000.0,596300000,14900000.0,438200000.0,671400000.0,-1999900000.0,4427500000.0,,,-121900000.0,485600000.0,-774800000.0,19800000.0,130200000,2084600000.0,4089700000.0,227200000.0,,215000000,0.64,0.0,2005100000.0,3387200000,250700000.0,564700000,-120300000.0,,2829500000,,-70000000.0,1243700000.0,-71900000.0,439800000.0,-167800000.0,667000000.0,1134100000,,,,,4811400000,439800000.0,0.616667,684300000.0,,,37200000.0,1266300000,-742300000.0,321600000.0,1296000000,-87500000.0,0.0,2427600000,761400000.0,,67300000.0,363300000.0,704800000.0,1812200000,,316700000.0,1017300000,1083000000.0,678100000,-50100000.0,,,736200000.0,,101300000,-23800000.0,101300000,
1998-12-31,,97000000.0,1310300000,70400000.0,677000000,-4000000.0,392500000.0,487700000.0,-1993900000.0,4678800000.0,,,-51600000.0,578400000.0,-757100000.0,17900000.0,170200000,1855900000.0,3484000000.0,132800000.0,,204600000,0.57,0.0,1628100000.0,3671600000,293900000.0,458700000,-66500000.0,,2747100000,,-291500000.0,1079600000.0,-7300000.0,327500000.0,-168300000.0,460300000.0,998300000,,,,,4981900000,394000000.0,0.556667,688800000.0,34400000.0,,22400000.0,1523500000,-125700000.0,298000000.0,1521700000,-396600000.0,0.0,2684900000,548500000.0,,43100000.0,309700000.0,465600000.0,1672400000,,291700000.0,1074700000,846500000.0,674100000,-59700000.0,,,731700000.0,,45400000,-102000000.0,45400000,
1999-12-31,,45400000.0,1782500000,79900000.0,807300000,36000000.0,480500000.0,602500000.0,-2239700000.0,5342800000.0,,,208000000.0,678600000.0,-920700000.0,1086200000.0,206300000,2320200000.0,4297200000.0,188600000.0,,418500000,0.666667,0.0,1977000000.0,4229700000,362600000.0,525300000,-82500000.0,,3486700000,,-145000000.0,1345800000.0,-80100000.0,476900000.0,-176900000.0,665500000.0,1288700000,,,,,6012200000,481700000.0,0.65,721800000.0,,,89500000.0,2240700000,-908800000.0,380700000.0,1826500000,344500000.0,253400000.0,3103100000,631200000.0,,183300000.0,319300000.0,775700000.0,1998700000,,390900000.0,1488000000,1011900000.0,710000000,-66000000.0,,,743100000.0,-16000000.0,253400000,-56000000.0,253400000,
2000-12-31,,280000000.0,4634000000,107000000.0,873000000,-48000000.0,422000000.0,1047000000.0,-2662000000.0,7341000000.0,,,1513000000.0,966000000.0,-1525000000.0,9522000000.0,1966000000,3611000000.0,7273000000.0,407000000.0,,128000000,0.49,-57000000.0,3662000000.0,12892000000,540000000.0,1040000000,-402000000.0,,6745000000,61000000.0,-104000000.0,2107000000.0,-280000000.0,410000000.0,-212000000.0,817000000.0,3966000000,,1490000000.0,,,17526000000,423000000.0,0.48,858400000.0,-2000000.0,,4744000000.0,10642000000,-6549000000.0,520000000.0,2001000000,6648000000.0,1794000000.0,4679000000,1555000000.0,,-608000000.0,7340000000.0,1421000000.0,4796000000,,855000000.0,1949000000,2075000000.0,769000000,,,,879300000.0,-127000000.0,138000000,-95000000.0,138000000,
2001-12-31,,1079000000.0,4107000000,153000000.0,1300000000,-511000000.0,-5499000000.0,1097000000.0,-3067000000.0,8164000000.0,,1076000000.0,-42000000.0,0.0,-1800000000.0,10044000000.0,223000000,4380000000.0,6272000000.0,-452000000.0,,477000000,-5.89,0.0,1892000000.0,8686000000,631000000.0,725000000,241000000.0,,7260000000,,-364000000.0,2167000000.0,-51000000.0,-5498000000.0,-113000000.0,-6111000000.0,4461000000,-1433000000.0,593000000.0,,,12793000000,-5498000000.0,-5.89,933616299.0,70000000.0,853000000.0,247000000.0,5414000000,-2375000000.0,1080000000.0,-3610000000,904000000.0,1037000000.0,5097000000,-275000000.0,1182000000.0,-5603000000.0,2289000000.0,1436000000.0,5266000000,,441000000.0,1994000000,805000000.0,798000000,-42000000.0,,,933616299.0,-193000000.0,2219000000,4000000.0,1037000000,
2002-12-31,,1037000000.0,3825000000,179000000.0,1155000000,-432000000.0,-1430000000.0,716000000.0,-3375000000.0,7080000000.0,,1137000000.0,434000000.0,0.0,-357000000.0,789000000.0,0,2562000000.0,3164000000.0,-726000000.0,,204000000,-1.39,0.0,602000000.0,7723000000,483000000.0,559000000,-233000000.0,,6798000000,,-621000000.0,1242000000.0,135000000.0,-1780000000.0,-88000000.0,-2720000000.0,3963000000,-2325000000.0,470000000.0,,,11548000000,-1302000000.0,-1.39,1028776978.0,-28000000.0,2830000000.0,609000000.0,4691000000,969000000.0,661000000.0,-4921000000,-314000000.0,1471000000.0,3705000000,-640000000.0,619000000.0,-1826000000.0,1976000000.0,-264000000.0,5118000000,,339000000.0,1680000000,21000000.0,1155000000,-31000000.0,,,1028776978.0,-170000000.0,2090000000,-2000000.0,1471000000,
2003-12-31,,1426000000.0,2694000000,154000000.0,1312000000,-263000000.0,-223000000.0,599000000.0,-3415000000.0,7035000000.0,,1074000000.0,-593000000.0,0.0,-366000000.0,786000000.0,0,2241000000.0,3090000000.0,-254000000.0,,146000000,-0.18,-1000000.0,849000000.0,8058000000,344000000.0,467000000,-62000000.0,,5252000000,,-233000000.0,1393000000.0,108000000.0,-223000000.0,-19000000.0,-759000000.0,2668000000,-1594000000.0,525000000.0,,,10752000000,-223000000.0,-0.18,1238888889.0,-1000000.0,1814000000.0,667000000.0,5464000000,-78000000.0,517000000.0,-5144000000,-708000000.0,833000000.0,3620000000,-544000000.0,433000000.0,-297000000.0,1901000000.0,133000000.0,3699000000,,333000000.0,1553000000,-27000000.0,1031000000,,,,1253000000.0,98000000.0,1266000000,19000000.0,833000000,
2004-12-31,,688000000.0,3281000000,141000000.0,1650000000,947000000.0,-2165000000.0,653000000.0,-3532000000.0,7473000000.0,,1176000000.0,321000000.0,0.0,-857000000.0,776000000.0,188000000,2439000000.0,3854000000.0,1031000000.0,,478000000,-1.56,8000000.0,1415000000.0,6429000000,355000000.0,535000000,28000000.0,,5865000000,,152000000.0,1079000000.0,-68000000.0,-2185000000.0,-7000000.0,-1580000000.0,2214000000,-1685000000.0,585000000.0,,,9710000000,-2165000000.0,-1.56,1387820513.0,20000000.0,1401000000.0,91000000.0,3816000000,-992000000.0,523000000.0,-7309000000,265000000.0,1009000000.0,3941000000,336000000.0,872000000.0,-1390000000.0,398000000.0,1009000000.0,3529000000,,682000000.0,2336000000,859000000.0,1315000000,,,,1387820513.0,148000000.0,1881000000,0.0,1009000000,
2005-12-31,,1009000000.0,3860000000,116000000.0,2292000000,425000000.0,585000000.0,756000000.0,-3632000000.0,8307000000.0,,1508000000.0,333000000.0,0.0,-1553000000.0,776000000.0,183000000,2595000000.0,4579000000.0,578000000.0,,18000000,0.4,-14000000.0,1984000000.0,7315000000,443000000.0,570000000,-20000000.0,,5523000000,,386000000.0,1409000000.0,-62000000.0,585000000.0,,572000000.0,1789000000,-1668000000.0,629000000.0,,,11175000000,585000000.0,0.38,1462500000.0,94000000.0,1452000000.0,567000000.0,5609000000,-1712000000.0,512000000.0,-6724000000,147000000.0,1342000000.0,4675000000,575000000.0,1092000000.0,453000000.0,338000000.0,1939000000.0,3307000000,,690000000.0,2216000000,1087000000.0,1518000000,,,,1539473684.0,177000000.0,2434000000,39000000.0,1342000000,
2006-12-31,,1342000000.0,4798000000,76000000.0,2644000000,-101000000.0,1855000000.0,857000000.0,-4087000000.0,9280000000.0,,1144000000.0,-185000000.0,524000000.0,-1182000000.0,791000000.0,199000000,2891000000.0,5174000000.0,55000000.0,,20000000,1.2,-13000000.0,2283000000.0,8267000000,517000000.0,639000000,-192000000.0,,5774000000,,621000000.0,1431000000.0,-65000000.0,1855000000.0,,961000000.0,1696000000,-2971000000.0,746000000.0,,316000000.0,13065000000,1855000000.0,1.16,1545833333.0,217000000.0,1976000000.0,329000000.0,7246000000,-2181000000.0,591000000.0,-4992000000,180000000.0,1157000000.0,5193000000,852000000.0,2010000000.0,981000000.0,,1803000000.0,3455000000,,631000000.0,2319000000,1443000000.0,1759000000,,,,1599137931.0,-360000000.0,3167000000,0.0,1157000000,
2007-12-31,,1157000000.0,5294000000,82000000.0,3425000000,-98000000.0,2150000000.0,912000000.0,-4459000000.0,10445000000.0,,1880000000.0,1059000000.0,0.0,-1267000000.0,799000000.0,237000000,3111000000.0,5860000000.0,80000000.0,,23000000,1.37,-2000000.0,2749000000.0,9921000000,565000000.0,631000000,-140000000.0,,5673000000,,810000000.0,1672000000.0,5000000.0,2150000000.0,-159000000.0,1291000000.0,1514000000,-2152000000.0,856000000.0,,308000000.0,15215000000,2150000000.0,1.34,1569343066.0,323000000.0,2862000000.0,130000000.0,9496000000,-561000000.0,607000000.0,-3002000000,-539000000.0,2216000000.0,5986000000,1077000000.0,1300000000.0,908000000.0,,2077000000.0,3161000000,,609000000.0,2512000000,1684000000.0,1647000000,-250000000.0,,,1604477612.0,-90000000.0,3516000000,0.0,2216000000,
2008-12-31,410000000.0,2216000000.0,4619000000,59000000.0,8344000000,-2594000000.0,5257000000.0,901000000.0,-5070000000.0,13269000000.0,-24000000.0,1128000000.0,-343000000.0,0.0,-1921000000.0,804000000.0,335000000,3210000000.0,5948000000.0,-2405000000.0,118000000.0,78000000,3.37,61000000.0,2738000000.0,14637000000,627000000.0,798000000,71000000.0,-15000000.0,5765000000,,207000000.0,1218000000.0,-136000000.0,5256000000.0,-313000000.0,1523000000.0,1527000000,-1865000000.0,512000000.0,,277000000.0,19256000000,5257000000.0,3.32,1559940653.0,-533000000.0,2083000000.0,23000000.0,13443000000,-1699000000.0,695000000.0,1940000000,-798000000.0,1873000000.0,8199000000,1520000000.0,943000000.0,-23000000.0,28000000.0,2128000000.0,3713000000,,846000000.0,2052000000,2277000000.0,1402000000,-625000000.0,,3056000000.0,1583433735.0,-643000000.0,2816000000,19000000.0,1873000000,
2009-12-31,-201000000.0,1873000000.0,5521000000,82000000.0,129000000,-218000000.0,2008000000.0,881000000.0,-5503000000.0,13498000000.0,-96000000.0,915000000.0,668000000.0,0.0,-890000000.0,808000000.0,371000000,3302000000.0,5395000000.0,-74000000.0,127000000.0,74000000,1.3,3000000.0,2093000000.0,15774000000,563000000.0,579000000,152000000.0,-410000000.0,5700000000,,1187000000.0,1454000000.0,238000000.0,2008000000.0,-312000000.0,1934000000.0,1930000000,-1372000000.0,753000000.0,,509000000.0,21295000000,2008000000.0,1.28,1544615385.0,43000000.0,1281000000.0,20000000.0,15543000000,-1370000000.0,792000000.0,3636000000,-15000000.0,2541000000.0,7995000000,639000000.0,1042000000.0,1358000000.0,167000000.0,2077000000.0,4161000000,,550000000.0,1539000000,2808000000.0,1373000000,0.0,,3992000000.0,1568750000.0,-401000000.0,3583000000,0.0,2541000000,
2010-12-31,-162000000.0,2541000000.0,8859000000,109000000.0,153000000,68000000.0,3558000000.0,1015000000.0,-6420000000.0,15363000000.0,-84000000.0,1131000000.0,2057000000.0,0.0,-1007000000.0,813000000.0,367000000,3583000000.0,6632000000.0,287000000.0,92000000.0,57000000,2.28,-364000000.0,3049000000.0,16974000000,603000000.0,738000000,-88000000.0,-63000000.0,6407000000,,2828000000.0,1577000000.0,-160000000.0,3558000000.0,-313000000.0,3845000000.0,2262000000,-2768000000.0,973000000.0,,537000000.0,25833000000,3558000000.0,2.25,1560526316.0,257000000.0,2061000000.0,15000000.0,19375000000,-1769000000.0,854000000.0,6881000000,-2000000.0,4598000000.0,8943000000,1472000000.0,1752000000.0,2471000000.0,179000000.0,3835000000.0,4421000000,,798000000.0,1986000000,4808000000.0,1246000000,,,4372000000.0,1581333333.0,43000000.0,6350000000,7000000.0,4598000000,
2011-12-31,-84000000.0,4598000000.0,8677000000,89000000.0,196000000,115000000.0,2805000000.0,1033000000.0,-7204000000.0,17875000000.0,-56000000.0,1093000000.0,63000000.0,0.0,-2432000000.0,818000000.0,347000000,4324000000.0,7890000000.0,408000000.0,86000000.0,27000000,1.8,0.0,3566000000.0,19171000000,671000000.0,975000000,-332000000.0,-215000000.0,6719000000,,757000000.0,1719000000.0,-201000000.0,2805000000.0,-354000000.0,3213000000.0,2364000000,-2582000000.0,1082000000.0,,664000000.0,27848000000,2805000000.0,1.77,1562000000.0,2769000000.0,3171000000.0,0.0,21078000000,-2056000000.0,957000000.0,9332000000,-980000000.0,4661000000.0,10671000000,1847000000.0,1164000000.0,1436000000.0,262000000.0,3189000000.0,4622000000,-27000000.0,977000000.0,2097000000,4259000000.0,1361000000,-780000000.0,,4726000000.0,1583000000.0,-89000000.0,5825000000,2000000.0,4661000000,
