date,annualPurchaseOfBusiness,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,annualCapitalStock,annualOtherIntangibleAssets,annualGoodwill,annualSaleOfInvestment,annualNetPPE,annualOperatingCashFlow,annualInventory,annualCurrentLiabilities,annualGrossProfit,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualBasicEPS,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualEndCashPosition,annualOperatingIncome,annualPretaxIncome,annualOtherIncomeExpense,annualGrossPPE,annualAccountsPayable,annualNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualDilutedAverageShares,annualOperatingExpense,annualTaxProvision,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAssets,annualTotalRevenue,annualDilutedEPS,annualInterestExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,annualBasicAverageShares,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualStockBasedCompensation,annualChangeInAccountPayable,annualResearchAndDevelopment,annualChangesInAccountReceivables,annualCurrentDeferredRevenue
2006-12-31,,102000000,600000000,6084000000,,8701000000,-9137000000,-889000000,5951000000,689000000,,669000000,,28082000000,689000000,,6497000000,6897000000,1585000000,6564000000,,1.302222,-42000000,1979000000,0,783000000,253000000,1204000000,5964000000,1515000000,602000000,28082000000,6497000000,1170000000,,,923684211,933000000,345000000,,1204000000,-9031000000,9595000000,6897000000,1.266667,1185000000,1328000000,775000000,2362000000,2271000000,898464164,146000000,1170000000,,24393000000,-418000000,40708000000,30890000000,4222000000,951000000,22808000000,,1665000000,,1170000000,-258000000,333000000,-8342000000,31113000000,,,,,,,,
2007-12-31,,467000000,1034000000,7514000000,,4471000000,-7398000000,-528000000,2892000000,870000000,1773000000,1528000000,115000000,37790000000,3284000000,,10055000000,3652000000,2617000000,3188000000,,0.846667,445000000,2913000000,4682000000,636000000,357000000,1561000000,2154000000,943000000,673000000,37790000000,5212000000,787000000,-221000000,,952016129,1498000000,156000000,,1561000000,-7621000000,11149000000,9343000000,0.826667,1786000000,181000000,1352000000,3357000000,43000000,929527559,200000000,787000000,,33772000000,1472000000,55597000000,43827000000,4867000000,1204000000,31155000000,5691000000,0,161000000,787000000,-316000000,464000000,-4337000000,44448000000,,,,,,,,
2008-12-31,,157000000,1330000000,5788000000,,-1121000000,-765000000,-187000000,7310000000,2148000000,1632000000,2011000000,126000000,36375000000,1567000000,,8903000000,4809000000,25205000000,5645000000,-1522000000,0.693333,-770000000,2919000000,0,319000000,-319000000,1242000000,2846000000,2331000000,-313000000,37812000000,8903000000,1870000000,-266000000,,887850000,1963000000,461000000,,1242000000,-1457000000,12290000000,12868000000,0.68,1984000000,,1677000000,1303000000,676000000,871650000,-194000000,649000000,-1437000000,32591000000,-279000000,53611000000,41494000000,4368000000,1561000000,7386000000,8059000000,0,,649000000,-342000000,640000000,110000000,41321000000,,,,,,,,
2009-12-31,,378000000,1275000000,7547000000,,1344000000,-2386000000,,8605000000,2433000000,1822000000,2343000000,,41664000000,1175000000,,10017000000,4515000000,11351000000,5054000000,-1069000000,0.48,605000000,5672000000,0,0,133000000,1375000000,2851000000,1995000000,-370000000,45443000000,10017000000,2019000000,-4000000,,870450000,1664000000,-24000000,,1375000000,-2386000000,16073000000,12082000000,0.473333,1784000000,2125000000,4297000000,0,0,858300000,,454000000,-3779000000,44338000000,-519000000,61902000000,54355000000,4451000000,1242000000,32987000000,7567000000,0,,454000000,-341000000,393000000,-1211000000,45829000000,,,,,,,,
2010-12-31,,-1865000000,795000000,14453000000,4970000000,854000000,-1904000000,-1063000000,7869000000,14453000000,3805000000,2546000000,,18148000000,1454000000,5849000000,13239000000,3424000000,3269000000,5959000000,-674000000,1.6,,6132000000,0,-513000000,404000000,1713000000,2212000000,3335000000,2952000000,,10334000000,3195000000,,6629000000,911250000,1212000000,140000000,,1713000000,-546000000,19850000000,13988000000,1.553333,1829000000,,4419000000,3206000000,327000000,862350000,43000000,1454000000,,35700000000,-714000000,78131000000,48939000000,,1309000000,27461000000,10564000000,0,2905000000,1454000000,-817000000,417000000,908000000,58281000000,,,,,,,,
2011-12-31,,-543000000,904000000,18891000000,5817000000,2650000000,-2977000000,-1390000000,4149000000,2140000000,3968000000,2607000000,,22832000000,676000000,6060000000,12967000000,4100000000,1650000000,7438000000,,2,7345000000,15201000000,0,359000000,349000000,2027000000,2715000000,4182000000,3819000000,24801000000,5342000000,3674000000,,28366000000,1015743945,1385000000,508000000,3924000000,2027000000,-2061000000,27984000000,15921000000,1.926667,2352000000,406000000,13174000000,3155000000,1505000000,978500000,411000000,1957000000,-1969000000,40656000000,-279000000,91030000000,53623000000,5990000000,1713000000,28415000000,11821000000,0,3701000000,1957000000,-1064000000,481000000,-1385000000,63046000000,,,,,,,,
2012-12-31,-1585000000,-861000000,1263000000,21061000000,6419000000,3923000000,-4562000000,-1327000000,6945000000,2901000000,5764000000,2490000000,2215000000,31114000000,1497000000,6579000000,11599000000,4741000000,425000000,7023000000,-7321000000,1.346667,7862000000,2844000000,4416000000,-32000000,858000000,2844000000,3478000000,3263000000,2440000000,34221000000,11599000000,2747000000,-612000000,14800000000,1050761421,1263000000,516000000,,2844000000,-3544000000,16368000000,18590000000,1.313333,2497000000,54000000,380000000,3283000000,4305000000,1024752475,381000000,1380000000,-3107000000,52794000000,-15000000,108644000000,64393000000,6807000000,2027000000,44759000000,13849000000,3111000000,6202000000,1380000000,-469000000,528000000,-2047000000,92276000000,,,,,,,,
2013-12-31,-1692000000,-1820000000,1455000000,20879000000,6164000000,2710000000,-4041000000,-2745000000,6666000000,3098000000,5044000000,1588000000,1502000000,31019000000,2278000000,6291000000,10316000000,6902000000,595000000,8697000000,-10253000000,2.14,-145000000,3663000000,3972000000,1673000000,947000000,3663000000,5447000000,4689000000,1947000000,35065000000,10316000000,3844000000,-388000000,18224000000,1019230769,1455000000,845000000,595000000,3663000000,-1566000000,16620000000,20830000000,2.08,2553000000,85000000,942000000,502000000,1629000000,990654206,686000000,2120000000,-4046000000,54903000000,-539000000,112745000000,65219000000,7159000000,2850000000,46862000000,13928000000,0,8804000000,2120000000,-541000000,975000000,712000000,96125000000,,,,,,,,
2014-12-31,-7644000000,-190000000,1470000000,23702000000,8097000000,6633000000,-9596000000,-3877000000,3110000000,3549000000,4327000000,1406000000,3651000000,34617000000,2574000000,5620000000,17183000000,6256000000,3541000000,10581000000,-8650000000,3.193333,7235000000,4394000000,7317000000,-1795000000,-389000000,3160000000,3776000000,6532000000,5458000000,39315000000,4510000000,5209000000,-331000000,19967000000,950400000,2480000000,1323000000,,3160000000,-1098000000,21220000000,18364000000,3.113333,2579000000,108000000,1234000000,446000000,4037000000,925050000,1209000000,2958000000,-4698000000,59050000000,-587000000,129480000000,76233000000,9702000000,3663000000,47412000000,12108000000,2807000000,5356000000,3110000000,-542000000,1010000000,1476000000,108260000000,,,,,,,,
2015-12-31,-11948000000,-145000000,1695000000,25307000000,8785000000,8222000000,-11064000000,-4589000000,7044000000,3739000000,5170000000,7713000000,2823000000,37273000000,2788000000,5281000000,11888000000,5480000000,3331000000,9380000000,-12366000000,2.32,5953000000,2774000000,522000000,1753000000,-54000000,2774000000,3785000000,4865000000,4006000000,42828000000,11366000000,4669000000,-424000000,29372000000,1035840708,1695000000,196000000,,2774000000,-1114000000,16496000000,19913000000,2.26,2820000000,1346000000,1194000000,355000000,802000000,1009051724,64000000,2341000000,-5555000000,70399000000,14000000,139514000000,82287000000,11045000000,3160000000,58283000000,14433000000,355000000,11421000000,2341000000,-584000000,1264000000,1674000000,123018000000,,,,,,,,
2016-12-31,-10679000000,-482000000,2020000000,26453000000,9640000000,6993000000,-8557000000,-3747000000,4294000000,3954000000,6073000000,3783000000,3955000000,45346000000,3083000000,5349000000,20563000000,8237000000,3565000000,8246000000,-20605000000,1.58,5186000000,7528000000,4587000000,-134000000,1519000000,4299000000,4673000000,2993000000,1645000000,52566000000,6028000000,3338000000,-154000000,26448000000,976600000,3564000000,-345000000,,4299000000,-1472000000,22055000000,24411000000,1.55,3233000000,14000000,3229000000,387000000,5318000000,959000000,-558000000,1518000000,-7220000000,69575000000,-504000000,159826000000,90138000000,11490000000,2774000000,56370000000,16174000000,387000000,8521000000,1651000000,-633000000,1544000000,1611000000,137771000000,,,,,,,,
2017-12-31,-13054000000,-1180000000,2345000000,28244000000,11409000000,8185000000,-11394000000,-4623000000,7209000000,4192000000,14242000000,5317000000,2843000000,53005000000,4005000000,6311000000,19389000000,8398000000,3661000000,11117000000,-22070000000,1.37,,5139000000,12580000000,549000000,796000000,5139000000,6053000000,5164000000,2814000000,61267000000,5158000000,4551000000,-131000000,36794000000,980000000,2345000000,613000000,,5139000000,-1690000000,24638000000,40786000000,1.34,3608000000,15000000,2568000000,390000000,2358000000,958800000,327000000,1317000000,-8262000000,93459000000,-1155000000,192720000000,112848000000,,4299000000,78389000000,32388000000,390000000,10859000000,1462000000,-685000000,1339000000,2315000000,168082000000,,,,,,,,
2018-12-31,-21493000000,-1166000000,3102000000,29815000000,12236000000,18136000000,-19833000000,-5288000000,9167000000,4168000000,18762000000,8815000000,4523000000,67294000000,5159000000,6989000000,25241000000,13017000000,3876000000,15196000000,-28243000000,3.47,,11772000000,15098000000,5000000,3462000000,8390000000,8150000000,7240000000,4048000000,77258000000,6873000000,7488000000,-406000000,36492000000,977400000,4867000000,-248000000,,8390000000,-1962000000,37544000000,56771000000,3.4,4854000000,11000000,3382000000,333000000,-319000000,957600000,-1109000000,3328000000,-9964000000,133890000000,-1326000000,256281000000,159131000000,,5139000000,117778000000,43754000000,333000000,440000000,3584000000,-726000000,1765000000,3197000000,218737000000,,,,,,,,
2019-12-31,-36622000000,-1285000000,4876000000,35013000000,14849000000,28746000000,-36674000000,-10830000000,11129000000,35013000000,27710000000,14550000000,10850000000,89264000000,6328000000,10272000000,44767000000,15098000000,4132000000,17952000000,-44015000000,1.773333,,,25586000000,462000000,-1600000000,6778000000,10222000000,5849000000,2952000000,102398000000,9583000000,5354000000,-283000000,49561000000,1488450000,4876000000,495000000,,6778000000,-3053000000,42517000000,67826000000,1.733333,7227000000,13000000,3605000000,109000000,8235000000,1452900000,-475000000,2581000000,-13134000000,162356000000,-1000000000,323969000000,207123000000,,8390000000,143375000000,52728000000,,,2807000000,-772000000,,3275000000,281452000000,,,,,,,,
