date,annualIncomeTaxPayable,annualOtherNonCashItems,annualDepreciationAndAmortization,annualLongTermDebt,annualInvestingCashFlow,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,annualPurchaseOfInvestment,annualAccountsReceivable,annualCapitalStock,annualGoodwill,annualSaleOfInvestment,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualRepaymentOfDebt,annualOperatingCashFlow,annualNetPPE,annualBasicEPS,annualNetOtherInvestingChanges,annualOperatingIncome,annualEndCashPosition,annualNonCurrentDeferredRevenue,annualGrossPPE,annualInvestmentsAndAdvances,annualPretaxIncome,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualDilutedEPS,annualTaxProvision,annualBasicAverageShares,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualTotalRevenue,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualDilutedAverageShares,annualNetIncome,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,annualCurrentLiabilities,annualGrossProfit,annualInventory,annualOperatingExpense,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,annualOtherCurrentLiabilities,annualCostOfRevenue,annualEbitda,annualOtherIncomeExpense,annualChangeInInventory,annualStockBasedCompensation,annualOtherCurrentAssets,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets
1998-09-30,,-316286224.0,244218872.0,7943611216.0,-2553074552.0,8613314384.0,,137434634352.0,644555544.0,2242864264.0,-656538640.0,412319768.0,,,980757336.0,1789531928.0,,954765832.0,-94008232.0,1989700264.0,1600334032.0,0.660481,-2478981888.0,1830544496.0,0.0,,,9001499184.0,1826493872.0,,1804552992.0,,-398311360.0,1273077368.0,1600334032.0,,0.640365,553416504.0,1927500696.0,81012480.0,954765832.0,5627835720.0,,-113079920.0,1273077368.0,5408595696.0,-926917792.0,,,128816256688.0,901770168.0,1988050457.0,1273077368.0,,321349504.0,-709534304.0,5170283984.0,1591388904.0,,,,,,,,,,,,,,,,,,,
1999-09-30,,-1207292036.0,237105596.0,11999658256.0,-9592124512.0,8996065260.0,,140251868368.0,9027025396.0,2788557992.0,-444170664.0,415049744.0,2318638304.0,,295040900.0,1665410088.0,3888868964.0,792242292.0,,501186360.0,1527315620.0,0.764203,-9080975732.0,2153568668.0,345006268.0,,,11267497020.0,2150503308.0,,1930563728.0,,-362019016.0,1456352536.0,743043264.0,,0.755069,694150772.0,1905715063.0,-64066024.0,792242292.0,5759351636.0,,-19005232.0,1456352536.0,4857062920.0,618129844.0,,,131252737748.0,34025496.0,1928768068.0,1456352536.0,,403094840.0,-631157624.0,5606236904.0,139167344.0,,,,,,,,,,,,,,,,,,,
2000-09-30,,-173144240.0,270768120.0,19180329480.0,-10257875240.0,9255849000.0,,167618360000.0,8574323800.0,3435255400.0,-1906428600.0,574691520.0,2722416880.0,,1534352680.0,1534352680.0,3098176720.0,1134647360.0,-112359560.0,2169828880.0,1175170480.0,0.881821,-9467674400.0,2547430680.0,836249840.0,,,9906060880.0,2543746760.0,,1917480360.0,,-418124920.0,1714864760.0,1456990360.0,,0.870844,828882000.0,1944685162.0,486277440.0,1134647360.0,6253454200.0,,97623880.0,1714864760.0,6575797200.0,558113880.0,,,158356985120.0,259716360.0,1969198000.0,1714864760.0,,344446520.0,-764413400.0,4914349280.0,1751703960.0,,,,,,,,,,,,,,,,,,,
2001-09-30,,1782963600.0,393509600.0,21174467600.0,-14488861200.0,9691695200.0,,189884609200.0,11068978800.0,4174447200.0,-866126800.0,620690400.0,2697772000.0,,849899600.0,1501016000.0,2819476000.0,880325600.0,-813388400.0,3651120000.0,1034484000.0,1.022087,-14174459200.0,2586210000.0,1079108800.0,,,13592308400.0,2580124800.0,,1833673600.0,,-298174800.0,1902639200.0,1079108800.0,,1.013138,677485600.0,1861522837.0,233266000.0,880325600.0,7945242800.0,,-12170400.0,1902639200.0,6208932400.0,9253560800.0,,,180178715200.0,-271805600.0,1877965992.0,1902639200.0,,835700800.0,-835700800.0,27993948400.0,3352945200.0,,,,,,,,,,,,,,,,,,,
2002-09-30,,-99456660.0,373883370.0,24727872540.0,-23558335890.0,10452158250.0,,191054402070.0,20392298880.0,5930563800.0,-1873100430.0,657519030.0,4438713900.0,,826963710.0,1753384080.0,82880550.0,686987670.0,-948521850.0,3766460550.0,815912970.0,1.175978,-21900724890.0,2668753710.0,1668661740.0,,,13957084620.0,2663228340.0,,1828897470.0,,-283635660.0,2191730100.0,2123583870.0,,1.172001,471498240.0,1863751579.0,598581750.0,686987670.0,7264019760.0,,-322313250.0,2191730100.0,5074131450.0,47886540.0,,,180585667710.0,1622616990.0,1870075889.0,2191730100.0,,1079288940.0,-979832280.0,7361634630.0,3482824890.0,,,,,,,,,,,,,,,,,,,
2003-09-30,,1927943490.0,413235790.0,23057380610.0,-29497094220.0,13967663820.0,,221372324470.0,23517675280.0,7344126460.0,-2114708420.0,,4908829420.0,,1448531150.0,2558826600.0,1714707940.0,642647830.0,-1673531420.0,6092654370.0,842648070.0,1.142868,-27683856750.0,2911768200.0,1786766850.0,,,12450014940.0,2911768200.0,,1836766910.0,,-323529800.0,2183826150.0,1786766850.0,,1.139901,727942050.0,1910830070.0,111764840.0,642647830.0,7330891150.0,,166176670.0,2183826150.0,5680889170.0,-369118090.0,,,207373778260.0,-357353370.0,1915802970.0,2183826150.0,,1669119650.0,-1039707130.0,11460307870.0,5769124570.0,,,,,,,,,,,,,,,,,,,
2004-09-30,,3659734270.0,427404190.0,25954840940.0,-30055722300.0,14883560700.0,,244994678300.0,24581925230.0,7808715780.0,-654162040.0,819076840.0,7157302320.0,,711882220.0,2392638890.0,-82457400.0,896037080.0,-485124370.0,5491662840.0,1444378790.0,1.277445,-29281997030.0,3493445180.0,1798945610.0,,,13407573240.0,3490696600.0,,1987223340.0,,-284478030.0,2578168040.0,2321175810.0,,1.262614,912528560.0,2018222625.0,17865770.0,896037080.0,8007987830.0,,-136054710.0,2578168040.0,8181148370.0,171786250.0,,,228683230290.0,-997734540.0,2041928713.0,2578168040.0,,1785202710.0,-1678008090.0,14649931400.0,5207184810.0,,,,,,,,,,,,,,,,,,,
2005-09-30,,1889809920.0,450455040.0,26501990400.0,-12566776320.0,16388421120.0,,260145008640.0,8034647040.0,8789783040.0,-598855680.0,879897600.0,7779870720.0,,1696757760.0,2292986880.0,-181232640.0,1154373120.0,-1398643200.0,4570214400.0,840499200.0,1.442361,-13325852160.0,4156531200.0,1846471680.0,,,11845785600.0,4046215680.0,,1579875840.0,,-338826240.0,2822238720.0,2194490880.0,,1.427419,1223976960.0,1956680158.0,38085120.0,1154373120.0,8818675200.0,,157593600.0,2822238720.0,9882432000.0,665832960.0,,,242906895360.0,-749882880.0,1977162244.0,2822238720.0,,1803133440.0,-1438041600.0,19552112640.0,4231388160.0,,,,,,,,,,,,,,,,,,,
2006-09-30,,-2025475200.0,279976400.0,5950503200.0,-28868380000.0,14171628400.0,,299259942000.0,29506029600.0,8522535200.0,-1196262800.0,,5513793600.0,,858683600.0,2948459600.0,186204400.0,,-419294800.0,-1027473200.0,464841200.0,1.660161,-28228051200.0,4541244000.0,2475580800.0,,,14514566000.0,4487660000.0,,2396544400.0,,-421974000.0,3067684000.0,2940422000.0,,1.645267,1419976000.0,1847823469.0,-388484000.0,,9207070800.0,,25452400.0,3067684000.0,12435506800.0,18538724400.0,,,283178044000.0,-2375110800.0,1864551235.0,3067684000.0,,2849329200.0,-1626274400.0,61411282800.0,-1449447200.0,,,,,,,,,,,,,,,,,,,
2007-09-30,,506700000.0,310776000.0,7708596000.0,-60101376000.0,15928396000.0,,375032316000.0,60579926000.0,9721884000.0,-4010812000.0,,6128818000.0,,2432160000.0,2990656000.0,192546000.0,,,-1275758000.0,489810000.0,1.849775,-58130876000.0,5151450000.0,2244118000.0,,,23338602000.0,5083890000.0,,2648352000.0,,-391848000.0,3453442000.0,2997412000.0,,1.833938,1630448000.0,1866952768.0,-797208000.0,,10179040000.0,,59678000.0,3453442000.0,15770756000.0,-3234998000.0,,,357190846000.0,-5672788000.0,1883074199.0,3453442000.0,,3133658000.0,-1630448000.0,87174920000.0,-1667606000.0,,,,,,,,,,,,,,,,,,,
2008-09-30,,1157712900.0,,8730294000.0,-28812500720.0,17874328020.0,,440186484520.0,42085078120.0,11015353560.0,-4882638340.0,,6753957880.0,,4520773980.0,2993605160.0,256847780.0,,,-10742057400.0,506104000.0,2.042052,-27869882020.0,5226789060.0,4815579560.0,,,41206987680.0,5153403980.0,,2918954820.0,,-444106260.0,3864104040.0,4815579560.0,,1.983566,1289299940.0,1892265637.0,2529254740.0,,11436685140.0,,,3864104040.0,21891528520.0,6304790580.0,,,420385165520.0,-15763874340.0,1948059400.0,3864104040.0,,2245836500.0,-1875115320.0,96538072740.0,-11186163660.0,,,,,,,,,,,,,,,,,,,
2009-09-30,,435000000.0,610000000.0,139923000000.0,-31984000000.0,34637000000.0,35000000.0,589587000000.0,9743000000.0,11197000000.0,-3271000000.0,,23684000000.0,,5417000000.0,11541000000.0,,,-14431000000.0,20761000000.0,888000000.0,1.244527,1776000000.0,6096000000.0,3272000000.0,,2021000000.0,69596000000.0,6096000000.0,-1133000000.0,,-41000000.0,-580000000.0,3517000000.0,3272000000.0,,1.223669,2579000000.0,2776776464.0,-1480000000.0,,16505000000.0,,,3446000000.0,18800000000.0,-382000000.0,,7000000.0,553016000000.0,12912000000.0,2816120429.0,3446000000.0,0.0,4809000000.0,-71000000.0,1671000000.0,20181000000.0,,,,,,,,,,,,,,,,,,,
2010-09-30,,-756000000.0,720000000.0,159344000000.0,-34258000000.0,38189000000.0,24000000.0,618277000000.0,35111000000.0,13750000000.0,-12962000000.0,,24686000000.0,,3080000000.0,11504000000.0,,,-1225000000.0,468000000.0,1010000000.0,2.127516,-3852000000.0,8038000000.0,4464000000.0,,2582000000.0,91701000000.0,8038000000.0,-1572000000.0,3934000000.0,-18000000.0,-874000000.0,6412000000.0,4464000000.0,,2.056996,1626000000.0,2980151680.0,1321000000.0,,16910000000.0,1455000000.0,,6346000000.0,22309000000.0,-1013000000.0,,7000000.0,578159000000.0,-7414000000.0,3141240960.0,6346000000.0,,3272000000.0,-2733000000.0,635000000.0,-406000000.0,,,,,,,,,,,,,,,,,,,
2011-09-30,,-8400000000.0,721000000.0,167590000000.0,-21998000000.0,41826000000.0,,670228000000.0,44809000000.0,16059000000.0,-7978000000.0,,25456000000.0,,2845000000.0,11779000000.0,,,4035000000.0,-12014000000.0,1158000000.0,2.314245,2589000000.0,8514000000.0,16258000000.0,,2500000000.0,118151000000.0,8514000000.0,-1342000000.0,,-3000000.0,-1144000000.0,7059000000.0,17997000000.0,,2.22088,1455000000.0,3017403576.0,10797000000.0,,16913000000.0,236000000.0,,6991000000.0,26102000000.0,-1326000000.0,,,626420000000.0,-12447000000.0,3204669864.0,6991000000.0,,4464000000.0,-3746000000.0,272000000.0,-13158000000.0,,,,,,,,,,,,,,,,,,,
2012-09-30,,4092000000.0,850000000.0,156550000000.0,-27688000000.0,44249000000.0,,674965000000.0,5935000000.0,17128000000.0,-8783000000.0,,26355000000.0,,3651000000.0,12134000000.0,,,-9438000000.0,18484000000.0,1137000000.0,1.94476,-2815000000.0,8862000000.0,12523000000.0,,2616000000.0,107228000000.0,8862000000.0,-1479000000.0,7909000000.0,-8000000.0,-855000000.0,6036000000.0,14416000000.0,134000000.0,1.892118,2826000000.0,3063716744.0,-3269000000.0,,17983000000.0,54000000.0,,5970000000.0,24371000000.0,-1147000000.0,,3000000.0,628746000000.0,10461000000.0,3228833256.0,5970000000.0,-270000000.0,16258000000.0,-4050000000.0,266000000.0,17629000000.0,,,,,,,,,,,,,,,,,,,
2013-09-30,908000000.0,1567000000.0,904000000.0,151380000000.0,-7794000000.0,46618000000.0,22000000.0,696603000000.0,-20285000000.0,18897000000.0,-11802000000.0,1727000000.0,27021000000.0,8868000000.0,5043000000.0,3473000000.0,953000000.0,4223000000.0,-17054000000.0,25580000000.0,1174000000.0,2.189097,0.0,9865000000.0,11699000000.0,347000000.0,2764000000.0,79100000000.0,9865000000.0,-1590000000.0,5822000000.0,-68000000.0,-1042000000.0,6890000000.0,13270000000.0,84000000.0,2.140428,2975000000.0,3108016296.0,-2499000000.0,,18639000000.0,-376000000.0,175000000.0,6804000000.0,20144000000.0,-50000000.0,30011000000.0,7000000.0,649122000000.0,15121000000.0,3260044304.0,6816000000.0,0.0,12523000000.0,-5028000000.0,1772000000.0,24538000000.0,,,,,,,,,,,,,,,,,,,
2014-09-30,662000000.0,-565000000.0,1020000000.0,161929000000.0,-14581000000.0,48456000000.0,55000000.0,770842000000.0,-966000000.0,20641000000.0,-12443000000.0,1974000000.0,26943000000.0,9112000000.0,6768000000.0,3494000000.0,1176000000.0,4172000000.0,-385000000.0,28371000000.0,1452000000.0,2.420521,0.0,10740000000.0,25760000000.0,341000000.0,3215000000.0,81933000000.0,10740000000.0,-1763000000.0,6214000000.0,-59000000.0,-1179000000.0,7625000000.0,27288000000.0,-64000000.0,2.370859,3115000000.0,3119091184.0,12824000000.0,,19937000000.0,-53000000.0,332000000.0,7551000000.0,18706000000.0,-75000000.0,36024000000.0,8000000.0,721505000000.0,19203000000.0,3259037496.0,7561000000.0,-7744000000.0,11699000000.0,-5837000000.0,1418000000.0,27192000000.0,,,,,,,,,,,,,,,,,,,
2015-09-30,539000000.0,-273000000.0,1671000000.0,182792000000.0,-18715000000.0,53098000000.0,55000000.0,812156000000.0,5513000000.0,23172000000.0,-26551000000.0,2045000000.0,29280000000.0,8809000000.0,8471000000.0,2765000000.0,1031000000.0,4186000000.0,0.0,-541000000.0,1592000000.0,2.545669,0.0,11416000000.0,14770000000.0,343000000.0,,83783000000.0,11416000000.0,,6185000000.0,-81000000.0,-1307000000.0,8068000000.0,16079000000.0,115000000.0,2.476142,3348000000.0,3145268192.0,-13743000000.0,,20596000000.0,-291000000.0,-78000000.0,8006000000.0,18028000000.0,921000000.0,54833000000.0,,758241000000.0,-10813000000.0,3309377896.0,8012000000.0,0.0,25760000000.0,-4340000000.0,823000000.0,-1848000000.0,,,,,,,,,,,,,,,,,,,
2016-09-30,385000000.0,-379000000.0,1208000000.0,185707000000.0,-7245000000.0,58120000000.0,36000000.0,839202000000.0,4573000000.0,24379000000.0,-24724000000.0,1862000000.0,,8829000000.0,18779000000.0,2691000000.0,727000000.0,4034000000.0,-2207000000.0,5497000000.0,1737000000.0,2.246,0.0,10644000000.0,17015000000.0,388000000.0,,82559000000.0,10644000000.0,,6228000000.0,-70000000.0,-1228000000.0,7460000000.0,18405000000.0,25000000.0,2.178,3184000000.0,3313000000.0,2825000000.0,,20954000000.0,-47000000.0,-285000000.0,7440000000.0,16674000000.0,3465000000.0,60665000000.0,3510000000.0,781021000000.0,-3768000000.0,3520000000.0,7445000000.0,-104000000.0,14770000000.0,-5402000000.0,936000000.0,4269000000.0,,,,,,,,,,,,,,,,,,,
2017-09-30,308000000.0,-200000000.0,1269000000.0,186022000000.0,-1698000000.0,61288000000.0,10000000.0,851875000000.0,552000000.0,26100000000.0,-27080000000.0,2003000000.0,,9012000000.0,26347000000.0,2640000000.0,794000000.0,3838000000.0,-2188000000.0,2820000000.0,1487000000.0,2.38,,,18397000000.0,396000000.0,,86094000000.0,11515000000.0,,6372000000.0,-68000000.0,-1030000000.0,7997000000.0,19445000000.0,-75000000.0,2.293,3518000000.0,3355000000.0,1674000000.0,149000000.0,21506000000.0,148000000.0,-34000000.0,7984000000.0,15716000000.0,-40000000.0,60710000000.0,7000000.0,790533000000.0,-7233000000.0,3595000000.0,7990000000.0,,17015000000.0,-4839000000.0,392000000.0,1790000000.0,,,,,,,,,,,,,,,,,,,
2018-09-30,296000000.0,621000000.0,1144000000.0,189861000000.0,-1620000000.0,64521000000.0,18000000.0,879592000000.0,-11092000000.0,27883000000.0,-24406000000.0,2332000000.0,,8890000000.0,23878000000.0,2873000000.0,1077000000.0,4378000000.0,-7629000000.0,19802000000.0,1329000000.0,2.375,,,26431000000.0,398000000.0,,83368000000.0,11731000000.0,,6603000000.0,-71000000.0,-1192000000.0,8099000000.0,27786000000.0,-83000000.0,2.301,3632000000.0,3406000000.0,7090000000.0,,22152000000.0,241000000.0,-96000000.0,8090000000.0,16066000000.0,-33000000.0,61119000000.0,73000000.0,815019000000.0,9145000000.0,3641000000.0,8095000000.0,,18397000000.0,-5769000000.0,0.0,18610000000.0,,,,,,,,,,,,,,,,,,,
2019-09-30,163000000.0,,,203283000000.0,,65454000000.0,44000000.0,906626000000.0,,27188000000.0,,2142000000.0,,8895000000.0,,3058000000.0,1311000000.0,3781000000.0,,,1155000000.0,,,,,,,110678000000.0,,,,,,,20059000000.0,,,,,,,,,,,,,0.0,,841119000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
