date,annualTaxProvision,annualEndCashPosition,annualCurrentDebt,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualFreeCashFlow,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,annualAccountsReceivable,annualCurrentAssets,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,annualRetainedEarnings,annualCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualInventory,annualStockBasedCompensation,annualCapitalStock,annualOperatingCashFlow,annualNetPPE,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualEbitda,annualOtherNonCurrentLiabilities,annualDilutedEPS,annualPurchaseOfBusiness,annualBasicAverageShares,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,annualPretaxIncome,annualGoodwill,annualInterestExpense,annualChangesInAccountReceivables,annualPurchaseOfInvestment,annualGrossPPE,annualDeferredIncomeTax,annualRepaymentOfDebt,annualOperatingIncome,annualOtherIncomeExpense,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualCurrentDeferredRevenue
1989-12-31,571500000.0,0.0,1432200000,898000000.0,8965800000.0,3708300000.0,1139000000,,1386500000.0,0.0,,,4797000000,-1273500000.0,672100000.0,2425800000,279300000.0,3531700000.0,,-1166900000.0,-603700000.0,1192800000.0,1096000000,1214300000.0,8282500000,548700000,1145300000.0,-490700000.0,0.275,,3603500000,1192900000.0,1680100000.0,41400000.0,3347900000.0,3485500000,24500000.0,183800000.0,5618300000,,-1690500000.0,789100000,,300000000.0,1134600000.0,2021200000,3658000000,4679000000,5257500000.0,232000000,4418148148.0,296100000,,1909600000.0,294200000,0.27,,4337818182.0,-34700000.0,1096000000,1764300000.0,,308000000.0,,-145000000.0,3294700000.0,37000000.0,,1725800000.0,346600000.0,-462500000.0,-49300000.0,839300000.0,529500000.0,,,
1990-12-31,632500000.0,0.0,2000900000,779200000.0,10236400000.0,3965000000.0,1132500000,,1576400000.0,0.0,,,5429000000,-1400200000.0,690900000.0,2474700000,-178200000.0,4319800000.0,,-531700000.0,176500000.0,1381900000.0,1429600000,1381900000.0,9278200000,535900000,1096000000.0,-552600000.0,0.255,,4142800000,1363700000.0,258100000.0,29900000.0,4075900000.0,3849200000,97800000.0,243900000.0,6447600000,,-543600000.0,982300000,,75000000.0,1283900000.0,2385600000,4296500000,5135400000,6271400000.0,275100000,5454800000.0,264600000,,2195500000.0,332000000,0.25,,5347843137.0,-169400000.0,1429600000,2014400000.0,,231000000.0,,-300500000.0,3785800000.0,-30300000.0,,1951600000.0,293900000.0,-593000000.0,333500000.0,719200000.0,-439700000.0,,,
1991-12-31,765300000.0,0.0,1302300000,1128500000.0,11571600000.0,4387000000.0,1679000000,,1914400000.0,100000.0,,,5796600000,-1554800000.0,1292700000.0,2884600000,222900000.0,4865600000.0,,-474100000.0,-158400000.0,1618000000.0,1058300000,1618000000.0,10222400000,985300000,1429600000.0,-640100000.0,0.305,,4144200000,1617500000.0,182800000.0,39400000.0,4604200000.0,4425800000,33300000.0,261400000.0,7425500000,,-1331500000.0,987800000,,,2084400000.0,2889900000,4117600000,6078200000,7184600000.0,303700000,5391666667.0,200000000,,2580400000.0,493700000,0.3,,5303278689.0,-3000000.0,1058300000,2383300000.0,,192500000.0,,-401400000.0,4444700000.0,-66100000.0,,2319000000.0,256700000.0,-791700000.0,-371300000.0,900900000.0,-1124700000.0,,,
1992-12-31,862300000.0,0.0,2087300000,1187900000.0,13073900000.0,4732500000.0,1860300000,,2253000000.0,0.0,,,7163500000,-1716600000.0,1149100000.0,2894600000,-43200000.0,5571300000.0,,-1259500000.0,199300000.0,1883800000.0,955600000,1664400000.0,11051900000,1120100000,1058300000.0,-738000000.0,0.315,,4247700000,1664400000.0,247100000.0,131300000.0,5249400000.0,3888400000,103100000.0,321900000.0,8165000000,,-917400000.0,1018600000,,,2232400000.0,3526300000,5303200000,6804200000,8341400000.0,383300000,5369032258.0,81600000,,3092000000.0,658600000,0.31,,5283809524.0,-138100000.0,955600000,2746100000.0,,171400000.0,,-769700000.0,5242900000.0,-26600000.0,,2770100000.0,147300000.0,-1083300000.0,-102600000.0,962900000.0,-1359500000.0,,,
1993-12-31,997000000.0,0.0,1672000000,1144000000.0,13957000000.0,4800000000.0,2266000000,,2217000000.0,0.0,,,7437000000,-1867000000.0,1708000000.0,3309000000,54000000.0,6055000000.0,,-680000000.0,702000000.0,2188000000.0,998000000,2176000000.0,12021000000,1428000000,956000000.0,-883000000.0,0.42,,4434000000,2176000000.0,29000000.0,145000000.0,5695000000.0,4584000000,78000000.0,360000000.0,9458000000,,-1540000000.0,1049000000,,,2508000000.0,3729000000,5171000000,7587000000,9157000000.0,549000000,5243373494.0,113000000,,3462000000.0,725000000,0.415,,5180952381.0,-41000000.0,998000000,3185000000.0,,168000000.0,,-816000000.0,5596000000.0,-62000000.0,,3102000000.0,251000000.0,-800000000.0,42000000.0,1282000000.0,-885000000.0,,,
1994-12-31,1174000000.0,1386000000.0,2083000000,1247000000.0,16172000000.0,5756000000.0,2461000000,,2564000000.0,0.0,,,8638000000,-2077000000.0,2305000000.0,3928000000,129000000.0,6708000000.0,,-1192000000.0,-55000000.0,2554000000.0,1386000000,2554000000.0,13873000000,1426000000,998000000.0,-1006000000.0,0.495,,5205000000,2554000000.0,856000000.0,69000000.0,6297000000.0,5235000000,41000000.0,411000000.0,11006000000,,-1792000000.0,1047000000,,,3183000000.0,4080000000,6177000000,8668000000,10416000000.0,660000000,5172000000.0,180000000,,4119000000.0,855000000,0.495,,5160000000.0,43000000.0,1386000000,3728000000.0,,199000000.0,,-758000000.0,6157000000.0,58000000.0,,3708000000.0,219000000.0,-878000000.0,388000000.0,1530000000.0,-1037000000.0,,,
1995-12-31,1342000000.0,1167000000.0,2923000000,1416000000.0,18018000000.0,6486000000.0,2301000000,,2894000000.0,0.0,,,9649000000,-2321000000.0,2178000000.0,4311000000,-405000000.0,7440000000.0,,-1796000000.0,-172000000.0,2986000000.0,1167000000,2986000000.0,15041000000,1141000000,1386000000.0,-1110000000.0,0.5925,,5450000000,2986000000.0,580000000.0,86000000.0,6986000000.0,5392000000,-29000000.0,454000000.0,12882000000,,-2278000000.0,1117000000,,,3115000000.0,4336000000,7348000000,9591000000,11532000000.0,944000000,5064000000.0,194000000,,4546000000.0,966000000,0.5925,,5048000000.0,-80000000.0,1167000000,4328000000.0,,272000000.0,,-190000000.0,6657000000.0,157000000.0,,4092000000.0,508000000.0,-937000000.0,-219000000.0,1531000000.0,-1013000000.0,,,
1996-12-31,1104000000.0,1433000000.0,3397000000,1884000000.0,18546000000.0,6259000000.0,2599000000,,2972000000.0,0.0,,,10005000000,-2031000000.0,2473000000.0,5948000000,36000000.0,8372000000.0,,-1521000000.0,-175000000.0,3492000000.0,1433000000,3492000000.0,16161000000,1116000000,1167000000.0,-1247000000.0,0.7,,5910000000,3492000000.0,1302000000.0,124000000.0,7893000000.0,6156000000,181000000.0,479000000.0,15127000000,,-2102000000.0,952000000,,,3463000000.0,3550000000,7406000000,10251000000,12287000000.0,753000000,4994000000.0,301000000,,4394000000.0,1182000000,0.7,,4988000000.0,-33000000.0,1433000000,4596000000.0,,286000000.0,,-623000000.0,5581000000.0,-145000000.0,,3915000000.0,967000000.0,-990000000.0,266000000.0,1037000000.0,-1050000000.0,,,
1997-12-31,1926000000.0,1737000000.0,3074000000,1634000000.0,18868000000.0,5389000000.0,2250000000,,3249000000.0,0.0,,,9629000000,-2028000000.0,2940000000.0,6501000000,-47000000.0,8478000000.0,,-1262000000.0,82000000.0,4129000000.0,1737000000,4129000000.0,16940000000,801000000,1433000000.0,-1387000000.0,0.835,,5969000000,4129000000.0,1999000000.0,150000000.0,7852000000.0,7311000000,,626000000.0,17869000000,,-3095000000.0,959000000,,,4033000000.0,3743000000,7379000000,10971000000,13479000000.0,727000000,5030000000.0,448000000,,5627000000.0,1001000000,0.82,,4954000000.0,-43000000.0,1737000000,6055000000.0,,258000000.0,,-459000000.0,5771000000.0,380000000.0,,5001000000.0,1312000000.0,-1093000000.0,304000000.0,1056000000.0,-500000000.0,,,
1998-12-31,1665000000.0,1648000000.0,4462000000,2017000000.0,18813000000.0,4917000000.0,2102000000,,3141000000.0,0.0,159000000.0,,10742000000,-2016000000.0,2570000000.0,8549000000,-550000000.0,8929000000.0,,-1563000000.0,-350000000.0,3533000000.0,1648000000,3533000000.0,19145000000,687000000,1737000000.0,-1480000000.0,0.715,,6380000000,3533000000.0,1036000000.0,302000000.0,8284000000.0,8403000000,,645000000.0,19922000000,,-1333000000.0,890000000,,,3433000000.0,3669000000,8640000000,12765000000,13896000000.0,547000000,4992000000.0,424000000,,5612000000.0,991000000,0.71,,4934000000.0,-12000000.0,1807000000,5198000000.0,,277000000.0,,-610000000.0,5685000000.0,-38000000.0,,4967000000.0,289000000.0,-863000000.0,-89000000.0,1037000000.0,-2161000000.0,,,
1999-12-31,1388000000.0,1611000000.0,5373000000,1794000000.0,19805000000.0,5217000000.0,2254000000,,3714000000.0,0.0,201000000.0,,12110000000,-2204000000.0,2814000000.0,8916000000,-557000000.0,10606000000.0,-1551000000.0,-15000000.0,-179000000.0,2431000000.0,1611000000,2431000000.0,21623000000,854000000,1648000000.0,-1580000000.0,0.49,1798000000.0,6480000000,2431000000.0,176000000.0,168000000.0,9814000000.0,9513000000,,792000000.0,20773000000,,-471000000.0,1076000000,,867000000.0,3883000000.0,4267000000,9856000000,15143000000,14588000000.0,1960000000,4974000000.0,498000000,,4774000000.0,902000000,0.49,,4938000000.0,-163000000.0,1812000000,3819000000.0,,337000000.0,,-518000000.0,6471000000.0,97000000.0,,3982000000.0,-86000000.0,-1069000000.0,-37000000.0,769000000.0,-3421000000.0,,,
2000-12-31,1222000000.0,1819000000.0,4816000000,1905000000.0,20458000000.0,6204000000.0,2197000000,,3905000000.0,0.0,73000000.0,,11518000000,-2446000000.0,2852000000.0,8129000000,-852000000.0,10563000000.0,-2722000000.0,-133000000.0,138000000.0,2177000000.0,1819000000,2177000000.0,20834000000,835000000,1611000000.0,-1685000000.0,0.44,1757000000.0,6620000000,2177000000.0,290000000.0,331000000.0,10563000000.0,9316000000,,773000000.0,21265000000,,-2072000000.0,1066000000,,870000000.0,3585000000.0,4168000000,9321000000,14214000000,14254000000.0,1917000000,4974000000.0,358000000,,4464000000.0,1004000000,0.44,,4954000000.0,-2000000.0,1892000000,3399000000.0,,447000000.0,,-508000000.0,6614000000.0,3000000.0,,3691000000.0,-190000000.0,-733000000.0,208000000.0,600000000.0,-1165000000.0,,,
2001-12-31,1691000000.0,1866000000.0,3899000000,0.0,20092000000.0,6044000000.0,2622000000,,3679000000.0,0.0,68000000.0,,11051000000,-2652000000.0,3341000000.0,8214000000,-462000000.0,8696000000.0,-2788000000.0,-277000000.0,142000000.0,3979000000.0,1866000000,3969000000.0,22417000000,1219000000,1819000000.0,-1791000000.0,0.8,1882000000.0,7171000000,3969000000.0,455000000.0,164000000.0,8696000000.0,11366000000,,803000000.0,23443000000,851000000.0,-2830000000.0,1055000000,,873000000.0,4110000000.0,4453000000,8429000000,15246000000,14048000000.0,2579000000,4974000000.0,442000000,,6155000000.0,961000000,0.8,,4974000000.0,-17000000.0,1934000000,5670000000.0,,289000000.0,,-456000000.0,7105000000.0,56000000.0,,5352000000.0,282000000.0,-769000000.0,47000000.0,0.0,-1188000000.0,,,
2002-12-31,1523000000.0,2126000000.0,2655000000,0.0,19564000000.0,7105000000.0,5360000000,,3692000000.0,0.0,219000000.0,,12701000000,-3090000000.0,3891000000.0,7685000000,-407000000.0,7001000000.0,-3047000000.0,-691000000.0,52000000.0,3976000000.0,2126000000,3050000000.0,24501000000,2701000000,1866000000.0,-1987000000.0,0.615,2097000000.0,7352000000,3050000000.0,243000000.0,107000000.0,7001000000.0,11800000000,,806000000.0,24506000000,994000000.0,-3327000000.0,1294000000,,873000000.0,4742000000.0,5911000000,7341000000,17149000000,12459000000.0,3553000000,4966000000.0,399000000,,6264000000.0,2260000000,0.615,,4956000000.0,-49000000.0,2345000000,5499000000.0,,199000000.0,,-156000000.0,9001000000.0,40000000.0,,5458000000.0,31000000.0,-851000000.0,260000000.0,0.0,-1187000000.0,,,
2003-12-31,1148000000.0,3362000000.0,2906000000,0.0,21044000000.0,7762000000.0,5366000000,,4058000000.0,0.0,120000000.0,,13252000000,-3525000000.0,4644000000.0,8860000000,-168000000.0,8061000000.0,-1995000000.0,-1440000000.0,178000000.0,4347000000.0,3362000000,4347000000.0,27342000000,2517000000,2260000000.0,-2166000000.0,0.885,2091000000.0,8396000000,4347000000.0,147000000.0,98000000.0,8061000000.0,14090000000,,850000000.0,26687000000,922000000.0,-3601000000.0,1252000000,,874000000.0,5456000000.0,6097000000,7886000000,18946000000,13282000000.0,3989000000,4924000000.0,337000000,,6071000000.0,2512000000,0.885,,4918000000.0,111000000.0,3482000000,5495000000.0,,178000000.0,,-177000000.0,9622000000.0,-188000000.0,,5221000000.0,276000000.0,-812000000.0,1102000000.0,0.0,-936000000.0,,,
2004-12-31,1375000000.0,6707000000.0,6021000000,0.0,21962000000.0,7638000000.0,4421000000,,4283000000.0,0.0,61000000.0,,15392000000,-4058000000.0,5213000000.0,9306000000,-617000000.0,8626000000.0,-1348000000.0,-1739000000.0,63000000.0,4847000000.0,6707000000,4847000000.0,31327000000,1157000000,3362000000.0,-2429000000.0,1.0,2171000000.0,12094000000,4847000000.0,161000000.0,193000000.0,8626000000.0,15935000000,,893000000.0,29105000000,667000000.0,-2261000000.0,1420000000,,875000000.0,5968000000.0,6091000000,10971000000,19233000000,14324000000.0,3836000000,4858000000.0,450000000,,6591000000.0,2814000000,1.0,,4852000000.0,-57000000.0,6768000000,6222000000.0,,196000000.0,,-46000000.0,10149000000.0,162000000.0,,5698000000.0,563000000.0,-755000000.0,3345000000.0,0.0,-503000000.0,,,
2005-12-31,1818000000.0,4701000000.0,4546000000,0.0,23104000000.0,8195000000.0,3236000000,,4493000000.0,0.0,66000000.0,,13072000000,-4353000000.0,5524000000.0,9570000000,430000000.0,8824000000.0,-1669000000.0,-2055000000.0,-28000000.0,4872000000.0,4701000000,4872000000.0,29427000000,1154000000,6707000000.0,-2678000000.0,1.02,2281000000.0,10250000000,4872000000.0,33000000.0,230000000.0,8824000000.0,16355000000,,932000000.0,31299000000,797000000.0,-6785000000.0,1424000000,,877000000.0,6423000000.0,5786000000,9836000000,19177000000,14909000000.0,3821000000,4786000000.0,352000000,,7017000000.0,1730000000,1.02,,4784000000.0,-79000000.0,4767000000,6690000000.0,,240000000.0,,-53000000.0,10139000000.0,-88000000.0,,6085000000.0,610000000.0,-899000000.0,-2006000000.0,0.0,-1496000000.0,,,
2006-12-31,1498000000.0,2440000000.0,3268000000,0.0,24088000000.0,8164000000.0,4153000000,,929000000.0,0.0,150000000.0,,13043000000,-5008000000.0,4550000000.0,9484000000,-615000000.0,9616000000.0,-1291000000.0,-2416000000.0,-62000000.0,5080000000.0,2440000000,5080000000.0,29963000000,1314000000,4701000000.0,-2911000000.0,1.08,2587000000.0,8441000000,5080000000.0,640000000.0,148000000.0,9616000000.0,16920000000,376000000.0,938000000.0,33468000000,4693000000.0,-6583000000.0,1641000000,,878000000.0,5957000000.0,6903000000,8890000000,21522000000,15924000000.0,3732000000,4700000000.0,608000000,,7246000000.0,2231000000,1.08,,4696000000.0,-150000000.0,2590000000,6578000000.0,1403000000.0,220000000.0,,-82000000.0,11911000000.0,-35000000.0,,6308000000.0,297000000.0,-1407000000.0,-2261000000.0,0.0,-1700000000.0,,,
2007-12-31,1892000000.0,4093000000.0,6052000000,0.0,28857000000.0,10406000000.0,8300000000,,1380000000.0,0.0,215000000.0,,21525000000,-5951000000.0,5502000000.0,10452000000,6000000.0,11199000000.0,626000000.0,-1838000000.0,-6000000.0,5981000000.0,4093000000,5981000000.0,43269000000,3277000000,2440000000.0,-3149000000.0,1.295,3317000000.0,12105000000,5981000000.0,448000000.0,1619000000.0,11199000000.0,21744000000,313000000.0,1163000000.0,36235000000,5793000000.0,973000000.0,2220000000,,880000000.0,7150000000.0,8493000000,13225000000,31164000000,18451000000.0,7963000000,4662000000.0,1890000000,,8415000000.0,3133000000,1.285,,4626000000.0,-258000000.0,4308000000,7873000000.0,4256000000.0,456000000.0,,-99000000.0,14444000000.0,109000000.0,,7252000000.0,841000000.0,-1648000000.0,1653000000.0,0.0,-6719000000.0,,,
2008-12-31,1632000000.0,4701000000.0,6531000000,0.0,31944000000.0,11374000000.0,7059000000,,6205000000.0,0.0,278000000.0,5779000000.0,20047000000,-6074000000.0,5603000000.0,1733000000,-688000000.0,12124000000.0,-2674000000.0,-1079000000.0,-4000000.0,5807000000.0,4701000000,5807000000.0,40519000000,2781000000,4093000000.0,-3521000000.0,1.254995,3090000000.0,12176000000,5807000000.0,479000000.0,586000000.0,11774000000.0,20472000000,190000000.0,1228000000.0,38513000000,4835000000.0,-3985000000.0,2187000000,266000000.0,880000000.0,7571000000.0,8326000000,12988000000,28343000000,20570000000.0,8476000000,4672000000.0,877000000,252000000.0,9105000000.0,3401000000,1.245,-759000000.0,4632000000.0,-165000000.0,4979000000,7439000000.0,4029000000.0,438000000.0,148000000.0,-240000000.0,14400000000.0,-360000000.0,-4308000000.0,8446000000.0,-902000000.0,-1968000000.0,608000000.0,0.0,-2363000000.0,,,
2009-12-31,2040000000.0,9151000000.0,6800000000,0.0,30990000000.0,11088000000.0,9604000000,,6657000000.0,0.0,62000000.0,6755000000.0,23325000000,-6906000000.0,6193000000.0,1976000000,-564000000.0,11671000000.0,-757000000.0,-1518000000.0,-48000000.0,6906000000.0,9151000000,6824000000.0,48671000000,5059000000,4701000000.0,-3800000000.0,1.481546,3758000000.0,17551000000,6824000000.0,,662000000.0,11358000000.0,24799000000,221000000.0,1236000000.0,41537000000,5247000000.0,-2293000000.0,2354000000,241000000.0,880000000.0,8186000000.0,9561000000,13721000000,31120000000,19902000000.0,8604000000,4658000000.0,1580000000,264000000.0,10537000000.0,2965000000,1.465,-300000000.0,4628000000.0,-50000000.0,9213000000,8946000000.0,4224000000.0,355000000.0,-404000000.0,-22000000.0,16467000000.0,353000000.0,-12326000000.0,8231000000.0,821000000.0,-1993000000.0,4450000000.0,0.0,-2019000000.0,,,
2010-12-31,2384000000.0,8517000000.0,9376000000,0.0,35119000000.0,12693000000.0,23096000000,,8859000000.0,50000000.0,2820000000.0,7585000000.0,41604000000,-6979000000.0,7317000000.0,9632000000,370000000.0,13977000000.0,-1450000000.0,-2961000000.0,0.0,11859000000.0,8517000000,11809000000.0,72921000000,14041000000,7021000000.0,-4068000000.0,2.56,4430000000.0,21579000000,11809000000.0,4032000000.0,1666000000.0,13158000000.0,31003000000,477000000.0,1443000000.0,49278000000,6972000000.0,-3465000000.0,2650000000,380000000.0,880000000.0,9532000000.0,14727000000,18508000000,51342000000,22426000000.0,7733000000,4666000000.0,4261000000,273000000.0,16419000000.0,4794000000,2.53,-2511000000.0,4616000000.0,182000000.0,11337000000,14243000000.0,11665000000.0,733000000.0,-41000000.0,-4817000000.0,21706000000.0,617000000.0,-13403000000.0,8449000000.0,6210000000.0,-2215000000.0,1496000000.0,273000000.0,-4405000000.0,,,
