date,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOperatingIncome,annualRetainedEarnings,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualLongTermDebt,annualCostOfRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualFreeCashFlow,annualPretaxIncome,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualOtherNonCurrentAssets,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,annualAccountsReceivable,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualCurrentLiabilities,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualDilutedEPS,annualNetPPE,annualOtherIncomeExpense,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,annualAccumulatedDepreciation,annualPurchaseOfBusiness,annualOperatingExpense,annualNetIncomeContinuousOperations,annualInvestingCashFlow,annualCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualChangesInAccountReceivables,annualInventory,annualInterestExpense,annualPurchaseOfInvestment,annualCapitalStock,annualTotalRevenue,annualDeferredIncomeTax,annualResearchAndDevelopment,annualGrossProfit,annualGoodwill,annualDilutedAverageShares,annualNetOtherFinancingCharges,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualStockBasedCompensation,annualOtherShortTermInvestments
1989-12-31,-11000000.0,,-296000000.0,826000000,3560000000,10926000000,6452000000,0,1706000000,497000000,-121000000.0,2288000000,8256000000,,627000000.0,1550000000.0,-182000000,659000000,,-9000000.0,4474000000,1573000000,-50000000.0,1566000000,471000000.0,,148000000.0,162000000,,5708000000,497000000,907000000,3904000000,,2548000000,1000000.0,147000000.0,,0,1297000000,,0.615,3505000000,205000000,648000000,74000000.0,808130081.0,148000000,0.615,74000000,4138000000.0,5218000000,-633000000.0,,2044000000,497000000,-1348000000,-1089000000.0,260000000.0,571000000.0,-137000000.0,,2120000000,372000000,,,11126000000,,,2870000000,,808130081.0,0.0,,,,
1990-12-31,295000000.0,,-444000000.0,542000000,3648000000,11951000000,7411000000,0,1831000000,210000000,-122000000.0,2890000000,8685000000,,721000000.0,1685000000.0,-219000000,288000000,,-32000000.0,4540000000,1676000000,-218000000.0,1888000000,533000000.0,,110000000.0,78000000,,5901000000,210000000,820000000,4259000000,,3152000000,2000000.0,176000000.0,,0,1075000000,,0.26,3986000000,152000000,743000000,-38000000.0,807692308.0,110000000,0.26,148000000,4647000000.0,6050000000,-661000000.0,,2209000000,210000000,-1456000000,-1039000000.0,262000000.0,623000000.0,15000000.0,,2105000000,406000000,,,11436000000,,,2751000000,,807692308.0,0.0,,,,
1991-12-31,443000000.0,,-270000000.0,-180000000,3138000000,12042000000,7998000000,0,1355000000,-404000000,-121000000.0,3892000000,7849000000,,872000000.0,1662000000.0,-133000000,-556000000,,,4044000000,1911000000,,2303000000,602000000.0,,104000000.0,-152000000,,5570000000,-404000000,641000000,3859000000,,4139000000,,120000000.0,,0,422000000,,-0.5,4049000000,93000000,842000000,-6000000.0,808000000.0,104000000,-0.5,110000000,4823000000.0,6472000000,-774000000.0,,2513000000,-404000000,-1044000000,-774000000.0,247000000.0,397000000.0,,,1921000000,469000000,,,10182000000,,,2333000000,,808000000.0,-14000000.0,,,,
1992-12-31,124000000.0,,-481000000.0,31000000,643000000,13935000000,12360000000,0,1553000000,-2435000000,-60000000.0,4119000000,7790000000,,795000000.0,1772000000.0,-137000000,-332000000,,,1575000000,1719000000,15000000.0,4087000000,654000000.0,,119000000.0,-114000000,,5537000000,-2435000000,503000000,4227000000,,8133000000,1000000.0,357000000.0,,3995000000,685000000,,-3.015,3954000000,134000000,902000000,15000000.0,807628524.0,119000000,-3.015,104000000,7842000000.0,8398000000,-3888000000.0,,2373000000,-218000000,-923000000,-640000000.0,19000000.0,430000000.0,188000000.0,,1675000000,497000000,,,10194000000,,,2404000000,,807628524.0,0.0,,,,
1993-12-31,238000000.0,,-748000000.0,798000000,1234000000,14807000000,12608000000,0,1533000000,652000000,-61000000.0,3895000000,8407000000,,838000000.0,2055000000.0,773000000,723000000,,,2199000000,1742000000,-29000000.0,4556000000,668000000.0,,83000000.0,42000000,,6071000000,652000000,1405000000,4671000000,,7937000000,,353000000.0,,4018000000,1466000000,,0.76,3827000000,365000000,1083000000,-36000000.0,852287582.0,83000000,0.765,119000000,7965000000.0,8736000000,-4138000000.0,,2410000000,681000000,-1380000000,-632000000.0,24000000.0,-61000000.0,154000000.0,,1525000000,440000000,,,11615000000,,,3208000000,,857894737.0,0.0,,,,
1994-12-31,-47000000.0,,-906000000.0,1644000000,1961000000,16250000000,13339000000,0,1633000000,955000000,-91000000.0,4270000000,10151000000,,865000000.0,2624000000.0,1063000000,1309000000,,-240000000.0,2911000000,1850000000,166000000.0,4828000000,683000000.0,,419000000.0,354000000,,7409000000,955000000,1757000000,5498000000,,7841000000,12000000.0,237000000.0,,3548000000,2327000000,,1.175,3776000000,75000000,1241000000,336000000.0,812765957.0,419000000,1.175,83000000,8230000000.0,8841000000,-4454000000.0,,2533000000,955000000,-1512000000,-694000000.0,23000000.0,92000000.0,-315000000.0,,1835000000,410000000,,,14328000000,,,4177000000,,822400000.0,0.0,,,,
1995-12-31,341000000.0,,-1189000000.0,1974000000,2840000000,16830000000,13442000000,0,2436000000,1136000000,-239000000.0,3964000000,11318000000,,803000000.0,2579000000.0,1511000000,1637000000,,-427000000.0,3388000000,2098000000,-293000000.0,5369000000,682000000.0,,638000000.0,501000000,,7647000000,1136000000,2190000000,6049000000,,7393000000,11000000.0,170000000.0,,3393000000,2656000000,,1.43,3644000000,147000000,1034000000,219000000.0,794405594.0,638000000,1.43,419000000,8303000000.0,9183000000,-4659000000.0,,2780000000,1136000000,-1749000000,-679000000.0,36000000.0,-208000000.0,-77000000.0,,1921000000,484000000,,,16072000000,,,4754000000,,796190476.0,0.0,,,,
1996-12-31,-296000000.0,,-1748000000.0,2287000000,3904000000,18728000000,14612000000,487000000,2927000000,1361000000,-289000000.0,4532000000,11136000000,,852000000.0,2858000000.0,1011000000,1974000000,,-303000000.0,4116000000,2403000000,-137000000.0,5945000000,696000000.0,,487000000.0,613000000,5222000000.0,8783000000,1361000000,1782000000,7013000000,,7599000000,10000000.0,233000000.0,,3019000000,2983000000,,1.7675,3767000000,197000000,1228000000,-151000000.0,770014144.0,487000000,1.7675,638000000,8817000000.0,9945000000,-5050000000.0,,3099000000,1361000000,-2384000000,-771000000.0,48000000.0,433000000.0,-111000000.0,,2222000000,510000000,,,16522000000,,,5386000000,,777777778.0,0.0,,,,
1997-12-31,-209000000.0,,-1573000000.0,2791000000,5026000000,20756000000,16077000000,0,1626000000,1665000000,-338000000.0,6942000000,12636000000,,928000000.0,3358000000.0,990000000,2461000000,,-706000000.0,4679000000,2232000000,-121000000.0,6656000000,738000000.0,,292000000.0,796000000,,9814000000,1665000000,2096000000,6379000000,,9698000000,11000000.0,228000000.0,,2698000000,3529000000,,2.185,4058000000,250000000,1395000000,-195000000.0,750000000.0,292000000,2.22,487000000,9403000000.0,10942000000,-5345000000.0,,3498000000,1665000000,-2541000000,-1106000000.0,58000000.0,272000000.0,-375000000.0,,2603000000,580000000,,,18925000000,,528000000.0,6289000000,,762013730.0,0.0,,,,
1998-12-31,-200000000.0,,-3452000000.0,2742000000,6123000000,25128000000,19997000000,0,3048000000,1513000000,-400000000.0,9404000000,14166000000,,1081000000.0,3558000000.0,509000000,2178000000,,-567000000.0,5131000000,2561000000,-328000000.0,7562000000,865000000.0,,360000000.0,665000000,,11459000000,1513000000,1778000000,7945000000,,12052000000,6000000.0,1241000000.0,,2590000000,3607000000,,2.055,4866000000,189000000,1339000000,68000000.0,725659472.0,360000000,2.085,292000000,10395000000.0,13669000000,-5529000000.0,,4069000000,1513000000,-4580000000,-1269000000.0,58000000.0,2864000000.0,-104000000.0,,2842000000,753000000,,,20977000000,,643000000.0,6811000000,,736253041.0,0.0,,,,
1999-12-31,879000000.0,78000000.0,-1653000000.0,2054000000,6617000000,26635000000,21170000000,548000000,3874000000,946000000,-445000000.0,9928000000,13536000000,,1153000000.0,2003000000.0,1290000000,1401000000,,-260000000.0,5465000000,2541000000,-200000000.0,8157000000,945000000.0,,548000000.0,455000000,7439000000.0,11734000000,946000000,2570000000,8178000000,,12992000000,11000000.0,1543000000.0,,2536000000,2999000000,,1.315,5201000000,176000000,2301000000,188000000.0,711278195.0,548000000,1.33,360000000,10730000000.0,14901000000,-5529000000.0,,4112000000,946000000,-3020000000,-1280000000.0,528000000.0,661000000.0,312000000.0,,2594000000,829000000,,1045000000.0,19702000000,,626000000.0,6166000000,,719391635.0,0.0,,,,
2000-12-31,-136000000.0,23000000.0,-1628000000.0,2425000000,7205000000,28464000000,22864000000,334000000,3733000000,1053000000,-462000000.0,11334000000,14497000000,,1416000000.0,2339000000.0,671000000,1500000000,,-412000000.0,5600000000,2604000000,,8848000000,1022000000.0,,334000000.0,447000000,8079000000.0,12521000000,1053000000,2059000000,8568000000,,14296000000,4000000.0,1507000000.0,,2514000000,3447000000,,1.51,5588000000,55000000,2496000000,-214000000.0,692763158.0,334000000,1.52,548000000,11438000000.0,15943000000,-5850000000.0,,3253000000,1053000000,-2753000000,-1388000000.0,448000000.0,543000000.0,-54000000.0,,2692000000,980000000,,1048000000.0,20175000000,,649000000.0,5678000000,,697350993.0,0.0,,,,
2001-12-31,-484000000.0,-269000000.0,-1315000000.0,1311000000,7533000000,30657000000,25046000000,400000000,5311000000,805000000,-474000000.0,11291000000,15219000000,,0.0,2123000000.0,19000000,1169000000,,-43000000.0,5611000000,2567000000,,8045000000,1169000000.0,2711000000.0,400000000.0,367000000,8441000000.0,13400000000,805000000,1987000000,10276000000,,14770000000,6000000.0,1671000000.0,,3103000000,2480000000,,1.16,6603000000,146000000,120000000,66000000.0,686600000.0,400000000,1.175,334000000,12790000000.0,17257000000,-6187000000.0,,3920000000,805000000,-2927000000,-1968000000.0,376000000.0,1018000000.0,-211000000.0,,2925000000,942000000,,1043000000.0,20450000000,,696000000.0,5231000000,,694200000.0,0.0,,,,
2002-12-31,42000000.0,-742000000.0,-1496000000.0,1319000000,7849000000,32851000000,27379000000,309000000,6087000000,798000000,-481000000.0,11596000000,15125000000,,0.0,2269000000.0,593000000,1114000000,,,5472000000,2531000000,,8644000000,1220000000.0,1620000000.0,309000000.0,312000000,2838000000.0,14628000000,798000000,2366000000,11344000000,,16035000000,10000000.0,1683000000.0,,4038000000,2539000000,,1.15,7046000000,70000000,1298000000,-91000000.0,688000000.0,309000000,1.16,400000000,13541000000.0,18223000000,-6495000000.0,,3708000000,798000000,-2708000000,-1773000000.0,401000000.0,225000000.0,162000000.0,,2763000000,800000000,,1034000000.0,20152000000,,656000000.0,5027000000,,693800000.0,0.0,,,,
2003-12-31,-365000000.0,-517000000.0,-1557000000.0,1688000000,8450000000,36465000000,30387000000,342000000,5738000000,1099000000,-491000000.0,14078000000,17466000000,,0.0,3100000000.0,301000000,1477000000,,-405000000.0,6078000000,2470000000,,10131000000,1347000000.0,3440000000.0,342000000.0,398000000,3666000000.0,16791000000,1099000000,2066000000,12621000000,,17766000000,157000000.0,1637000000.0,,3172000000,3035000000,,1.565,7290000000,55000000,127000000,33000000.0,690400000.0,342000000,1.59,309000000,14329000000.0,19674000000,-7039000000.0,,3609000000,1099000000,-2561000000,-1765000000.0,516000000.0,513000000.0,-286000000.0,,3047000000,716000000,,1059000000.0,22763000000,,669000000.0,5297000000,,702800000.0,0.0,,,,
2004-12-31,-7310000000.0,-424000000.0,3518000000.0,3253000000,9937000000,43091000000,35624000000,445000000,7688000000,2035000000,-534000000.0,15837000000,22420000000,555000000.0,-157000000.0,3990000000.0,-6105000000,2707000000,517000000.0,-539000000.0,7467000000,3072000000,-113000000.0,2258000000,1397000000.0,1847000000.0,445000000.0,731000000,,20856000000,2035000000,-3991000000,16210000000,,19414000000,317000000.0,315000000.0,290000000.0,0,4854000000,-3008000000.0,2.875,7682000000,204000000,0,103000000.0,684600000.0,445000000,2.975,342000000,15164000000.0,22235000000,-7482000000.0,-290000000.0,4578000000,2035000000,2077000000,-2114000000.0,591000000.0,1874000000.0,-1391000000.0,,4675000000,750000000,,1231000000.0,30251000000,,928000000.0,7831000000,1450000000.0,707400000.0,0.0,,,,
2005-12-31,-1198000000.0,-598000000.0,-1653000000.0,4552000000,11808000000,47069000000,38637000000,1108000000,10068000000,2854000000,-618000000.0,15677000000,26558000000,395000000.0,0.0,3471000000.0,698000000,3901000000,565000000.0,-1684000000.0,8432000000,3190000000,-20000000.0,1745000000,1477000000.0,2617000000.0,1108000000.0,1120000000,,22790000000,2854000000,3113000000,19092000000,,19545000000,482000000.0,424000000.0,257000000.0,0,6406000000,-11620000000.0,4.04,7988000000,377000000,0,663000000.0,678400000.0,1108000000,4.21,445000000,15862000000.0,24279000000,-7874000000.0,-13000000.0,5229000000,2854000000,-3525000000,-2415000000.0,877000000.0,1153000000.0,-568000000.0,,5224000000,1028000000,-338000000.0,1859000000.0,36339000000,,1084000000.0,9781000000,1451000000.0,705800000.0,0.0,,,,
2006-12-31,463000000.0,-2847000000.0,-1038000000.0,5944000000,14593000000,50879000000,44020000000,530000000,9616000000,3537000000,-726000000.0,17680000000,29549000000,921000000.0,0.0,4085000000.0,3124000000,4861000000,562000000.0,-3208000000.0,6859000000,3706000000,197000000.0,1742000000,1602000000.0,2923000000.0,530000000.0,1405000000,,23093000000,3537000000,5799000000,19252000000,,24768000000,414000000.0,387000000.0,539000000.0,0,7760000000,-10375000000.0,5.17,8851000000,214000000,0,-578000000.0,658700000.0,530000000,5.37,1108000000,17278000000.0,27786000000,-8427000000.0,-513000000.0,6024000000,3537000000,-3796000000,-2675000000.0,1209000000.0,-2593000000.0,-827000000.0,,6351000000,1297000000,-681000000.0,2465000000.0,41517000000,,1347000000.0,11968000000,1904000000.0,683800000.0,169000000.0,,,,
2007-12-31,2398000000.0,-1808000000.0,-1344000000.0,6053000000,17398000000,56132000000,47249000000,1122000000,10600000000,3541000000,-845000000.0,17829000000,32626000000,1442000000.0,0.0,4723000000.0,4895000000,4953000000,598000000.0,-2405000000.0,8883000000,3821000000,199000000.0,1922000000,1797000000.0,3178000000.0,1122000000.0,1485000000,,25477000000,3541000000,7935000000,22245000000,,25004000000,328000000.0,475000000.0,282000000.0,2116000000,8170000000,-10888000000.0,5.37,9997000000,320000000,951000000,592000000.0,638200000.0,1122000000,5.55,530000000,19208000000.0,30655000000,-9211000000.0,-229000000.0,6279000000,3541000000,-4408000000,-3040000000.0,,-2969000000.0,-745000000.0,,7204000000,1420000000,-485000000.0,2744000000.0,44958000000,,1404000000.0,12332000000,1963000000.0,659500000.0,99000000.0,,,,
2008-12-31,-1133000000.0,-5579000000.0,-3168000000.0,6782000000,19826000000,67782000000,61171000000,2736000000,12701000000,3557000000,-953000000.0,22834000000,38415000000,1898000000.0,0.0,4827000000.0,776000000,4473000000,94000000.0,-1800000000.0,6087000000,4399000000,383000000.0,1705000000,1980000000.0,4121000000.0,2736000000.0,953000000,9397000000.0,31633000000,3557000000,4787000000,26069000000,656000000.0,35102000000,135000000.0,511000000.0,357000000.0,2293000000,7880000000,-14439000000.0,5.66,12524000000,-983000000,1027000000,1614000000.0,610500000.0,2736000000,5.83,1122000000,23487000000.0,36149000000,-10963000000.0,-117000000.0,6127000000,3557000000,-6296000000,-4011000000.0,,2965000000.0,-833000000.0,,8781000000,1427000000,-339000000.0,3057000000.0,51324000000,,1728000000.0,12909000000,2261000000.0,627900000.0,18000000.0,,,,
2009-12-31,3043000000.0,-3764000000.0,2153000000.0,3444000000,19711000000,60038000000,50738000000,4867000000,9784000000,895000000,-1029000000.0,21847000000,23886000000,1217000000.0,0.0,2993000000.0,4027000000,569000000,105000000.0,0.0,8740000000,3645000000,137000000.0,2060000000,2336000000.0,3351000000.0,4867000000.0,-270000000,,26789000000,895000000,6343000000,19292000000,-2034000000.0,31446000000,89000000.0,465000000.0,291000000.0,2179000000,4339000000,-12687000000.0,1.43,12386000000,-1539000000,888000000,2131000000.0,615200000.0,4867000000,1.45,2736000000,24221000000.0,33249000000,-11835000000.0,-19000000.0,5066000000,827000000,1002000000,-2316000000.0,,-5215000000.0,2501000000.0,,6360000000,1434000000,-349000000.0,3439000000.0,32396000000,,1421000000.0,8510000000,2269000000.0,626000000.0,5000000.0,,,,
2010-12-31,-514000000.0,-4051000000.0,637000000.0,6068000000,21384000000,64020000000,52695000000,3592000000,7981000000,2700000000,-1084000000.0,20437000000,30367000000,1831000000.0,0.0,5856000000.0,2423000000,3750000000,164000000.0,0.0,10824000000,4248000000,469000000.0,1538000000,2296000000.0,2880000000.0,3592000000.0,968000000,8494000000.0,31810000000,2700000000,5009000000,22020000000,2570000000.0,30675000000,296000000.0,805000000.0,228000000.0,2654000000,7303000000,-12461000000.0,4.15,12539000000,-1147000000,1521000000,-1275000000.0,631500000.0,3592000000,4.28,4867000000,24906000000.0,32210000000,-12367000000.0,-1126000000.0,6153000000,2758000000,-1595000000,-2586000000.0,,-4613000000.0,-2667000000.0,,9587000000,1257000000,-217000000.0,3888000000.0,42588000000,,1905000000.0,12221000000,2614000000.0,650400000.0,21000000.0,,,,
2011-12-31,-955000000.0,-6328000000.0,-960000000.0,9060000000,25219000000,81446000000,68044000000,3057000000,9648000000,4928000000,-1159000000.0,24944000000,43578000000,2691000000.0,0.0,8161000000.0,3086000000,6725000000,133000000.0,-8000000.0,12883000000,5203000000,457000000.0,2107000000,2527000000.0,3386000000.0,3057000000.0,1720000000,10285000000.0,38128000000,4928000000,7010000000,28561000000,1555000000.0,39483000000,123000000.0,4368000000.0,247000000.0,3583000000,10474000000,-10593000000.0,7.4,14395000000,-1113000000,1967000000,-535000000.0,645000000.0,3057000000,7.64,3592000000,27326000000.0,43318000000,-12931000000.0,-8184000000.0,7500000000,4981000000,-11427000000,-3924000000.0,,3966000000.0,-2927000000.0,-1345000000.0,14544000000,1222000000,-336000000.0,4273000000.0,60138000000,,2297000000.0,16560000000,7080000000.0,666100000.0,178000000.0,,,,
2012-12-31,-3683000000.0,-6433000000.0,-2716000000.0,9153000000,29558000000,89356000000,71774000000,5490000000,12391000000,5681000000,-1617000000.0,27679000000,47852000000,2978000000.0,0.0,6753000000.0,165000000,8236000000,272000000.0,,17532000000,5919000000,439000000.0,1785000000,2813000000.0,5578000000.0,5490000000.0,2528000000,18952000000.0,42524000000,5681000000,5241000000,29755000000,-1868000000.0,42019000000,52000000.0,4016000000.0,306000000.0,3182000000,11516000000,-11099000000.0,8.48,16461000000,-450000000,2055000000,2433000000.0,652600000.0,5490000000,8.71,3057000000,29932000000.0,46832000000,-13471000000.0,-618000000.0,8870000000,5722000000,-6190000000,-5076000000.0,,3549000000.0,-1149000000.0,-173000000.0,15547000000,467000000,-402000000.0,4481000000.0,65875000000,,2466000000.0,18023000000,6942000000.0,669600000.0,-263000000.0,,,,
2013-12-31,2819000000.0,-3898000000.0,-1661000000.0,5628000000,31854000000,84896000000,64018000000,6081000000,11031000000,3789000000,-1111000000.0,26622000000,41454000000,2360000000.0,0.0,6560000000.0,5745000000,5128000000,272000000.0,-2000000000.0,20811000000,5547000000,550000000.0,1745000000,3087000000.0,5115000000.0,6081000000.0,1319000000,17176000000.0,38335000000,3789000000,10191000000,27297000000,134000000.0,36721000000,128000000.0,3596000000.0,449000000.0,3029000000,8680000000,-10870000000.0,5.75,17075000000,-35000000,1849000000,591000000.0,645200000.0,6081000000,5.87,5490000000,31316000000.0,46561000000,-14241000000.0,-195000000.0,8574000000,3803000000,-5046000000,-4446000000.0,,-4511000000.0,2658000000.0,835000000.0,12625000000,465000000,-402000000.0,4709000000.0,55656000000,,2046000000.0,14202000000,6956000000.0,658600000.0,83000000.0,,,,
