date,annualChangeInWorkingCapital,annualDilutedEPS,annualBasicAverageShares,annualRetainedEarnings,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentAssets,annualLongTermDebt,annualCurrentDeferredRevenue,annualBasicEPS,annualCostOfRevenue,annualOperatingIncome,annualPretaxIncome,annualNetIncome,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,annualEndCashPosition,annualCurrentDebt,annualFreeCashFlow,annualIncomeTaxPayable,annualAccountsPayable,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,annualInvestmentsAndAdvances,annualTaxProvision,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualCurrentAssets,annualAccountsReceivable,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDilutedAverageShares,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualOtherNonCurrentLiabilities,annualEbitda,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualInvestingCashFlow,annualPurchaseOfInvestment,annualCapitalStock,annualTotalRevenue,annualChangesInAccountReceivables,annualInterestExpense,annualGoodwill,annualInventory,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualDeferredIncomeTax,annualGrossProfit,annualResearchAndDevelopment,annualStockBasedCompensation,annualSellingGeneralAndAdministration,annualOtherIntangibleAssets
1997-12-31,-38200000,2.7,189039000,1605000000,16615300000,11763800000,,-363400000,81300000,5129500000,,2.7,2043400000,1325700000,961700000,511000000,,-453500000,91500000,950700000,437500000,,353300000,647400000,,4851500000,,341300000,91500000,779900000,1518100000,667500000,76700000,,,-433300000,511000000,,189039000,12991600000,,1197900000,288100000,2083700000,9303800000,1945900000,91500000,-200000,,33900000,57500000,59600000,15097200000,20955200000,620400000,,2937200000,2792300000,-1400000,-42300000,-760400000,-1121700000,,1467700000,6161400000,,423600000,,488600000,-7963600000,100000,-6500000,4118000000,,,,
1998-12-31,63100000,2.81,190774000,1683600000,19483200000,14467800000,,-1420600000,456100000,6799600000,,2.81,2153600000,1272900000,852400000,536200000,,-457600000,173000000,904800000,237400000,,618000000,525800000,,5015400000,,316200000,173000000,1278800000,2217700000,907100000,85500000,,,-500000,536200000,,190774000,15086500000,,1029500000,332300000,2801600000,11315200000,1907300000,173000000,904800000,,81500000,91500000,9500000,17265500000,23502900000,536200000,,2952300000,2919400000,2100000,1264700000,-792100000,-2212700000,,1478900000,6345900000,,430000000,,495500000,-8416400000,0,41400000,4192300000,,,,
1999-12-31,-80000000,2.69,193000000,1740000000,21488000000,16482000000,14000000,-47000000,1109000000,6336000000,,2.69,2116000000,1305000000,780000000,520000000,,-464000000,333000000,2090000000,-50000000,,699000000,419000000,,5006000000,,260000000,333000000,1881000000,3216000000,910000000,91000000,,,-10000000,520000000,,193000000,13055000000,,817000000,3046000000,4670000000,11322000000,1868000000,333000000,2090000000,,160000000,173000000,15000000,18272000000,22205000000,520000000,,3071000000,3495000000,-122000000,257000000,-867000000,-914000000,,1320000000,6916000000,,540000000,,618000000,-9150000000,0,144000000,4800000000,,,,
2000-12-31,-70000000,0.83,322000000,3090000000,54548000000,46160000000,-103000000,19000000,17895000000,9602000000,,0.83,4128000000,2026000000,899000000,267000000,,-805000000,437000000,5485000000,-270000000,,2627000000,623000000,,8054000000,,597000000,437000000,18955000000,22031000000,3699000000,14000000,,,-20000000,267000000,,322000000,22393000000,,1503000000,5044000000,27067000000,17767000000,3373000000,437000000,5485000000,,-172000000,609000000,33000000,32517000000,38088000000,302000000,,5403000000,7540000000,147000000,56000000,-1773000000,-1754000000,,2152000000,13694000000,,1160000000,,,-15695000000,0,-170000000,9566000000,,,,
2001-12-31,740000000,3.01,322000000,3296000000,47281000000,37981000000,-126000000,-36000000,10348000000,9753000000,,3.01,52753000000,2395000000,1572000000,971000000,,-778000000,333000000,5455000000,1121000000,,2245000000,-76000000,,8229000000,,569000000,333000000,10399000000,12563000000,1882000000,10000000,,,-5000000,971000000,,322000000,24543000000,,2953000000,5519000000,18099000000,18287000000,3848000000,333000000,5455000000,,-9000000,342000000,172000000,34718000000,40709000000,1003000000,,5314000000,6109000000,-82000000,473000000,-1832000000,-3432000000,,2153000000,61257000000,,982000000,,,-16166000000,747000000,163000000,8504000000,,,,
2002-12-31,-1140000000,-1.57,332000000,1999000000,34741000000,26918000000,-609000000,37000000,1981000000,9347000000,,-1.57,6307000000,2130000000,235000000,-519000000,,-793000000,1213000000,4797000000,-45000000,,2042000000,,,7064000000,,214000000,1213000000,2951000000,6101000000,1741000000,656000000,1117000000,,-10000000,-519000000,,332000000,21684000000,,1677000000,3872000000,9790000000,15763000000,3573000000,1213000000,4797000000,,989000000,224000000,-1064000000,28640000000,37857000000,21000000,,4371000000,6118000000,-127000000,-263000000,-1722000000,-422000000,,2261000000,14555000000,,796000000,,1166000000,-16173000000,0,-66000000,8248000000,,,,
2003-12-31,-205000000,0.29,385000000,1490000000,36744000000,28870000000,-426000000,-612000000,1014000000,12322000000,,0.29,6610000000,1562000000,880000000,110000000,,-618000000,1182000000,2105000000,950000000,,1337000000,,,7874000000,,358000000,1182000000,2540000000,4897000000,1114000000,1142000000,,,-9000000,101000000,,385000000,22029000000,,2308000000,6192000000,5982000000,20492000000,2899000000,1182000000,2105000000,,-17000000,1199000000,151000000,31847000000,36033000000,522000000,,3957000000,6373000000,-71000000,-437000000,-1358000000,-1888000000,,2626000000,14545000000,,814000000,,991000000,-14004000000,-225000000,163000000,7935000000,,,,
2004-12-31,467000000,2.75,396000000,2024000000,34663000000,26148000000,-344000000,-40000000,1050000000,11008000000,,2.75,6445000000,2446000000,1699000000,1089000000,,-555000000,420000000,1302000000,904000000,,1051000000,-347000000,,8515000000,,572000000,595000000,2654000000,4021000000,932000000,17000000,,,-10000000,1089000000,,396000000,22801000000,,2597000000,4164000000,5007000000,18540000000,3746000000,595000000,1302000000,,-556000000,976000000,7000000,30642000000,37286000000,1127000000,,4819000000,5166000000,33000000,-2777000000,-1693000000,-376000000,,2632000000,14057000000,,787000000,,852000000,-14485000000,0,291000000,7612000000,,,,
2005-12-31,442000000,2.08,390000000,2285000000,36172000000,27084000000,-27000000,153000000,1471000000,11073000000,,2.09,4535000000,1918000000,1459000000,814000000,,-553000000,401000000,1163000000,-527000000,,1144000000,-25000000,,9088000000,,430000000,528000000,3153000000,3945000000,846000000,402000000,,,-427000000,814000000,,391000000,24284000000,,1877000000,4605000000,5460000000,18816000000,3236000000,528000000,1163000000,,81000000,320000000,123000000,32227000000,39121000000,1029000000,,4810000000,5658000000,-20000000,-791000000,-2404000000,-1005000000,,2699000000,12111000000,,704000000,,726000000,-14837000000,-122000000,65000000,7576000000,,,,
2006-12-31,74000000,2.53,394219523,2696000000,37987000000,28575000000,-223000000,-122000000,909000000,12429000000,,2.54,4673000000,1897000000,1477000000,1002000000,,-591000000,301000000,1287000000,-796000000,,1360000000,158000000,,9412000000,,485000000,726000000,2809000000,3588000000,690000000,99000000,18080000000,,,1002000000,,396483464,26781000000,,2732000000,4155000000,5456000000,20148000000,3414000000,726000000,1287000000,,-100000000,401000000,189000000,34399000000,42021000000,992000000,,4690000000,6052000000,-187000000,911000000,-3528000000,-3743000000,-18359000000,2718000000,12622000000,,735000000,,913000000,-15240000000,-17000000,24000000,7949000000,,,,
2007-12-31,-163000000,2.72,398784745,3138000000,40366000000,30287000000,-154000000,-202000000,985000000,14202000000,,2.73,4967000000,2278000000,1660000000,1089000000,,-630000000,178000000,1452000000,-1168000000,,1324000000,79000000,,10079000000,,516000000,178000000,2431000000,3052000000,543000000,144000000,11213000000,,,1089000000,,400198799,29870000000,,2388000000,4281000000,5207000000,22067000000,3856000000,178000000,1452000000,,-123000000,301000000,145000000,37314000000,46145000000,1144000000,,4730000000,6135000000,16000000,1410000000,-3556000000,-3921000000,-11086000000,2743000000,13380000000,,844000000,,967000000,-16275000000,-6000000,76000000,8413000000,,,,
2008-12-31,-207000000,3.42,402083847,3847000000,45155000000,34401000000,-452000000,85000000,540000000,15536000000,,3.43,5755000000,2532000000,2011000000,1380000000,1143000000,-663000000,411000000,2423000000,-1224000000,634000000,1297000000,104000000,1571000000,10754000000,1260000000,642000000,497000000,270000000,3775000000,1066000000,159000000,1962000000,327000000,,1377000000,-94000000,403640708,32987000000,,2576000000,2395000000,6297000000,,4540000000,824000000,1673000000,-1921000000,233000000,178000000,383000000,41380000000,49710000000,1368000000,-352000000,5128000000,6153000000,-183000000,1684000000,-3800000000,-4027000000,-1922000000,2832000000,14440000000,71000000,958000000,76000000,1173000000,-16723000000,19000000,485000000,8685000000,,,,
2009-12-31,-1212000000,2.96,458677534,4451000000,48348000000,35208000000,-374000000,238000000,345000000,15757000000,,2.96,4531000000,2771000000,1938000000,1360000000,,-761000000,490000000,1867000000,-317000000,632000000,1158000000,-551000000,1660000000,13140000000,3288000000,575000000,579000000,287000000,4756000000,584000000,1728000000,764000000,363000000,,1357000000,8000000,458982292,34344000000,29881000000,2475000000,343000000,5327000000,1382000000,4571000000,942000000,1383000000,-898000000,79000000,411000000,129000000,43592000000,51684000000,1370000000,-273000000,6420000000,6187000000,-475000000,520000000,-2792000000,-2916000000,-853000000,3239000000,13489000000,41000000,973000000,76000000,1661000000,-17340000000,-1974000000,1244000000,8958000000,,,,
2010-12-31,-367000000,2.53,479373306,4842000000,50455000000,36833000000,-381000000,18000000,401000000,15502000000,448000000,2.53,5029000000,2663000000,1849000000,1214000000,,-827000000,294000000,2655000000,226000000,,1061000000,-330000000,1780000000,13622000000,3257000000,643000000,294000000,281000000,5016000000,1769000000,93000000,1817000000,416000000,,1211000000,-36000000,479601442,35674000000,30315000000,2662000000,410000000,6518000000,1535000000,4628000000,710000000,1371000000,-2203000000,-196000000,490000000,147000000,45439000000,53740000000,1218000000,,7359000000,6735000000,221000000,-335000000,-2436000000,-2523000000,-1922000000,3257000000,14427000000,-866000000,999000000,76000000,1448000000,-18066000000,-3000000,809000000,9398000000,,,,
2011-12-31,498000000,4.02,482169282,5890000000,52223000000,37558000000,-470000000,33000000,325000000,15083000000,,4.02,5612000000,2921000000,2367000000,1946000000,,-900000000,221000000,3083000000,1013000000,717000000,1095000000,-495000000,1792000000,14664000000,1592000000,-818000000,221000000,279000000,4182000000,1760000000,92000000,1387000000,294000000,-64000000,1941000000,-44000000,482460328,36971000000,30947000000,3788000000,1627000000,6611000000,195000000,5092000000,515000000,1437000000,-2664000000,-73000000,294000000,352000000,48041000000,55670000000,1949000000,-214000000,8227000000,6583000000,176000000,-971000000,-2775000000,-2890000000,-1321000000,3274000000,15116000000,107000000,933000000,76000000,1292000000,-18699000000,5000000,794000000,9504000000,,,,
2012-12-31,-161000000,2.6,484682469,6236000000,54367000000,39130000000,-337000000,-79000000,88000000,15586000000,316000000,2.6,9357000000,2956000000,1822000000,1259000000,,-916000000,279000000,3152000000,672000000,,1169000000,-146000000,1918000000,15237000000,3823000000,604000000,279000000,269000000,4589000000,685000000,83000000,988000000,324000000,0,1259000000,-60000000,485084694,38763000000,32307000000,3804000000,0,6823000000,1696000000,4728000000,603000000,1170000000,-2408000000,58000000,221000000,-154000000,49778000000,57454000000,1262000000,-94000000,9252000000,2632000000,-224000000,-355000000,-3132000000,-3391000000,-1074000000,3289000000,14945000000,-16000000,988000000,91000000,1519000000,-18691000000,5000000,617000000,5588000000,,,,
2013-12-31,65000000,3.04,486619555,6766000000,56414000000,40328000000,-115000000,72000000,80000000,16828000000,299000000,3.04,9642000000,3081000000,2110000000,1480000000,,-954000000,118000000,2306000000,328000000,,1266000000,-317000000,1874000000,16085000000,4305000000,684000000,118000000,245000000,4310000000,746000000,84000000,858000000,353000000,0,1480000000,95000000,487040956,40997000000,34216000000,4106000000,0,6112000000,177000000,4890000000,471000000,1174000000,-2921000000,-161000000,279000000,-123000000,52104000000,60285000000,1484000000,-32000000,10300000000,2634000000,122000000,-449000000,-3778000000,-3818000000,-938000000,3303000000,15357000000,5000000,906000000,91000000,1423000000,-19288000000,118000000,674000000,5715000000,,,,
2014-12-31,396000000,3.34,488592997,7406000000,59633000000,42809000000,-103000000,-4000000,127000000,16181000000,324000000,3.34,10944000000,3232000000,2490000000,1634000000,,-998000000,163000000,3849000000,363000000,,1287000000,-250000000,2073000000,16820000000,4168000000,942000000,163000000,239000000,4478000000,727000000,73000000,1032000000,386000000,,1634000000,-80000000,488899840,44117000000,34842000000,4613000000,2072000000,7967000000,1947000000,5448000000,549000000,1397000000,-1900000000,45000000,118000000,136000000,55155000000,64305000000,1638000000,-65000000,10986000000,2844000000,102000000,-162000000,-4250000000,-4406000000,-1119000000,3313000000,17020000000,-72000000,885000000,91000000,1325000000,-20188000000,7000000,836000000,6076000000,,,,
2015-12-31,27800000,4.17,490340522,8398300000,61683100000,43778200000,-127100000,96000000,115200000,17740900000,346600000,4.17,10137400000,3333500000,2622900000,2047100000,,-1059000000,176400000,2631800000,218500000,,1418000000,-89900000,2154700000,17891700000,3856300000,919600000,176400000,226900000,4072400000,615900000,81600000,2228000000,386800000,,2047100000,16500000,490574568,46133200000,36669700000,4818500000,1749900000,7108500000,1793300000,5651500000,563200000,1506100000,-3042900000,13900000,162500000,155400000,57610700000,65481400000,1768600000,-5300000,11733200000,2982300000,-38600000,-661700000,-4600000000,-4015200000,-2282700000,3324000000,16453200000,200200000,873900000,52500000,1339400000,-19348200000,-78000000,755800000,6315800000,,,,
2016-12-31,-396000000,1.24,491495458,7892400000,63467700000,46047600000,-156300000,15600000,156600000,17378400000,343200000,1.24,9924900000,3474900000,475600000,610900000,,-1121000000,210500000,4591000000,-390300000,,1688500000,-41300000,2090900000,17397000000,3742300000,-73700000,210500000,227200000,6033900000,705100000,34200000,3015100000,331700000,,610900000,164900000,491662007,45639300000,36549600000,4519300000,1486100000,9498000000,1807500000,3443700000,542200000,1600100000,-1901500000,34100000,176400000,-2138400000,57433800000,62036600000,620500000,-107900000,11884400000,2980300000,60200000,503900000,-4909600000,-4989100000,-3002300000,3328300000,16380100000,-226600000,877200000,52500000,967300000,-16397300000,-15700000,-69000000,6455200000,,,,
2017-12-31,-404400000,3.88,491814651,8626700000,64729100000,46415500000,-67800000,2208100000,292500000,19419600000,357000000,3.89,8937100000,3431200000,2816200000,1912600000,,-1191900000,412600000,3392300000,-1528900000,,2065300000,-10500000,2126300000,18287000000,3738800000,969700000,214600000,234500000,4253100000,643900000,12200000,2256300000,161700000,,1912600000,-58000000,492611067,50261500000,38144200000,4270400000,1211200000,8271300000,11900000,5837500000,376300000,1106700000,-3229600000,9100000,403500000,264000000,60476000000,67428500000,1928900000,-6800000,6813900000,3056600000,17900000,-604900000,-5799300000,-3656400000,-2314700000,3329400000,15424900000,28500000,895000000,52500000,953200000,-17167000000,-49700000,872000000,6487800000,,,,
2018-12-31,765500000,3.9,492774600,9325300000,68802800000,49743400000,-120400000,75800000,150100000,21648200000,412200000,3.9,10013100000,2753300000,1973500000,1923800000,,-1255500000,444100000,3608500000,-1133800000,,1874300000,-64800000,2400400000,19028400000,3395500000,115300000,234100000,231700000,4113900000,699000000,73600000,2010000000,159100000,,1923800000,36600000,493758277,55099100000,41094600000,5223200000,,8648800000,69400000,5358300000,393200000,1304100000,-3052700000,31500000,412600000,193000000,64688900000,73085200000,1931300000,-14600000,7086500000,3429300000,20700000,1161900000,-6357000000,-6353600000,-2067800000,3337400000,16195700000,145900000,984400000,52500000,921100000,-17986100000,-26200000,45200000,6182600000,,,,
2019-12-31,-335200000,,,9900900000,75892300000,55979100000,-147700000,-600000,92900000,25126800000,366100000,,9063700000,2748700000,1834800000,1921100000,,-1350000000,432600000,4437000000,-1873600000,,2085800000,-134300000,2740100000,19632200000,3833800000,-12900000,246800000,243600000,4077800000,625300000,65300000,1494200000,202700000,,1921100000,5800000,,61095500000,45680000000,4270100000,,10299100000,,5647400000,,1574700000,-1291500000,-11500000,444100000,158600000,71814500000,80103100000,1919800000,-918400000,7588200000,3749000000,-248200000,2862900000,-6143700000,-7144500000,-1576000000,3343400000,15561400000,247800000,1072500000,52500000,1169200000,-19007600000,-25800000,-91600000,6497700000,,,,
