date,annualInterestExpense,annualChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualBasicEPS,annualGrossPPE,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualTaxProvision,annualOtherCurrentLiabilities,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualGrossProfit,annualDilutedAverageShares,annualFreeCashFlow,annualStockBasedCompensation,annualResearchAndDevelopment,annualInventory,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualPurchaseOfBusiness,annualChangeInInventory,annualOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,annualCashDividendsPaid,annualPurchaseOfInvestment,annualPretaxIncome,annualAccountsReceivable,annualNetIncome,annualLongTermDebt,annualGoodwill,annualIncomeTaxPayable,annualSaleOfInvestment,annualStockholdersEquity,annualOtherNonCashItems,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,annualInvestingCashFlow,annualEndCashPosition,annualOperatingIncome,annualOtherIncomeExpense,annualCurrentLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualChangeInAccountPayable,annualOtherIntangibleAssets,annualEbitda,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualBasicAverageShares,annualNetOtherInvestingChanges,annualNonCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualDeferredIncomeTax
2009-12-31,519656000.0,-387749000.0,23313891000.0,4112022000.0,3.704306,16486906000.0,0.0,8405904000.0,-8867417000.0,5745838000.0,-2483176000.0,5480442000.0,4697317000.0,-1089048000.0,1447936000.0,36105000.0,5189620000.0,13209329000.0,1210883000.0,30764707000.0,0.0,29102732000.0,0.0,17555378000.0,1555000000,6186112000.0,366357000.0,2743733000.0,3264877000.0,5745838000.0,-341382000.0,,3.69,-2370630000.0,230555000.0,11149637000.0,29517894000.0,-2414460000.0,-248970000.0,7193774000.0,,5745838000.0,11266294000.0,13200174000.0,442140000.0,16306000.0,22855627000.0,366357000.0,52416623000.0,2089510000.0,1002019000.0,17054027000.0,-3698710000.0,8809339000.0,6405741000.0,1169910000.0,13049489000.0,,1122709000.0,7619489000.0,7275160000.0,16468405000.0,1280542000.0,-374715000.0,6291989000.0,9802940000.0,1132866000.0,0.0,-826345000.0,854074000.0,9932048000.0,8809339000.0,1546493000,-6368000.0,,,
2010-12-31,553135000.0,-394665000.0,22317529000.0,8809339000.0,2.990335,17374302000.0,0.0,10376324000.0,-9403346000.0,4626172000.0,-1673998000.0,6014772000.0,-5160968000.0,-1015075000.0,1086662000.0,0.0,6394766000.0,14665192000.0,1872490000.0,35166721000.0,0.0,37144737000.0,0.0,20501529000.0,1556000000,7720906000.0,387183000.0,4037624000.0,3188734000.0,4626172000.0,658784000.0,,2.96,-9433243000.0,139857000.0,14413948000.0,36985802000.0,-2671475000.0,-805932000.0,5712834000.0,7184034000.0,4626172000.0,12523517000.0,15930077000.0,1307723000.0,954361000.0,22388135000.0,387183000.0,59462266000.0,2624305000.0,-1087741000.0,18927101000.0,-12188315000.0,3648371000.0,6087581000.0,-51087000.0,17262434000.0,,1803079000.0,7970956000.0,8735981000.0,19723368000.0,1535759000.0,572533000.0,12151628000.0,8890274000.0,302049000.0,0.0,-866825000.0,-1366846000.0,5451450000.0,3648371000.0,1546983948,-1888426000.0,,,
2011-12-31,530141000.0,-670152000.0,23768774000.0,3648371000.0,3.011375,18016565000.0,0.0,12756817000.0,-10142610000.0,4728449000.0,-3012426000.0,7854994000.0,3164449000.0,-1491500000.0,470193000.0,0.0,3374755000.0,15540580000.0,0.0,38851259000.0,0.0,36508119000.0,0.0,23310679000.0,1570378819,7478577000.0,382602000.0,4129414000.0,3284249000.0,4728449000.0,1067000.0,,3.01,-672500000.0,-129621000.0,16886231000.0,35750748000.0,-2938096000.0,-5109987000.0,5198642000.0,7683920000.0,4728449000.0,12039822000.0,15705380000.0,514947000.0,5648720000.0,24439833000.0,5400949000.0,60276893000.0,3043894000.0,-6023455000.0,20907362000.0,260832000.0,6812820000.0,6424448000.0,-780861000.0,15480228000.0,,1284539000.0,7873955000.0,8970077000.0,20270520000.0,1721127000.0,1789652000.0,9989636000.0,8772677000.0,378225000.0,0.0,-77007000.0,-2597185000.0,8097359000.0,6812820000.0,1570378819,1886099000.0,,,
2012-12-31,592403000.0,35996000.0,31322583000.0,6812820000.0,3.782028,18928887000.0,0.0,12059495000.0,-10865840000.0,5962920000.0,-11071178000.0,7195765000.0,3989343000.0,-1795289000.0,299694000.0,-5000.0,2390662000.0,15119718000.0,0.0,39873910000.0,0.0,35912361000.0,0.0,24754192000.0,1592000000,7519112000.0,433114000.0,4610182000.0,3792313000.0,5962920000.0,-1859833000.0,710000000.0,3.72,-1227473000.0,-417053000.0,16669677000.0,40421712000.0,-3182811000.0,-11997654000.0,6262614000.0,7612860000.0,5962920000.0,18085302000.0,15774127000.0,655424000.0,8936406000.0,26720961000.0,288000000.0,67234944000.0,2783207000.0,716093000.0,24150996000.0,-6081288000.0,10802163000.0,8084515000.0,-1308723000.0,13280176000.0,,4371821000.0,8063047000.0,9314401000.0,27141536000.0,1796990000.0,-134209000.0,8588285000.0,9638224000.0,273595000.0,3789234000.0,-2364240000.0,-3593678000.0,15173984000.0,10802163000.0,1576667492,2722000.0,,,
2013-12-31,157000000.0,-113000000.0,19247000000.0,10802000000.0,1.64,12870000000.0,66000000.0,6936000000.0,-6965000000.0,2576000000.0,-303000000.0,4270000000.0,-7327000000.0,-1145000000.0,138000000.0,386000000.0,3173000000.0,10040000000.0,438000000.0,21848000000.0,0.0,23706000000.0,-6396000000.0,11808000000.0,1574000000,2179000000.0,262000000.0,1452000000.0,2693000000.0,2383000000.0,-1237000000.0,466000000.0,1.62,-580000000.0,-154000000.0,9179000000.0,17686000000.0,-882000000.0,-10064000000.0,2521000000.0,3986000000.0,2576000000.0,3388000000.0,9772000000.0,175000000.0,7839000000.0,25171000000.0,262000000.0,42953000000.0,1719000000.0,-6696000000.0,21979000000.0,-3929000000.0,3475000000.0,2629000000.0,-18000000.0,9507000000.0,,4623000000.0,5905000000.0,3324000000.0,8179000000.0,1026000000.0,-436000000.0,5735000000.0,4397000000.0,119000000.0,2500000000.0,-1605000000.0,-2012000000.0,8098000000.0,3475000000.0,1558000000,21000000.0,,,
2014-12-31,150000000.0,-195000000.0,15261000000.0,3475000000.0,1.514553,12632000000.0,1934000000.0,6530000000.0,-6697000000.0,2284000000.0,-577000000.0,3631000000.0,588000000.0,-1077000000.0,797000000.0,680000000.0,4437000000.0,9218000000.0,892000000.0,20247000000.0,0.0,26014000000.0,-400000000.0,11029000000.0,1527000000,2598000000.0,246000000.0,1345000000.0,2643000000.0,1721000000.0,-490000000.0,860000000.0,1.49,-3317000000.0,-297000000.0,8430000000.0,19636000000.0,-1342000000.0,-1507000000.0,2518000000.0,3586000000.0,2284000000.0,3408000000.0,10067000000.0,270000000.0,5624000000.0,21526000000.0,246000000.0,41275000000.0,1548000000.0,-2742000000.0,22874000000.0,-202000000.0,4063000000.0,2599000000.0,-8000000.0,10532000000.0,,397000000.0,5935000000.0,3675000000.0,9104000000.0,1064000000.0,-225000000.0,6198000000.0,4216000000.0,229000000.0,1853000000.0,-2195000000.0,-5053000000.0,4460000000.0,4063000000.0,1508035434,75000000.0,,,
2015-12-31,163000000.0,-171000000.0,14155000000.0,4063000000.0,2.94,12383000000.0,2000000.0,6785000000.0,-6653000000.0,4423000000.0,-57000000.0,3649000000.0,938000000.0,-1110000000.0,577000000.0,373000000.0,3130000000.0,8747000000.0,105000000.0,20405000000.0,0.0,27092000000.0,-17000000.0,11658000000.0,1506000000,1856000000.0,292000000.0,1405000000.0,2599000000.0,2606000000.0,-156000000.0,808000000.0,2.92,-235000000.0,-257000000.0,8791000000.0,19921000000.0,-1443000000.0,-4933000000.0,3183000000.0,3418000000.0,4423000000.0,5871000000.0,9638000000.0,430000000.0,4112000000.0,21211000000.0,292000000.0,41247000000.0,1472000000.0,-2236000000.0,25757000000.0,406000000.0,5001000000.0,2867000000.0,374000000.0,9186000000.0,,1124000000.0,5730000000.0,2966000000.0,10735000000.0,1081000000.0,-742000000.0,5562000000.0,4818000000.0,4041000000.0,1815000000.0,-2237000000.0,-6658000000.0,6125000000.0,5001000000.0,1496000000,52000000.0,,,
2016-12-31,431000000.0,-177000000.0,26776000000.0,5001000000.0,0.94,12366000000.0,2753000000.0,6672000000.0,-6661000000.0,1400000000.0,-12000000.0,3223000000.0,13619000000.0,-1121000000.0,350000000.0,245000000.0,1325000000.0,9024000000.0,513000000.0,20853000000.0,0.0,25890000000.0,-195000000.0,11829000000.0,1483000000,2082000000.0,310000000.0,1422000000.0,2434000000.0,1063000000.0,-1513000000.0,356000000.0,0.94,-80000000.0,-98000000.0,8644000000.0,31949000000.0,-1539000000.0,-2823000000.0,1413000000.0,3248000000.0,1400000000.0,20681000000.0,7683000000.0,188000000.0,3709000000.0,20538000000.0,165000000.0,52666000000.0,1353000000.0,11147000000.0,25565000000.0,-248000000.0,18620000000.0,3185000000.0,-1440000000.0,6660000000.0,,155000000.0,5705000000.0,3203000000.0,25289000000.0,1178000000.0,-652000000.0,4539000000.0,3197000000.0,2947000000.0,2039000000.0,-522000000.0,-7263000000.0,18775000000.0,18620000000.0,1477000000,42000000.0,,,
2017-12-31,904000000.0,-207000000.0,20147000000.0,18620000000.0,0.27,15265000000.0,176000000.0,9117000000.0,-7658000000.0,477000000.0,-8650000000.0,4874000000.0,-9213000000.0,-1135000000.0,1878000000.0,0.0,714000000.0,12337000000.0,20000000.0,27390000000.0,0.0,56103000000.0,-13000000.0,15053000000.0,1749000000,4435000000.0,406000000.0,2235000000.0,3601000000.0,353000000.0,1915000000.0,2006000000.0,0.27,-17183000000.0,249000000.0,13327000000.0,45152000000.0,-1849000000.0,-210000000.0,2231000000.0,5249000000.0,477000000.0,27210000000.0,24020000000.0,309000000.0,129000000.0,30897000000.0,912000000.0,76250000000.0,3021000000.0,-5281000000.0,23978000000.0,-9618000000.0,9407000000.0,1726000000.0,1285000000.0,8912000000.0,,203000000.0,7607000000.0,5570000000.0,36240000000.0,2402000000.0,615000000.0,21473000000.0,6156000000.0,883000000.0,4855000000.0,-827000000.0,-6062000000.0,9610000000.0,9407000000.0,1740000000,35000000.0,,,
2018-12-31,826000000.0,-190000000.0,14632000000.0,9407000000.0,1.348812,15706000000.0,17000000.0,9744000000.0,-8143000000.0,2368000000.0,-12433000000.0,4796000000.0,-5563000000.0,-1394000000.0,539000000.0,,207000000.0,12706000000.0,,30578000000.0,0.0,52541000000.0,,17872000000.0,1770000000,4906000000.0,477000000.0,2300000000.0,3796000000.0,2334000000.0,-148000000.0,2056000000.0,1.33,0.0,-514000000.0,14222000000.0,36451000000.0,-1974000000.0,-131000000.0,2873000000.0,5182000000.0,2368000000.0,19359000000.0,23254000000.0,305000000.0,73000000.0,30524000000.0,32000000.0,67173000000.0,3278000000.0,-10391000000.0,24560000000.0,-1356000000.0,3844000000.0,3650000000.0,-56000000.0,9012000000.0,,242000000.0,7563000000.0,6300000000.0,27439000000.0,2975000000.0,747000000.0,18942000000.0,6977000000.0,897000000.0,3984000000.0,-238000000.0,-7586000000.0,4086000000.0,3844000000.0,1755619422,48000000.0,,,
2019-12-31,,,,,2.08487,,,,,,,,,,,,,,,,,,,,1781000000,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768455705,,,,
