date,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,annualAccountsPayable,annualResearchAndDevelopment,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualDilutedAverageShares,annualPretaxIncome,annualCurrentDebt,annualCashDividendsPaid,annualNetIncome,annualFreeCashFlow,annualDilutedEPS,annualSellingGeneralAndAdministration,annualCurrentAssets,annualAccountsReceivable,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualTotalAssets,annualDepreciationAndAmortization,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualEbitda,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCommonStockIssuance,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualGrossProfit,annualCapitalStock,annualOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,annualBasicEPS,annualGrossPPE,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,annualInvestingCashFlow,annualCapitalExpenditure,annualPurchaseOfInvestment,annualOperatingExpense,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualBasicAverageShares,annualInterestExpense,annualInventory,annualGoodwill,annualNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualChangeInAccountPayable,annualStockBasedCompensation,annualDeferredIncomeTax,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualOtherIncomeExpense,annualCurrentAccruedExpenses,annualAccumulatedDepreciation
2009-12-31,5772306766,4602913328,540744093,24998006724,17865402794,4280112528,,17845617679,3572876327,814596310,121066181,3661946288,3627038896,5290097275.0,4476542598,1705719775,-1043803151,3544365174,-972892477,0.67,2395738919,10096935162,442496851,131861648,28759638990,5393621819,47148497829,1652022808,12073310913,11169146216,3544365174,6579710924,91177748.0,,1000000.0,31953604325,37051562667,2064374818,7132603930,1766434193,7029351616,3627038896,-342301597,0.67,31953604325,353247780,-80000000.0,6751210705,4587333.0,-7813154206,-8002244093,-30656603.0,2529690602,,301722467.0,-3178334378,2493382181,-5180354594,1282019897,5290097275.0,451145518,2172190986,16119621.0,1000000,,,,,,,,,,,,,
2010-12-31,11703003924,8108285888,719579179,34508281745,23436669946,4004706340,,24780031228,2689148569,1724004848,-32501010,6354327170,2735874319,5289773851.0,8078332018,2030000000,-1276143133,6171402826,-3256560491,1.166667,2800596227,13228434059,499484150,110216199,35003280642,10971386365,60411852826,2019326521,13077027304,16339419539,6171402826,10611814823,4173227.0,1753000.0,0.0,39425672869,47183418767,2767900644,11071611799,3532868386,6010307321,2737627319,-323898164,1.166667,39425672869,469255343,-528440000.0,3572876327,32163111.0,-10341206046,-9266867812,-527774824.0,2963325911,,523121955.0,-883727758,1220966784,-4859387936,-2865901015,5289773851.0,514156284,2493128042,16119621.0,176396819,,,,,,,,,,,,,
2011-12-31,20170372352,15481019863,591468230,48653808819,29245825357,5092086678,,37161701410,7747188137,3827849112,-57981212,11824343967,8027805897,5292158404.0,15652193079,845800000,-1823165189,11589826905,2241707480,2.19,3648618565,25849936379,343469222,350861011,44839508674,19238753344,84003416301,2571063618,16991329058,26208475507,11589826905,19097887179,4240199018.0,77302768.0,54990000.0,49173957181,58153479922,4467895766,19407983462,5299302579,10491812079,8105108665,-1677761705,2.19,49173957181,646411215,-273021163.0,2689148569,31808794.0,-10162256858,-8250104599,-5872629015.0,3926963599,,435838058.0,5058039568,2465679556,-5603422727,-4419808214,5292158404.0,874630482,4378423731,79692711.0,-674549939,,,,,,,,,,,,,
2012-12-31,21826103646,8010967448,1018174940,45766203362,33061916236,5151266984,,36347432360,8110974033,1625587215,229333779,6462229748,8233705309,5300493687.0,8087816963,995518713,-3027103596,6307587487,4693571954,1.19,4452812005,23129056299,230370381,396858397,48901205393,21079634275,87523522857,3275946109,14521328714,29814447591,6307587487,12500340767,1075537799.0,108358340.0,122108688.0,53099846785,64394466558,5110340475,12704287126,5299302579,11508639351,8342063649,446217293,1.19,53099846785,998855389,-2421333127.0,7747188137,44691810.0,-8469661854,-6815067397,-565523045.0,4693319678,,346841725.0,363785896,1775055898,-8349639943,859875256,5300493687.0,1136577695,4038537613,212388755.0,-525855031,,,,,,,,,,,,,
2013-12-31,19783974810,12866535554,882760778,55261676595,37018082240,3852487334,,34329300204,6518932288,2819812326,142890229,9811453904,11255936060,5299525032.0,12631266230,471937556,-2568241838,9380159306,7636976605,1.77,5080271215,24624401038,358861379,502326529,56118028303,19206556818,93094479821,3574054519,14545325394,37923502213,9380159306,17365887637,365970349.0,40959789.0,164018272.0,56628960400,68470078783,6048055359,18243594355,5299302579,15198545169,11296895849,383891986,1.77,56628960400,968620900,-719407281.0,8110974033,53671495.0,-12476326901,-7561568564,-4748106629.0,5377058801,,219686310.0,-1592041745,2514008725,-4632840227,748462234,5299525032.0,1160566888,3692689510,299742333.0,49354459,,,,,,,,,,,,,
2014-12-31,18244846974,14537483829,1201963874,60758500923,40264329986,4024948109,,32641856350,12512121499,3295214168,318761407,11587595783,14151606026,5310638775.0,14882809951,272380116,-2984437049,10993022264,10680943235,2.07,5616692351,25097056332,333247400,522165949,66216607886,17587075668,102253097283,3827767865,14397009376,47061768574,10993022264,19749513889,9171749500.0,20343265.0,90476265.0,62642561805,77156040951,6721625590,20494170937,5299302579,17654488609,14171949291,-577354843,2.07,62642561805,696355999,-1044738512.0,6518932288,135598624.0,-4851113910,-6973545374,-6341697959.0,5956687108,129981248.0,522172682.0,5993189211,2056787727,-4054696203,1607019167,5310638775.0,1038936073,4375976175,374557189.0,-538474934,,,,,,,,,,,,,
2015-12-31,11467659033,7380229702,1327674812,50976036006,36887855177,3904053518,,31869820913,4285034364,2411445159,497719745,7627951676,14471446152,5293228886.0,10039396835,859871964,-4408802430,7516385018,4740790511,1.42,6282689899,26206384998,422052404,904266824,70491887946,10739681614,105781391621,4459320018,20402161880,51133606916,7516385018,15461538372,17771365996.0,,368562013.0,64327392377,79575006623,7160487353,14088180829,5299302579,9908174057,14471446152,161261093,1.42,64327392377,574732517,-3564426595.0,12512121499,169630833.0,-12719266733,-5167383546,-22396072886.0,6707951127,169630833.0,558346586.0,-8227087135,7585376010,-3670050418,-671307312,5293228886.0,962821519,4238039415,463730688.0,256913286,,,,,,,,,,,,,
2016-12-31,12166125658,11069478524,659266730,55931900959,37769958978,4379278388,,29215349483,5799566696,2702563365,529247327,8950642624,15585983488,5298084958.0,11653205989,1275213970,-3285381832,8529916783,8215256843,1.61,6420013426,29394331527,654679046,470344088,76608921127,11443108628,109514120965,4752714734,17049223825,57384823590,8529916783,17197959066,16069104255.0,,65063370.0,64849975530,80119789438,7497703033,18161941981,5299302579,13196752191,15585983488,-240597101,1.61,64849975530,369888092,-1328469248.0,4285034364,248641934.0,-4552247185,-4981495348,-15000000000.0,7092463457,248641934.0,474375096.0,1514532332,3262417814,-9243267543,-707018834,5298084958.0,792038343,4548533840,493647906.0,-47922668,,,,,,,,,,,,,
2017-12-31,9064174320,18944307649,405692619,75310819763,48887730288,4986281006,,30178477236,10428931906,4800022157,595570463,16428733895,24759779144,5302565254.0,21228756052,934810900,-3340635013,15854670109,13706891616,2.99,7031620486,45952855292,1059713200,392147311,89406295319,8358942229,122142584596,4833176173,21114302916,70589842409,15854670109,26745920070,43143643210.0,2306632.0,175495409.0,63361351325,76189729304,7976125778,26423089475,5299302579,17363026840,24762085776,-139538739,2.99,63361351325,202939818,-489783316.0,5799566696,339285112.0,-5202647658,-3656135224,-44900000000.0,7478781826,339285112.0,365946979.0,4629365210,4685265140,-3951725564,-1853852909,5302565254.0,683987845,4705200427,493647906.0,-1897925912,,,,,,,,,,,,,
2018-12-31,6977518056,38932011019,419572589,128402625696,81230031437,6395728639,70967313.0,33129478712,9857671783,8993181439,964632849,30636014460,37619107062,5295610094.0,39629195899,1376933268,-6931643820,29814284829,31310445146,5.63,7485462009,72052959822,1232637935,369819251,112688915670,6105332485,149547352039,4953412827,26151960656,94044964143,29814284829,45065990379,27203861551.0,25140194.0,181903065.0,63778863832,77494392217,8371835258,47172594259,5299302579,36058966899,37644247256,-1238757163,5.63,63778863832,-506300247,-591295245.0,10428931906,,-25669697047,-4748521753,-48548596980.0,8240583240,405888810.0,466296761.0,-571260123,6064339730,-5232265000,1523678020,5295610094.0,483381653,6022717523,514398098.0,146843746,,,,,,,,,,,,,
