date,annualRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualBasicAverageShares,annualGrossPPE,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualCapitalExpenditure,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,annualInterestExpense,annualCapitalStock,annualStockBasedCompensation,annualGoodwill,annualChangesInAccountReceivables,annualDeferredIncomeTax,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,annualResearchAndDevelopment,annualGrossProfit,annualInventory,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualRetainedEarnings,annualPretaxIncome,annualCurrentDebt,annualEndCashPosition,annualTaxProvision,annualTotalAssets,annualCostOfRevenue,annualNetIncome,annualLongTermDebt,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualOperatingIncome,annualOtherCurrentAssets,annualAccountsPayable,annualBasicEPS,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,annualOtherNonCashItems,annualStockholdersEquity,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualCurrentAssets,annualAccountsReceivable,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOtherShortTermInvestments,annualOperatingCashFlow,annualOtherIntangibleAssets,annualCurrentLiabilities,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue
1989-12-31,,773100000,399200000,49400000.0,418200000,1331578947.0,-123100000.0,0.19,-82800000.0,541300000,1331578947.0,3641100000,2358000000,59000000,1112800000,,,-862500000.0,-831800000,-36700000.0,1566500000,291700000,-44800000.0,23600000.0,520800000.0,,,,,-37100000.0,-1511400000,,1885900000,806400000,2319500000,64500000.0,46800000.0,-64000000,6521900000,,0.0,1403900000,354800000,42700000.0,0,63100000,4804400000,4636000000,291700000,617500000.0,-97300000.0,,319400000,278900000.0,1210700000.0,0.19,,,75500000.0,,-23000000.0,2484900000,453700000.0,418200000,,2446400000,,2129700000,253000000,228300000,,798500000,,1302800000,,1016700000,
1990-12-31,,515000000,496000000,56000000.0,403000000,1250000000.0,-15000000.0,-0.06,-14000000.0,418000000,1250000000.0,4217000000,2743000000,29000000,1266000000,,,-909000000.0,-699000000,-81000000.0,1807000000,-39000000,-15000000.0,24000000.0,521000000.0,,,,,-8000000.0,-1737000000,,1781000000,887000000,2690000000,105000000.0,8000000.0,-215000000,6567000000,,0.0,1269000000,-21000000,35000000.0,0,18000000,5048000000,4786000000,-39000000,715000000.0,-94000000.0,,-26000000,71000000.0,1388000000.0,-0.06,,,225000000.0,,83000000.0,2358000000,541000000.0,403000000,,2305000000,,2480000000,-75000000,263000000,,694000000,,1479000000,,1211000000,
1991-12-31,,341000000,590000000,88000000.0,452000000,1302941176.0,49000000.0,-0.34,173000000.0,403000000,1302941176.0,4361000000,2628000000,-14000000,1371000000,,,-504000000.0,-533000000,55000000.0,1961000000,-409000000,-151000000.0,41000000.0,365000000.0,,,,,-20000000.0,-2007000000,,1712000000,815000000,3054000000,240000000.0,325000000.0,-87000000,6784000000,,0.0,766000000,-304000000,30000000.0,0,105000000,5009000000,5072000000,-409000000,896000000.0,-90000000.0,,-249000000,209000000.0,1450000000.0,-0.34,-225000000.0,,122000000.0,,-13000000.0,1955000000,590000000.0,452000000,,2381000000,,2354000000,-443000000,274000000,,417000000,,1568000000,,1486000000,
1992-12-31,,1030000000,664000000,151000000.0,356000000,1312500000.0,-96000000.0,0.16,-157000000.0,452000000,1312500000.0,4443100000,2559000000,0,1300000000,,,-429000000.0,-735000000,50000000.0,1910000000,247000000,-354000000.0,51000000.0,219000000.0,,,,-93000000.0,-2000000.0,-2310100000,,2330000000,734000000,3238000000,27000000.0,25000000.0,372000000,7440000000,,0.0,916000000,369000000,54000000.0,0,122000000,5185000000,5110000000,247000000,909000000.0,-98000000.0,,420000000,561000000.0,1460000000.0,0.16,-146000000.0,,,,7000000.0,1947000000,610000000.0,356000000,,2626000000,,2133000000,210000000,426000000,,801000000,,1665000000,,1573000000,
1993-12-31,,8412000000,983000000,137000000.0,888000000,1497696000.0,48000000.0,0.3175,-168000000.0,356000000,1375200000.0,4620000000,2679000000,15000000,1521000000,,,-730000000.0,-711000000,-88000000.0,-5546000000,476000000,,47000000.0,91000000.0,,,,-59000000.0,6000000.0,-2417000000,,2249000000,822000000,3678000000,-170000000.0,100000000.0,204000000,8523000000,-10000000.0,0.0,1307000000,696000000,211000000.0,404000000,220000000,5993000000,6274000000,472000000,694000000.0,-86000000.0,,7795000000,0.0,1495000000.0,0.3175,-150000000.0,,19000000.0,,66000000.0,2315000000,617000000.0,404000000,158000000.0,3314000000,1218000000.0,2203000000,452000000,239000000,484000000.0,934000000,,2001000000,,1677000000,
1994-12-31,,9897000000,943000000,56000000.0,1290000000,1528304000.0,356000000.0,0.454375,-59000000.0,404000000,1520770289.0,4895000000,2972000000,4000000,1761000000,,,-1076000000.0,-1123000000,-60000000.0,-6388000000,691000000,-779000000.0,45000000.0,93000000.0,,,,-12000000.0,-2000000.0,-2327000000,,2844000000,882000000,3950000000,100000000.0,110000000.0,456000000,10315000000,-1000000.0,0.0,1912000000,1042000000,12000000.0,760000000,351000000,6989000000,7471000000,691000000,808000000.0,-79000000.0,,9232000000,0.0,1877000000.0,0.454375,,,732000000.0,,85000000.0,3039000000,665000000.0,760000000,254000000.0,4017000000,1442000000.0,2568000000,691000000,161000000,530000000.0,1532000000,,2199000000,,1751000000,
1995-12-31,,2350000000,1128000000,170000000.0,1553000000,1546584000.0,604000000.0,0.70375,23000000.0,760000000,1546003552.0,5631000000,3697000000,73000000,2216000000,,,-1439000000.0,-1096000000,-253000000.0,2216000000,1088000000,-733000000.0,48000000.0,190000000.0,,,,-46000000.0,-1000000.0,-2444000000,,3810000000,1135000000,5120000000,-156000000.0,111000000.0,228000000,13128000000,-45000000.0,0.0,2881000000,1619000000,27000000.0,1364000000,531000000,9215000000,9318000000,1088000000,804000000.0,-111000000.0,,1594000000,0.0,2573000000.0,0.70375,,,1076000000.0,,19000000.0,4095000000,756000000.0,1364000000,418000000.0,5518000000,2320000000.0,3187000000,1088000000,281000000,189000000.0,1667000000,,3188000000,,1932000000,
1996-12-31,,878000000,1080000000,163000000.0,978000000,1534760000.0,-400000000.0,0.04125,863000000.0,1364000000,1527272727.0,6712000000,4906000000,76000000,1639000000,,,-2063000000.0,-2131000000,245000000.0,2820000000,-46000000,-27000000.0,73000000.0,190000000.0,,,,-51000000.0,-1000000.0,-2550000000,1181000000.0,2794000000,703000000,5263000000,-107000000.0,35000000.0,-1179000000,9940000000,-11000000.0,0.0,2814000000,-23000000,314000000.0,964000000,23000000,9360000000,7146000000,63000000,1697000000.0,-129000000.0,,-26000000,529000000.0,1940000000.0,0.04125,,,202000000.0,,91000000.0,4097000000,904000000.0,964000000,69000000.0,4454000000,1799000000.0,4162000000,63000000,552000000,14000000.0,884000000,,2486000000,,2777000000,
1997-12-31,,1724000000,1153000000,154000000.0,3020000000,1590308370.0,51000000.0,1.135,-621000000.0,964000000,1539445629.0,7414000000,4746000000,192000000,1532000000,,,-1238000000.0,-1221000000,-34000000.0,3068000000,302000000,-2457000000.0,94000000.0,390000000.0,,,,-148000000.0,-2000000.0,-3234000000,1536000000.0,3683000000,742000000,4935000000,-19000000.0,140000000.0,678000000,9750000000,-53000000.0,2011000000.0,4488000000,713000000,71000000.0,1015000000,411000000,10849000000,6067000000,1805000000,1286000000.0,-131000000.0,,615000000,0.0,2082000000.0,1.1725,-86000000.0,,479000000.0,,154000000.0,5914000000,1109000000.0,1015000000,189000000.0,6103000000,1705000000.0,4180000000,1805000000,432000000,2005000000.0,1916000000,,2496000000,,2439000000,
1998-12-31,,1543000000,1119000000,193000000.0,2249000000,1596078431.0,-475000000.0,0.255,-262000000.0,1015000000,1565384615.0,6379000000,6404000000,293000000,1461000000,381000000.0,,-1031000000.0,-1470000000,74000000.0,2667000000,407000000,-2244000000.0,75000000.0,392000000.0,,,,-50000000.0,0.0,-3006000000,1206000000.0,3066000000,596000000,4723000000,-39000000.0,196000000.0,220000000,8460000000,296000000.0,-680000000.0,4795000000,617000000,267000000.0,540000000,210000000,11250000000,5394000000,407000000,1027000000.0,-133000000.0,,399000000,0.0,1582000000.0,0.26,-253000000.0,,2537000000.0,,-232000000.0,6527000000,1144000000.0,540000000,154000000.0,4846000000,1343000000.0,3373000000,407000000,3008000000,1709000000.0,1251000000,,2196000000,,2527000000,
1999-12-31,,2751000000,1054000000,259000000.0,2662000000,1673809524.0,30000000.0,0.84,-64000000.0,632000000,1606857143.0,7120000000,8973000000,398000000,1508000000,994000000.0,,-1373000000.0,-1875000000,-211000000.0,2841000000,1406000000,-2524000000.0,75000000.0,814000000.0,,503000000.0,,-9000000.0,0.0,-3285000000,1333000000.0,4537000000,845000000,5773000000,-264000000.0,398000000.0,656000000,9468000000,1553000000.0,0.0,6175000000,2019000000,313000000.0,662000000,613000000,15028000000,4931000000,1406000000,1097000000.0,-134000000.0,,1696000000,0.0,1682000000.0,0.875,-467000000.0,,2491000000.0,,-238000000.0,9255000000,1055000000.0,662000000,374000000.0,6055000000,1843000000.0,3835000000,1406000000,4594000000,2000000000.0,2029000000,,2628000000,,3145000000,
2000-12-31,,3715000000,634000000,323000000.0,4003000000,1788304094.0,-36000000.0,1.71,-368000000.0,781000000,1717977528.0,9099000000,9605000000,2314000000,1669000000,469000000.0,,-2762000000.0,-1824000000,-372000000.0,3416000000,3087000000,-5542000000.0,75000000.0,1733000000.0,,,,1000000.0,-261000000.0,-3652000000,1747000000.0,5755000000,1233000000,5132000000,-2456000000.0,242000000.0,-577000000,11875000000,440000000.0,0.0,9323000000,4578000000,148000000.0,745000000,1491000000,17720000000,6120000000,3058000000,1216000000.0,-141000000.0,,2339000000,0.0,1921000000.0,1.78,-155000000.0,,6376000000.0,,54000000.0,12588000000,1376000000.0,745000000,421000000.0,8115000000,2204000000.0,5447000000,3058000000,3091000000,3258000000.0,2185000000,961000000.0,2813000000,,2319000000,
2001-12-31,,1246000000,778000000,327000000.0,2944000000,1675000000.0,-314000000.0,-0.12,-491000000.0,745000000,1675000000.0,9683000000,10004000000,217000000,1361000000,331000000.0,,-1790000000.0,-1626000000,482000000.0,2959000000,-201000000,-3989000000.0,61000000.0,1740000000.0,,748000000.0,,19000000.0,0.0,-4094000000,1598000000.0,2377000000,751000000,3900000000,241000000.0,183000000.0,29000000,8201000000,183000000.0,0.0,8975000000,-426000000,38000000.0,431000000,-225000000,15779000000,5824000000,-201000000,1211000000.0,-147000000.0,,-582000000,0.0,1205000000.0,-0.12,-395000000.0,,4153000000.0,,-72000000.0,11879000000,1828000000.0,431000000,10000000.0,5775000000,1198000000.0,5589000000,-201000000,3246000000,2513000000.0,1819000000,,1580000000,,2320000000,
2002-12-31,,1977000000,1049000000,293000000.0,3012000000,1720000000.0,518000000.0,-0.2,-379000000.0,431000000,1720000000.0,9516000000,8553000000,-698000000,1163000000,129000000.0,,-802000000.0,-1109000000,-39000000.0,2782000000,-344000000,-3172000000.0,57000000.0,1740000000.0,,,,13000000.0,0.0,-4722000000,1619000000.0,3070000000,790000000,3945000000,-120000000.0,167000000.0,1190000000,8383000000,-303000000.0,0.0,8484000000,-346000000,422000000.0,949000000,-2000000,14679000000,5313000000,-344000000,833000000.0,-147000000.0,,288000000,0.0,511000000.0,-0.2,-370000000.0,,2934000000.0,,-46000000.0,10734000000,1689000000.0,949000000,708000000.0,6126000000,1217000000.0,4794000000,-344000000,2318000000,2063000000.0,1992000000,823000000.0,1934000000,,2011000000,
2003-12-31,,2493000000,992000000,250000000.0,4329000000,1761764706.0,869000000.0,0.68,-439000000.0,949000000,1736231884.0,9549000000,7801000000,324000000,1249000000,59000000.0,,-800000000.0,-842000000,-194000000.0,2997000000,1198000000,-4402000000.0,39000000.0,1738000000.0,,,,75000000.0,261000000.0,-5417000000,1748000000.0,3962000000,984000000,3646000000,-313000000.0,157000000.0,1351000000,9834000000,-175000000.0,-22000000.0,9535000000,1250000000,437000000.0,1818000000,52000000,15510000000,5872000000,1198000000,395000000.0,-147000000.0,,965000000,0.0,1496000000.0,0.69,-284000000.0,,4510000000.0,,-189000000.0,11864000000,1528000000.0,1818000000,17000000.0,7709000000,1451000000.0,4132000000,1198000000,2181000000,2511000000.0,2151000000,862000000.0,2200000000,,1446000000,
2004-12-31,,3756000000,903000000,203000000.0,6358000000,1768000000.0,850000000.0,1.05,-1150000000.0,1818000000,1730000000.0,9573000000,6109000000,99000000,1441000000,40000000.0,,-1298000000.0,-1161000000,-272000000.0,3419000000,1861000000,-3696000000.0,21000000.0,1738000000.0,,,,68000000.0,0.0,-5655000000,1978000000.0,5626000000,1256000000,3236000000,-401000000.0,192000000.0,1848000000,12580000000,-187000000.0,0.0,11242000000,2421000000,11000000.0,2668000000,560000000,16299000000,6954000000,1861000000,368000000.0,-154000000.0,,2207000000,0.0,552000000.0,1.08,-753000000.0,,3841000000.0,,68000000.0,13063000000,1549000000.0,2668000000,1159000000.0,10190000000,1696000000.0,3918000000,1861000000,930000000,3690000000.0,3146000000,812000000.0,1925000000,,1311000000,
2005-12-31,,4349000000,397000000,163000000.0,5335000000,1671000000.0,-1449000000.0,1.39,-3540000000.0,2668000000,1640000000.0,8921000000,5878000000,206000000,1557000000,23000000.0,,-1330000000.0,-1687000000,-25000000.0,3572000000,2324000000,-5868000000.0,9000000.0,1739000000.0,,,,-194000000.0,0.0,-5022000000,2015000000.0,6363000000,1273000000,3126000000,-66000000.0,520000000.0,2442000000,13392000000,-82000000.0,0.0,13394000000,2988000000,301000000.0,1219000000,664000000,15063000000,7029000000,2324000000,360000000.0,-173000000.0,,2791000000,0.0,750000000.0,1.42,-4151000000.0,,5483000000.0,,,11937000000,1558000000.0,1219000000,1132000000.0,9185000000,1812000000.0,3899000000,2324000000,809000000,4116000000.0,3772000000,777000000.0,2346000000,,780000000,
2006-12-31,,4588000000,469000000,945000000.0,3717000000,1560000000.0,-31000000.0,2.78,-5568000000.0,1214000000,1528000000.0,7751000000,6076000000,69000000,1697000000,23000000.0,,-1272000000.0,3075000000,-248000000.0,3892000000,2638000000,-6861000000.0,7000000.0,1739000000.0,,792000000.0,,-200000000.0,100000000.0,-3801000000,2195000000.0,7259000000,1437000000,2570000000,-1252000000.0,419000000.0,1188000000,14255000000,-363000000.0,0.0,17529000000,3625000000,43000000.0,1183000000,987000000,13930000000,6996000000,4341000000,,-199000000.0,,3367000000,4000000.0,560000000.0,2.84,-5302000000.0,,8429000000.0,,122000000.0,11360000000,1221000000.0,1183000000,530000000.0,7854000000,1774000000.0,3950000000,4341000000,427000000,2534000000.0,2460000000,306000000.0,2078000000,,492000000,
2007-12-31,,4567000000,618000000,764000000.0,2924000000,1446000000.0,145000000.0,1.84,-4477000000.0,1183000000,1417000000.0,7568000000,5749000000,39000000,1681000000,49000000.0,,-686000000.0,215000000,11000000.0,3836000000,2641000000,-5065000000.0,1000000.0,1740000000.0,,838000000.0,,34000000.0,116000000.0,-3959000000,2155000000.0,7333000000,1418000000,2692000000,362000000.0,761000000.0,3720000000,13835000000,-324000000.0,0.0,19788000000,3692000000,,1328000000,1051000000,12667000000,6502000000,2657000000,,-425000000.0,,3497000000,0.0,657000000.0,1.88,-4886000000.0,,5992000000.0,,338000000.0,9975000000,1070000000.0,1328000000,604000000.0,6918000000,1742000000.0,3609000000,2657000000,450000000,1596000000.0,4406000000,342000000.0,2025000000,,667000000,
2008-12-31,0.0,3540000000,0,0.0,2540000000,1324000000.0,-282000000.0,1.45,-2430000000.0,1328000000,1308000000.0,7321000000,6133000000,-286000000,1614000000,59000000.0,-19000000.0,-763000000.0,-1182000000,43000000.0,3554000000,1920000000,-1755000000.0,0.0,1740000000.0,213000000.0,840000000.0,865000000.0,-182000000.0,19000000.0,-4017000000,1940000000.0,6245000000,1375000000,2597000000,314000000.0,210000000.0,2567000000,12501000000,-790000000.0,0.0,21168000000,2481000000,,1046000000,561000000,11923000000,6256000000,1920000000,,-537000000.0,366000000.0,2691000000,0.0,324000000.0,1.47,-2122000000.0,653000000.0,1355000000.0,40000000.0,-35000000.0,9326000000,1059000000.0,1046000000,1168000000.0,5790000000,913000000.0,3304000000,1920000000,56000000,1494000000.0,3330000000,273000000.0,1532000000,,1065000000,
2009-12-31,0.0,3128000000,0,0.0,2925000000,1269000000.0,136000000.0,1.15,-1411000000.0,1046000000,1260000000.0,6705000000,6005000000,-212000000,1320000000,67000000.0,-155000000.0,-753000000.0,-1096000000,177000000.0,2796000000,1470000000,-2282000000.0,,1740000000.0,186000000.0,926000000.0,-364000000.0,146000000.0,1000000.0,-3547000000,1476000000.0,4999000000,1202000000,2397000000,-112000000.0,109000000.0,1890000000,10427000000,-621000000.0,0.0,22066000000,2017000000,,1182000000,547000000,12119000000,5428000000,1470000000,,-567000000.0,,2203000000,0.0,503000000.0,1.16,-954000000.0,637000000.0,2094000000.0,128000000.0,28000000.0,9722000000,925000000.0,1182000000,956000000.0,6114000000,1277000000.0,3158000000,1470000000,51000000,1743000000.0,2643000000,243000000.0,1587000000,,810000000,
2010-12-31,,5460000000,0,0.0,3072000000,1213000000.0,137000000.0,2.62,-2626000000.0,1182000000,1199000000.0,6907000000,6341000000,-9000000,1519000000,86000000.0,-199000000.0,-1199000000.0,-1057000000,-304000000.0,2945000000,3228000000,-2518000000.0,,1740000000.0,190000000.0,924000000.0,-231000000.0,-188000000.0,13000000.0,-3227000000,1570000000.0,7492000000,1520000000,2964000000,-191000000.0,407000000.0,2621000000,13966000000,-701000000.0,148000000.0,24695000000,4551000000,,1319000000,1323000000,13401000000,6474000000,3228000000,,-592000000.0,378000000.0,4547000000,0.0,621000000.0,2.66,-2454000000.0,453000000.0,2711000000.0,109000000.0,12000000.0,10437000000,913000000.0,1319000000,1251000000.0,7060000000,1518000000.0,3680000000,3228000000,45000000,1753000000.0,3820000000,281000000.0,1981000000,,983000000,
2011-12-31,-200000000.0,4012000000,0,0.0,2935000000,1171000000.0,-327000000.0,1.88,2589000000.0,1319000000,1151000000.0,7133000000,12669000000,-433000000,1638000000,607000000.0,-5425000000.0,-816000000.0,-6172000000,-17000000.0,3353000000,2236000000,-3659000000.0,42000000.0,1741000000.0,269000000.0,4452000000.0,112000000.0,-119000000.0,19000000.0,-2705000000,1715000000.0,6772000000,1788000000,9545000000,-94000000.0,690000000.0,2440000000,13735000000,-776000000.0,16000000.0,26278000000,2955000000,1381000000.0,992000000,719000000,20497000000,6963000000,2236000000,4211000000.0,-644000000.0,,3419000000,0.0,625000000.0,1.91,-1973000000.0,265000000.0,3712000000.0,101000000.0,2190000000.0,10952000000,1015000000.0,992000000,795000000.0,7828000000,1545000000.0,4428000000,2236000000,57000000,1943000000.0,3256000000,3106000000.0,3499000000,,6046000000,
2012-12-31,-1375000000.0,3319000000,0,541000000.0,3965000000,1146000000.0,424000000.0,1.51,-1951000000.0,992000000,1132000000.0,6891000000,11791000000,-707000000,1804000000,572000000.0,0.0,-495000000.0,-1039000000,5000000.0,3681000000,1759000000,-2803000000.0,85000000.0,1741000000.0,263000000.0,4362000000.0,311000000.0,65000000.0,28000000.0,-2979000000,1877000000.0,6368000000,1757000000,9060000000,133000000.0,523000000.0,2919000000,12825000000,-699000000.0,0.0,27205000000,1935000000,1500000000.0,1416000000,176000000,20021000000,6457000000,1759000000,4186000000.0,-819000000.0,,2687000000,0.0,444000000.0,1.53,-1800000000.0,215000000.0,2259000000.0,79000000.0,39000000.0,10961000000,1299000000.0,1416000000,213000000.0,8230000000,1230000000.0,3912000000,1728000000,254000000,2549000000.0,3414000000,2700000000.0,3430000000,99000000.0,5630000000,
2013-12-31,-1500000000.0,4146000000,0,400000000.0,3829000000,1113000000.0,211000000.0,1.91,-3170000000.0,1416000000,1098000000.0,6556000000,10919000000,-135000000,1858000000,548000000.0,0.0,-412000000.0,-3000000,26000000.0,3380000000,2162000000,-3907000000.0,95000000.0,1741000000.0,287000000.0,4362000000.0,16000000.0,50000000.0,73000000.0,-3157000000,1522000000.0,6364000000,1731000000,8131000000,-254000000.0,1314000000.0,2972000000,12205000000,-528000000.0,67000000.0,28173000000,2754000000,1000000000.0,1627000000,592000000,18938000000,5841000000,2162000000,4158000000.0,-1175000000.0,,2984000000,0.0,422000000.0,1.94,-2868000000.0,216000000.0,4249000000.0,119000000.0,-152000000.0,10807000000,1297000000.0,1627000000,143000000.0,8019000000,1203000000.0,3399000000,2125000000,264000000,2202000000.0,3384000000,2341000000.0,2747000000,-284000000.0,5384000000,
