date,annualOtherShortTermInvestments,annualFreeCashFlow,annualCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualOtherCurrentAssets,annualChangeInWorkingCapital,annualOperatingIncome,annualEndCashPosition,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualDilutedAverageShares,annualCurrentDebt,annualSaleOfInvestment,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualLongTermDebt,annualBasicAverageShares,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,annualAccountsReceivable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,annualGrossProfit,annualEbitda,annualChangeInInventory,annualGrossPPE,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualAccumulatedDepreciation,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualInvestingCashFlow,annualDeferredIncomeTax,annualDilutedEPS,annualCapitalExpenditure,annualInventory,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualBasicEPS,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,annualStockBasedCompensation,annualInterestExpense,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualCurrentDeferredRevenue
1993-12-31,,883400000,19800000.0,5054800000,,,2126800000,,329600000.0,1104400000.0,-129100000.0,652600000,0,-126200000.0,539600000,491100000,1560700000,480200000,701900000,-708400000.0,,1200500000,524800000.0,889300000.0,487700000,3840800000,988200000.0,835200000,1200500000,3697100000,398300000.0,-25800000.0,4568800000,9623600000,210800000,480200000,2928000000,4500900000,,,539600000,1238600000.0,49300000,5926500000,4200200000,,1516900000,4891700000,1050900000,-192300000.0,6566500000,,1164100000,432400000,-2366300000,4239100000,127500000.0,,-866700000,-231600000.0,0.4,-633500000.0,1103000000,,-523100000.0,0.0,0.4,2073600000.0,107200000.0,,-1001700000.0,6452400000,,,,,
1994-12-31,,955800000,50500000.0,9151800000,,838700000.0,3482300000,,878200000.0,621900000.0,-421300000.0,1794900000,536900000,-72900000.0,536900000,1185100000,1247500000,1286100000,1698600000,-723100000.0,,1167968000,2724400000.0,1387000000.0,1722100000,1398300000,63100000.0,2125800000,1156044944,3962300000,432200000.0,-111000000.0,5355600000,14507400000,513500000,1286100000,5669500000,5062100000,,,536900000,4411500000.0,-96300000,10545100000,4411500000,,1532300000,4464100000,2227100000,107100000.0,7026400000,,1167600000,539600000,-2614900000,2669200000,188900000.0,,-4405000000,172200000.0,1.1125,-576500000.0,968900000,,2837300000.0,192500000.0,1.1125,2066900000.0,-2700000.0,,-1150500000.0,5711600000,,,,,
1995-12-31,,1273300000,54700000.0,8979900000,,1042300000.0,4012900000,,1018000000.0,491100000.0,-232700000.0,1981800000,999500000,-54100000.0,999500000,1306600000,1332000000,2290900000,1765600000,-747200000.0,,1176944000,1908800000.0,430800000.0,1929400000,1854000000,-9800000.0,2592900000,1136923077,4138600000,553700000.0,-156000000.0,5432600000,14412500000,459000000,2290900000,4967000000,6484300000,,,999500000,4105200000.0,70100000,10273900000,4239300000,,1824600000,5431800000,2535500000,-22100000.0,6828300000,,1124500000,536900000,-2589000000,3450000000,295500000.0,,-562800000,144000000.0,2.015,-551300000.0,839600000,,-813700000.0,0.0,2.015,2040200000.0,462600000.0,,-372900000.0,6763800000,,286300000.0,,,
1996-12-31,,1547500000,218400000.0,8207100000,,1189500000.0,3984900000,,829300000.0,459100000.0,-185100000.0,2046800000,813700000,-40800000.0,813700000,1523500000,1574900000,1523500000,2031300000,-753200000.0,,1123426000,1212900000.0,396900000.0,2080700000,1991900000,-97800000.0,2516500000,1093453237,3891300000,543500000.0,-314500000.0,6100100000,14307200000,507800000,1519900000,4222200000,7207300000,,,813700000,4028200000.0,273300000,10415900000,4307000000,,1991400000,5771700000,2590300000,-42200000.0,7096400000,,1092400000,999500000,-2789400000,3724900000,376000000.0,,-468000000,207300000.0,1.39,-443900000.0,881400000,,-1661100000.0,0.0,1.39,2180000000.0,-185800000.0,,-294300000.0,7346600000,,288800000.0,,,
1997-12-31,,2034100000,365400000.0,7771800000,,1382000000.0,3580200000,,985500000.0,589300000.0,480400000.0,2458300000,1947500000,-34200000.0,1947500000,-385100000,1853100000,-385100000,510200000,-818000000.0,,1107714286,227600000.0,365700000.0,1604500000,2314400000,-37800000.0,2326100000,1107714286,5320700000,509800000.0,-351300000.0,4645600000,12577400000,895300000,-387700000,4191600000,4483100000,,1883200000.0,1947500000,1550500000.0,-1714000000,7256700000,4101700000,,2400400000,6664500000,2968100000,-65800000.0,7034900000,,1038600000,813700000,-2933200000,4206200000,215500000.0,,809700000,-293000000.0,-0.35,-366300000.0,900700000,,-1954600000.0,0.0,-0.35,2978500000.0,1133800000.0,,-388500000.0,8517600000,,234100000.0,,,
1998-12-31,,2209900000,414000000.0,8165900000,,1738900000.0,3558700000,,1186000000.0,667500000.0,109100000.0,2824500000,1495700000,-120100000.0,1495700000,2096300000,1524700000,2097900000,2665000000,-877700000.0,,1120962567,181400000.0,273100000.0,1574500000,2658300000,-93000000.0,2185500000,1097486911,5406800000,490400000.0,-2172600000.0,4429600000,12595500000,568700000,2096200000,4607200000,4228800000,,,1495700000,1517900000.0,21800000,7188700000,4096300000,,2629800000,7712100000,3314900000,-55600000.0,7274500000,,1125300000,1947500000,-3178200000,4887600000,247900000.0,,-293900000,25400000.0,1.87,-419900000.0,999900000,,-2812700000.0,0.0,1.91,3239800000.0,-451800000.0,,-57600000.0,9236800000,,181300000.0,,,
1999-12-31,135600000.0,2091400000,310200000.0,7812200000,-546300000.0,1783600000.0,3876800000,,445500000.0,477100000.0,-425800000.0,3363700000,3700400000,-116600000.0,3700400000,2546700000,1658300000,2721000000,3245400000,-1000500000.0,,1106056911,241500000.0,216100000.0,1669600000,2757600000,,2811900000,1088360000,7055500000,439700000.0,-1453000000.0,5013000000,12825200000,698700000,2720900000,3935400000,4985600000,,,3836000000,118600000.0,65500000,5769700000,3981500000,,2619700000,8344600000,3803400000,16900000.0,7347300000,,927900000,1495700000,-3365800000,4980900000,137000000.0,,1086700000,27100000.0,2.46,-528300000.0,899600000,,-1452700000.0,0.0,2.5,3248400000.0,2204700000.0,682000000.0,-162800000.0,10002900000,,183800000.0,,,
2000-12-31,503300000.0,3053600000,178400000.0,8643900000,-3381200000.0,2018500000.0,3683200000,,661900000.0,475600000.0,777700000.0,3559700000,4114900000,-1362500000.0,4114900000,3057800000,2055700000,3057800000,3858700000,-1126000000.0,,1095985663,184300000.0,983900000.0,2571200000,3228300000,,2633700000,1080494700,7943000000,435800000.0,-1052800000.0,6046900000,14690800000,800900000,3057800000,4960700000,6223200000,,1966100000.0,4618200000,,481300000,6747800000,4176600000,,3731500000,8806500000,3995500000,9800000.0,7784700000,,957900000,3700400000,-3608100000,5246800000,91600000.0,,-1056500000,-442700000.0,2.79,-677900000.0,883100000,,-2229500000.0,0.0,2.83,4114500000.0,414500000.0,704400000.0,,10862200000,,182300000.0,,,
2001-12-31,1028700000.0,2777600000,109500000.0,9330100000,-3512500000.0,2235100000.0,4127100000,,624100000.0,0.0,-77400000.0,3729800000,2702300000,-369700000.0,2702300000,2809400000,2160200000,2780000000,3552100000,-1207200000.0,,1090196078,286300000.0,319000000.0,4962800000,3417400000,,3132100000,1077519380,6938900000,454900000.0,-545700000.0,7104000000,16434100000,742700000,2780000000,5203000000,7411200000,,1406200000.0,3731000000,,-31200000,9495200000,4532400000,,3661600000,9382300000,4184700000,-184200000.0,8415400000,,995000000,4114900000,-3883000000,5652500000,,,-3964800000,273800000.0,2.55,-884000000.0,1060200000,,-1048700000.0,0.0,2.58,4292600000.0,-1412600000.0,702700000.0,-3061700000.0,11542500000,,146500000.0,,,
2002-12-31,1708800000.0,939800000,64600000.0,10768400000,-3429100000.0,2149300000.0,5704900000,,676900000.0,0.0,-1542100000.0,3327700000,1945900000,-316100000.0,1945900000,2707900000,2176500000,2707900000,3457700000,-1335800000.0,,1083160000,545400000.0,4777900000.0,5944900000,3424000000,,4358200000,1078844622,7804100000,493000000.0,-385200000.0,8273600000,19042000000,749800000,2707900000,5063500000,8500100000,,1670300000.0,3654700000,,209700000,11237900000,5293000000,,2070700000,8901000000,3820700000,-285100000.0,9546100000,,1346700000,2702300000,-4253100000,5573300000,,,-2474400000,346500000.0,2.5,-1130900000.0,1495400000,,-422000000.0,0.0,2.51,3841200000.0,-756400000.0,702100000.0,-5842100000.0,11077500000,,79700000.0,,,
2003-12-31,957000000.0,1940100000,103100000.0,11913300000,-2913700000.0,2350200000.0,6362700000,,875900000.0,0.0,83800000.0,3501800000,2756300000,-217200000.0,2756300000,2560800000,2675100000,2560800000,3261700000,-1443000000.0,,1080506329,196500000.0,7536400000.0,6380400000,4055400000,,4687800000,1075966387,8758700000,548500000.0,-281100000.0,9764800000,21678100000,700900000,2560800000,5550600000,9470400000,,1854700000.0,3713300000,,-179100000,12919400000,6539000000,,3646700000,9907400000,4050300000,-170800000.0,11068000000,,1674900000,1945900000,-4529000000,6405600000,,,-1331500000,130900000.0,2.37,-1706600000.0,1963000000,,-1578300000.0,0.0,2.38,4478200000.0,810400000.0,702300000.0,-7005300000.0,12582500000,,61000000.0,,,
2004-12-31,2099100000.0,971400000,104500000.0,13947100000,-2528300000.0,2691100000.0,6353400000,,648600000.0,0.0,-1238000000.0,3658700000,5365300000,-498100000.0,5365300000,1810100000,3223900000,1810100000,2941900000,-1539800000.0,,1090421687,2020600000.0,14849300000.0,4480300000,4284200000,,4491900000,1083892216,12835800000,597500000.0,,10919900000,24867000000,1131800000,1810100000,7593700000,9724600000,,2058700000.0,7464400000,,-665200000,12031200000,7550900000,,2869500000,10634000000,4256200000,-111600000.0,12338900000,,1241100000,2756300000,-4788000000,6975300000,620400000.0,,-684800000,772400000.0,1.66,-1898100000.0,2291600000,,203700000.0,0.0,1.67,4924500000.0,2609000000.0,708000000.0,-13086700000.0,13857900000,,51600000.0,,,
2005-12-31,2031000000.0,615500000,105900000.0,13788900000,-3161900000.0,3025500000.0,8072600000,,781300000.0,0.0,-1947100000.0,3648600000,3006700000,-353600000.0,3006700000,2001600000,3474200000,1979600000,2717500000,-1654900000.0,,1093701657,734700000.0,607800000.0,5872500000,4497000000,,5763500000,1087692308,10795800000,726400000.0,-377900000.0,10791900000,24580800000,715900000,1979600000,5716300000,10027200000,,2313300000.0,5037700000,,-825900000,13785000000,7912500000,,1913600000,11171100000,4375000000,72100000.0,13136000000,,1614000000,5365300000,-5223500000,7522500000,695100000.0,,-2215900000,-347500000.0,1.81,-1298100000.0,1878000000,,-1880500000.0,39800000.0,1.82,4200300000.0,-2358600000.0,706900000.0,-1183100000.0,14645300000,,105200000.0,,,
2006-12-31,781700000.0,2898100000,59600000.0,10974700000,-4124400000.0,3129300000.0,5889200000,,789400000.0,0.0,-795300000.0,4125400000,3109300000,179000000.0,3109300000,2662700000,3546500000,2662700000,3418000000,-1736300000.0,,1086816327,219400000.0,2755200000.0,4108700000,4889800000,1156700000.0,3494400000,1086816327,9694400000,801800000.0,-122100000.0,10980700000,21955400000,755300000,2662700000,5085500000,10926700000,,2298600000.0,3891000000,,-731200000,12261000000,8152300000,,3975900000,12144500000,4927200000,-60200000.0,13716700000,,2332600000,3006700000,-5564400000,8019100000,62200000.0,,608400000,346800000.0,2.45,-1077800000.0,2270300000,,-4578800000.0,9900000.0,2.45,4076700000.0,102600000.0,0.0,-1313200000.0,15691000000,,238100000.0,,,
2007-12-31,1610700000.0,4072100000,24700000.0,13123400000,-2717000000.0,3486700000.0,7855100000,,1018500000.0,0.0,-117000000.0,4802900000,3220500000,-277300000.0,3220500000,2953000000,4248800000,2953000000,3876800000,-1853600000.0,,1089667897,413700000.0,800100000.0,3500400000,6095100000,463500000.0,4593500000,1089667897,12256900000,1047900000.0,,13664400000,26787800000,923800000,2953000000,5268300000,11967200000,,2673900000.0,4831200000,1709700000.0,-913100000,14530900000,8575100000,,5154500000,14384700000,5850800000,154300000.0,14841300000,,2974100000,3109300000,-6266200000,9581800000,287500000.0,,-4328100000,122900000.0,2.71,-1082400000.0,2523700000,745700000.0,-844900000.0,-600000.0,2.71,3836100000.0,111200000.0,0.0,-1127600000.0,18633500000,,228300000.0,,,
2008-12-31,429400000.0,6348400000,,22477300000,-5508100000.0,3840900000.0,9367600000,,885800000.0,0.0,2347800000.0,5527900000,5496700000,-406800000.0,5496700000,-2071900000,4382800000,-2071900000,-1307600000,-2056700000.0,,1094499000,5846300000.0,2554900000.0,4078900000,6626400000,5048000000.0,4615700000,1094499000,12453300000,1122600000.0,,6735300000,29212600000,764300000,-2071900000,13109700000,7654900000,,2778800000.0,5926100000,2886600000.0,-6817900000,16759300000,8626300000,,7295600000,15995200000,6650500000,84800000.0,15315900000,,4677200000,3220500000,-6689600000,10467300000,74700000.0,,-7268800000,442600000.0,-1.89,-947200000.0,2493200000,1167500000.0,2346000000.0,-8100000.0,-1.89,6377600000.0,2276200000.0,711100000.0,-2412400000.0,20378000000,,228300000.0,,,
2009-12-31,34700000.0,3480500000,,17935600000,-2471900000.0,4326500000.0,11367500000,,968100000.0,0.0,-956900000.0,6370000000,4462900000,-94500000.0,4462900000,4328800000,4247000000,4328800000,5357800000,-2152100000.0,1155800000.0,1098367000,27400000.0,1506900000.0,1921400000,6892500000,421000000.0,6634700000,1098338000,12486500000,1297800000.0,,9523700000,27460900000,1029000000,4328800000,6568100000,9830400000,894200000.0,3343300000.0,4497600000,2524800000.0,-826100000,14974400000,8197400000,-5824200000.0,4335500000,17589000000,6916900000,-179000000.0,15100000000,0.0,2313300000,5496700000,-6902600000,11219000000,84800000.0,346700000.0,142800000,189900000.0,3.94,-855000000.0,2849900000,1175000000.0,-5533700000.0,42600000.0,3.94,3793700000.0,-1033800000.0,0.0,-432300000.0,21836000000,368500000.0,261300000.0,,,
2010-12-31,733800000.0,5670100000,,18588600000,-2670100000.0,4884200000.0,11487200000,,1072200000.0,0.0,-185500000.0,6772200000,5993200000,-219300000.0,5993200000,5069500000,4366200000,5069500000,6525200000,-2165300000.0,1779500000.0,1105813000,156000000.0,584700000.0,1622400000,7053400000,-66300000.0,6770500000,1105788000,14840000000,1328200000.0,,12420300000,31001400000,1455700000,5069500000,7101400000,12732600000,851800000.0,3493800000.0,6727000000,3394900000.0,-113400000,16161400000,7940700000,-1100000.0,6856800000,18709800000,8038900000,157000000.0,14486600000,-609400000.0,1594500000,4462900000,-6545900000,11937600000,,457500000.0,-3159800000,559700000.0,4.58,-1186700000.0,2517700000,1423900000.0,-2021900000.0,19400000.0,4.58,4023900000.0,1530300000.0,0.0,-1753700000.0,23076000000,231000000.0,185500000.0,,,
2011-12-31,974600000.0,5541600000,,20124200000,-3858600000.0,5020800000.0,11193300000,,1125200000.0,0.0,1248400000.0,6317900000,5922500000,-277200000.0,5922500000,4347700000,5067900000,4347700000,5349500000,-2180100000.0,4029800000.0,1113967000,1522300000.0,2138500000.0,2493400000,7879900000,4582100000.0,5464700000,1113923000,14248200000,1373600000.0,,13541700000,33659800000,1001800000,4347700000,8930900000,14897800000,1771300000.0,3597700000.0,6897100000,3693400000.0,-862300000,19411600000,7760300000,-54600000.0,7234500000,19218600000,6317900000,203100000.0,14594100000,-307800000.0,1573800000,5993200000,-6833800000,12900700000,,261600000.0,-4824400000,-268500000.0,3.9,-1692900000.0,2299800000,1434700000.0,-2369900000.0,6000000.0,3.9,2903500000.0,-70700000.0,0.0,-4710300000.0,24286500000,147400000.0,186000000.0,,,
2012-12-31,1665500000.0,4260600000,,19625000000,-3797100000.0,5278100000.0,11235500000,-336100000.0,1188300000.0,822300000.0,-51200000.0,5015300000,4018800000,1276500000.0,4018800000,4088600000,4796500000,4088600000,5408200000,-2187400000.0,6313300000.0,1146493000,11900000.0,4730800000.0,2534000000,7513500000,-667300000.0,5519400000,1146493000,13038700000,1462200000.0,-721100000.0,14765200000,34398900000,1319600000,4088600000,8389500000,16088200000,1777200000.0,3336300000.0,5684300000,3251400000.0,465700000,21360200000,7760200000,-1500600000.0,5304800000,17806900000,5015300000,-307900000.0,14918000000,-199300000.0,1369400000,5922500000,-7157800000,12791600000,,143500000.0,-2832800000,126000000.0,3.56618,-1044200000.0,2643800000,1501300000.0,-4419600000.0,0.0,3.56618,2738900000.0,-1903700000.0,0.0,-7618600000.0,22603400000,141500000.0,177800000.0,,,
2013-12-31,1567100000.0,4641700000,,17608000000,-2002700000.0,5531300000.0,8691400000,-70300000.0,1119300000.0,0.0,-393000000.0,5548100000,3830200000,-97400000.0,3830200000,4684800000,4908100000,4684800000,5889300000,-2120700000.0,7624900000.0,1116795000,1012600000.0,14555100000.0,2212500000,7125600000,62200000.0,4200300000,1116795000,13104700000,1445600000.0,-1698100000.0,17631400000,35248700000,1204500000,4684800000,8916600000,16992400000,1941700000.0,3434400000.0,5397300000,2814300000.0,381600000,22144000000,7975500000,-10500000.0,5735000000,18205000000,5548100000,-286500000.0,15646700000,-43700000.0,1863000000,4018800000,-7671200000,12656900000,,254400000.0,-2072800000,285900000.0,4.194861,-1093300000.0,2928800000,1516800000.0,-3829300000.0,0.0,4.194861,2328400000.0,-188600000.0,0.0,-15572900000.0,23113100000,144900000.0,160100000.0,,,
