date,annualStockholdersEquity,annualCurrentLiabilities,annualIncomeTaxPayable,annualChangeInInventory,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingCashFlow,annualCapitalStock,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,annualNonCurrentDeferredTaxesLiabilities,annualGrossProfit,annualEbitda,annualNetPPE,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualOtherCurrentLiabilities,annualGoodwill,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,annualTotalRevenue,annualPurchaseOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,annualPretaxIncome,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOtherIncomeExpense,annualOperatingIncome,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,annualDilutedEPS,annualBasicAverageShares,annualCurrentAccruedExpenses,annualCurrentDebt,annualCurrentDeferredRevenue,annualOperatingExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicEPS,annualInterestExpense,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,annualAccountsReceivable,annualBeginningCashPosition,annualCostOfRevenue,annualOtherCurrentAssets,annualCashDividendsPaid,annualTaxProvision,annualTotalAssets,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualLongTermDebt,annualDilutedAverageShares,annualOtherNonCashItems,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualOtherShortTermInvestments,annualInvestmentsAndAdvances
2008-12-31,2366000000,4766000000,,-671000000.0,403000000.0,11148000000.0,49000000.0,-109000000.0,750000000.0,34000000.0,,547000000,3159000000,337000000.0,3489000000.0,1493000000.0,2115000000,3470000000,49000000.0,4594000000.0,151000000.0,1865000000.0,16000000.0,-1422000000.0,-1922000000.0,14246000000.0,-10960000000.0,1117000000.0,-550000000.0,63000000.0,658000000.0,-788000000.0,547000000.0,-526000000.0,1616000000.0,344000000.0,547000000,10000000.0,1.95,245686000.0,2622000000.0,876000000.0,,1873000000.0,274000000.0,12888000000,1.98,432000000.0,-43000000.0,-2479000000.0,16000000.0,2400000000,-821000000.0,13640000000,-533000000.0,486000000.0,17654000000,486000000.0,,3025000000.0,200000000.0,924000000.0,531000000.0,10757000000.0,592000000,-284000000.0,314000000.0,20020000000,1639000000.0,6380000000,9081000000,249830000.0,607000000.0,,,,
2009-12-31,2826000000,2730000000,,803000000.0,409000000.0,4605000000.0,,0.0,1032000000.0,35000000.0,,1748000000,2273000000,136000000.0,475000000.0,403000000.0,1968000000,9934000000,130000000.0,4634000000.0,2596000000.0,1622000000.0,1345000000.0,-1321000000.0,-6352000000.0,10500000000.0,-3005000000.0,569000000.0,-238000000.0,1728000000.0,-149000000.0,-1633000000.0,1892000000.0,-317000000.0,311000000.0,-73000000.0,1748000000,-552000000.0,-0.12,262923000.0,2027000000.0,134000000.0,,164000000.0,,13384000000,-0.12,143000000.0,-265000000.0,-2666000000.0,17000000.0,11097000000,290000000.0,5875000000,0.0,-31000000.0,16114000000,-31000000.0,333000000.0,2973000000.0,794000000.0,894000000.0,547000000.0,10025000000.0,960000000,-21000000.0,-76000000.0,18940000000,164000000.0,13065000000,3450000000,262923000.0,298000000.0,,,,
2010-12-31,2972000000,2657000000,,-10000000.0,393000000.0,2163000000.0,,-57000000.0,984000000.0,35000000.0,,931000000,2277000000,,1920000000.0,749000000.0,1932000000,3384000000,34000000.0,4801000000.0,0.0,1632000000.0,-961000000.0,-1316000000.0,-3708000000.0,10525000000.0,-450000000.0,622000000.0,-270000000.0,1549000000.0,86000000.0,-3493000000.0,931000000.0,-190000000.0,546000000.0,92000000.0,931000000,6000000.0,0.28,274452000.0,2016000000.0,19000000.0,,1374000000.0,,9653000000,0.31,270000000.0,69000000.0,-2869000000.0,-1000000.0,1722000000,48000000.0,9996000000,0.0,86000000.0,12310000000,86000000.0,0.0,3037000000.0,714000000.0,892000000.0,1892000000.0,8605000000.0,1612000000,-22000000.0,-6000000.0,15282000000,1231000000.0,5286000000,5943000000,302555000.0,372000000.0,,,,
2011-12-31,2745000000,2931000000,,-127000000.0,403000000.0,824000000.0,,-14000000.0,1068000000.0,35000000.0,,871000000,2402000000,,591000000.0,880000000.0,1996000000,5626000000,534000000.0,5093000000.0,2785000000.0,1635000000.0,-46000000.0,-1625000000.0,-2805000000.0,11275000000.0,-187000000.0,833000000.0,-423000000.0,843000000.0,337000000.0,-1951000000.0,885000000.0,140000000.0,477000000.0,242000000.0,871000000,-50000000.0,0.79,278900000.0,1952000000.0,146000000.0,,114000000.0,211000000.0,7939000000,0.867695,140000000.0,81000000.0,-3097000000.0,36000000.0,6356000000,336000000.0,5263000000,,242000000.0,10870000000,242000000.0,,3257000000.0,645000000.0,856000000.0,931000000.0,10684000000.0,1134000000,-22000000.0,95000000.0,13615000000,114000000.0,8352000000,2313000000,307255000.0,87000000.0,,,,
2012-12-31,2991000000,3512000000,,-316000000.0,383000000.0,,,-11000000.0,935000000.0,35000000.0,238000000.0,1378000000,2712000000,,2218000000.0,12620000000.0,2149000000,4764000000,858000000.0,5426000000.0,2977000000.0,1649000000.0,528000000.0,-1770000000.0,-617000000.0,12237000000.0,,1021000000.0,-480000000.0,378000000.0,841000000.0,-781000000.0,1413000000.0,-215000000.0,12237000000.0,581000000.0,1378000000,2000000.0,2.0,271300000.0,1036000000.0,535000000.0,840000000.0,1165000000.0,179000000.0,6530000000,2.171028,212000000.0,171000000.0,-3277000000.0,32000000.0,5495000000,-29000000.0,5389000000,-272000000.0,589000000.0,10042000000,589000000.0,,3824000000.0,455000000.0,829000000.0,885000000.0,10019000000.0,470000000,-17000000.0,260000000.0,13033000000,1168000000.0,7644000000,1766000000,294663000.0,97000000.0,,,,
2013-12-31,4384000000,3003000000,,-118000000.0,389000000.0,,,-196000000.0,813000000.0,35000000.0,,1163000000,2963000000,,1973000000.0,12493000000.0,2215000000,3634000000,376000000.0,5678000000.0,2995000000.0,1735000000.0,-202000000.0,-1027000000.0,-1271000000.0,12104000000.0,,1107000000.0,-444000000.0,-264000000.0,674000000.0,-742000000.0,1211000000.0,-132000000.0,12104000000.0,498000000.0,1163000000,81000000.0,1.75,282100000.0,926000000.0,8000000.0,888000000.0,1126000000.0,65000000.0,5557000000,1.765331,173000000.0,86000000.0,-3463000000.0,-118000000.0,5157000000,-74000000.0,5572000000,0.0,498000000.0,8560000000,498000000.0,,4045000000.0,369000000.0,979000000.0,1413000000.0,10131000000.0,467000000,-22000000.0,176000000.0,12944000000,1126000000.0,7372000000,1923000000,284428000.0,67000000.0,,,,
2014-12-31,4272000000,3638000000,,-209000000.0,459000000.0,,,-1628000000.0,1211000000.0,36000000.0,,731000000,3928000000,,2457000000.0,14337000000.0,2497000000,3892000000,138000000.0,6182000000.0,3630000000.0,2027000000.0,-389000000.0,-1506000000.0,-904000000.0,13878000000.0,,1014000000.0,-429000000.0,-1919000000.0,853000000.0,335000000.0,822000000.0,-52000000.0,13878000000.0,605000000.0,731000000,12000000.0,2.13,276600000.0,1131000000.0,8000000.0,1412000000.0,1361000000.0,-228000000.0,6695000000,2.173528,191000000.0,-19000000.0,-3685000000.0,56000000.0,3808000000,147000000.0,6273000000,-340000000.0,600000000.0,10333000000,600000000.0,,4623000000.0,782000000.0,1035000000.0,1211000000.0,11421000000.0,579000000,-28000000.0,248000000.0,14605000000,1361000000.0,8332000000,2803000000,281790000.0,95000000.0,,,,
2015-12-31,4964000000,3792000000,,-239000000.0,461000000.0,,,-81000000.0,1094000000.0,36000000.0,783000000.0,946000000,4144000000,,2444000000.0,13884000000.0,2492000000,3517000000,113000000.0,6407000000.0,3530000000.0,2023000000.0,183000000.0,-1398000000.0,-356000000.0,13423000000.0,,1063000000.0,-420000000.0,-388000000.0,971000000.0,-504000000.0,1005000000.0,-83000000.0,13423000000.0,698000000.0,946000000,10000000.0,2.5,274228000.0,1144000000.0,262000000.0,1323000000.0,1304000000.0,43000000.0,5952000000,2.546859,169000000.0,4000000.0,-3915000000.0,-14000000.0,3715000000,-65000000.0,6478000000,-219000000.0,697000000.0,9744000000,697000000.0,,5298000000.0,674000000.0,1047000000.0,822000000.0,10979000000.0,341000000,-22000000.0,273000000.0,14708000000,1304000000.0,8230000000,2435000000,278727000.0,102000000.0,,,,
2016-12-31,5574000000,3893000000,,-352000000.0,437000000.0,,,-186000000.0,988000000.0,34000000.0,767000000.0,1137000000,4464000000,,2477000000.0,14225000000.0,2581000000,3477000000,1000000.0,6704000000.0,3530000000.0,2113000000.0,191000000.0,-1605000000.0,-257000000.0,13788000000.0,,1273000000.0,-446000000.0,-621000000.0,876000000.0,-146000000.0,1137000000.0,-123000000.0,13788000000.0,843000000.0,1137000000,7000000.0,3.53,270287000.0,1266000000.0,363000000.0,991000000.0,1304000000.0,215000000.0,5891000000,3.55918,174000000.0,48000000.0,-4123000000.0,-33000000.0,3611000000,-310000000.0,7053000000,-241000000.0,962000000.0,9784000000,962000000.0,,5546000000.0,542000000.0,1064000000.0,946000000.0,11311000000.0,388000000,-22000000.0,-33000000.0,15358000000,1304000000.0,8305000000,2414000000,272365000.0,102000000.0,,,,
2017-12-31,5647000000,3660000000,,412000000.0,447000000.0,,,-331000000.0,980000000.0,33000000.0,765000000.0,1079000000,4150000000,,2403000000.0,14645000000.0,2721000000,2959000000,92000000.0,6841000000.0,3646000000.0,2364000000.0,-36000000.0,-1375000000.0,-841000000.0,14198000000.0,,1205000000.0,-423000000.0,-662000000.0,762000000.0,-360000000.0,1262000000.0,-130000000.0,14198000000.0,306000000.0,1079000000,25000000.0,1.14,261500000.0,1434000000.0,14000000.0,1007000000.0,1337000000.0,-156000000.0,6033000000,1.173996,174000000.0,346000000.0,-4120000000.0,-236000000.0,3228000000,227000000.0,7027000000,-582000000.0,307000000.0,9693000000,307000000.0,,5368000000.0,557000000.0,1363000000.0,1298000000.0,11795000000.0,435000000,-21000000.0,-456000000.0,15340000000,1337000000.0,8313000000,3074000000,268750000.0,86000000.0,,,,
2018-12-31,5192000000,3506000000,,41000000.0,437000000.0,110000000.0,,-23000000.0,1109000000.0,30000000.0,,987000000,3818000000,,2378000000.0,14409000000.0,2615000000,2758000000,205000000.0,6818000000.0,3248000000.0,2218000000.0,-155000000.0,-1762000000.0,-131000000.0,13972000000.0,,1099000000.0,-369000000.0,620000000.0,1384000000.0,-1864000000.0,1107000000.0,447000000.0,13972000000.0,1222000000.0,987000000,50000000.0,4.83,253237000.0,381000000.0,258000000.0,876000000.0,1275000000.0,-63000000.0,5566000000,4.83,166000000.0,49000000.0,-4203000000.0,50000000.0,2817000000,-106000000.0,6614000000,-1783000000.0,1222000000.0,9072000000,1222000000.0,,5407000000.0,740000000.0,1024000000.0,1262000000.0,11594000000.0,785000000,-20000000.0,-162000000.0,14264000000,1275000000.0,7650000000,2808000000,253237000.0,105000000.0,,,,
2019-12-31,5518000000,3846000000,,,,,,,,,,1181000000,4069000000,,,,2527000000,3091000000,,,3285000000.0,2150000000.0,,,,,,,,,,,,,,,1181000000,,,,,561000000.0,,,,5654000000,,,,,,3276000000,,7065000000,,,9500000000,,,,,921000000.0,,,894000000,,,15018000000,,7953000000,2563000000,,,,,,
