date,annualSaleOfInvestment,annualIncomeTaxPayable,annualInvestingCashFlow,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualStockBasedCompensation,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualRetainedEarnings,annualInventory,annualAccountsReceivable,annualPurchaseOfInvestment,annualCapitalStock,annualOtherIntangibleAssets,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualAccountsPayable,annualChangeInAccountPayable,annualEbitda,annualEndCashPosition,annualOperatingIncome,annualCashAndCashEquivalents,annualGrossPPE,annualNetOtherInvestingChanges,annualPretaxIncome,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualOperatingExpense,annualAccumulatedDepreciation,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualDilutedAverageShares,annualChangesInAccountReceivables,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualTaxProvision,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualDilutedEPS,annualRepaymentOfDebt,annualInterestExpense,annualBasicAverageShares,annualTotalRevenue,annualGrossProfit,annualTotalNonCurrentAssets,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualChangeInInventory,annualBeginningCashPosition,annualCashDividendsPaid,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCostOfRevenue,annualCurrentDebt,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue
2010-06-30,233000000.0,,-752000000.0,2173000000.0,2724000000,34000000.0,57000000.0,,8247000000,-344000000.0,780000000.0,2997000000.0,-1123000000.0,757000000.0,1400000000.0,-373000000.0,0.0,,2263000000.0,-126000000.0,2515000000.0,3.28,,-4000000.0,252000000.0,2526000000.0,1932000000.0,1780000000.0,2000000.0,2523000000,2263000000.0,1863000000,2263000000.0,6842000000.0,27000000.0,1569000000.0,,111000000.0,171000000.0,1341000000.0,-4579000000.0,-639000000.0,437000000.0,-31000000.0,5418000000.0,-584000000.0,514000000,-367000000.0,379000000.0,836000000.0,888000000.0,-40000000.0,0.0,1609000000,3.14,-827000000.0,174000000.0,491000000,11395000000,3204000000.0,2829000000.0,1293000000.0,5523000000,877000000.0,-574000000.0,514000000.0,-170000000.0,1427000000.0,0.0,,1609000000,1609000000,8191000000.0,329000000.0,,,
2011-06-30,260000000.0,14000000.0,-981000000.0,2952000000.0,2463000000,15000000.0,51000000.0,,9225000000,131000000.0,754000000.0,3463000000.0,-1511000000.0,872000000.0,1495000000.0,-487000000.0,0.0,,2245000000.0,-38000000.0,3151000000.0,1.13,83000000.0,-6000000.0,474000000.0,3299000000.0,1264000000.0,2063000000.0,386000000.0,1547000000,2677000000.0,824000000,2677000000.0,7383000000.0,12000000.0,579000000.0,,121000000.0,181000000.0,1322000000.0,-5138000000.0,-843000000.0,445000000.0,46000000.0,6425000000.0,-822000000.0,467000000,-95000000.0,-3000000.0,414000000.0,627000000.0,68000000.0,0.0,511000000,1.09,-377000000.0,214000000.0,451000000,10971000000,2146000000.0,2800000000.0,421000000.0,6762000000,875000000.0,-116000000.0,808000000.0,-115000000.0,2263000000.0,-74000000.0,,511000000,511000000,8825000000.0,560000000.0,,,
2012-06-30,516000000.0,,-1114000000.0,2863000000.0,3497000000,-5000000.0,51000000.0,463000000.0,10106000000,-3118000000.0,814000000.0,3396000000.0,-1444000000.0,909000000.0,2319000000.0,-454000000.0,0.0,506000000.0,2284000000.0,3000000.0,2118000000.0,6.72,344000000.0,-9000000.0,411000000.0,3213000000.0,3262000000.0,2286000000.0,157000000.0,3937000000,1707000000.0,3112000000,1707000000.0,8020000000.0,1000000.0,2882000000.0,,138000000.0,147000000.0,1572000000.0,-5736000000.0,-636000000.0,528000000.0,-28000000.0,6310000000.0,-2426000000.0,441000000,-824000000.0,6000000.0,-970000000.0,766000000.0,20000000.0,0.0,2862000000,6.49,-670000000.0,241000000.0,426000000,14939000000,4684000000.0,3796000000.0,2626000000.0,6609000000,1006000000.0,-424000000.0,767000000.0,99000000.0,2677000000.0,-372000000.0,-561000000.0,2862000000,2862000000,10255000000.0,0.0,,,
2013-06-30,334000000.0,,-825000000.0,2774000000.0,3506000000,12000000.0,76000000.0,476000000.0,9243000000,-2222000000.0,873000000.0,2611000000.0,-1778000000.0,854000000.0,1670000000.0,-351000000.0,0.0,405000000.0,2269000000.0,-56000000.0,2188000000.0,4.97,259000000.0,-13000000.0,480000000.0,3126000000.0,3047000000.0,1690000000.0,-538000000.0,2918000000,1708000000.0,2093000000,1708000000.0,8544000000.0,-15000000.0,1831000000.0,,121000000.0,225000000.0,1847000000.0,-6275000000.0,-786000000.0,635000000.0,-70000000.0,5412000000.0,-1654000000.0,382000000,661000000.0,-71000000.0,1000000.0,583000000.0,-7000000.0,0.0,1838000000,4.81,-1224000000.0,214000000.0,370000000,14351000000,3940000000.0,3831000000.0,2261000000.0,5737000000,1133000000.0,274000000.0,484000000.0,102000000.0,1707000000.0,-518000000.0,-36000000.0,1838000000,1838000000,10411000000.0,3000000.0,,,
2014-06-30,641000000.0,,-322000000.0,3920000000.0,2832000000,14000000.0,118000000.0,537000000.0,9492000000,-1311000000.0,879000000.0,2398000000.0,-2677000000.0,985000000.0,1729000000.0,-88000000.0,0.0,359000000.0,2136000000.0,-57000000.0,2654000000.0,4.66,107000000.0,-2000000.0,20000000.0,4262000000.0,2558000000.0,1549000000.0,-190000000.0,2630000000,2634000000.0,1800000000,2634000000.0,8979000000.0,-34000000.0,1556000000.0,,127000000.0,184000000.0,2046000000.0,-6843000000.0,-559000000.0,722000000.0,-67000000.0,5777000000.0,-1912000000.0,347000000,4000000.0,-5000000.0,926000000.0,553000000.0,-14000000.0,0.0,1570000000,4.52,-725000000.0,195000000.0,337000000,13724000000,3846000000.0,3715000000.0,1999000000.0,6660000000,1226000000.0,-1000000.0,279000000.0,-20000000.0,1708000000.0,-557000000.0,-285000000.0,1570000000,1570000000,9878000000.0,0.0,,,
2015-06-30,23000000.0,,-1287000000.0,4155000000.0,3018000000,-9000000.0,137000000.0,874000000.0,9845000000,-1495000000.0,841000000.0,2343000000.0,-2686000000.0,993000000.0,1735000000.0,-5000000.0,0.0,370000000.0,2278000000.0,701000000.0,2485000000.0,5.38,98000000.0,-30000000.0,6000000.0,4484000000.0,2647000000.0,1540000000.0,-58000000.0,3018000000,2479000000.0,1470000000,2479000000.0,9630000000.0,-105000000.0,1970000000.0,,183000000.0,259000000.0,2339000000.0,-7352000000.0,-747000000.0,857000000.0,2000000.0,5568000000.0,-1087000000.0,331000000,-2000000.0,-12000000.0,-155000000.0,547000000.0,228000000.0,0.0,1742000000,5.26,-1026000000.0,207000000.0,324000000,13739000000,3809000000.0,4277000000.0,1900000000.0,6827000000,1353000000.0,-142000000.0,226000000.0,29000000.0,2634000000.0,-664000000.0,-453000000.0,1742000000,1742000000,9930000000.0,0.0,,,
2016-06-30,1000000.0,,-1211000000.0,4130000000.0,1593000000,12000000.0,120000000.0,1237000000.0,8252000000,-1820000000.0,815000000.0,2249000000.0,-4311000000.0,868000000.0,1318000000.0,0.0,0.0,448000000.0,2160000000.0,-156000000.0,1131000000.0,0.83,79000000.0,-25000000.0,6000000.0,4410000000.0,1680000000.0,1517000000.0,-24000000.0,1282000000,1125000000.0,620000000,1125000000.0,9884000000.0,9000000.0,274000000.0,,164000000.0,258000000.0,1995000000.0,-7724000000.0,-587000000.0,635000000.0,-2000000.0,3533000000.0,-1090000000.0,302000000,464000000.0,-60000000.0,-1354000000.0,548000000.0,26000000.0,0.0,248000000,0.82,-22000000.0,193000000.0,299000000,11160000000,2615000000.0,4719000000.0,1093000000.0,6659000000,1237000000.0,464000000.0,216000000.0,145000000.0,2479000000.0,-727000000.0,-634000000.0,248000000,248000000,8545000000.0,,,,
2017-06-30,6000000.0,,-459000000.0,5021000000.0,1364000000,20000000.0,137000000.0,1238000000.0,9268000000,-46000000.0,749000000.0,2626000000.0,-4771000000.0,982000000.0,1199000000.0,-37000000.0,0.0,281000000.0,1875000000.0,-207000000.0,2539000000.0,2.61,86000000.0,-17000000.0,0.0,5278000000.0,1916000000.0,1626000000.0,121000000.0,1786000000,2543000000.0,1232000000,2539000000.0,9633000000.0,6000000.0,815000000.0,,122000000.0,224000000.0,1942000000.0,-7758000000.0,-434000000.0,606000000.0,3000000.0,5041000000.0,-460000000.0,299000000,122000000.0,-27000000.0,1411000000.0,763000000.0,43000000.0,0.0,772000000,2.58,-316000000.0,222000000.0,296000000,10771000000,3174000000.0,4227000000.0,1482000000.0,7904000000,1232000000.0,186000000.0,321000000.0,-114000000.0,1132000000.0,-561000000.0,0.0,772000000,772000000,7597000000.0,,,,
2018-06-30,0.0,,-1588000000.0,4320000000.0,1665000000,-11000000.0,112000000.0,1237000000.0,9410000000,-1211000000.0,598000000.0,3190000000.0,-4696000000.0,1053000000.0,1184000000.0,-1279000000.0,0.0,188000000.0,1792000000.0,-107000000.0,1853000000.0,4.1,113000000.0,-16000000.0,,4555000000.0,2113000000.0,1728000000.0,65000000.0,2252000000,1857000000.0,1723000000,1853000000.0,9525000000.0,55000000.0,1418000000.0,1275000000.0,100000000.0,191000000.0,1641000000.0,-7733000000.0,-366000000.0,562000000.0,193000000.0,4310000000.0,-361000000.0,292000000,16000000.0,-23000000.0,-686000000.0,710000000.0,236000000.0,,1182000000,4.05,-214000000.0,236000000.0,288000000,11184000000,3364000000.0,5100000000.0,1747000000.0,7745000000,1026000000.0,39000000.0,220000000.0,-71000000.0,2543000000.0,-726000000.0,0.0,1182000000,1182000000,7820000000.0,499000000.0,,,
2019-06-30,1322000000.0,,846000000.0,4253000000.0,2162000000,-97000000.0,99000000.0,1237000000.0,8885000000,-2212000000.0,541000000.0,2232000000.0,-4349000000.0,970000000.0,989000000.0,-18000000.0,0.0,111000000.0,1869000000.0,47000000.0,2220000000.0,7.13,69000000.0,-34000000.0,2000000.0,4491000000.0,1761000000.0,1420000000.0,-268000000.0,2137000000,2251000000.0,1465000000,2220000000.0,9835000000.0,144000000.0,1372000000.0,0.0,130000000.0,191000000.0,1467000000.0,-7966000000.0,-602000000.0,453000000.0,-690000000.0,4363000000.0,-963000000.0,285000000,204000000.0,-31000000.0,394000000.0,643000000.0,-640000000.0,,2012000000,7.06,-819000000.0,224000000.0,282000000,10390000000,2932000000.0,4522000000.0,1159000000.0,6723000000,991000000.0,-107000000.0,184000000.0,80000000.0,1857000000.0,-713000000.0,,2012000000,2012000000,7458000000.0,,,,
