date,annualDepreciationAndAmortization,annualPurchaseOfBusiness,annualChangeInInventory,annualStockholdersEquity,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,annualInventory,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualEbitda,annualNetPPE,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualBasicEPS,annualOtherCurrentLiabilities,annualGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualAccountsPayable,annualInvestingCashFlow,annualOperatingIncome,annualEndCashPosition,annualPretaxIncome,annualIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualOtherIncomeExpense,annualGrossPPE,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualTaxProvision,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,annualCapitalExpenditure,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualDeferredIncomeTax,annualInterestExpense,annualChangesInAccountReceivables,annualCommonStockIssuance,annualOtherShortTermInvestments,annualDilutedEPS,annualBasicAverageShares,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherNonCashItems
2008-12-31,2379291000000.0,-279031000000.0,-3393710000000.0,27663665000000.0,-55155000000.0,70363000000.0,3116582000000.0,3687015000000.0,,482403000000.0,5607476000000.0,12551996000000.0,8661721000000.0,723767000000.0,9180297000000.0,11009392000000.0,8819616000000.0,18069099000000.0,257742000000.0,97252000000.0,14500.5,415703000000.0,,-21986000000.0,1197883000000.0,-14002339000000.0,-9941790000000.0,3650289000000.0,-5802769000000.0,7173929000000.0,2490711000000.0,6095639000000.0,2083472000000.0,,-1095913000000.0,42230169000000.0,2490264000000.0,-252807000000.0,5193944000000.0,1733983000000.0,237917000000.0,597514000000.0,-4224420000000.0,301974092,4378751000000.0,2006368000000.0,94571000000.0,7607685000000.0,41742636000000.0,,,344686000000.0,,364753000000.0,3117212000000.0,14500.5,301974092,-24161070000000.0,-36832000000.0,22197633000000.0,-4394703000000.0,356265000000.0,4378751000000.0,46961282000000.0,18617077000000.0,4350104000000.0,25393246000000.0,32562339000000.0,352742000000.0,1292828000000.0,6895862000000.0,-755037000000.0,-537405000000.0,4024497000000.0,2006368000000.0,24763649000000.0,406957000000.0
2009-12-31,2552777000000.0,-80380000000.0,3344506000000.0,30908964000000.0,36100000000.0,531927000000.0,862098000000.0,8632854000000.0,5592715000000.0,482403000000.0,8579452000000.0,10991210000000.0,5152839000000.0,368229000000.0,5817576000000.0,9274818000000.0,6824142000000.0,21839785000000.0,260938000000.0,39783000000.0,10345.0,1146720000000.0,261740000000.0,455471000000.0,-291541000000.0,-14783600000000.0,-7245842000000.0,3377346000000.0,-9716929000000.0,3868162000000.0,2199170000000.0,3739275000000.0,393719000000.0,,51650000000.0,47504508000000.0,2196731000000.0,-72749000000.0,6230600000000.0,535996000000.0,344274000000.0,,-6507705000000.0,306644960,3242311000000.0,1949414000000.0,84382000000.0,9372616000000.0,36855001000000.0,-68766000000.0,,532090000000.0,713418000000.0,249124000000.0,6382721000000.0,10345.0,306644960,-25664723000000.0,0.0,20634150000000.0,2911017000000.0,563511000000.0,3218425000000.0,50311748000000.0,18647434000000.0,3218425000000.0,27935726000000.0,31037425000000.0,140603000000.0,2490711000000.0,8229781000000.0,-689129000000.0,2125149000000.0,4012688000000.0,1579110000000.0,29677598000000.0,62118000000.0
2010-12-31,2950883000000.0,-3206145000000.0,-4216445000000.0,34895288000000.0,-10436000000.0,1541388000000.0,5679195000000.0,2024565000000.0,685069000000.0,482403000000.0,6783692000000.0,18958959000000.0,9803453000000.0,1695778000000.0,9077185000000.0,17093227000000.0,8945338000000.0,25699149000000.0,1062211000000.0,278431000000.0,13569.75,540604000000.0,1465674000000.0,1009099000000.0,1400743000000.0,-17079907000000.0,-4163696000000.0,5035271000000.0,-6889927000000.0,5738309000000.0,3599913000000.0,5337686000000.0,769475000000.0,,-175477000000.0,53921182000000.0,3598822000000.0,291208000000.0,9340453000000.0,1112896000000.0,477322000000.0,997728000000.0,-6104855000000.0,308131512,4217695000000.0,3338876000000.0,141787000000.0,13651285000000.0,60637860000000.0,,,656769000000.0,-2254772000000.0,0.0,3184870000000.0,13569.75,308131512,-28222033000000.0,0.0,27107123000000.0,-5827660000000.0,2045848000000.0,4181285000000.0,67945933000000.0,30744512000000.0,4181285000000.0,31395470000000.0,51560675000000.0,562434000000.0,2199170000000.0,10608584000000.0,-693296000000.0,-4080290000000.0,9268932000000.0,2966390000000.0,40838810000000.0,467524000000.0
2011-12-31,2251915000000.0,-1178435000000.0,-2538178000000.0,38356350000000.0,,1168097000000.0,4899885000000.0,1691566000000.0,7472356000000.0,482403000000.0,8254952000000.0,7104891000000.0,12283644000000.0,3588111000000.0,9114875000000.0,19605358000000.0,10901005000000.0,28453184000000.0,435063000000.0,107214000000.0,11806.0,3837428000000.0,1656817000000.0,,1077637000000.0,-5840935000000.0,-1746487000000.0,4397279000000.0,-5516866000000.0,5454483000000.0,4598682000000.0,4782395000000.0,509709000000.0,,4188000000.0,51588121000000.0,4598682000000.0,194012000000.0,4359192000000.0,1068109000000.0,,,-5905721000000.0,309007272,3714286000000.0,3660392000000.0,212472000000.0,18073560000000.0,68938725000000.0,265993000000.0,,3866695000000.0,-2402346000000.0,164384000000.0,3656270000000.0,11806.0,309007272,-23134937000000.0,-61296000000.0,33556911000000.0,-4850747000000.0,5755959000000.0,3714286000000.0,78408838000000.0,37678918000000.0,3714286000000.0,38709475000000.0,59823850000000.0,1220142000000.0,3521045000000.0,16020590000000.0,-770858000000.0,-4214155000000.0,10791510000000.0,3275113000000.0,44851927000000.0,467059000000.0
2012-12-31,2563760000000.0,-591561000000.0,1450431000000.0,39454142000000.0,,1461519000000.0,-907627000000.0,7319456000000.0,9865436000000.0,482403000000.0,6467087000000.0,4567934000000.0,10584646000000.0,1825636000000.0,7461259000000.0,19775001000000.0,6803703000000.0,34399413000000.0,81798000000.0,965977000000.0,7968.5,376215000000.0,1713691000000.0,-88150000000.0,81844000000.0,-3923958000000.0,-1884140000000.0,5126997000000.0,-6169003000000.0,3667546000000.0,4680526000000.0,3368486000000.0,559328000000.0,313509000000.0,401105000000.0,59625856000000.0,4680526000000.0,133542000000.0,6891592000000.0,982879000000.0,868015000000.0,1337003000000.0,-7502757000000.0,308977776,2385607000000.0,3793713000000.0,192321000000.0,17061432000000.0,63604151000000.0,225086000000.0,982879000000.0,871457000000.0,87830000000.0,0.0,1786561000000.0,7968.5,308977776,-25226443000000.0,0.0,31566116000000.0,1933358000000.0,212733000000.0,2462081000000.0,79265851000000.0,36836433000000.0,2462081000000.0,40346481000000.0,56142892000000.0,2564000000.0,4598682000000.0,14412085000000.0,-751908000000.0,-183301000000.0,10509348000000.0,2959511000000.0,47699735000000.0,89683000000.0
2013-12-31,2685550000000.0,-1076763000000.0,582287000000.0,42046037000000.0,,1711762000000.0,3532336000000.0,4858135000000.0,10299826000000.0,482403000000.0,7135145000000.0,4202185000000.0,9798381000000.0,2985963000000.0,6860059000000.0,20241159000000.0,5289408000000.0,37088058000000.0,88879000000.0,-48396000000.0,4352.25,403936000000.0,1615938000000.0,-23076000000.0,-471964000000.0,-4891742000000.0,-2845957000000.0,5145610000000.0,-8751670000000.0,2945549000000.0,4208562000000.0,1946177000000.0,358930000000.0,202897000000.0,-569189000000.0,64422521000000.0,4208562000000.0,1853765000000.0,8240283000000.0,590997000000.0,873613000000.0,1206040000000.0,-7113279000000.0,312038616,1355180000000.0,3914510000000.0,192805000000.0,18392218000000.0,61864650000000.0,47323000000.0,590997000000.0,657681000000.0,-612379000000.0,14019000000.0,2926583000000.0,4352.25,312038616,-27334463000000.0,,31666211000000.0,-116432000000.0,157659000000.0,1358082085449.0,84455407000000.0,38633377000000.0,1376396000000.0,41090649000000.0,55004591000000.0,1420000000.0,4680526000000.0,15532959000000.0,-648580000000.0,-2255144000000.0,10713646000000.0,3039477000000.0,52789196000000.0,753376000000.0
2014-12-31,3238549000000.0,-1091567000000.0,-1130138000000.0,41556958000000.0,,1832260000000.0,135112000000.0,3412099000000.0,10814881000000.0,482403000000.0,5196940000000.0,4887176000000.0,11173343000000.0,4997386000000.0,7293140000000.0,22375038000000.0,5422014000000.0,35333654000000.0,72156000000.0,-273315000000.0,1878.5,938640000000.0,1795144000000.0,-408773000000.0,-186426000000.0,-3196867000000.0,-2802150000000.0,5033462000000.0,-3745182000000.0,3092989000000.0,4022136000000.0,1387880000000.0,453613000000.0,236995000000.0,-1060646000000.0,64732563000000.0,3811202000000.0,80380000000.0,6497323000000.0,823841000000.0,740250000000.0,1332521000000.0,-3849353000000.0,319206156,564039000000.0,4200151000000.0,175195000000.0,18211129000000.0,64758625000000.0,-385914000000.0,823841000000.0,795585000000.0,-97703000000.0,43188000000.0,1385738000000.0,1878.5,319206156,-29398909000000.0,,33207927000000.0,-1853782000000.0,260162000000.0,599657200003.0,85843563000000.0,40586167000000.0,632706000000.0,40937148000000.0,57465485000000.0,1397000000.0,4208562000000.0,15232773000000.0,-677000000000.0,-437254000000.0,12195484000000.0,3198240000000.0,52635636000000.0,852900000000.0
2015-12-31,3218246000000.0,-77155000000.0,2456068000000.0,41205243000000.0,,1676658000000.0,-2241601000000.0,7601829000000.0,8951108000000.0,482403000000.0,8685969000000.0,10903540000000.0,8566882000000.0,4792656000000.0,6503834000000.0,20353526000000.0,4157363000000.0,34673999000000.0,73970000000.0,155984000000.0,432.75,267448000000.0,1461954000000.0,-594756000000.0,849048000000.0,-13160547000000.0,-3509970000000.0,4108756000000.0,-4534676000000.0,2297221000000.0,4871184000000.0,150345000000.0,377962000000.0,194470000000.0,-1412816000000.0,66309976000000.0,4870185000000.0,1225797000000.0,6192907000000.0,266560000000.0,759598000000.0,1059069000000.0,-2849392000000.0,319975336,-116215000000.0,4206613000000.0,135508000000.0,15381243000000.0,58522268000000.0,-894129000000.0,266560000000.0,788772000000.0,1586113000000.0,,3815784000000.0,432.75,319975336,-31635977000000.0,,29501895000000.0,2784452000000.0,221997000000.0,138464367501.0,80747970000000.0,35734769000000.0,171494000000.0,40461496000000.0,52018434000000.0,4034000000.0,4022136000000.0,12849199000000.0,-822570000000.0,4752437000000.0,12371032000000.0,3194686000000.0,51246075000000.0,818831000000.0
2016-12-31,3213847000000.0,-173769000000.0,-889998000000.0,42334828000000.0,,1642939000000.0,-3950967000000.0,5269418000000.0,9320915000000.0,482403000000.0,7623249000000.0,17457475000000.0,9515895000000.0,4551330000000.0,6668306000000.0,18944309000000.0,5284182000000.0,33932607000000.0,84537000000.0,286638000000.0,4130.25,172055000000.0,1375131000000.0,-143985000000.0,-2423565000000.0,-18915209000000.0,-4274895000000.0,4927909000000.0,-3754627000000.0,2917954000000.0,2447619000000.0,1411609000000.0,446071000000.0,438845000000.0,-980372000000.0,68152144000000.0,2447619000000.0,-1809000000.0,6441780000000.0,379544000000.0,665295000000.0,873238000000.0,-2462293000000.0,319985556,1032065000000.0,3750352000000.0,120608000000.0,15428036000000.0,52939771000000.0,769337000000.0,379544000000.0,658726000000.0,273419000000.0,0.0,5175630000000.0,4130.25,319985556,-34219537000000.0,,29655108000000.0,-404570000000.0,159813000000.0,1321581836919.0,80137614000000.0,34372345000000.0,1354807000000.0,41125712000000.0,46271465000000.0,1930000000.0,4871184000000.0,12510191000000.0,-708970000000.0,2807125000000.0,10194807000000.0,3008495000000.0,50482506000000.0,778370000000.0
2017-12-31,3297420000000.0,-287450000000.0,-1435170000000.0,43660391000000.0,,1904242000000.0,-1565528000000.0,5607310000000.0,8579620000000.0,482403000000.0,9594498000000.0,20153490000000.0,10793781000000.0,4396487000000.0,8271270000000.0,19490338000000.0,8045586000000.0,32089479000000.0,42827000000.0,-199739000000.0,8510.0,175594000000.0,1349838000000.0,-682556000000.0,164911000000.0,-20932340000000.0,-3136016000000.0,4265520000000.0,-3817874000000.0,4821796000000.0,2612530000000.0,4095051000000.0,515538000000.0,372071000000.0,-236903000000.0,67788456000000.0,2612530000000.0,217655000000.0,5465238000000.0,1185740000000.0,653923000000.0,1190229000000.0,-2631003000000.0,319994400,2909311000000.0,3449474000000.0,125795000000.0,12968566000000.0,60186867000000.0,-607999000000.0,1185740000000.0,653115000000.0,63075000000.0,,6981968000000.0,8510.0,319994400,-35698977000000.0,,31844259000000.0,-1841633000000.0,131657000000.0,2723181200003.0,79785629000000.0,32458904000000.0,2756230000000.0,42974658000000.0,51915597000000.0,1316000000.0,2447619000000.0,9789141000000.0,-863450000000.0,2976307000000.0,11274516000000.0,2895740000000.0,47941370000000.0,109426000000.0
2018-12-31,3267629000000.0,-47355000000.0,-1451009000000.0,43325357000000.0,,1688893000000.0,-3195048000000.0,5869725000000.0,8648250000000.0,482403000000.0,8746155000000.0,31327190000000.0,12153303000000.0,3853546000000.0,8025576000000.0,19430577000000.0,7624941000000.0,30210403000000.0,77092000000.0,418865000000.0,5294.25,112347000000.0,1125149000000.0,-1404368000000.0,31335000000.0,-32495050000000.0,-3136308000000.0,4789697000000.0,-2647970000000.0,5578810000000.0,2643865000000.0,3616016000000.0,948166000000.0,191073000000.0,-1513345000000.0,69081247000000.0,2643865000000.0,-1196532000000.0,5261066000000.0,1683630000000.0,720773000000.0,1180715000000.0,-2583166000000.0,320002424,1932386000000.0,2446766000000.0,108352000000.0,12673800000000.0,65154636000000.0,379742000000.0,1683630000000.0,741296000000.0,17806000000.0,,6102290000000.0,5294.25,320002424,-38870844000000.0,,34151972000000.0,-2105726000000.0,149566000000.0,1694181013701.0,78776991000000.0,32104377000000.0,1711902000000.0,44160659000000.0,57129060000000.0,9554000000.0,2612530000000.0,9919651000000.0,-723934000000.0,3286559000000.0,10289619000000.0,1756379000000.0,44625019000000.0,650224000000.0
